item_code,brand_x,brand_y,manufacturer,id,mrp,count
ADV0002,advent 30ml syp,advent 228.5mg dry syrup 30ml,CIPLA LTD,105997.0,,1
ADV0006,advent 10ml drops,advent 91.4mg drops 10ml tangy orange,CIPLA LTD,106003.0,,1
ADV0021,advent 600mg inj,advent 600mg injection 1,CIPLA LTD,106001.0,,1
AHA0016,aha lotion 15% 100ml,aha lax oral emulsion mixed fruit sugar free 170ml,FIXDERMA INDIA PVT LTD,366373.0,,1
ALC0189,alcaft 2.5mg eye drops 5ml,alcaft eye drop 5ml,MICRO LABS LTD,366407.0,,1
ALK0027,alkasol 100ml liq,alkasol syrup 100ml,STADMED PRIVATE LIMITED,362347.0,,1
ALL0165,allegra 100ml syp,allegra suspension 100ml raspberry & vanilla,SANOFI AVENTIS INDIA LTD,108468.0,,1
ALO0203,alograce cream 50g,alograce cream 50gm,MANKIND PHARMA PVT LTD,109183.0,,1
ALO0243,alograce bar 75gm,alograce bathing bar 75gm,MANKIND PHARMA PVT LTD,362106.0,,1
ALQ0001,alqunus 125mg nano curcumin syp 100ml,alqunus nano curcumin 100ml,HS ALDEM HEALTHCARE LTD,109526.0,,1
ALT0002,altacef 125mg syp -30ml,altacef suspension 30ml,GLENMARK PHARMACEUTICAL LTD,109623.0,,1
ALT0022,althrocin drops,althrocin 100mg drop 10ml,ALEMBIC LTD,109669.0,,1
AMI0055,amigold 200mg ltab 10's,amigold 200 tablet 10s,LUPIN LABORATORIES LTD,110758.0,,1
AMI0075,amicin 500mg inj,amicin 500mg injection 2ml,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,110685.0,,1
AMI0251,amiodon 3 ml inj,amiodon 150mg injection 3ml,NEON LABORATORIES LTD,110968.0,,1
AMP0206,amplinak 1mg/ml opth susp 5ml,amplinak ophthalmic suspension 5ml,ALLERGAN IND PVT LTD,112001.0,,1
ANA0006,anafortan 2ml inj,anafortan 25mg injection 2ml,ABBOTT INDIA LIMITED,112599.0,,1
ANA0044,anaphase shampoo 100ml,anaphase stimulating cream shampoo 100ml,ABBOTT INDIA LIMITED,112641.0,,1
ANA0216,anaboom 50ml anti dandruff lotion,anaboom ad lotion 50ml,SUN PHARMACEUTICAL INDUSTRIES LTD,112535.0,,1
ANA0235,anafortan 60ml paed syp,anafortan syrup 60ml,ABBOTT INDIA LIMITED,112604.0,,1
ANC0038,ancool 170mlâ  syrup,ancool sf suspension 200ml,ZUVENTUS HEALTHCARE LTD,112764.0,,1
ANE0037,aneket 250mg 5ml inj,aneket 50mg injection 5ml,NEON LABORATORIES LTD,112873.0,,1
ANO0003,anovate 20 gms oint,anovate cream 20gm,USV LTD,113304.0,,1
APC0033,apcod sachet 5g,apcod max sachet 5gm,SHIELD HEALTHCARE PVT LTD,366679.0,,1
APD0011,ap drop 0.05% drop,ap h 0.5% drop 5ml,APOLLO HOSPITALS ENTERPRIS LTD,113840.0,,1
APE0046,apel drops 30ml,apel 1.5mg oral drops 30ml,LANCER THERAPEUTICS PVT LTD,113914.0,,1
API0003,apidra 100iu solostar,apidra solostar 100iu/ml injection 3ml,SANOFI AVENTIS INDIA LTD,113985.0,,1
API0070,apidra 100iu/3ml inj cartridge,apidra solostar 100iu/ml injection 3ml,SANOFI AVENTIS INDIA LTD,113985.0,,1
APL0044,aplevant 1.5mg inj (2 pre-filled pens),aplevant 1.5mg pre filled pen (0.5ml each) 2n,LUPIN LABORATORIES LTD,366689.0,,1
AQS0001,aqsusten 25  inj,aqsusten 25 injection 1ml 1ml,SUN PHARMACEUTICAL INDUSTRIES LTD,114343.0,,1
AQU0005,aquaviron 25mg inj,aquaviron 25mg injection 1ml 1,ABBOTT INDIA LIMITED,114441.0,,1
AQU0226,aquagest 25mg/1.119ml inj,aquagest 25mg injection 2ml,INTAS PHARMACEUTICALS LTD,114384.0,,1
ARG0003,argin sachet 5g,argin sachet 5gm orange,FOURRTS (INDIA) LABORATORIES PVT LTD,114758.0,,1
ARG0030,argipreg sachet 6.5 g,argipreg granules 6.5gm,MANKIND PHARMA PVT LTD,361781.0,,1
ARI0011,aristozyme drops,aristozyme drop 15ml,ARISTO PHARMACEUTICALS PVT LTD,115033.0,,1
ART0127,ar-tears drop,ar 5 gel 25gm,AARPIK PHARMACEUTCALS PVT LTD,114472.0,,1
ART0236,art gel 10ml drop,art gel eye drop 10ml,APPASAMY PHARMACEUTICALS LTD,115682.0,,1
AST0006,asthalin 200mg rotocaps 30's,asthalin rotacaps 30s,CIPLA LTD,116839.0,,1
AST0035,asthakind 100ml syp,asthakind dx syrup 100ml,MANKIND PHARMA PVT LTD,116824.0,,1
ATR0005,atropine 1ml inj (hindustan,atropine sulphate 0.6mg injection 1ml,HINDUSTAN BIOSCIENCES   LTD,118149.0,,1
AUG0006,augmentin  inj - 1.2 g,augmentin 1.2gm injection 1,GLAXO SMITHKLINE PHARMACEUTICALS LTD,118286.0,,1
AXA0010,axatol 20 inj,axatol 20iu infusion 100ml,NATH PHARMA,119270.0,,1
AXB0006,axbex syrup 200ml,axbex ns syrup 200ml,OZONE PHARMACEUTICALS LTD,119284.0,,1
AXO0088,axodil 0.63mg respules 2.5ml 5's,axodil 30mg syrup 100ml,AAR ESS REMEDIES PVT LTD,119608.0,,1
AZE0013,azee 100mg dry syrup 15ml,azee 100mg dry syrup 15ml peppermint,CIPLA LTD,120100.0,,1
AZE0017,azeflo 7ml nasal spary,azeflo nasal spray 7ml,LUPIN LABORATORIES LTD,120122.0,,1
AZE0065,azee 100mg dry syrup 15ml ***,azee 100mg dry syrup 15ml peppermint,CIPLA LTD,120100.0,,1
AZE0071,azee 200mg xl dry syp 30ml,azee xl 200mg dry syrup 30ml peppermint,CIPLA LTD,120110.0,,1
AZI0014,azithral syp 100mg - 15ml,azithral 100 liquid 15ml,ALEMBIC LTD,121142.0,,1
AZI0015,azithral syp 200 mg / 15 ml,azithral 200 liquid 15ml,ALEMBIC LTD,121143.0,,1
AZI0022,aziwok 100mg/15ml susp,aziwok 100 liquid 15ml,WOCKHARDT LTD,121333.0,,1
AZI0023,aziwok 200mg/15ml sus,aziwok 200 liquid 15ml mango,WOCKHARDT LTD,121335.0,,1
AZI0716,azithral xl 200 syp 60ml,azithral xl 200 liquid 60ml,ALEMBIC LTD,121159.0,,1
BAB0001,babygesic 15ml susp drop,babygesic drops 15ml orange,MEYER ORGANICS PVT LTD,122002.0,,1
BAC0025,bactoclav 30ml liq,bactoclav dry syrup 30ml,MICRO LABS LTD,122307.0,,1
BAC0073,bactoclav 1.2gm inj,bactoclav 1000mg/200mg injection 1,MICRO LABS LTD,122301.0,,1
BAC0172,bactafuz cream 5 g,bactafuz cream 5gm,MANKIND PHARMA PVT LTD,122198.0,,1
BAC0178,baclof 100ml,baclof oral solution 100ml strawberry,INTAS PHARMACEUTICALS LTD,122154.0,,1
BAS0207,basugine 100iu\3ml cartridge,basugine 100iu/ml injection 3ml,LUPIN LABORATORIES LTD,123924.0,,1
BAS0209,basugine pen,basugine pen 1,LUPIN LABORATORIES LTD,123925.0,,1
BAS0224,basaglar 100units/ml cartridge,basaglar 100 units/ml cartridge 3ml,CIPLA LTD,123629.0,,1
BAS0225,basaglar kwikpen 100units/ml inj 3ml,basaglar kwikpen 100 units/ml 3ml,CIPLA LTD,123630.0,,1
BEC0116,beclo lotion 30ml,beclo c lotion 20ml,ABBOTT INDIA LIMITED,124266.0,,1
BEL0169,bellissa 100gm moisturising lotion,bellissa lotion 100gm,BELLISSA PHARMACEUTICALS PVT LTD,124613.0,,1
BEN0259,benadryl dr 100ml syp,benadryl dr kids syrup 100ml,JOHNSON & JOHNSON PVT LTD,124721.0,,1
BEN0484,benzonix gel wash 50g,benzonix gel wash 50gm,CANIXA LIFE SCIENCES PVT LTD,367093.0,,1
BET0047,betadine powder 10g,betadine powder 10gm,WIN MEDICARE LTD,125578.0,,1
BET0108,betadine 125gm oint,betadine 5% ointment 125gm,WIN MEDICARE LTD,125573.0,,1
BET0204,betadine cream 20g,betadine cream 20gm,WIN MEDICARE LTD,125576.0,,1
BET0271,bett inj 1ml,bett vaccine 5ml,BIOLOGICAL E LTD,125916.0,,1
BET0513,betafree 5ml eyedrops,betafree eye drop 5ml,MICRO LABS LTD,125610.0,,1
BET0651,betoxid syrup 200ml,betoxid capsule 10s,NRI VISION CARE PVT LTD,125894.0,,1
BEV0018,bevac inj 0.5ml,bevac vaccine 0.5ml,BIOLOGICAL E LTD,362111.0,,1
BIC0013,bicef 250mg syrup 30ml,bicef 250mg dry syrup 30ml,MICRO LABS LTD,126262.0,,1
BIF0003,bifilac sachet 0.5g,bifilac sachet 0.5gm,TABLETS INDIA LTD,126349.0,,1
BIL0048,biluma cream 15g,biluma cream 15gm,GALDERMA INDIA PVT LTD,126671.0,,1
BIO0013,biocilin  500 mg inj,biocilin 500mg injection 1,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,127031.0,,1
BIO0104,biopolio 2ml inj,biopolio b1/3 vaccine 2ml,BHARAT BIOTECH INTERNATIONAL LTD,127556.0,,1
BIO0165,biogaracin 80 mg inj,biogaracin 80mg injection 2ml,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,127277.0,,1
BIO0650,biofer xt syp,biofer xt syrup 200ml,MICRO LABS LTD,127205.0,,1
BIO1497,biotia 200ml moisturizing cream bath,biotia body wash 200ml,LA MED HEALTHCARE PVT LTD,127724.0,,1
BIO1691,biosilk moist cream 100g,biosilk moisturizing cream 100gm,AJANTA PHARMA LTD,367241.0,,1
BON0028,bonista inj,bonista 250mcg/ml solution for injection 3ml,SUN PHARMACEUTICAL INDUSTRIES LTD,141162.0,,1
BOO0007,boostrix 0.5ml inj,boostrix vaccine 0.5ml,GLAXO SMITHKLINE PHARMACEUTICALS LTD,141283.0,,1
BOS0007,boss powder 200g,boss powder 200gm,FOREGEN HEALTHCARE LTD,141354.0,,1
BOU0010,bournvita 1 kg jar,cadbury bournvita health drink 1kg chocolate,CADBURY INDIA LTD,143316.0,,1
BRA0162,brainmax 585mg liquid 150ml,brainmax omega 3 liquid 150ml,ZUVENTUS HEALTHCARE LTD,367343.0,,1
BRE0085,breezer syp,breezer syrup 100ml,NEXUS BIO PHARMA INC,141661.0,,1
BRI0010,brimolol 5ml drop,brimolol eye drop 5ml,SUN PHARMACEUTICAL INDUSTRIES LTD,141807.0,,1
BRI0012,brite cream 20grm,brite cream 20gm,WALLACE PHARMACEUTCALS LTD,141887.0,,1
BRI0112,brimodin 10ml eye drops,brimodin eye drop 5ml,CIPLA LTD,141800.0,,1
BRI0375,brinzoma 5ml eye drops,brinzoma 1% eye drop 5ml,SUNWAYS INDIA PVT LTD,141843.0,,1
BRI0382,brilante 30ml intense serum,brilante intense brightening serum 30ml,REGALIA PHARMACEUTICALS INDIA PVT LTD,141783.0,,1
BRI0412,bristaa 20gm cream,bristaa advance cream 20gm,SUN PHARMACEUTICAL INDUSTRIES LTD,141871.0,,1
BRO0027,broncorex  syp - 100ml,broncorex expectorant 100ml,PFIZER LTD,142139.0,,1
BUN0006,bunase 0.5mg respules 5's,bunase 0.5 respules 5,MACLEODS PHARMACEUTICALS LTD,142697.0,,1
BUR0011,burnheal cream - 15g,burnheal cream 15gm,ABHI NATURAL PRODUCTS PVT LTD,142761.0,,1
BUS0035,buscogast 1ml inj,buscogast 20mg injection 1,SANOFI AVENTIS INDIA LTD,142795.0,,1
BUV0002,buvalor 10mcg h 2 pache,buvalor 10mg patch 2,MODI MUNDI PHARMA LTD,142881.0,,1
BUV0003,buvalor 20mcg h 2paches,buvalor 20mg patch 2,MODI MUNDI PHARMA LTD,142882.0,,1
CAF0043,cafta 2.5mg eye drops 5ml,cafta eye drop 5ml,SUN PHARMACEUTICAL INDUSTRIES LTD,367506.0,,1
CAF0046,cafneon 20mg/1ml inj,cafneon 40mg injection 2ml,NEP-NEON LABORATORIES LTD,143527.0,,1
CAL0099,calcinase 3.7mlnasal spary,calcinase nasal spray 3.7ml,CIPLA LTD,143864.0,,1
CAL0144,caldikind 1gm sachet,caldikind 60k sachet 1gm butterscotch,MANKIND PHARMA PVT LTD,144064.0,,1
CAL0154,calpol 120mg/60ml oral suspension ***,calpol 120mg suspension 60ml,GLAXO SMITHKLINE PHARMACEUTICALS LTD,144423.0,,1
CAL0157,calodin 5ml eye drops,calodin eye drop 10ml,SYNTHO PHARMACEUTICALS PVT LTD,144353.0,,1
CAL0504,caldob cream 30g,caldob cream 30gm,COMED CHEMICALS PVT LTD,144099.0,,1
CAL0765,calcitas  1gm sachet,calcitas granules 1gm,INTAS PHARMACEUTICALS LTD,363330.0,,1
CAL0832,caldikind 200ml syp,caldikind suspension 200ml,MANKIND PHARMA PVT LTD,361959.0,,1
CAL1547,cal4u drops 30ml,cal4u hd tablet 10s,DIANCECHT PHARMACEUTICALS PVT LTD,367514.0,,1
CAN0095,candid 75gm soap,candid medicated soap 75gm,GLENMARK PHARMACEUTICAL LTD,367590.0,,1
CAN0146,canfree  lotion,canfree lotion 60ml,ACME PHARMACEUTICALS PVT LTD,145022.0,,1
CAR0389,caremoist cream 87gm,caremoist cream 100gm,3M INDIA LTD,145686.0,,1
CAR0424,carnisure 1g/5ml inj 5ml,carnisure injection 5ml,TORRENT (AZUCA),362079.0,,1
CAR1418,caritec 100mcg/1ml inj,caritec solution for injection 1ml,SUN PHARMA LABORATORIES LTD.,367647.0,,1
CAT0004,cathflush  2ml  inj,cathflush 10iu injection 2ml,TROIKAA PHARMACEUTICALS,146284.0,,1
CB10001,cb 12 inj,cb max injection 1,MAPRA LABORATORIES PVT LTD,146381.0,,1
CCS0002,ccs 10ml eye gel,ccs gel 10ml,OPTHO REMEDIES PVT LTD,146492.0,,1
CEC0001,cecon drops 30ml,cecon oral drops 30ml,ABBOTT LABORATORIES,146639.0,,1
CEF0016,cefaxone inj - 1g,cefaxone 1gm injection 5ml,LUPIN LABORATORIES LTD,147030.0,,1
CEF0060,cefoprox 50mg susp - 30ml,cefoprox 50mg dry syrup 30ml,CIPLA LTD,148147.0,,1
CEF0061,cefrine 30ml syp,cefrine oral suspension 30ml,MACLEODS PHARMACEUTICALS LTD,148430.0,,1
CEF0120,cefolac 100mg 30ml sup,cefolac 100 oral suspension 30ml,MACLEODS PHARMACEUTICALS LTD,148044.0,,1
CEF0194,cefakind 30ml syrup,cefakind dry syrup 30ml,MANKIND PHARMA PVT LTD,146903.0,,1
CEF0467,cefolac 50mg 50ml syp,cefolac o 50mg/50mg dry syrup 30ml,MACLEODS PHARMACEUTICALS LTD,148062.0,,1
CEF1327,cefredrox 50mg syp 15gm/30ml,cefredrox 200mg tablet 6s,LEEFORD HEALTH CARE LTD,148409.0,,1
CEL0214,cellusoothe 10ml drops,cellusoothe gel 10ml,BERRY & HERBS PHARMA PVT LTD,149327.0,,1
CER0004,cerviprime gel 0.5mg gel,cerviprime 0.5mg gel 3gm,GERMAN REMEDIES LTD,150065.0,,1
CET0012,cetil 1.5gm inj,cetil 1.5gm injection 10ml,LUPIN LABORATORIES LTD,150274.0,,1
CET0026,cetrilak solution - 100ml,cetrilak mild solution 100ml,MENARINI INDIA LTD,150461.0,,1
CET0053,cetcip 30ml syp,cetcip syrup 5mg/5ml 30ml,CIPLA LTD,150212.0,,1
CET0142,cetalite lotion 100ml,cetalite cleansing lotion 100ml,ABBOTT INDIA LIMITED,150124.0,,1
CET0194,cetrolix 0.25ml inj,cetrolix 0.25mg injection 1,INTAS PHARMACEUTICALS LTD,150542.0,,1
CEZ0010,cezel powder 100g,cezel 1% dusting powder 100gm,MAGNUM LIFE SCIENCES PVT LTD,150673.0,,1
CHA0183,charmoist cream 100g,charmoist lotion 100ml,ROCKMED PHARMA PVT LTD,150865.0,,1
CHE0015,cheerio gel 75gm,cheerio oral gel 75gm,DR REDDY'S LABORATORIES,361877.0,,1
CHI0298,chirorab 1ml inj,chirorab vaccine 1n,CHIRON PANACEA VACCINES PVT LTD,367831.0,,1
CHL0035,chloromycetin applicaps 50's,chloromycetin aplicap 50,PFIZER LTD,151307.0,,1
CHO0020,choltran 5gm sachet,choltran 5mg tablet 10s,AJANTA PHARMA LTD,151417.0,,1
CIN0113,cinort 5gm paste,cinort 0.1% oral paste 5gm,APPLE LIFE SCIENCES  LTD,152287.0,,1
CIP0011,cipladine 100ml solution,cipladine 5% solution 100ml,CIPLA LTD,152488.0,,1
CIP0217,ciprit 50ml,ciprit liquid 50ml,ADONIS LABORATORIES PVT LTD,152626.0,,1
CIP0453,cipeg 17gm powder 121.1g,cipeg powder 121.1gm,CIPLA LTD,152434.0,,1
CIT0008,cital syp 100 ml,cital oral liquid 100ml,INDOCO REMEDIES LTD,361969.0,,1
CIT0009,citralka -100 ml,citralka liquid 100ml,PFIZER LTD,153455.0,,1
CIT0227,citforce sachets 5g,citforce sachet 5gm,MOVA PHARMACEUTICALS PVT LTD,153255.0,,1
CLA0002,clavam 30ml syp,clavam dry syrup 30ml,ALKEM LABORATORIES LTD,153866.0,,1
CLA0031,claribid granules 30ml,claribid 125mg granules 30gm,ABBOTT INDIA LIMITED,153714.0,,1
CLA0196,clamp drops 10ml,clamp 80mg/11.4mg drop 10ml,DR REDDY'S LABORATORIES,153645.0,,1
CLA0574,clarigard 125mg/5ml banana flav susp 30ml,clarigard 125mg dry syrup 30ml,MACLEODS PHARMACEUTICALS LTD,153752.0,,1
CLA0603,clarigard 250mg banana flav dry syp 20gm/30ml,clarigard 250mg dry syrup 30ml,MACLEODS PHARMACEUTICALS LTD,153754.0,,1
CLE0001,clear gel 20grms,clear gel 20gm,H&H PHARMACEUTICALS LTD,154173.0,,1
CLE0037,clearwax 10 ml ear dps,clearwax ear drop 10ml,CIPLA LTD,154227.0,,1
CLE0042,clenora gel 15ml,clenora oral gel 15ml,DWD PHARMACEUTICALS LTD,154273.0,,1
CLI0119,clincitop gel 20g,clincitop gel 20gm,UNIVERSAL TWIN LABS LTD,154394.0,,1
CLI0263,clinsol 15gm oint,clinsol gel 15gm,LEEFORD HEALTH CARE LTD,154556.0,,1
CLI0298,clinsol soap 75g,clinsol soap 75gm,LEEFORD HEALTH CARE LTD,154557.0,,1
CLO0268,clobiderm 30 gm oint,clobiderm cream 30gm,ABBOTT INDIA LIMITED,154748.0,,1
CLO0586,clocip 15gm oint,clocip b ointment 15gm,CIPLA LTD,154803.0,,1
CLO0692,clocip  100gm  powder,clocip dusting powder 100gm,CIPLA LTD,154800.0,,1
CLO1242,cloff xl 125mg/5ml susp 60ml,cloff xl dry syrup 60ml,ALEMBIC LTD,154890.0,,1
CMC0001,cmc 10ml drop,cmc eye drop 10ml,JAWA PHARAMCEUTICALS PVT LTD,155819.0,,1
COF0016,cofdex 100ml liq,cofdex syrup 100ml,CIPLA LTD,156261.0,,1
COL0013,colimex 10 ml drops,colimex oral drops 10ml,WALLACE PHARMACEUTCALS LTD,156817.0,,1
COL0165,collaflex 10.5gm sachet,collaflex granules 10.2gm,SANOFI AVENTIS INDIA LTD,361881.0,,1
COM0005,combigan 5ml drops,combigan opthalmic solution 5ml,ALLERGAN IND PVT LTD,157122.0,,1
COR0358,cortent 30mg oint,cortent cream 30gm,LA PRISTINE BIOCEUTICALS LTD,158328.0,,1
COR0580,corparin-60mg/0.6ml pfs with staked needle inj,corparin 60 injection 0.6ml,CORONA REMEDIES LTD,158254.0,,1
COR0584,cortirate cream 30g,cortirate cream 30gm,MESOVA PHARMACEUTICALS PVT LTD,158393.0,,1
COS0029,cosome syp - 100ml,cosome cough syrup 100ml,MERCK LTD,363496.0,,1
CRE0076,cresp 40mcg/0.4 ml inj pfs,cresp 40 injection 0.4ml,DR REDDY'S LABORATORIES,361940.0,,1
CRE0137,cresp 60mcg inj pfs,cresp 60mcg injection 1,DR REDDY'S LABORATORIES,159199.0,,1
CRE0142,cresp 25mcg inj vial,cresp 25 injection 1,DR REDDY'S LABORATORIES,159198.0,,1
CRO0001,crotorax cream - 20g,crotorax cream 20gm,ABBOTT INDIA LIMITED,159438.0,,1
CRO0005,crocin drops 15 ml,crocin 150 mg drop 15ml,HINDUSTAN UNILEVER LIMITED(HFD),159336.0,,1
CRO0006,crocin suspension double strength 60 ml,crocin 120 suspension 60ml strawberry,HINDUSTAN UNILEVER LIMITED(HFD),361820.0,,1
CRO0009,crocin suspension 60 ml,crocin 120 suspension 60ml strawberry,HINDUSTAN UNILEVER LIMITED(HFD),361820.0,,1
CRO0040,crotec-eccap 10's,crotec ec soft gelatin capsule 10s,UNIMAX LABORATORIES PVT LTD,159431.0,,1
CRO0168,crocin suspension double strength 100ml,crocin 240 ds suspension mixed fruit 100ml,HINDUSTAN UNILEVER LIMITED(HFD),368255.0,,1
CUT0209,cutiwhite 100gm spf-30+ sunscreen lotion,cutiwhite lotion 100gm,LIVIA HEALTHCARE LLP,160025.0,,1
CUT0236,cutis oil 60ml (vasu),cutis lotion 100ml,VASU HEALTH CARE LTD,160006.0,,1
CUT0257,cutiwin cream 10g,cutiwin cream 5gm,CUTIK MEDICARE PVT LTD,160026.0,,1
CYC0011,cyclogyl 5ml drops,cyclogyl eye drops 5ml,INTAS PHARMACEUTICALS LTD,160207.0,,1
CYC0015,cyclopam inj - 2ml,cyclopam 10mg injection 2ml,INDOCO REMEDIES LTD,160245.0,,1
CYC0026,cycloxan inj - 1g,cycloxan 1000mg injection 1,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,160311.0,,1
CYC0034,cycloreg 5mgtab 10's,cycloreg tablet 10s,JAGSONPAL PHARMACEUTICALS LTD,160280.0,,1
CYC0037,cycloset 300ml syp,cycloset syrup 300ml mixed fruit flavour,ALEMBIC LTD,160284.0,,1
CYC0068,cyclomid drops - 5ml,cyclomid eye drop 5ml,JAWA PHARAMCEUTICALS PVT LTD,160216.0,,1
CYC0161,cyclo tears eye drops 3ml,cyclo tears 0.05% eye drop 3ml,ENTOD PHARMACETICALS LTD,160171.0,,1
DAB0036,dabur gulabari gulab jal 120 ml,dabur hingoli 120,DABUR INDIA LTD,363550.0,,1
DAF0009,daffy bar 75g,daffy bathing bar 75gm,DR REDDY'S LABORATORIES,161515.0,,1
DAR0001,darolac sachet 2g,darolac sachet 2gm,ARISTO PHARMACEUTICALS PVT LTD,161919.0,,1
DAR0048,dargen 25mg inj pfs,dargen 25 injection 0.42ml,LUPIN LABORATORIES LTD,161852.0,,1
DAR0049,dargen 40mg inj pfs,dargen 40 injection 0.4ml,LUPIN LABORATORIES LTD,161853.0,,1
DAR0050,dargen 40mcg pfs inj(spl rate),dargen 40 injection 0.4ml,LUPIN LABORATORIES LTD,161853.0,,1
DAR0060,dargen 60mcg (pfs) inj,dargen 60 injection 0.3ml,LUPIN LABORATORIES LTD,161854.0,,1
DAR0071,darbotin 40mcg/0.40ml inj,darbotin 40 injection 0.4ml,WOCKHARDT LTD,161814.0,,1
DAR0084,darba 40mcg/0.4ml inj,darba 40mcg injection 1,RPG LIFESCIENCES LTD,161800.0,,1
DAR0090,darbitop 40mcg/0.4ml inj,darbitop 40mcg injection 1,ALNICHE LIFE SCIENCES PVT LTD,161811.0,,1
DCL0022,dclonom gel 30g,dclonom cream 30gm,DM PHARMA LTD,162170.0,,1
DEA0003,dear 21 tabâ ,dear tablet 21s,SANZYME BIOLOGICS LTD,162229.0,,1
DEC0256,decutiz soap 75g,decutiz soap 75gm,ROCKMED PHARMA PVT LTD,162571.0,,1
DEG0019,degapride 80mg inj,degapride 80mg injection 1,SUN PHARMACEUTICAL INDUSTRIES LTD,368556.0,,1
DEN0038,denofit 25 gm cream,denofit denture adhesive cream 25gm,DR REDDY S (ONCOLOGY),163478.0,,1
DEP0048,depiwhite cream,depiwhite cream 15ml,WOCKHARDT LTD,163696.0,,1
DER0008,deriphyllin syrup 100ml,deriphyllin syrup 200ml,ZYDUS CADILA HEALTHCARE LTD,163915.0,,1
DER0041,dermadew 60ml lotion,dermadew caloe lotion 60ml,H&H PHARMACEUTICALS LTD,163976.0,,1
DER0208,dermaseal 20gm cream,dermaseal p cream 20gm,ORGANIC PHARMACEUTICALS PVT LTD,164106.0,,1
DER0236,dermitop cream 20g,dermitop cream 20gm,ZYDUS CADILA HEALTHCARE LTD,164198.0,,1
DER0380,dermiford 15gm crm,dermiford cream 15gm,LEEFORD HEALTH CARE LTD,164179.0,,1
DER0430,dermiford 25gm cream,dermiford cream 15gm,LEEFORD HEALTH CARE LTD,164179.0,,1
DEW0003,dewsoft cream 50g,dewsoft cream 50gm,TORRENT (AZUCA),164810.0,,1
DEX0152,dexodil sr 6mg,dexodil 6mg tablet sr 10s,PSYCHOTROPICS INDIA LTD,164977.0,,1
DEX0159,dexona inj - 8mg,dexona 8mg injection 1,ZYDUS CADILA HEALTHCARE LTD,165006.0,,1
DEX0244,dexoderm cream 15g,dexoderm cream 15gm,MICRO LABS LTD,164974.0,,1
DIA0217,diamond e/drops 10ml,diamond eye drop 10ml,GEN-GENERAL PHARMA,165694.0,,1
DIF0019,diflusap drop 5ml,diflusap eye drop 5ml,SAPIENT PHARMACEUTICALS LTD,166614.0,,1
DIG0002,digene gel mixed fruit 170ml,digene gel 200ml mixed fruit,ABBOTT INDIA LTD,166644.0,,1
DIG0009,digestomen 200ml  syp,digestomen syrup 200ml honey,MENARINI INDIA LTD,166676.0,,1
