item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_cap,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
33349,full 365 cap 15s,,capsule,full,full 365 15s,1.0,full,full,full,198380.0,full 365 capsule 15s,capsule,full,full 365 15s,full 365 capsule 15s,,,,,,0.0,full 365 capsule 15s,,,,,,,15s,Zuventus Healthcare Ltd,,,118.55,1,
33411,mac rabonik dsr cap 15s,,capsule,mac rabonik dsr,mac rabonik dsr 15s,1.0,mac rabonik,mac,mac,377526.0,mac rabonik dsr capsule 15s,capsule,mac,mac rabonik dsr 15s,mac rabonik dsr capsule 15s,,,,,,0.0,mac rabonik dsr capsule 15s,,,,,,,15s,Eris Lifesciences Pvt Ltd,,,230.58,1,
33415,ocubless cap 10s,,capsule,ocubless,ocubless 10s,1.0,ocubless,ocubless,ocubless,259761.0,ocubless capsule 10s,capsule,ocubless,ocubless 10s,ocubless capsule 10s,,,,,,0.0,ocubless capsule 10s,,,,,,,10s,Centaur Pharmaceuticals Pvt Ltd,,,169.09,1,
33478,statpure a cap 20/75mg 15s,,capsule,statpure a,statpure a 20/75 15s,1.0,statpure,statpure,statpure,380603.0,statpure a 20mg/75mg capsule 15s,capsule,statpure,statpure a 20/75 15s,statpure a 20mg/75mg capsule 15s,,,,,,0.0,statpure a capsule 20/75mg 15s,,,,,,,15s,Mankind Pharma Ltd,,,162,1,
33583,carbofol plus cap 10s,,capsule,carbofol plus,carbofol plus 10s,1.0,carbofol,carbofol,carbofol,379252.0,carbofol plus capsule 10s,capsule,carbofol,carbofol plus 10s,carbofol plus capsule 10s,,,,,,0.0,carbofol plus capsule 10s,,,,,,,10s,AVROHN PHARMA I LIMITED,,,140,1,
33592,neksium d cap 20mg 10s,,capsule,neksium d,neksium d 20 10s,1.0,neksium,neksium,neksium,372294.0,neksium d 20 capsule sr 10s,capsule,neksium,neksium d 20 10s,neksium d 20 capsule 10s,,,,,,0.0,neksium d capsule 20mg 10s,,,,,,,10s,Pfizer Ltd,,,81,1,
33598,straton cap 10s,,capsule,straton,straton 10s,1.0,straton,straton,straton,379512.0,straton capsule 10s,capsule,straton,straton 10s,straton capsule 10s,,,,,,0.0,straton capsule 10s,,,,,,,10s,AMAZONE PHARMACETICALS PVT LTD,,,495,1,
33622,proglumin cap 10s,,capsule,proglumin,proglumin 10s,1.0,proglumin,proglumin,proglumin,373513.0,proglumin capsule 10s,capsule,proglumin,proglumin 10s,proglumin capsule 10s,,,,,,0.0,proglumin capsule 10s,,,,,,,10s,Septalyst Lifesciences Pvt.Ltd.,,,350,1,
33692,arorab dsr cap 15s,,capsule,arorab dsr,arorab dsr 15s,1.0,arorab,arorab,arorab,366758.0,arorab dsr capsule 15s,capsule,arorab,arorab dsr 15s,arorab dsr capsule 15s,,,,,,0.0,arorab dsr capsule 15s,,,,,,,15s,Aareen Healthcare Pvt Ltd,,,163.5,1,
33751,prograf cap 0.5mg 10s,,capsule,prograf,prograf 0.5 10s,1.0,prograf,prograf,prograf,281014.0,prograf 0.5mg capsule 10s,capsule,prograf,prograf 0.5 10s,prograf 0.5mg capsule 10s,,,,,,0.0,prograf capsule 0.5mg 10s,,,,,,,10s,ASTELLAS PHARMA INDIA PVT LTD,,,234,1,
33848,lipophage cap 60mg 10s,,capsule,lipophage,lipophage 60 10s,1.0,lipophage,lipophage,lipophage,228690.0,lipophage 60 capsule 10s,capsule,lipophage,lipophage 60 10s,lipophage 60 capsule 10s,,,,,,0.0,lipophage capsule 60mg 10s,,,,,,,10s,Franco-Indian Pharmaceuticals Pvt Ltd,,,334.5,1,
33850,curcuria softgel cap 10s,,capsule,curcuria softgel,curcuria softgel 10s,1.0,curcuria,curcuria,curcuria,379685.0,curcuria softgel capsule 10s,capsule,curcuria,curcuria softgel 10s,curcuria softgel capsule 10s,,,,,,0.0,curcuria softgel capsule 10s,,,,,,,10s,REYANO LIFE CARE,,,399,1,
33866,tuksan cap 10s,,capsule,tuksan,tuksan 10s,1.0,tuksan,tuksan,tuksan,331364.0,tuksan capsule 10s,capsule,tuksan,tuksan 10s,tuksan capsule 10s,,,,,,0.0,tuksan capsule 10s,,,,,,,10s,Excel Waves Formulation,,,530,1,
33912,lycorip q10 cap 10s,,capsule,lycorip q10,lycorip q10 10s,1.0,lycorip,lycorip,lycorip,232649.0,lycorip q10 capsule 10s,capsule,lycorip,lycorip q10 10s,lycorip q10 capsule 10s,,,,,,0.0,lycorip q10 capsule 10s,,,,,,,10s,KRP PHARMA,,,590,1,
33922,astymin forte cap 30s,,capsule,astymin forte,astymin forte 30s,1.0,astymin,astymin,astymin,366814.0,astymin forte capsule 30s,capsule,astymin,astymin forte 30s,astymin forte capsule 30s,,,,,,0.0,astymin forte capsule 30s,,,,,,,30s,Tablets India Limited,,,398,1,
33926,rosupack a cap 10/75mg 10s,,capsule,rosupack a,rosupack a 10/75 10s,1.0,rosupack,rosupack,rosupack,293616.0,rosupack a 10mg/75mg capsule 10s,capsule,rosupack,rosupack a 10/75 10s,rosupack a 10mg/75mg capsule 10s,,,,,,0.0,rosupack a capsule 10/75mg 10s,,,,,,,10s,Koye Pharmaceuticals Pvt ltd,,,72.6,1,
33942,shfol plus cap 10s,,capsule,shfol plus,shfol plus 10s,1.0,shfol,shfol,shfol,311386.0,shfol  plus capsule 10s,capsule,shfol,shfol plus 10s,shfol plus capsule 10s,,,,,,0.0,shfol plus capsule 10s,,,,,,,10s,SH HEALTHCARE PRIVATE LIMITED,,,199.5,1,
33963,hepagress cap 7s,,capsule,hepagress,hepagress 7s,1.0,hepagress,hepagress,hepagress,382383.0,hepagress capsule 7s,capsule,hepagress,hepagress 7s,hepagress capsule 7s,,,,,,0.0,hepagress capsule 7s,,,,,,,7s,La Renon Healthcare Pvt Ltd,,,525,1,
33964,ddr d cap 10s,,capsule,ddr d,ddr d 10s,1.0,ddr,ddr,ddr,379524.0,ddr d capsule 10s,capsule,ddr,ddr d 10s,ddr d capsule 10s,,,,,,0.0,ddr d capsule 10s,,,,,,,10s,Msn Labs,,,199,1,
33974,rapilif d cap 4/0.5mg 10s,,capsule,rapilif d,rapilif d 4/0.5 10s,1.0,rapilif,rapilif,rapilif,286917.0,rapilif d 4/0.5 capsule 10s,capsule,rapilif,rapilif d 4/0.5 10s,rapilif d 4/0.5 capsule 10s,,,,,,0.0,rapilif d capsule 4/0.5mg 10s,,,,,,,10s,Ipca Laboratories Ltd,,,255,1,
