item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,salt_flag,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
33506,pregiva nt tab 10/75mg 10s,,tablet,pregiva nt,pregiva nt 10/75 10s,1.0,pregiva,pregiva,pregiva,373466.0,pregiva nt tablet 10s,tablet,pregiva,pregiva nt 10s,pregiva nt tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,pregiva nt tablet 10/75mg 10s,2.0,mg ,,2.0,10/75,,0,10s,Kuresys Labs,,,180,1,0.7745966692414834
33521,mg or tab 500mg 30s,,tablet,mg or,or 500 30s,1.0,mg,mg,mg,371863.0,mg or tablet 30s,tablet,mg,or 30s,mg or tablet 30s,0.8164965809277259,0.8164965809277259,30,30,0.0,mg or tablet 500mg 30s,0.0,mg ,mg ,2.0,,,0,30s,NUTRILIFE INDIA PVT LTD,,,510,1,0.8164965809277259
33673,rado qz tab 10s,,tablet,rado qz,rado qz 10s,1.0,rado,rado,rado,285940.0,rado q tablet 10s,tablet,rado,rado q 10s,rado q tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,rado qz tablet 10s,2.0,,,2.0,,,0,10s,Radicool Pharmaceutical Pvt Ltd,,,595,1,0.6666666666666667
33715,corbis t tab 2.5mg 10s,,tablet,corbis t,corbis t 2.5 10s,1.0,corbis,corbis,corbis,157960.0,corbis 2.5 tablet 10s,tablet,corbis,corbis 2.5 10s,corbis 2.5 tablet 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,corbis t tablet 2.5mg 10s,2.0,mg ,,2.0,2.5,,1,10s,Torrent Pharmaceuticals Ltd,,,120,1,0.8944271909999159
33734,lanum c tab 500mg 10s,,tablet,lanum c,lanum c 500 10s,1.0,lanum,lanum,lanum,224753.0,lanum c tablet 10s,tablet,lanum,lanum c 10s,lanum c tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,lanum c tablet 500mg 10s,2.0,mg ,,2.0,500,,0,10s,La Renon Healthcare Pvt Ltd,,,19,1,0.8660254037844387
33740,jectocos lip tab 10s,,tablet,jectocos lip,jectocos lip 10s,1.0,jectocos,jectocos,jectocos,217538.0,jectocos lipo tablet fc 10s,tablet,jectocos,jectocos lipo fc 10s,jectocos lipo tablet fc 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,jectocos lip tablet 10s,2.0,,,2.0,,,0,10s,Oaknet Healthcare Pvt Ltd,,,184,1,0.5773502691896258
33760,dapacose m tab 10/500mg 10s,,tablet,dapacose m,dapacose m 10/500 10s,1.0,dapacose,dapacose,dapacose,368414.0,dapacose m 10 tablet er 10s,tablet,dapacose,dapacose m 10 10s,dapacose m 10 tablet 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,dapacose m tablet 10/500mg 10s,2.0,mg ,,2.0,10/500,,0,10s,J B Chemicals and Pharmaceuticals Ltd,,,120.42,1,0.8944271909999159
33807,lam plus tab 20mg 15s,,tablet,lam plus,lam plus 20 15s,1.0,lam,lam,lam,378846.0,lam plus tablet 15s,tablet,lam,lam plus 15s,lam plus tablet 15s,0.8660254037844387,0.8660254037844387,15,15,0.0,lam plus tablet 20mg 15s,2.0,mg ,,2.0,20,,0,15s,Tas Med India Pvt Ltd,,,73.92,1,0.8660254037844387
33862,cilaheart t tab 40mg 15s,,tablet,cilaheart t,cilaheart t 40 15s,1.0,cilaheart,cilaheart,cilaheart,380102.0,cilaheart t tablet 15s,tablet,cilaheart,cilaheart t 15s,cilaheart t tablet 15s,0.8660254037844387,0.8660254037844387,15,15,0.0,cilaheart t tablet 40mg 15s,2.0,mg ,,2.0,40,,0,15s,Mankind Pharma Ltd,,,160.71,1,0.8660254037844387
33909,sitara dm tab 10/100/500 10s,,tablet,sitara dm,sitara dm 10/100/500 10s,1.0,sitara,sitara,sitara,382377.0,sitara dm 500mg tablet 10s,tablet,sitara,sitara dm 500 10s,sitara dm 500mg tablet 10s,0.8164965809277261,0.8164965809277261,10,10,0.0,sitara dm tablet 10/100/500 10s,2.0,,mg ,2.0,,500,0,10s,Intas Pharmaceuticals Ltd,,,190,1,0.8164965809277261
33923,gabafix m sr tab 75mg 10s,,tablet,gabafix m,gabafix m 75 10s,1.0,gabafix,gabafix,gabafix,199222.0,gabafix m sr tablet 10s,tablet,gabafix,gabafix m 10s,gabafix m tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,gabafix m tablet 75mg 10s,2.0,mg ,,2.0,75,,0,10s,Aareen Healthcare Pvt Ltd,,,164.9,1,0.8660254037844387
33927,sitacose m tab 50/1000mg 10s,,tablet,sitacose m,sitacose m 50/1000 10s,1.0,sitacose,sitacose,sitacose,377550.0,sitacose m 1000mg tablet 10s,tablet,sitacose,sitacose m 1000 10s,sitacose m 1000mg tablet 10s,0.8944271909999159,0.8944271909999159,10,10,0.0,sitacose m tablet 50/1000mg 10s,0.0,mg ,mg ,1.0,50/1000,1000,0,10s,J B Chemicals and Pharmaceuticals Ltd,,,140,1,0.8944271909999159
33984,zukanorm m tab 50/1000mg 15s,,tablet,zukanorm m,zukanorm m 50/1000 15s,1.0,zukanorm,zukanorm,zukanorm,380106.0,zukanorm m 500mg/50mg tablet 15s,tablet,zukanorm,zukanorm m 500/50 15s,zukanorm m 500mg/50mg tablet 15s,0.7999999999999998,0.7999999999999998,15,15,0.0,zukanorm m tablet 50/1000mg 15s,0.0,mg ,mg ,1.0,50/1000,500,0,15s,Mankind Pharma Ltd,,,115.33,1,0.7999999999999998
33644,pro b-complex tab 10s,,tablet,pro b complex,pro b complex 10s,1.0,pro b,pro,pro,373495.0,pro retro tablet 10s,tablet,pro,pro retro 10s,pro retro tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,pro b complex tablet 10s,2.0,,,2.0,,,0,10s,PAAM,,,10,1,0.5773502691896258
33736,new neuro lv tab 10s,,tablet,new neuro lv,new neuro lv 10s,1.0,new neuro,new,new,252594.0,new xt tablet 10s,tablet,new,new 10s,new tablet 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,new neuro lv tablet 10s,2.0,,,2.0,,,0,10s,Synokem Pharmaceuticals Ltd,,,163.9,1,0.7071067811865475
33817,gluconorm z xr forte tab 60mg 10s,,tablet,gluconorm z forte,gluconorm z forte 60 10s,1.0,gluconorm z,gluconorm,gluconorm,378004.0,gluconorm z xr 60mg/1000mg forte tablet 10s,tablet,gluconorm,gluconorm z 60/1000 forte 10s,gluconorm z 60mg/1000mg forte tablet 10s,0.9128709291752769,0.9128709291752769,10,10,0.0,gluconorm z forte tablet 60mg 10s,0.0,mg ,mg ,0.0,60,60,0,10s,Lupin Ltd,,,95.53,1,0.9128709291752769
34010,glimipack m 1 forte tab 10s,,tablet,glimipack m 1 forte,glimipack m 1 forte 10s,1.0,glimipack m 1,glimipack m,glimipack,202458.0,glimipack m forte 1mg/1000mg tablet 10s,tablet,glimipack,glimipack m forte 1/1000 10s,glimipack m forte 1mg/1000mg tablet 10s,0.9128709291752769,0.9128709291752769,10,10,0.0,glimipack m 1 forte tablet 10s,2.0,,mg ,2.0,,1,0,10s,Koye Pharmaceuticals Pvt ltd,,,87.12,1,0.9128709291752769
33345,rexipra forte tab 15s,,tablet,rexipra forte,rexipra forte 15s,1.0,rexipra,rexipra,rexipra,383056.0,rexipra forte tablet 15s,tablet,rexipra,rexipra forte 15s,rexipra forte tablet 15s,,,,,,rexipra forte tablet 15s,,,,,,,0,15s,Intas Pharmaceuticals Ltd,,,246,1,
33346,tikleen tab 90mg 10s,,tablet,tikleen,tikleen 90 10s,1.0,tikleen,tikleen,tikleen,375267.0,tikleen 90 tablet 10s,tablet,tikleen,tikleen 90 10s,tikleen 90 tablet 10s,,,,,,tikleen tablet 90mg 10s,,,,,,,0,10s,Ipca Laboratories Ltd,,,220,1,
33347,montek fx tab 15s,,tablet,montek fx,montek fx 15s,1.0,montek,montek,montek,378069.0,montek fx tablet 15s,tablet,montek,montek fx 15s,montek fx tablet 15s,,,,,,montek fx tablet 15s,,,,,,,0,15s,Sun Pharmaceutical Industries Ltd,,,278,1,
33348,mahagaba nt tab 75mg 10s,,tablet,mahagaba nt,mahagaba nt 75 10s,1.0,mahagaba,mahagaba,mahagaba,380065.0,mahagaba nt 75 tablet 10s,tablet,mahagaba,mahagaba nt 75 10s,mahagaba nt 75 tablet 10s,,,,,,mahagaba nt tablet 75mg 10s,,,,,,,0,10s,Mankind Pharma Ltd,,,159.9,1,
33351,revelol xl tab 12.5mg 15s,,tablet,revelol,revelol 12.5 15s,1.0,revelol,revelol,revelol,373981.0,revelol xl 12.5 tablet 15s,tablet,revelol,revelol 12.5 15s,revelol 12.5 tablet 15s,,,,,,revelol tablet 12.5mg 15s,,,,,,,0,15s,Ipca Laboratories Ltd,,,78.8,1,
33352,volix trio tab 1mg 15s,,tablet,volix trio,volix trio 1 15s,1.0,volix,volix,volix,377956.0,volix trio 1mg tablet 15s,tablet,volix,volix trio 1 15s,volix trio 1mg tablet 15s,,,,,,volix trio tablet 1mg 15s,,,,,,,0,15s,Sun Pharmaceutical Industries Ltd,,,149,1,
33353,volix trio forte tab 2mg 15s,,tablet,volix trio forte,volix trio forte 2 15s,1.0,volix trio,volix,volix,377955.0,volix trio forte 2mg tablet er 15s,tablet,volix,volix trio forte 2 15s,volix trio forte 2mg tablet 15s,,,,,,volix trio forte tablet 2mg 15s,,,,,,,0,15s,Sun Pharmaceutical Industries Ltd,,,235.5,1,
33390,floslo tab 5mg 10s,,tablet,floslo,floslo 5 10s,1.0,floslo,floslo,floslo,195616.0,floslo 5 tablet 10s,tablet,floslo,floslo 5 10s,floslo 5 tablet 10s,,,,,,floslo tablet 5mg 10s,,,,,,,0,10s,Intas Pharmaceuticals Ltd,,,304,1,
33395,bempesta r tab 40mg 10s,,tablet,bempesta r,bempesta r 40 10s,1.0,bempesta,bempesta,bempesta,381432.0,bempesta r 40mg tablet 10s,tablet,bempesta,bempesta r 40 10s,bempesta r 40mg tablet 10s,,,,,,bempesta r tablet 40mg 10s,,,,,,,0,10s,Torrent Pharmaceuticals Ltd,,,490,1,
33412,celin f tab 10s,,tablet,celin f,celin f 10s,1.0,celin,celin,celin,367756.0,celin f tablet 10s,tablet,celin,celin f 10s,celin f tablet 10s,,,,,,celin f tablet 10s,,,,,,,0,10s,Koye Pharmaceuticals Pvt ltd,,,329,1,
33416,glucreta m tab 5/500mg 10s,,tablet,glucreta m,glucreta m 5/500 10s,1.0,glucreta,glucreta,glucreta,370116.0,glucreta m 5/500 tablet er 10s,tablet,glucreta,glucreta m 5/500 10s,glucreta m 5/500 tablet 10s,,,,,,glucreta m tablet 5/500mg 10s,,,,,,,0,10s,Torrent Pharmaceuticals Ltd,,,78,1,
33418,rifakem tab 400mg 10s,,tablet,rifakem,rifakem 400 10s,1.0,rifakem,rifakem,rifakem,291288.0,rifakem 400 tablet 10s,tablet,rifakem,rifakem 400 10s,rifakem 400 tablet 10s,,,,,,rifakem tablet 400mg 10s,,,,,,,0,10s,Alkem Laboratories Ltd,,,334,1,
33419,voglistar gm tab 2mg 15s,,tablet,voglistargm,voglistar 2 15s,1.0,voglistargm,voglistargm,voglistargm,380103.0,voglistar gm 2 tablet 15s,tablet,voglistar,voglistar 2 15s,voglistargm 2 tablet 15s,,,,,,voglistargm tablet 2mg 15s,,,,,,,0,15s,Mankind Pharma Ltd,,,254.85,1,
33421,vitamerc lc tab 10s,,tablet,vitamerc lc,vitamerc lc 10s,1.0,vitamerc,vitamerc,vitamerc,385864.0,vitamerc lc tablet 10s,tablet,vitamerc,vitamerc lc 10s,vitamerc lc tablet 10s,,,,,,vitamerc lc tablet 10s,,,,,,,0,10s,VATAVE HEALTHCARE,,,295,1,
33427,sitared tab 100mg 7s,,tablet,sitared,sitared 100 7s,1.0,sitared,sitared,sitared,377337.0,sitared 100mg tablet 7s,tablet,sitared,sitared 100 7s,sitared 100mg tablet 7s,,,,,,sitared tablet 100mg 7s,,,,,,,0,7s,Sun Pharmaceutical Industries Ltd,,,90.65,1,
33430,gabapin plus tab 100mg 10s,,tablet,gabapin plus,gabapin plus 100 10s,1.0,gabapin,gabapin,gabapin,199320.0,gabapin plus 100 tablet 10s,tablet,gabapin,gabapin plus 100 10s,gabapin plus 100 tablet 10s,,,,,,gabapin plus tablet 100mg 10s,,,,,,,0,10s,Intas Pharmaceuticals Ltd,,,146.5,1,
33445,daflon tab 1000mg 18s,,tablet,daflon,daflon 1000 18s,1.0,daflon,daflon,daflon,382540.0,daflon 1000mg tablet 18s,tablet,daflon,daflon 1000 18s,daflon 1000mg tablet 18s,,,,,,daflon tablet 1000mg 18s,,,,,,,0,18s,Serdia Pharmaceuticals India Pvt Ltd,,,435.6,1,
33449,glucreta s tab 10/100mg 10s,,tablet,glucreta s,glucreta s 10/100 10s,1.0,glucreta,glucreta,glucreta,377595.0,glucreta s 10mg/100mg tablet 10s,tablet,glucreta,glucreta s 10/100 10s,glucreta s 10mg/100mg tablet 10s,,,,,,glucreta s tablet 10/100mg 10s,,,,,,,0,10s,Torrent Pharmaceuticals Ltd,,,220,1,
33451,newcita tab 10mg 15s,,tablet,newcita,newcita 10 15s,1.0,newcita,newcita,newcita,372432.0,newcita 10 tablet 15s,tablet,newcita,newcita 10 15s,newcita 10 tablet 15s,,,,,,newcita tablet 10mg 15s,,,,,,,0,15s,Alkem Laboratories Ltd,,,151.03,1,
33455,aloja m tab 10s,,tablet,aloja m,aloja m 10s,1.0,aloja,aloja,aloja,379479.0,aloja m tablet 10s,tablet,aloja,aloja m 10s,aloja m tablet 10s,,,,,,aloja m tablet 10s,,,,,,,0,10s,Indoco Remedies Ltd,,,87.58,1,
33456,sitaxa dm tab 10/100/500mg 10s,,tablet,sitaxa dm,sitaxa dm 10/100/500 10s,1.0,sitaxa,sitaxa,sitaxa,383480.0,sitaxa dm 10/100/500 tablet 10s,tablet,sitaxa,sitaxa dm 10/100/500 10s,sitaxa dm 10/100/500 tablet 10s,,,,,,sitaxa dm tablet 10/100/500mg 10s,,,,,,,0,10s,Torrent Pharmaceuticals Ltd,,,230,1,
33458,diamicron xr tab 60mg 15s,,tablet,diamicron,diamicron 60 15s,1.0,diamicron,diamicron,diamicron,382839.0,diamicron xr 60mg tablet 15s,tablet,diamicron,diamicron 60 15s,diamicron 60mg tablet 15s,,,,,,diamicron tablet 60mg 15s,,,,,,,0,15s,Serdia Pharmaceuticals India Pvt Ltd,,,231,1,
33460,sitaxa m tab 50/500mg 15s,,tablet,sitaxa m,sitaxa m 50/500 15s,1.0,sitaxa,sitaxa,sitaxa,377340.0,sitaxa m 50mg/500mg tablet 15s,tablet,sitaxa,sitaxa m 50/500 15s,sitaxa m 50mg/500mg tablet 15s,,,,,,sitaxa m tablet 50/500mg 15s,,,,,,,0,15s,Torrent Pharmaceuticals Ltd,,,193.5,1,
33461,proxym er tab 300mg 15s,,tablet,proxym,proxym 300 15s,1.0,proxym,proxym,proxym,383824.0,proxym er 300mg tablet 15s,tablet,proxym,proxym 300 15s,proxym 300mg tablet 15s,,,,,,proxym tablet 300mg 15s,,,,,,,0,15s,Emcure Pharmaceuticals Ltd,,,426.6,1,
33464,feboxa tab 80mg 10s,,tablet,feboxa,feboxa 80 10s,1.0,feboxa,feboxa,feboxa,192420.0,feboxa 80mg tablet 10s,tablet,feboxa,feboxa 80 10s,feboxa 80mg tablet 10s,,,,,,feboxa tablet 80mg 10s,,,,,,,0,10s,Sun Pharmaceutical Industries Ltd,,,142.5,1,
33476,alvenerve tab 10s,,tablet,alvenerve,alvenerve 10s,1.0,alvenerve,alvenerve,alvenerve,379584.0,alvenerve tablet 10s,tablet,alvenerve,alvenerve 10s,alvenerve tablet 10s,,,,,,alvenerve tablet 10s,,,,,,,0,10s,ALVEERA HEALTHCARE,,,270,1,
33480,clarinova tab 500mg 10s,,tablet,clarinova,clarinova 500 10s,1.0,clarinova,clarinova,clarinova,383839.0,clarinova-500mg tablet 10s,tablet,clarinova,clarinova 500 10s,clarinova 500mg tablet 10s,,,,,,clarinova tablet 500mg 10s,,,,,,,0,10s,Mankind Pharma Ltd,,,335,1,
33488,glucreta sm tab 10/100/1000mg 10s,,tablet,glucreta sm,glucreta sm 10/100/1000 10s,1.0,glucreta,glucreta,glucreta,383484.0,glucreta sm 10/100/1000 tablet 10s,tablet,glucreta,glucreta sm 10/100/1000 10s,glucreta sm 10/100/1000 tablet 10s,,,,,,glucreta sm tablet 10/100/1000mg 10s,,,,,,,0,10s,Torrent Pharmaceuticals Ltd,,,230,1,
33509,itralent tab 100mg 10s,,tablet,itralent,itralent 100 10s,1.0,itralent,itralent,itralent,216726.0,itralent 100mg tablet 10s,tablet,itralent,itralent 100 10s,itralent 100mg tablet 10s,,,,,,itralent tablet 100mg 10s,,,,,,,0,10s,Talent India,,,150,1,
33512,voglibite gm tab 1mg 10s,,tablet,voglibitegm,voglibite 1 10s,1.0,voglibitegm,voglibitegm,voglibitegm,340063.0,voglibite gm 1 tablet sr 10s,tablet,voglibite,voglibite 1 10s,voglibitegm 1 tablet 10s,,,,,,voglibitegm tablet 1mg 10s,,,,,,,0,10s,Corona Remedies Pvt Ltd,,,108.9,1,
33513,glura m xr tab 100/500mg 15s,,tablet,glura m,glura m 100/500 15s,1.0,glura,glura,glura,377630.0,glura m xr 100mg/500mg tablet 15s,tablet,glura,glura m 100/500 15s,glura m 100mg/500mg tablet 15s,,,,,,glura m tablet 100/500mg 15s,,,,,,,0,15s,Eris Lifesciences Pvt Ltd,,,240,1,
33514,rexipra plus tab 15s,,tablet,rexipra plus,rexipra plus 15s,1.0,rexipra,rexipra,rexipra,383057.0,rexipra plus tablet 15s,tablet,rexipra,rexipra plus 15s,rexipra plus tablet 15s,,,,,,rexipra plus tablet 15s,,,,,,,0,15s,Intas Pharmaceuticals Ltd,,,156,1,
33517,eyorac t tab 15s,,tablet,eyorac t,eyorac t 15s,1.0,eyorac,eyorac,eyorac,369417.0,eyorac t tablet 15s,tablet,eyorac,eyorac t 15s,eyorac t tablet 15s,,,,,,eyorac t tablet 15s,,,,,,,0,15s,Sentiss Pharma,,,255,1,
33519,zeblong t tab 8/40mg 10s,,tablet,zeblong t,zeblong t 8/40 10s,1.0,zeblong,zeblong,zeblong,378254.0,zeblong t 8mg/40mg tablet 10s,tablet,zeblong,zeblong t 8/40 10s,zeblong t 8mg/40mg tablet 10s,,,,,,zeblong t tablet 8/40mg 10s,,,,,,,0,10s,Ipca Laboratories Ltd,,,127.3,1,
33520,rosycap f tab 20mg 15s,,tablet,rosycap f,rosycap f 20 15s,1.0,rosycap,rosycap,rosycap,379300.0,rosycap f 20 tablet 15s,tablet,rosycap,rosycap f 20 15s,rosycap f 20 tablet 15s,,,,,,rosycap f tablet 20mg 15s,,,,,,,0,15s,Akumentis Healthcare Ltd,,,268.5,1,
33553,alcothiam tab 10s,,tablet,alcothiam,alcothiam 10s,1.0,alcothiam,alcothiam,alcothiam,385865.0,alcothiam tablet 10s,tablet,alcothiam,alcothiam 10s,alcothiam tablet 10s,,,,,,alcothiam tablet 10s,,,,,,,0,10s,,,,245,1,
33581,jalra od tab 100mg 15s,,tablet,jalra od,jalra od 100 15s,1.0,jalra,jalra,jalra,382416.0,jalra od 100mg tablet sr 15s,tablet,jalra,jalra od 100 15s,jalra od 100mg tablet 15s,,,,,,jalra od tablet 100mg 15s,,,,,,,0,15s,USV Ltd,,,202.5,1,
33582,nuheme tab 10s,,tablet,nuheme,nuheme 10s,1.0,nuheme,nuheme,nuheme,372620.0,nuheme tablet 10s,tablet,nuheme,nuheme 10s,nuheme tablet 10s,,,,,,nuheme tablet 10s,,,,,,,0,10s,,,,195,1,
33585,eurepa v tab 1/0.2mg 10s,,tablet,eurepa v,eurepa v 1/0.2 10s,1.0,eurepa,eurepa,eurepa,376677.0,eurepa v 1mg/0.2mg tablet 10s,tablet,eurepa,eurepa v 1/0.2 10s,eurepa v 1mg/0.2mg tablet 10s,,,,,,eurepa v tablet 1/0.2mg 10s,,,,,,,0,10s,Torrent Pharmaceuticals Ltd,,,190.45,1,
33588,rovastat tab 10mg 15s,,tablet,rovastat,rovastat 10 15s,1.0,rovastat,rovastat,rovastat,293870.0,rovastat 10mg tablet 15s,tablet,rovastat,rovastat 10 15s,rovastat 10mg tablet 15s,,,,,,rovastat tablet 10mg 15s,,,,,,,0,15s,Blue Cross Laboratories Ltd,,,95,1,
