item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
33657,biotique shampoo &conditioner fresh henna 180ml,,others,biotique,biotique shampoo &conditioner fresh henna 180,0,biotique,biotique,biotique,biotique,127782.0,biotique bio henna leaf fresh texture shampoo & conditioner 800ml,others,biotique,biotique bio henna leaf fresh texture shampoo & conditioner 800,biotique bio henna leaf fresh texture shampoo & conditioner 800ml ,0.6804138174397718,0.6804138174397718,0,biotique shampoo &conditioner fresh henna 180ml ,0.0,ml ,ml ,180ml',BIO VEDA ACTION RESERCH COMPNEY,,,165,0,,,2,0.6804138174397718
33682,natures gel face wash papaya 50gm,,others,natures,natures gel face wash papaya 50,0,natures,natures,natures,natures,249033.0,natures aid vegan vitamin d3 liquid 50ml,others,natures,natures aid vegan vitamin d3 liquid 50,natures aid vegan vitamin d3 liquid 50ml ,0.3086066999241838,0.3086066999241838,0,natures gel face wash papaya 50gm ,1.0,gm ,ml ,50gm,ESME CONSUMER PVT LTD,,,65,0,,,3,0.3086066999241838
33682,natures gel face wash papaya 50gm,,others,natures,natures gel face wash papaya 50,0,natures,natures,natures,natures,249037.0,natures aid vitamin d3 mini drops 50ml,others,natures,natures aid vitamin d3 mini drops 50,natures aid vitamin d3 mini drops 50ml ,0.3086066999241838,0.3086066999241838,0,natures gel face wash papaya 50gm ,1.0,gm ,ml ,50gm,ESME CONSUMER PVT LTD,,,65,0,,,3,0.3086066999241838
33682,natures gel face wash papaya 50gm,,others,natures,natures gel face wash papaya 50,0,natures,natures,natures,natures,249019.0,natures aid multi vitamin mini drops 50ml orange,others,natures,natures aid multi vitamin mini drops 50 orange,natures aid multi vitamin mini drops 50ml orange ,0.2886751345948129,0.3086066999241838,0,natures gel face wash papaya 50gm ,1.0,gm ,ml ,50gm,ESME CONSUMER PVT LTD,,,65,0,,,3,0.2886751345948129
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,211130.0,himalaya wellness tulasi respiratory wellness syrup 200ml,syrup,himalaya,himalaya wellness tulasi respiratory syrup 200,himalaya wellness tulasi respiratory wellness syrup 200ml ,0.8164965809277261,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.8164965809277261
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,210855.0,himalaya cystone syrup 200ml,syrup,himalaya,himalaya cystone syrup 200,himalaya cystone syrup 200ml ,0.75,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.75
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,210877.0,himalaya evecare syrup 200ml,syrup,himalaya,himalaya evecare syrup 200,himalaya evecare syrup 200ml ,0.75,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.75
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,210970.0,himalaya lukol syrup 200ml,syrup,himalaya,himalaya lukol syrup 200,himalaya lukol syrup 200ml ,0.75,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.75
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,364489.0,himalaya septilin syrup 200ml,syrup,himalaya,himalaya septilin syrup 200,himalaya septilin syrup 200ml ,0.75,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.75
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,376680.0,himalaya bresol syrup 200ml,syrup,himalaya,himalaya bresol syrup 200,himalaya bresol syrup 200ml ,0.75,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.75
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,376686.0,himalaya renalka syrup 200ml,syrup,himalaya,himalaya renalka syrup 200,himalaya renalka syrup 200ml ,0.75,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.75
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,376926.0,himalaya lukol syrup 200ml,syrup,himalaya,himalaya lukol syrup 200,himalaya lukol syrup 200ml ,0.75,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.75
33413,himalaya tulasi syp 200ml,,syrup,himalaya tulasi,himalaya tulasi syrup 200,1,himalaya,himalaya,himalaya,himalaya,376927.0,himalaya geriforte syrup 200ml,syrup,himalaya,himalaya geriforte syrup 200,himalaya geriforte syrup 200ml ,0.75,0.8164965809277261,0,himalaya tulasi syrup 200ml ,0.0,ml ,ml ,200ml,Himalaya Drug Company,,,130,0,,,9,0.75
33417,polybion active syp 150ml,,syrup,polybion active,polybion active syrup 150,1,polybion,polybion,polybion,polybion,379692.0,polybion active mango sugar free syrup 150ml,syrup,polybion,polybion active mango sf syrup 150,polybion active mango sf syrup 150ml ,0.8164965809277261,0.8164965809277261,0,polybion active syrup 150ml ,0.0,ml ,ml ,150ml,Procter & Gamble Hygiene and Health Care Ltd,,,135.3,0,,,3,0.8164965809277261
33417,polybion active syp 150ml,,syrup,polybion active,polybion active syrup 150,1,polybion,polybion,polybion,polybion,373355.0,polybion active syrup 250ml,syrup,polybion,polybion active syrup 250,polybion active syrup 250ml ,0.75,0.8164965809277261,0,polybion active syrup 150ml ,0.0,ml ,ml ,150ml,Procter & Gamble Hygiene and Health Care Ltd,,,135.3,0,,,3,0.75
33417,polybion active syp 150ml,,syrup,polybion active,polybion active syrup 150,1,polybion,polybion,polybion,polybion,376989.0,polybion lc syrup 150ml,syrup,polybion,polybion lc syrup 150,polybion lc syrup 150ml ,0.75,0.8164965809277261,0,polybion active syrup 150ml ,0.0,ml ,ml ,150ml,Procter & Gamble Hygiene and Health Care Ltd,,,135.3,0,,,3,0.75
33428,u frag injection 5000iu 1s,,injection,u frag,u frag injection 5000 1s,0,u,u,u,u,332381.0,u frag 250000iu injection 1,injection,u,u frag 250000iu injection 1,u frag 250000iu injection 1 ,0.5999999999999999,0.5999999999999999,0,u frag injection 5000iu 1s ,0.0,iu ,iu ,1s,Bharat Serums & Vaccines Ltd,,,782.1,0,,,4,0.5999999999999999
33428,u frag injection 5000iu 1s,,injection,u frag,u frag injection 5000 1s,0,u,u,u,u,332382.0,u frag 500000iu injection 1,injection,u,u frag 500000iu injection 1,u frag 500000iu injection 1 ,0.5999999999999999,0.5999999999999999,0,u frag injection 5000iu 1s ,0.0,iu ,iu ,1s,Bharat Serums & Vaccines Ltd,,,782.1,0,,,4,0.5999999999999999
33428,u frag injection 5000iu 1s,,injection,u frag,u frag injection 5000 1s,0,u,u,u,u,332383.0,u frag 5000iu injection 1,injection,u,u frag 5000iu injection 1,u frag 5000iu injection 1 ,0.5999999999999999,0.5999999999999999,0,u frag injection 5000iu 1s ,0.0,iu ,iu ,1s,Bharat Serums & Vaccines Ltd,,,782.1,0,,,4,0.5999999999999999
33428,u frag injection 5000iu 1s,,injection,u frag,u frag injection 5000 1s,0,u,u,u,u,332384.0,u frag 750000iu injection 1,injection,u,u frag 750000iu injection 1,u frag 750000iu injection 1 ,0.5999999999999999,0.5999999999999999,0,u frag injection 5000iu 1s ,0.0,iu ,iu ,1s,Bharat Serums & Vaccines Ltd,,,782.1,0,,,4,0.5999999999999999
33450,dabur hingoli sachet jar 120s,,others,dabur hingoli,dabur hingoli sachet jar 120s,0,dabur,dabur,dabur,dabur,362455.0,dabur hajmola 120s,others,dabur,dabur hajmola 120s,dabur hajmola 120s ,0.5163977794943222,0.5163977794943222,0,dabur hingoli sachet jar 120s ,2.0,,,120s,Dabur India Limited,,,120,0,,,2,0.5163977794943222
33450,dabur hingoli sachet jar 120s,,others,dabur hingoli,dabur hingoli sachet jar 120s,0,dabur,dabur,dabur,dabur,363550.0,dabur hingoli 120,others,dabur,dabur hingoli 120,dabur hingoli 120 ,0.5163977794943222,0.5163977794943222,0,dabur hingoli sachet jar 120s ,2.0,,,120s,Dabur India Limited,,,120,0,,,2,0.5163977794943222
33814,cresp pfs injection 100mcg 1s,,injection,cresp pfs,cresp pfs injection 100 1s,0,cresp,cresp,cresp,cresp,159200.0,cresp onco 100mcg injection 1,injection,cresp,cresp onco 100 injection 1,cresp onco 100mcg injection 1 ,0.5999999999999999,0.5999999999999999,0,cresp pfs injection 100mcg 1s ,0.0,mcg ,mcg ,1s,Dr Reddy's Laboratories Ltd,,,5690,0,,,3,0.5999999999999999
33814,cresp pfs injection 100mcg 1s,,injection,cresp pfs,cresp pfs injection 100 1s,0,cresp,cresp,cresp,cresp,378523.0,cresp 100mg injection 0.5ml,injection,cresp,cresp 100 injection 0.5,cresp 100mg injection 0.5ml ,0.5999999999999999,0.5999999999999999,0,cresp pfs injection 100mcg 1s ,1.0,mcg ,ml ,1s,Dr Reddy's Laboratories Ltd,,,5690,0,,,3,0.5999999999999999
33814,cresp pfs injection 100mcg 1s,,injection,cresp pfs,cresp pfs injection 100 1s,0,cresp,cresp,cresp,cresp,383434.0,cresp 200mcg pfs injection 0.4ml,injection,cresp,cresp 200 pfs injection 0.4,cresp 200mcg pfs injection 0.4ml ,0.5477225575051661,0.5999999999999999,0,cresp pfs injection 100mcg 1s ,1.0,mcg ,ml ,1s,Dr Reddy's Laboratories Ltd,,,5690,0,,,3,0.5477225575051661
33823,foracort respules 0.5mg 5x2ml,,others,foracort respules,foracort respules 0.5 5x2,0,foracort,foracort,foracort,foracort,197216.0,foracort 0.5mg respules 2ml,others,foracort,foracort 0.5 respules 2,foracort 0.5mg respules 2ml ,0.7999999999999998,0.7999999999999998,0,foracort respules 0.5mg 5x2ml ,0.0,ml ,ml ,5*2ml,Cipla Ltd,,,364.2,0,,,3,0.7999999999999998
33823,foracort respules 0.5mg 5x2ml,,others,foracort respules,foracort respules 0.5 5x2,0,foracort,foracort,foracort,foracort,197214.0,foracort 0.5mg respules 2ml 5,others,foracort,foracort 0.5 respules 2 5,foracort 0.5mg respules 2ml 5 ,0.7905694150420948,0.7999999999999998,0,foracort respules 0.5mg 5x2ml ,0.0,ml ,ml ,5*2ml,Cipla Ltd,,,364.2,0,,,3,0.7905694150420948
33823,foracort respules 0.5mg 5x2ml,,others,foracort respules,foracort respules 0.5 5x2,0,foracort,foracort,foracort,foracort,197215.0,foracort 0.5mg respules 2ml 10,others,foracort,foracort 0.5 respules 2 10,foracort 0.5mg respules 2ml 10 ,0.7302967433402214,0.7999999999999998,0,foracort respules 0.5mg 5x2ml ,0.0,ml ,ml ,5*2ml,Cipla Ltd,,,364.2,0,,,3,0.7302967433402214
33824,foracort respules 1mg 5x2ml,,others,foracort respules,foracort respules 1 5x2,0,foracort,foracort,foracort,foracort,197219.0,foracort 1mg respules 2ml 10,others,foracort,foracort 1 respules 2 10,foracort 1mg respules 2ml 10 ,0.6708203932499369,0.6708203932499369,0,foracort respules 1mg 5x2ml ,0.0,ml ,ml ,5*2ml,Cipla Ltd,,,409.35,0,,,2,0.6708203932499369
33824,foracort respules 1mg 5x2ml,,others,foracort respules,foracort respules 1 5x2,0,foracort,foracort,foracort,foracort,361818.0,foracort 1mg respules 2ml 5,others,foracort,foracort 1 respules 2 5,foracort 1mg respules 2ml 5 ,0.6708203932499369,0.6708203932499369,0,foracort respules 1mg 5x2ml ,0.0,ml ,ml ,5*2ml,Cipla Ltd,,,409.35,0,,,2,0.6708203932499369
33857,sensoform toothpaste 120gm,,others,sensoform toothpaste,sensoform toothpaste 120,0,sensoform,sensoform,sensoform,sensoform,309945.0,sensoform toothpaste 60gm,others,sensoform,sensoform toothpaste 60,sensoform toothpaste 60gm ,0.6666666666666667,0.6666666666666667,0,sensoform toothpaste 120gm ,0.0,gm ,gm ,120gm,Indoco Remedies Ltd,,,,0,,,3,0.6666666666666667
33857,sensoform toothpaste 120gm,,others,sensoform toothpaste,sensoform toothpaste 120,0,sensoform,sensoform,sensoform,sensoform,309946.0,sensoform toothpaste 50gm,others,sensoform,sensoform toothpaste 50,sensoform toothpaste 50gm ,0.6666666666666667,0.6666666666666667,0,sensoform toothpaste 120gm ,0.0,gm ,gm ,120gm,Indoco Remedies Ltd,,,,0,,,3,0.6666666666666667
33857,sensoform toothpaste 120gm,,others,sensoform toothpaste,sensoform toothpaste 120,0,sensoform,sensoform,sensoform,sensoform,361951.0,sensoform toothpaste 100gm,others,sensoform,sensoform toothpaste 100,sensoform toothpaste 100gm ,0.6666666666666667,0.6666666666666667,0,sensoform toothpaste 120gm ,0.0,gm ,gm ,120gm,Indoco Remedies Ltd,,,,0,,,3,0.6666666666666667
33921,mnx 5 solution 60ml,,others,mnx 5,mnx 5 solution 60,0,mnx,mnx,mnx,mnx,242511.0,mnx 5 lotion 60ml,others,mnx,mnx 5 lotion 60,mnx 5 lotion 60ml ,0.75,0.75,0,mnx 5 solution 60ml ,0.0,ml ,ml ,60ml,Salve Pharmaceuticals Pvt Ltd,,,60ml,0,,,2,0.75
33921,mnx 5 solution 60ml,,others,mnx 5,mnx 5 solution 60,0,mnx,mnx,mnx,mnx,242512.0,mnx forte solution 60ml,others,mnx,mnx forte solution 60,mnx forte solution 60ml ,0.75,0.75,0,mnx 5 solution 60ml ,0.0,ml ,ml ,60ml,Salve Pharmaceuticals Pvt Ltd,,,60ml,0,,,2,0.75
33999,digeraft xt mint suspension 150ml,,others,digeraft mint,digeraft mint suspension 150,0,digeraft,digeraft,digeraft,digeraft,368717.0,digeraft oral suspension mint 150ml,others,digeraft,digeraft suspension mint 150,digeraft oral suspension mint 150ml ,0.8944271909999159,0.8944271909999159,0,digeraft mint suspension 150ml ,0.0,ml ,ml ,150ml,ABBOTT HEALTHCARE PRIVATE LIMITED,,,210,0,,,2,1.0
33999,digeraft xt mint suspension 150ml,,others,digeraft mint,digeraft mint suspension 150,0,digeraft,digeraft,digeraft,digeraft,377702.0,digeraft xt oral suspension mint 150ml,others,digeraft,digeraft suspension mint 150,digeraft oral suspension mint 150ml ,0.8944271909999159,0.8944271909999159,0,digeraft mint suspension 150ml ,0.0,ml ,ml ,150ml,ABBOTT HEALTHCARE PRIVATE LIMITED,,,210,0,,,2,1.0
33429,biotique winter body lotion cherry 190ml,,others,biotique winter body,biotique winter body lotion cherry 190,0,biotique winter,biotique,biotique,biotique,127749.0,biotique bio aloe vera face & body sun lotion spf 75+ 190ml,others,biotique,biotique bio aloe vera face & body sun lotion spf 75+ 190,biotique bio aloe vera face & body sun lotion spf 75+ 190ml ,0.492365963917331,0.492365963917331,0,biotique winter body lotion cherry 190ml ,0.0,ml ,ml ,190 ml,Biotique Botanical Extracts,,,189,0,,,3,0.492365963917331
33429,biotique winter body lotion cherry 190ml,,others,biotique winter body,biotique winter body lotion cherry 190,0,biotique winter,biotique,biotique,biotique,127739.0,biotique bio apricot refreshing body wash 190ml,others,biotique,biotique bio apricot refreshing body wash 190,biotique bio apricot refreshing body wash 190ml ,0.4629100498862757,0.492365963917331,0,biotique winter body lotion cherry 190ml ,0.0,ml ,ml ,190 ml,Biotique Botanical Extracts,,,189,0,,,3,0.4629100498862757
33429,biotique winter body lotion cherry 190ml,,others,biotique winter body,biotique winter body lotion cherry 190,0,biotique winter,biotique,biotique,biotique,127855.0,biotique bio wintercherry rejuvenating body nourisher 190ml,others,biotique,biotique bio wintercherry rejuvenating body nourisher 190,biotique bio wintercherry rejuvenating body nourisher 190ml ,0.4629100498862757,0.492365963917331,0,biotique winter body lotion cherry 190ml ,0.0,ml ,ml ,190 ml,Biotique Botanical Extracts,,,189,0,,,3,0.4629100498862757
33462,solvin cold af drop 15ml,,others,solvin cold af,solvin cold af drops 15,0,solvin cold,solvin,solvin,solvin,314694.0,solvin cold af oral drops 15ml,others,solvin,solvin cold af oral drops 15,solvin cold af oral drops 15ml ,0.9128709291752768,0.9128709291752768,0,solvin cold af drops 15ml ,0.0,ml ,ml ,15ml,Ipca Laboratories Ltd,,,77.3,0,,,2,0.9128709291752768
33462,solvin cold af drop 15ml,,others,solvin cold af,solvin cold af drops 15,0,solvin cold,solvin,solvin,solvin,314696.0,solvin cold drop 15ml,others,solvin,solvin cold drops 15,solvin cold drops 15ml ,0.8944271909999159,0.9128709291752768,1,solvin cold af drops 15ml ,0.0,ml ,ml ,15ml,Ipca Laboratories Ltd,,,77.3,0,,,2,0.8944271909999159
33645,cal-c d3 syp 200ml,,syrup,cal c d3,cal c d3 syrup 200,1,cal c,cal,cal,cal,143553.0,cal d 3 syrup 200ml,syrup,cal,cal d 3 syrup 200,cal d 3 syrup 200ml ,0.5999999999999999,0.5999999999999999,1,cal c d3 syrup 200ml ,0.0,ml ,ml ,200ml,Mediste Pharmaceuticals Pvt Ltd,,,135,0,,,3,0.5999999999999999
33645,cal-c d3 syp 200ml,,syrup,cal c d3,cal c d3 syrup 200,1,cal c,cal,cal,cal,143567.0,cal o lip syrup 200ml,syrup,cal,cal o lip syrup 200,cal o lip syrup 200ml ,0.5999999999999999,0.5999999999999999,1,cal c d3 syrup 200ml ,0.0,ml ,ml ,200ml,Mediste Pharmaceuticals Pvt Ltd,,,135,0,,,3,0.5999999999999999
33645,cal-c d3 syp 200ml,,syrup,cal c d3,cal c d3 syrup 200,1,cal c,cal,cal,cal,144361.0,cal o nal syrup 200ml,syrup,cal,cal o nal syrup 200,cal o nal syrup 200ml ,0.5999999999999999,0.5999999999999999,1,cal c d3 syrup 200ml ,0.0,ml ,ml ,200ml,Mediste Pharmaceuticals Pvt Ltd,,,135,0,,,3,0.5999999999999999
33667,bio spring gold sachet 1s,,others,bio spring gold,bio spring gold sachet 1s,0,bio spring,bio,bio,bio,126864.0,bio resurge anashwara black gold cream 50gm,others,bio,bio resurge anashwara black gold cream 50,bio resurge anashwara black gold cream 50gm ,0.3380617018914065,0.3380617018914065,0,bio spring gold sachet 1s ,2.0,,gm ,1s,Bio Zenisis,,,199,0,,,3,0.3380617018914065
33667,bio spring gold sachet 1s,,others,bio spring gold,bio spring gold sachet 1s,0,bio spring,bio,bio,bio,126875.0,bio resurge biojunior 5gm sachet 30 chocolate,others,bio,bio resurge biojunior 5 sachet 30 chocolate,bio resurge biojunior 5gm sachet 30 chocolate ,0.3380617018914065,0.3380617018914065,0,bio spring gold sachet 1s ,2.0,,gm ,1s,Bio Zenisis,,,199,0,,,3,0.3380617018914065
33667,bio spring gold sachet 1s,,others,bio spring gold,bio spring gold sachet 1s,0,bio spring,bio,bio,bio,126901.0,bio resurge rajo free 5gm sachet 30 strawberry,others,bio,bio resurge rajo free 5 sachet 30 strawberry,bio resurge rajo free 5gm sachet 30 strawberry ,0.31622776601683794,0.3380617018914065,0,bio spring gold sachet 1s ,2.0,,gm ,1s,Bio Zenisis,,,199,0,,,3,0.31622776601683794
33790,pee safe disposable toilet seat cover 10s,,others,pee safe disposable,pee safe disposable toilet seat cover 10s,0,pee safe,pee,pee,pee,273727.0,pee 40mg tablet 10s,tablet,pee,pee 40 10s,pee 40mg tablet 10s ,0.3779644730092272,0.3779644730092272,0,pee safe disposable toilet seat cover 10s ,2.0,,mg ,10s,Jai Shree Balaji Industries Pvt Ltd,,,99,1,,,2,0.4364357804719848
33790,pee safe disposable toilet seat cover 10s,,others,pee safe disposable,pee safe disposable toilet seat cover 10s,0,pee safe,pee,pee,pee,273728.0,pee cee tablet 10s,tablet,pee,pee cee 10s,pee cee tablet 10s ,0.3779644730092272,0.3779644730092272,0,pee safe disposable toilet seat cover 10s ,2.0,,,10s,Jai Shree Balaji Industries Pvt Ltd,,,99,1,,,2,0.4364357804719848
33890,t-98 oral suspension 15ml,,others,t 98 oral,t 98 suspension 15,0,t 98,t,t,t,320805.0,t 98 plus suspension 60ml,others,t,t 98 plus suspension 60,t 98 plus suspension 60ml ,0.5999999999999999,0.5999999999999999,0,t 98 oral suspension 15ml ,0.0,ml ,ml ,15ml,Mankind Pharma Ltd,,,29.99,0,,,8,0.6708203932499369
33890,t-98 oral suspension 15ml,,others,t 98 oral,t 98 suspension 15,0,t 98,t,t,t,320914.0,t 98 ds suspension 60ml,others,t,t 98 ds suspension 60,t 98 ds suspension 60ml ,0.5999999999999999,0.5999999999999999,0,t 98 oral suspension 15ml ,0.0,ml ,ml ,15ml,Mankind Pharma Ltd,,,29.99,0,,,8,0.6708203932499369
33890,t-98 oral suspension 15ml,,others,t 98 oral,t 98 oral suspension 15,0,t 98,t,t,t,320915.0,t 98 paediatric drops 15ml,others,t,t 98 paediatric drops 15,t 98 paediatric drops 15ml ,0.5999999999999999,0.5999999999999999,0,t 98 oral suspension 15ml ,0.0,ml ,ml ,15ml,Mankind Pharma Ltd,,,29.99,0,,,8,0.5999999999999999
33890,t-98 oral suspension 15ml,,others,t 98 oral,t 98 suspension 15,0,t 98,t,t,t,320916.0,t 98 paediatric suspension 60ml,others,t,t 98 paediatric suspension 60,t 98 paediatric suspension 60ml ,0.5999999999999999,0.5999999999999999,0,t 98 oral suspension 15ml ,0.0,ml ,ml ,15ml,Mankind Pharma Ltd,,,29.99,0,,,8,0.6708203932499369
33890,t-98 oral suspension 15ml,,others,t 98 oral,t 98 oral suspension 15,0,t 98,t,t,t,322480.0,t cool oral drops 15ml,others,t,t cool oral drops 15,t cool oral drops 15ml ,0.5999999999999999,0.5999999999999999,0,t 98 oral suspension 15ml ,0.0,ml ,ml ,15ml,Mankind Pharma Ltd,,,29.99,0,,,8,0.5999999999999999
33890,t-98 oral suspension 15ml,,others,t 98 oral,t 98 suspension 15,0,t 98,t,t,t,327034.0,t mycitin oral suspension 60ml,others,t,t mycitin suspension 60,t mycitin oral suspension 60ml ,0.5999999999999999,0.5999999999999999,0,t 98 oral suspension 15ml ,0.0,ml ,ml ,15ml,Mankind Pharma Ltd,,,29.99,0,,,8,0.5
