item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_cap,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
33708,kapiva ashwagandha gold cap 30s,,capsule,kapiva ashwagandha gold,kapiva ashwagandha gold 30s,1.0,kapiva ashwagandha,kapiva,kapiva,219827.0,kapiva ayurveda ashwagandha capsule 60s,capsule,kapiva,kapiva ayurveda ashwagandha 60s,kapiva ayurveda ashwagandha capsule 60s,0.5,0.5,30,60,1.0,0.0,kapiva ashwagandha gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,299,1,0.5
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219817.0,kapiva ayurveda amla capsule 60s,capsule,kapiva,kapiva ayurveda aa 60s,kapiva ayurveda amla capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219823.0,kapiva ayurveda arjun capsule 60s,capsule,kapiva,kapiva ayurveda arjun 60s,kapiva ayurveda arjun capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219827.0,kapiva ayurveda ashwagandha capsule 60s,capsule,kapiva,kapiva ayurveda ashwagandha 60s,kapiva ayurveda ashwagandha capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219830.0,kapiva ayurveda brahmi capsule 60s,capsule,kapiva,kapiva ayurveda brahmi 60s,kapiva ayurveda brahmi capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219846.0,kapiva ayurveda garcinia capsule 60s,capsule,kapiva,kapiva ayurveda garcinia 60s,kapiva ayurveda garcinia capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219848.0,kapiva ayurveda garlic capsule 60s,capsule,kapiva,kapiva ayurveda garlic 60s,kapiva ayurveda garlic capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219860.0,kapiva ayurveda karela capsule 60s,capsule,kapiva,kapiva ayurveda karela 60s,kapiva ayurveda karela capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219871.0,kapiva ayurveda moringa capsule 60s,capsule,kapiva,kapiva ayurveda moringa 60s,kapiva ayurveda moringa capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219880.0,kapiva ayurveda noni capsule 60s,capsule,kapiva,kapiva ayurveda noni 60s,kapiva ayurveda noni capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219893.0,kapiva ayurveda shilajeet capsule 60s,capsule,kapiva,kapiva ayurveda shilajeet 60s,kapiva ayurveda shilajeet capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219906.0,kapiva ayurveda tulsi capsule 60s,capsule,kapiva,kapiva ayurveda tulsi 60s,kapiva ayurveda tulsi capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33712,kapiva shilajit gold cap 30s,,capsule,kapiva shilajit gold,kapiva shilajit gold 30s,1.0,kapiva shilajit,kapiva,kapiva,219908.0,kapiva ayurveda unpile capsule 60s,capsule,kapiva,kapiva ayurveda unpile 60s,kapiva ayurveda unpile capsule 60s,0.25,0.25,30,60,1.0,0.0,kapiva shilajit gold capsule 30s,2.0,,,2.0,,,30s,Adret Retail Pvt. Ltd. (Kapiva),,,449,12,0.25
33806,vito yield softgel cap 10s,,capsule,vito yield softgel,vito yield softgel 10s,1.0,vito yield,vito,vito,339343.0,vito yield soft gelatin capsule 10s,capsule,vito,vito yield sg 10s,vito yield sg capsule 10s,0.75,0.75,10,10,0.0,0.0,vito yield softgel capsule 10s,2.0,,,2.0,,,10s,Nucidem Life Sciences Pvt Ltd,,,650,1,0.75
33899,setu eye relief cap 30s,,capsule,setu eye relief,setu eye relief 30s,1.0,setu eye,setu,setu,310975.0,setu beat it capsule 30s,capsule,setu,setu beat it 30s,setu beat it capsule 30s,0.5,0.5,30,30,0.0,0.0,setu eye relief capsule 30s,2.0,,,2.0,,,30s,SETU NUTRATION PVT LTD,,,1200,2,0.5
33899,setu eye relief cap 30s,,capsule,setu eye relief,setu eye relief 30s,1.0,setu eye,setu,setu,310985.0,setu your gut capsule 30s,capsule,setu,setu your gut 30s,setu your gut capsule 30s,0.5,0.5,30,30,0.0,0.0,setu eye relief capsule 30s,2.0,,,2.0,,,30s,SETU NUTRATION PVT LTD,,,1200,2,0.5
33901,setu mind focus cap 30s,,capsule,setu mind focus,setu mind focus 30s,1.0,setu mind,setu,setu,310975.0,setu beat it capsule 30s,capsule,setu,setu beat it 30s,setu beat it capsule 30s,0.5,0.5,30,30,0.0,0.0,setu mind focus capsule 30s,2.0,,,2.0,,,30s,SETU NUTRATION PVT LTD,,,800,2,0.5
33901,setu mind focus cap 30s,,capsule,setu mind focus,setu mind focus 30s,1.0,setu mind,setu,setu,310985.0,setu your gut capsule 30s,capsule,setu,setu your gut 30s,setu your gut capsule 30s,0.5,0.5,30,30,0.0,0.0,setu mind focus capsule 30s,2.0,,,2.0,,,30s,SETU NUTRATION PVT LTD,,,800,2,0.5
33908,setu tummy probiotic cap 30s,,capsule,setu tummy probiotic,setu tummy probiotic 30s,1.0,setu tummy,setu,setu,310975.0,setu beat it capsule 30s,capsule,setu,setu beat it 30s,setu beat it capsule 30s,0.5,0.5,30,30,0.0,0.0,setu tummy probiotic capsule 30s,2.0,,,2.0,,,30s,SETU NUTRATION PVT LTD,,,800,2,0.5
33908,setu tummy probiotic cap 30s,,capsule,setu tummy probiotic,setu tummy probiotic 30s,1.0,setu tummy,setu,setu,310985.0,setu your gut capsule 30s,capsule,setu,setu your gut 30s,setu your gut capsule 30s,0.5,0.5,30,30,0.0,0.0,setu tummy probiotic capsule 30s,2.0,,,2.0,,,30s,SETU NUTRATION PVT LTD,,,800,2,0.5
33361,neem ayu anti dandruff cap 60s,,capsule,neem ayu anti dandruff,neem ayu anti dandruff 60s,1.0,neem ayu anti,neem ayu,neem,382257.0,neem leaf capsule 60s,capsule,neem,neem leaf 60s,neem leaf capsule 60s,0.5163977794943222,0.5163977794943222,60,60,0.0,0.0,neem ayu anti dandruff capsule 60s,2.0,,,2.0,,,60s,MOHINI PHARMACITICULES,,,599,1,0.5163977794943222
33885,pure foods vitamin d3â  cap 60 s,,capsule,pure foods vitamin d3â,pure foods vitamin d3â 60 s,1.0,pure foods vitamin,pure foods,pure,282805.0,pure nutrition vitamin e capsule 60s,capsule,pure,pure nutrition vitamin e 60s,pure nutrition vitamin e capsule 60s,0.3651483716701107,0.3651483716701107,,60,1.0,0.0,pure foods vitamin d3â  capsule 60 s,2.0,,,2.0,,,60s,Rollins International Pvt Pvt,,,499,1,0.3651483716701107
33886,pure foods b complex cap 60 s,,capsule,pure foods b complex,pure foods b complex 60 s,1.0,pure foods b,pure foods,pure,282755.0,pure nutrition chitomax capsule 60s,capsule,pure,pure nutrition chitomax 60s,pure nutrition chitomax capsule 60s,0.20412414523193154,0.20412414523193154,,60,1.0,0.0,pure foods b complex capsule 60 s,2.0,,,2.0,,,60s,Rollins International Pvt Pvt,,,750,3,0.20412414523193154
33886,pure foods b complex cap 60 s,,capsule,pure foods b complex,pure foods b complex 60 s,1.0,pure foods b,pure foods,pure,282766.0,pure nutrition endojoint capsule 30s,capsule,pure,pure nutrition endojoint 30s,pure nutrition endojoint capsule 30s,0.20412414523193154,0.20412414523193154,,30,1.0,0.0,pure foods b complex capsule 60 s,2.0,,,2.0,,,60s,Rollins International Pvt Pvt,,,750,3,0.20412414523193154
33886,pure foods b complex cap 60 s,,capsule,pure foods b complex,pure foods b complex 60 s,1.0,pure foods b,pure foods,pure,282767.0,pure nutrition fensugen capsule 60s,capsule,pure,pure nutrition fensugen 60s,pure nutrition fensugen capsule 60s,0.20412414523193154,0.20412414523193154,,60,1.0,0.0,pure foods b complex capsule 60 s,2.0,,,2.0,,,60s,Rollins International Pvt Pvt,,,750,3,0.20412414523193154
33338,densomin cap 10s,,capsule,densomin,densomin 10s,1.0,densomin,densomin,densomin,163528.0,densomin capsule 10s,capsule,densomin,densomin 10s,densomin capsule 10s,,,,,,0.0,densomin capsule 10s,,,,,,,10s,BIOREX HEALTHCARE,,,165,1,
33349,full 365 cap 15s,,capsule,full,full 365 15s,1.0,full,full,full,198380.0,full 365 capsule 15s,capsule,full,full 365 15s,full 365 capsule 15s,,,,,,0.0,full 365 capsule 15s,,,,,,,15s,Zuventus Healthcare Ltd,,,118.55,1,
33411,mac rabonik dsr cap 15s,,capsule,mac rabonik dsr,mac rabonik dsr 15s,1.0,mac rabonik,mac,mac,377526.0,mac rabonik dsr capsule 15s,capsule,mac,mac rabonik dsr 15s,mac rabonik dsr capsule 15s,,,,,,0.0,mac rabonik dsr capsule 15s,,,,,,,15s,Eris Lifesciences Pvt Ltd,,,230.58,1,
33415,ocubless cap 10s,,capsule,ocubless,ocubless 10s,1.0,ocubless,ocubless,ocubless,259761.0,ocubless capsule 10s,capsule,ocubless,ocubless 10s,ocubless capsule 10s,,,,,,0.0,ocubless capsule 10s,,,,,,,10s,Centaur Pharmaceuticals Pvt Ltd,,,169.09,1,
33478,statpure a cap 20/75mg 15s,,capsule,statpure a,statpure a 20/75 15s,1.0,statpure,statpure,statpure,380603.0,statpure a 20mg/75mg capsule 15s,capsule,statpure,statpure a 20/75 15s,statpure a 20mg/75mg capsule 15s,,,,,,0.0,statpure a capsule 20/75mg 15s,,,,,,,15s,Mankind Pharma Ltd,,,162,1,
33583,carbofol plus cap 10s,,capsule,carbofol plus,carbofol plus 10s,1.0,carbofol,carbofol,carbofol,379252.0,carbofol plus capsule 10s,capsule,carbofol,carbofol plus 10s,carbofol plus capsule 10s,,,,,,0.0,carbofol plus capsule 10s,,,,,,,10s,AVROHN PHARMA I LIMITED,,,140,1,
33592,neksium d cap 20mg 10s,,capsule,neksium d,neksium d 20 10s,1.0,neksium,neksium,neksium,372294.0,neksium d 20 capsule sr 10s,capsule,neksium,neksium d 20 10s,neksium d 20 capsule 10s,,,,,,0.0,neksium d capsule 20mg 10s,,,,,,,10s,Pfizer Ltd,,,81,1,
33598,straton cap 10s,,capsule,straton,straton 10s,1.0,straton,straton,straton,379512.0,straton capsule 10s,capsule,straton,straton 10s,straton capsule 10s,,,,,,0.0,straton capsule 10s,,,,,,,10s,AMAZONE PHARMACETICALS PVT LTD,,,495,1,
33622,proglumin cap 10s,,capsule,proglumin,proglumin 10s,1.0,proglumin,proglumin,proglumin,373513.0,proglumin capsule 10s,capsule,proglumin,proglumin 10s,proglumin capsule 10s,,,,,,0.0,proglumin capsule 10s,,,,,,,10s,Septalyst Lifesciences Pvt.Ltd.,,,350,1,
33692,arorab dsr cap 15s,,capsule,arorab dsr,arorab dsr 15s,1.0,arorab,arorab,arorab,366758.0,arorab dsr capsule 15s,capsule,arorab,arorab dsr 15s,arorab dsr capsule 15s,,,,,,0.0,arorab dsr capsule 15s,,,,,,,15s,Aareen Healthcare Pvt Ltd,,,163.5,1,
33751,prograf cap 0.5mg 10s,,capsule,prograf,prograf 0.5 10s,1.0,prograf,prograf,prograf,281014.0,prograf 0.5mg capsule 10s,capsule,prograf,prograf 0.5 10s,prograf 0.5mg capsule 10s,,,,,,0.0,prograf capsule 0.5mg 10s,,,,,,,10s,ASTELLAS PHARMA INDIA PVT LTD,,,234,1,
33848,lipophage cap 60mg 10s,,capsule,lipophage,lipophage 60 10s,1.0,lipophage,lipophage,lipophage,228690.0,lipophage 60 capsule 10s,capsule,lipophage,lipophage 60 10s,lipophage 60 capsule 10s,,,,,,0.0,lipophage capsule 60mg 10s,,,,,,,10s,Franco-Indian Pharmaceuticals Pvt Ltd,,,334.5,1,
33850,curcuria softgel cap 10s,,capsule,curcuria softgel,curcuria softgel 10s,1.0,curcuria,curcuria,curcuria,379685.0,curcuria softgel capsule 10s,capsule,curcuria,curcuria softgel 10s,curcuria softgel capsule 10s,,,,,,0.0,curcuria softgel capsule 10s,,,,,,,10s,REYANO LIFE CARE,,,399,1,
33866,tuksan cap 10s,,capsule,tuksan,tuksan 10s,1.0,tuksan,tuksan,tuksan,331364.0,tuksan capsule 10s,capsule,tuksan,tuksan 10s,tuksan capsule 10s,,,,,,0.0,tuksan capsule 10s,,,,,,,10s,Excel Waves Formulation,,,530,1,
33912,lycorip q10 cap 10s,,capsule,lycorip q10,lycorip q10 10s,1.0,lycorip,lycorip,lycorip,232649.0,lycorip q10 capsule 10s,capsule,lycorip,lycorip q10 10s,lycorip q10 capsule 10s,,,,,,0.0,lycorip q10 capsule 10s,,,,,,,10s,KRP PHARMA,,,590,1,
33922,astymin forte cap 30s,,capsule,astymin forte,astymin forte 30s,1.0,astymin,astymin,astymin,366814.0,astymin forte capsule 30s,capsule,astymin,astymin forte 30s,astymin forte capsule 30s,,,,,,0.0,astymin forte capsule 30s,,,,,,,30s,Tablets India Limited,,,398,1,
33926,rosupack a cap 10/75mg 10s,,capsule,rosupack a,rosupack a 10/75 10s,1.0,rosupack,rosupack,rosupack,293616.0,rosupack a 10mg/75mg capsule 10s,capsule,rosupack,rosupack a 10/75 10s,rosupack a 10mg/75mg capsule 10s,,,,,,0.0,rosupack a capsule 10/75mg 10s,,,,,,,10s,Koye Pharmaceuticals Pvt ltd,,,72.6,1,
33942,shfol plus cap 10s,,capsule,shfol plus,shfol plus 10s,1.0,shfol,shfol,shfol,311386.0,shfol  plus capsule 10s,capsule,shfol,shfol plus 10s,shfol plus capsule 10s,,,,,,0.0,shfol plus capsule 10s,,,,,,,10s,SH HEALTHCARE PRIVATE LIMITED,,,199.5,1,
33963,hepagress cap 7s,,capsule,hepagress,hepagress 7s,1.0,hepagress,hepagress,hepagress,382383.0,hepagress capsule 7s,capsule,hepagress,hepagress 7s,hepagress capsule 7s,,,,,,0.0,hepagress capsule 7s,,,,,,,7s,La Renon Healthcare Pvt Ltd,,,525,1,
33964,ddr d cap 10s,,capsule,ddr d,ddr d 10s,1.0,ddr,ddr,ddr,379524.0,ddr d capsule 10s,capsule,ddr,ddr d 10s,ddr d capsule 10s,,,,,,0.0,ddr d capsule 10s,,,,,,,10s,Msn Labs,,,199,1,
33974,rapilif d cap 4/0.5mg 10s,,capsule,rapilif d,rapilif d 4/0.5 10s,1.0,rapilif,rapilif,rapilif,286917.0,rapilif d 4/0.5 capsule 10s,capsule,rapilif,rapilif d 4/0.5 10s,rapilif d 4/0.5 capsule 10s,,,,,,0.0,rapilif d capsule 4/0.5mg 10s,,,,,,,10s,Ipca Laboratories Ltd,,,255,1,
