item_code,brand_x,brand_y,manufacturer,id,mrp
33487,ctd mt tab 6.25/25/40mg 10s,ctd mt 6.25mg/25mg/40mg tablet 10s.,Ipca Laboratories Ltd,377974.0,110.4
33345,rexipra forte tab 15s,rexipra forte tablet 15s,Intas Pharmaceuticals Ltd,383056.0,246
33346,tikleen tab 90mg 10s,tikleen 90 tablet 10s,Ipca Laboratories Ltd,375267.0,220
33347,montek fx tab 15s,montek fx tablet 15s,Sun Pharmaceutical Industries Ltd,378069.0,278
33348,mahagaba nt tab 75mg 10s,mahagaba nt 75 tablet 10s,Mankind Pharma Ltd,380065.0,159.9
33351,revelol xl tab 12.5mg 15s,revelol xl 12.5 tablet 15s,Ipca Laboratories Ltd,373981.0,78.8
33352,volix trio tab 1mg 15s,volix trio 1mg tablet 15s,Sun Pharmaceutical Industries Ltd,377956.0,149
33353,volix trio forte tab 2mg 15s,volix trio forte 2mg tablet er 15s,Sun Pharmaceutical Industries Ltd,377955.0,235.5
33390,floslo tab 5mg 10s,floslo 5 tablet 10s,Intas Pharmaceuticals Ltd,195616.0,304
33395,bempesta r tab 40mg 10s,bempesta r 40mg tablet 10s,Torrent Pharmaceuticals Ltd,381432.0,490
33412,celin f tab 10s,celin f tablet 10s,Koye Pharmaceuticals Pvt ltd,367756.0,329
33416,glucreta m tab 5/500mg 10s,glucreta m 5/500 tablet er 10s,Torrent Pharmaceuticals Ltd,370116.0,78
33418,rifakem tab 400mg 10s,rifakem 400 tablet 10s,Alkem Laboratories Ltd,291288.0,334
33419,voglistar gm tab 2mg 15s,voglistar gm 2 tablet 15s,Mankind Pharma Ltd,380103.0,254.85
33421,vitamerc lc tab 10s,vitamerc lc tablet 10s,VATAVE HEALTHCARE,385864.0,295
33427,sitared tab 100mg 7s,sitared 100mg tablet 7s,Sun Pharmaceutical Industries Ltd,377337.0,90.65
33430,gabapin plus tab 100mg 10s,gabapin plus 100 tablet 10s,Intas Pharmaceuticals Ltd,199320.0,146.5
33445,daflon tab 1000mg 18s,daflon 1000mg tablet 18s,Serdia Pharmaceuticals India Pvt Ltd,382540.0,435.6
33449,glucreta s tab 10/100mg 10s,glucreta s 10mg/100mg tablet 10s,Torrent Pharmaceuticals Ltd,377595.0,220
33451,newcita tab 10mg 15s,newcita 10 tablet 15s,Alkem Laboratories Ltd,372432.0,151.03
33455,aloja m tab 10s,aloja m tablet 10s,Indoco Remedies Ltd,379479.0,87.58
33456,sitaxa dm tab 10/100/500mg 10s,sitaxa dm 10/100/500 tablet 10s,Torrent Pharmaceuticals Ltd,383480.0,230
33458,diamicron xr tab 60mg 15s,diamicron xr 60mg tablet 15s,Serdia Pharmaceuticals India Pvt Ltd,382839.0,231
33460,sitaxa m tab 50/500mg 15s,sitaxa m 50mg/500mg tablet 15s,Torrent Pharmaceuticals Ltd,377340.0,193.5
33461,proxym er tab 300mg 15s,proxym er 300mg tablet 15s,Emcure Pharmaceuticals Ltd,383824.0,426.6
33464,feboxa tab 80mg 10s,feboxa 80mg tablet 10s,Sun Pharmaceutical Industries Ltd,192420.0,142.5
33476,alvenerve tab 10s,alvenerve tablet 10s,ALVEERA HEALTHCARE,379584.0,270
33480,clarinova tab 500mg 10s,clarinova-500mg tablet 10s,Mankind Pharma Ltd,383839.0,335
33488,glucreta sm tab 10/100/1000mg 10s,glucreta sm 10/100/1000 tablet 10s,Torrent Pharmaceuticals Ltd,383484.0,230
33509,itralent tab 100mg 10s,itralent 100mg tablet 10s,Talent India,216726.0,150
33512,voglibite gm tab 1mg 10s,voglibite gm 1 tablet sr 10s,Corona Remedies Pvt Ltd,340063.0,108.9
33513,glura m xr tab 100/500mg 15s,glura m xr 100mg/500mg tablet 15s,Eris Lifesciences Pvt Ltd,377630.0,240
33514,rexipra plus tab 15s,rexipra plus tablet 15s,Intas Pharmaceuticals Ltd,383057.0,156
33517,eyorac t tab 15s,eyorac t tablet 15s,Sentiss Pharma,369417.0,255
33519,zeblong t tab 8/40mg 10s,zeblong t 8mg/40mg tablet 10s,Ipca Laboratories Ltd,378254.0,127.3
33520,rosycap f tab 20mg 15s,rosycap f 20 tablet 15s,Akumentis Healthcare Ltd,379300.0,268.5
33553,alcothiam tab 10s,alcothiam tablet 10s,,385865.0,245
33581,jalra od tab 100mg 15s,jalra od 100mg tablet sr 15s,USV Ltd,382416.0,202.5
33582,nuheme tab 10s,nuheme tablet 10s,,372620.0,195
33585,eurepa v tab 1/0.2mg 10s,eurepa v 1mg/0.2mg tablet 10s,Torrent Pharmaceuticals Ltd,376677.0,190.45
33588,rovastat tab 10mg 15s,rovastat 10mg tablet 15s,Blue Cross Laboratories Ltd,293870.0,95
33593,monocef o dt tab 100mg 10s,monocef o 100 dt tablet 10s,Aristo Pharmaceuticals Pvt Ltd,371990.0,150
33595,briv plus tab 50mg 10s,briv + 50mg tablet 10s,Intas Pharmaceuticals Ltd,367394.0,154
33597,sitazit tab 100mg 10s,sitazit 100mg tablet 10s,Glenmark Pharmaceuticals Ltd,377331.0,145
33620,beniduce tab 8mg 10s,beniduce 8mg tablet 10s,Macleods Pharmaceuticals Pvt Ltd,124883.0,71.3
33621,lamrest tab 5mg 15s,lamrest 5 tablet 15s,Tas Med India Pvt Ltd,371053.0,159.72
33628,ondet 4 tab 10s,ondet 4mg tablet md 10s,Intas Pharmaceuticals Ltd,264239.0,46.58
33632,cetrizine 10 tab 10s,cetrizine 10 mg tablet 10s,Mediste Pharmaceuticals Pvt Ltd,150534.0,20
33634,fexoultra 120 tab 10s,fexoultra 120mg tablet 10s,Dr Morepen Labs Ltd,385441.0,176
33643,calcitas d tab 15s,calcitas d tablet 15s,Intas Pharmaceuticals Ltd,143950.0,97
33652,dulax tab 10s,dulax tablet 10s,SEARLE,368924.0,11.2
33668,apresol plus tab 10s,apresol plus tablet 10s,ORDAIN HEALTH CARE PVT LTD,114185.0,92.33
33669,valparin alkalets tab 200mg 15s,valparin alkalets 200mg tablet 15s,Sanofi India Limited,380794.0,57.45
33670,sgltd m tab 5/500mg 10s,sgltd m 5mg/500mg tablet 10s,Mankind Pharma Ltd,385803.0,70
33672,lorinol tab 10mg 15s,lorinol 10mg tablet 15s,Micro Labs Ltd,377108.0,138
33676,biselect tab 10mg 10s,biselect 10 tablet 10s,Intas Pharmaceuticals Ltd,128216.0,80
33691,t cal max tab 10s,t cal max tablet 10s,RAYON MEDICARE PVT LTD,322466.0,210
33693,ignalis tab 50mg 10s,ignalis 50mg tablet 10s,Intas Pharmaceuticals Ltd,377282.0,90
33695,dapaglyn s tab 10/100mg 10s,dapaglyn s 10mg/100mg tablet 10s,Zydus Healthcare Ltd,377487.0,210
33696,abiways tab 15s,abiways tablet 15s,Mankind Pharma Ltd,380076.0,251.25
33698,dapanorm trio tab 10s,dapanorm trio tablet 10s,Alkem Laboratories Ltd,377761.0,197
33702,amlovas m tab 5/25mg 10s,amlovas m 5/25 tablet er 10s,Macleods Pharmaceuticals Pvt Ltd,111505.0,103
33727,neksium tab 20mg 15s,neksium 20mg tablet 15s,Astra Zeneca,385318.0,132.02
33733,sinbroside tab 10s,sinbroside tablet 10s,VIENTO HEALTH CARE,379892.0,200
33735,aceclo mr tab 10s,aceclo mr tablet 10s,Aristo Pharmaceuticals Pvt Ltd,101591.0,88.65
33737,mycofit s tab 360mg 10s,mycofit s 360 tablet 10s,Intas Pharmaceuticals Ltd,246898.0,1330
33748,logihair women tab 10s,logihair women tablet 10s,Canixa Life Sciences Pvt,381523.0,225
33749,cilacar tm tab 50mg 10s,cilacar tm 50mg tablet er 10s,J B Chemicals and Pharmaceuticals Ltd,377723.0,145.04
33753,rosycap tab 5mg 15s,rosycap 5mg tablet 15s,Akumentis Healthcare Ltd,379303.0,91.5
33759,alersin total tab 10s,alersin total tablet sr 10s,VESTAL LIFESCIENCES (P) LTD.,107763.0,165
33761,bisopharm tab 2.5mg 10s,bisopharm 2.5mg tablet 10s,Eris Lifesciences Ltd,383111.0,59
33762,bisopharm tab 5mg 10s,bisopharm 5mg tablet 10s,Eris Lifesciences Pvt Ltd,383110.0,106
33805,levtock tab 500mg 10s,levtock 500 tablet 10s,Kuresys Labs,379325.0,129
33808,cartisafe forte tab 10s,cartisafe forte tablet 10s,Jenburkt Pharma,146051.0,143.75
33809,viropil tab 30s,viropil tablet 30s,Emcure Pharmaceuticals Ltd,338374.0,4121
33813,uvox cr tab 100mg 10s,uvox cr 100mg tablet 10s,ABBOTT HEALTHCARE PRIVATE LIMITED,334709.0,412.19
33818,tapal tab 100mg 10s,tapal er 100 tablet 10s,MSN Laboratories,321770.0,228.64
33820,newbona active tab 15s,newbona active tablet 15s,Akumentis Healthcare Ltd,377061.0,395
33821,met xl am tab 25/2.5mg 20s,met xl am 25/2.5 tablet 20s,Ajanta Pharma Ltd,371759.0,177
33828,flemiclav tab 625mg 10s,flemiclav 625 tablet 10s,FDC Ltd,195224.0,150.25
33830,sitaxa dm tab 10/100/1000mg 10s,sitaxa dm 10mg/100mg/1000mg tablet 10s,Torrent Pharmaceuticals Ltd,383122.0,230
33846,feboxa tab 40mg 10s,feboxa 40 tablet 10s,Ranbaxy,192419.0,142.5
33849,gkn plus tab 10s,gkn plus tablet 10s,VIENTO HEALTH CARE,369945.0,240
33852,avonit tab 100mg 10s,avonit 100 tablet 10s,AVROHN PHARMA I LIMITED,379247.0,155
33858,bilamont tab 10s,bilamont tablet 10s,Aristo Pharmaceuticals Pvt Ltd,378632.0,90
33859,ferospring m tab 10s,ferospring m tablet 10s,OXIRICH HEALTHCARE PVT LTD,378769.0,155
33865,sobisis ec tab 500mg 10s,sobisis ec 500 tablet 10s,La Renon Healthcare Pvt Ltd,374593.0,41
33867,osify tab 10s,osify tablet 10s,OSREN HEALTHCARE PVT.LTD.,372956.0,640
33868,xifarix tab 400mg 10s,xifarix 400 tablet 10s,SINSAN PHARMACEUTICALS,379207.0,352
33870,jubiglim m tab 1mg 15s,jubiglim m 1mg tablet pr 15s,JUBILANT LIFE SCIENCE,380711.0,77.55
33871,retoz neo tab 60mg 10s,retoz neo 60mg tablet 10s,Dr Reddy's Laboratories Ltd,377477.0,128.25
33891,retoz neo tab 120mg 10s,retoz neo 120mg tablet 10s,Dr Reddy's Laboratories Ltd,377478.0,205.3
33892,sitaglyn tab 50mg 10s,sitaglyn 50mg tablet 10s,Zydus Healthcare Ltd,377309.0,99
33893,avanair tab 200mg 4s,avanair 200mg tablet 4s,Cipla Ltd,380332.0,320
33894,clinsodent tab 4s,clinsodent tablet 4s,Ipca Laboratories Ltd,154551.0,14
33895,cilaheart tab 10mg 15s,cilaheart 10mg tablet 15s,Mankind Pharma Ltd,385802.0,139.53
33896,sgltd m tab 10/500mg 10s,sgltd-m 10mg/500mg tablet 10s,Mankind Pharma Ltd,380112.0,109.53
33913,sitaclass m tab 50/500mg 10s,sitaclass m 50mg/500mg tablet 10s,Macleods Pharmaceuticals Pvt Ltd,377588.0,106
33916,lamez od tab 50mg 10s,lamez od 50 tablet sr 10s,Intas Pharmaceuticals Ltd,224427.0,164
33919,aldosmin tab 1000mg 10s,aldosmin 1000mg tablet 10s,Sun Pharmaceutical Industries Ltd,366424.0,238
33920,glura m xr tab 50/1000mg 15s,glura m xr 50mg/1000mg tablet 15s,Eris Lifesciences Ltd,377288.0,180
33924,sitaday tab 100mg 15s,sitaday 100mg tablet 15s,Mankind Pharma Ltd,380100.0,208.5
33925,sitanorm m tab 50/500mg 15s,sitanorm m 50mg/500mg tablet 15s,Micro Labs Ltd,377354.0,149
33935,ovador 3m tab 10s,ovador 3m tablet 10s,Curador Healthcare Pvt Ltd,379917.0,250
33937,dapaglyn sm tab 100/500mg 10s,dapaglyn sm 100/500 tablet 10s,Zydus Healthcare Ltd,382805.0,230
33943,reclide mr tab 60mg 15s,reclide  xr 60 tablet 15s,Dr Reddy's Laboratories Ltd,373851.0,202.75
33951,jubira tab 10mg 15s,jubira 10mg tablet 15s,JUBILANT LIFE SCIENCE,382404.0,222.75
33954,dothip tab 25mg 15s,dothip 25mg tablet 15s,Micro Labs Ltd,378575.0,86.7
33955,coralan od tab 10mg 10s,coralan od 10mg tablet 10s,Serdia Pharmaceuticals India Pvt Ltd,378277.0,290
33960,clinterol tab 15s,clinterol tablet 15s,LEBONE HEALTHCARE PVT LTD,385535.0,15s
33962,cadyra max tab 10s,cadyra max tablet 10s,KAYRA INNOPHARM,382064.0,298
33967,lethyrox tab 50mg 100s,lethyrox 50 tablet 100s,Intas Pharmaceuticals Ltd,226499.0,123.2
33969,volibo r tab 0.5mg/0.2mg 10s,volibo r 0.5mg/0.2mg tablet 10s,Sun Pharmaceutical Industries Ltd,376105.0,140
33972,ultra d3 4k tab 15s,ultra d3 4k tablet 15s,MEYER ORGANICS PVT LTD,366113.0,15s
33973,multi 4 all tab 15s,multi 4 all tablet 15s,,382485.0,15s
33979,t2c tab 10mg 15s,t2c 10mg tablet 15s,Ipca Laboratories Ltd,374886.0,255
33981,sitared m tab 50/500mg 15s,sitared m 50mg/500mg tablet 15s,Sun Pharmaceutical Industries Ltd,377646.0,142.5
33983,telmipack tab 40mg 10s,telmipack 40 tablet 10s,Koye Pharmaceuticals Pvt ltd,323514.0,81.98
33994,verquvo tab 5mg 14s,verquvo 5mg tablet 14s,Bayer Zydus Pharma Pvt Ltd,377544.0,2039
33997,lysoflam mr tab 10s,lysoflam mr tablet 10s,Cachet Pharmaceuticals Pvt Ltd,232918.0,156
34000,macsita m tab 50/1000mg 10s,macsita m xr 50mg/1000mg tablet 10s,Macleods Pharmaceuticals Pvt Ltd,377507.0,115
34002,procotri tab 15s,procotri tablet 15s,STEADFAST MEDISHIIELD PVT LTD,378698.0,37.5
34004,bisobis tab 2.5mg 10s,bisobis 2.5mg tablet 10s,Corona Remedies Pvt Ltd,380433.0,40
34007,dapnat tab 10mg 10s,dapnat 10mg tablet 10s,Natco Pharma Ltd,377214.0,99
34008,coalvee tab 10s,coalvee tablet 10s,ALVEERA HEALTHCARE,379585.0,595
34019,amhfix tab 10s,amhfix tablet 10s,KARISCA HEALTHCARE PVT LTD,366558.0,560
34022,zytanix tab 2.5mg 15s,zytanix 2.5mg tablet 15s,Zydus Cadila,377873.0,257.7
34023,ignalis m tab 50/500mg 10s,ignalis m 50mg/500mg tablet 10s,Intas Pharmaceuticals Ltd,381005.0,99
33690,glimed mf 2 tab 500mg 10s,glimed mf 2mg/500mg tablet 10s,Knoll Healthcare Pvt Ltd,369994.0,47.25
33690,glimed mf 2 tab 500mg 10s,glimed mf 2/500 er tablet 10s,Knoll Healthcare Pvt Ltd,369997.0,47.25
33447,alsita m forte ir tab 50mg 10s,alsita m 50mg forte ir tablet 10s,Alkem Laboratories Ltd,377293.0,92.0
33457,dolopar syp 250mg 60ml,dolopar 250 suspension 60ml,Micro Labs Ltd,168821.0,44.35
33999,digeraft xt mint suspension 150ml,digeraft oral suspension mint 150ml,ABBOTT HEALTHCARE PRIVATE LIMITED,368717.0,210
33999,digeraft xt mint suspension 150ml,digeraft xt oral suspension mint 150ml,ABBOTT HEALTHCARE PRIVATE LIMITED,377702.0,210
