item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine,quantity_x,quantity_y,quantity_flag,strength_flag,strength_x,strength_y
33822,enterogermina susp 10x5ml,,others,enterogermina,enterogermina suspension 10x5,0.0,enterogermina,enterogermina,enterogermina,enterogermina,187046.0,enterogermina oral suspension 5ml,others,enterogermina,enterogermina suspension 5,enterogermina oral suspension 5ml ,0.5773502691896258,0.5773502691896258,0.0,enterogermina suspension 10x5ml ,0.0,ml ,ml ,10*5ml,Sanofi India Ltd,,,658.0,0.0,,,1,0.6666666666666667,,,,,,
33829,inbilt solution 5% 60ml,,others,inbilt,inbilt solution 5% 60,0.0,inbilt,inbilt,inbilt,inbilt,383400.0,inbilt-5 topical solution 60ml,others,inbilt,inbilt 5 topical solution 60,inbilt 5 topical solution 60ml ,0.8944271909999159,0.8944271909999159,0.0,inbilt solution 5% 60ml ,0.0,ml ,ml ,60ml,GLENSMITH LABS PRIVATE LIMITED,,,780.0,0.0,,,1,0.8944271909999159,,,,,,
33855,nutrihale syp 100ml,,syrup,nutrihale,nutrihale syrup 100,1.0,nutrihale,nutrihale,nutrihale,nutrihale,258317.0,nutrihale 500mg syrup 100ml,syrup,nutrihale,nutrihale 500 syrup 100,nutrihale 500mg syrup 100ml ,0.8660254037844387,0.8660254037844387,0.0,nutrihale syrup 100ml ,0.0,ml ,ml ,100ml',Fourrts India Laboratories Pvt Ltd,,,295.0,0.0,,,1,0.8660254037844387,,,,,,
33940,gutgermina suspension 5ml,,others,gutgermina,gutgermina suspension 5,0.0,gutgermina,gutgermina,gutgermina,gutgermina,370234.0,gutgermina oral suspension 5ml,others,gutgermina,gutgermina suspension 5,gutgermina oral suspension 5ml ,0.8660254037844387,0.8660254037844387,0.0,gutgermina suspension 5ml ,0.0,ml ,ml ,5ml,Apex Laboratories Pvt Ltd,,,36.3,0.0,,,1,1.0000000000000002,,,,,,
33956,syscozole cream 30gm,,others,syscozole,syscozole cream 30,0.0,syscozole,syscozole,syscozole,syscozole,320699.0,syscozole 1% cream 30gm,others,syscozole,syscozole 1% cream 30,syscozole 1% cream 30gm ,0.8660254037844387,0.8660254037844387,0.0,syscozole cream 30gm ,0.0,gm ,gm ,30gm,SYSCUTIS HEALTHCARE,,,335.0,0.0,,,1,0.8660254037844387,,,,,,
33961,skidel bar 75gm,,others,skidel,skidel soap 75,0.0,skidel,skidel,skidel,skidel,374570.0,skidel sulphate free parabiotic cleansing bar 75gm,others,skidel,skidel sulphate free parabiotic cleansing soap 75,skidel sulphate free parabiotic cleansing soap 75gm ,0.6546536707079772,0.6546536707079772,0.0,skidel soap 75gm ,0.0,gm ,gm ,75gm,INZPERA HEALTHSCIENCES LIMITED,,,175.0,0.0,,,1,0.6546536707079772,,,,,,
33998,colimex drop 15ml,,others,colimex,colimex drops 15,0.0,colimex,colimex,colimex,colimex,362183.0,colimex df plus oral drops 15ml,others,colimex,colimex df plus oral drops 15,colimex df plus oral drops 15ml ,0.7071067811865476,0.7071067811865476,0.0,colimex drops 15ml ,0.0,ml ,ml ,15ml,Wallace Pharmaceuticals Pvt Ltd,,,81.0,0.0,,,1,0.7071067811865476,,,,,,
34003,cuticolor cream dark brown 60mg,,others,cuticolor,cuticolor cream dark brown 60,0.0,cuticolor,cuticolor,cuticolor,cuticolor,362226.0,cuticolor hair coloring cream 60gm dark brown,others,cuticolor,cuticolor hair coloring cream 60 dark brown,cuticolor hair coloring cream 60gm dark brown ,0.8451542547285165,0.8451542547285165,0.0,cuticolor cream dark brown 60mg ,1.0,mg ,gm ,60mg,Zydus Cadila,,,1710.5,0.0,,,1,0.8451542547285165,,,,,,
34012,mircera injection 75mcg 1s,,injection,mircera,mircera injection 75 1s,0.0,mircera,mircera,mircera,mircera,242122.0,mircera 75mcg injection 1ml,injection,mircera,mircera 75 injection 1,mircera 75mcg injection 1ml ,0.75,0.75,0.0,mircera injection 75mcg 1s ,1.0,mcg ,ml ,1s,Roche,,,8100.0,0.0,,,1,0.75,,,,,,
34016,bupatch 10mg 1s,,others,bupatch,bupatch 10 1s,0.0,bupatch,bupatch,bupatch,bupatch,378411.0,bupatch 10mcg patch,others,bupatch,bupatch 10 patch,bupatch 10mcg patch ,0.6666666666666667,0.6666666666666667,0.0,bupatch 10mg 1s ,1.0,mg ,mcg ,1s,Aureate Healthcare Pvt Ltd,,,1089.0,0.0,,,1,0.6666666666666667,,,,,,
34020,extralube gel eye drop 10gm,,others,extralube,extralube gel eye drops 10,0.0,extralube,extralube,extralube,extralube,191110.0,extralube eye drop 10ml,others,extralube,extralube eye drops 10,extralube eye drops 10ml ,0.8944271909999159,0.8944271909999159,0.0,extralube gel eye drops 10gm ,1.0,gm ,ml ,10gm,Micro Labs Ltd,,,260.0,0.0,,,1,0.8944271909999159,,,,,,
33330,movicol paediatric powder 6x6.85gm,,others,movicol paediatric,movicol paediatric powder 6x6.85,0.0,movicol,movicol,movicol,movicol,381379.0,movicol paediatric powder sachets 6.85gm 6s,others,movicol,movicol paediatric powder sachets 6.85 6s,movicol paediatric powder sachets 6.85gm 6s ,0.6761234037828131,0.6761234037828131,0.0,movicol paediatric powder 6x6.85gm ,0.0,gm ,gm ,6*85gm,Win Medicare,,,171.0,0.0,,,1,0.6761234037828131,,,,,,
33396,lactivig fiber powder orange 90gm,,others,lactivig fiber,lactivig fiber powder orange 90,0.0,lactivig,lactivig,lactivig,lactivig,379067.0,lactivig fiber orange powder 90gm,others,lactivig,lactivig fiber orange powder 90,lactivig fiber orange powder 90gm ,0.9999999999999998,0.9999999999999998,0.0,lactivig fiber powder orange 90gm ,0.0,gm ,gm ,90gm,,,,185.0,0.0,,,1,0.9999999999999998,,,,,,
33420,flutiways nasal spray 160md 1s,,others,flutiways nasal,flutiways nasal spray 160md 1s,0.0,flutiways,flutiways,flutiways,flutiways,369695.0,flutiways nasal spray 16gm,others,flutiways,flutiways nasal spray 16,flutiways nasal spray 16gm ,0.6708203932499369,0.6708203932499369,0.0,flutiways nasal spray 160md 1s ,2.0,,gm ,160mdi,Mankind Pharma Ltd,,,429.0,0.0,,,1,0.6708203932499369,,,,,,
33459,tinilact 3 softgel veg suppositiries 3s,,others,tinilact 3,tinilact 3 softgel veg suppositiries 3s,0.0,tinilact,tinilact,tinilact,tinilact,326746.0,tinilact 3 softgels 3,others,tinilact,tinilact 3 softgels,tinilact 3 softgels 3 ,0.4714045207910317,0.4714045207910317,0.0,tinilact 3 softgel veg suppositiries 3s ,2.0,,,3s,Curador Healthcare Pvt Ltd,,,110.0,0.0,,,1,0.4714045207910317,,,,,,
33463,mahacef oral drop 10ml,,others,mahacef oral,mahacef oral drops 10,0.0,mahacef,mahacef,mahacef,mahacef,233848.0,mahacef drops 10ml,others,mahacef,mahacef drops 10,mahacef drops 10ml ,0.8660254037844387,0.8660254037844387,0.0,mahacef oral drops 10ml ,0.0,ml ,ml ,10ml,Mankind Pharma Ltd,,,57.0,0.0,,,1,0.8660254037844387,,,,,,
33479,hyalgan pfs injection 20mg 1s,,injection,hyalgan pfs,hyalgan pfs injection 20 1s,0.0,hyalgan,hyalgan,hyalgan,hyalgan,212049.0,hyalgan injection 2ml,injection,hyalgan,hyalgan injection 2,hyalgan injection 2ml ,0.5163977794943222,0.5163977794943222,0.0,hyalgan pfs injection 20mg 1s ,1.0,mg ,ml ,1s,Lupin Ltd,,,1748.0,0.0,,,1,0.5163977794943222,,,,,,
33484,raiki eye drop 0.02% 3ml,,others,raiki eye,raiki eye drops 0.02% 3,0.0,raiki,raiki,raiki,raiki,377180.0,raiki 0.02% eye drop 3ml,others,raiki,raiki 0.02% eye drops 3,raiki 0.02% eye drops 3ml ,1.0000000000000002,1.0000000000000002,0.0,raiki eye drops 0.02% 3ml ,0.0,ml ,ml ,3ml,Sun Pharmaceutical Industries Ltd,,,495.0,0.0,,,1,1.0000000000000002,,,,,,
33536,powercort-s lotion 3% 30ml,,others,powercort s,powercort s lotion 3% 30,0.0,powercort,powercort,powercort,powercort,373392.0,powercort s lotion 30ml,others,powercort,powercort s lotion 30,powercort s lotion 30ml ,0.8944271909999159,0.8944271909999159,0.0,powercort s lotion 3% 30ml ,0.0,ml ,ml ,30ml,Glenmark Pharmaceuticals Ltd,,,119.0,0.0,,,1,0.8944271909999159,,,,,,
33586,inbilt f solution 5% 60ml,,others,inbilt f,inbilt f solution 5% 60,0.0,inbilt,inbilt,inbilt,inbilt,383400.0,inbilt-5 topical solution 60ml,others,inbilt,inbilt 5 topical solution 60,inbilt 5 topical solution 60ml ,0.7999999999999998,0.7999999999999998,1.0,inbilt f solution 5% 60ml ,0.0,ml ,ml ,60ml,Glenmark Pharmaceuticals Ltd,,,780.0,0.0,,,1,0.7999999999999998,,,,,,
33596,nestle resource powder high protein 400gm,,others,nestle resource,nestle resource powder high protein 400,0.0,nestle,nestle,nestle,nestle,251220.0,nestle resource high protein powder 400gm vanilla,others,nestle,nestle resource high protein powder 400 vanilla,nestle resource high protein powder 400gm vanilla ,0.9258200997725514,0.9258200997725514,0.0,nestle resource powder high protein 400gm ,0.0,gm ,gm ,400gm,Nestle India Limited.,,,949.0,0.0,,,1,0.9258200997725514,,,,,,
33678,l hist syp 60ml,,syrup,l hist,l hist syrup 60,1.0,l,l,l,l,225422.0,l cin syrup 60ml,syrup,l,l cin syrup 60,l cin syrup 60ml ,0.75,0.75,0.0,l hist syrup 60ml ,0.0,ml ,ml ,60ml,Alkem Laboratories Ltd,,,70.0,0.0,,,1,0.75,,,,,,
33699,dexoderm nf cream 15gm,,others,dexoderm nf,dexoderm nf cream 15,0.0,dexoderm,dexoderm,dexoderm,dexoderm,164974.0,dexoderm cream 15gm,others,dexoderm,dexoderm cream 15,dexoderm cream 15gm ,0.8660254037844387,0.8660254037844387,0.0,dexoderm nf cream 15gm ,0.0,gm ,gm ,15gm,Micro Labs Ltd,,,85.0,0.0,,,1,0.8660254037844387,,,,,,
33723,emgrast pfs injection 300mcg 1s,,injection,emgrast pfs,erast pfs injection 300 1s,0.0,emgrast,emgrast,emgrast,emgrast,185887.0,emgrast 300mcg injection 1ml,injection,emgrast,erast 300 injection 1,emgrast 300mcg injection 1ml ,0.6708203932499369,0.6708203932499369,0.0,emgrast pfs injection 300mcg 1s ,1.0,mcg ,ml ,1s,Emcure Pharmaceuticals Ltd,,,1456.24,0.0,,,1,0.6708203932499369,,,,,,
33724,machaler inhaler,,others,machaler inhaler,machaler inhaler,0.0,machaler,machaler,machaler,machaler,233260.0,machaler dpi device 1,others,machaler,machaler device 1,machaler device 1 ,0.40824829046386296,0.40824829046386296,0.0,machaler inhaler ,2.0,,,1s,Macleods Pharmaceuticals Pvt Ltd,,,185.0,0.0,,,1,0.40824829046386296,,,,,,
33730,maxvida hphf powder vanilla 400gm,,others,maxvida hphf,maxvida hphf powder vanilla 400,0.0,maxvida,maxvida,maxvida,maxvida,384570.0,maxvida hphf vanilla powder 400gm,others,maxvida,maxvida hphf vanilla powder 400,maxvida hphf vanilla powder 400gm ,0.9999999999999998,0.9999999999999998,0.0,maxvida hphf powder vanilla 400gm ,0.0,gm ,gm ,400gm,Modi Mundi Pharma Pvt Ltd,,,1130.0,0.0,,,1,0.9999999999999998,,,,,,
33752,rantac mps susp 200ml,,others,rantac mps,rantac mps suspension 200,0.0,rantac,rantac,rantac,rantac,382464.0,rantac mps elaichi suspension 200ml,others,rantac,rantac mps elaichi suspension 200,rantac mps elaichi suspension 200ml ,0.8944271909999159,0.8944271909999159,0.0,rantac mps suspension 200ml ,0.0,ml ,ml ,200ml,J B Chemicals,,,130.74,0.0,,,1,0.8944271909999159,,,,,,
33755,nasoclear nasal drop 20ml,,others,nasoclear nasal,nasoclear nasal drops 20,0.0,nasoclear,nasoclear,nasoclear,nasoclear,248490.0,nasoclear nasal spray 20ml,others,nasoclear,nasoclear nasal spray 20,nasoclear nasal spray 20ml ,0.75,0.75,0.0,nasoclear nasal drops 20ml ,0.0,ml ,ml ,20ml,Zydus Cadila,,,55.8,0.0,,,1,0.75,,,,,,
33758,hyperneb 3% 4ml 1s,,others,hyperneb 3%,hyperneb 3% 4 1s,0.0,hyperneb,hyperneb,hyperneb,hyperneb,370424.0,hyperneb 3% respules (4ml each) 7n,others,hyperneb,hyperneb 3% respules 4 each 7n,hyperneb 3% respules 4ml each 7n ,0.6123724356957946,0.6123724356957946,0.0,hyperneb 3% 4ml 1s ,0.0,ml ,ml ,4ml,Cipla Ltd,,,19.8,0.0,,,1,0.6123724356957946,,,,,,
33827,fulos hp powder choco 200mg,,others,fulos hp,fulos hp powder chocolate 200,0.0,fulos,fulos,fulos,fulos,380495.0,fulos hp whey protein chocolate power 200gm,others,fulos,fulos hp whey protein chocolate power 200,fulos hp whey protein chocolate power 200gm ,0.6761234037828131,0.6761234037828131,0.0,fulos hp powder chocolate 200mg ,1.0,mg ,gm ,200gm,OSREN HEALTHCARE PVT.LTD.,,,1396.0,0.0,,,1,0.6761234037828131,,,,,,
33833,budate transhaler 200mg 1s,,others,budate transhaler,budate transhaler 200 1s,0.0,budate,budate,budate,budate,142600.0,budate 200 transhaler 200mdi,others,budate,budate 200 transhaler 200mdi,budate 200 transhaler 200mdi ,0.75,0.75,0.0,budate transhaler 200mg 1s ,2.0,mg ,,1s,Lupin Ltd,,,396.35,0.0,,,1,0.75,,,,,,
33933,kidrich d3 solution 60000iu 5ml,,others,kidrich d3,kidrich d3 solution 60000 5,0.0,kidrich,kidrich,kidrich,kidrich,370938.0,kidrich d3 oral solution 5ml,others,kidrich,kidrich d3 oral solution 5,kidrich d3 oral solution 5ml ,0.7999999999999998,0.7999999999999998,0.0,kidrich d3 solution 60000iu 5ml ,0.0,ml ,ml ,5ml,Dr Reddy's Laboratories Ltd,,,49.5,0.0,,,1,0.7999999999999998,,,,,,
33953,tep ad lotion 175ml,,others,tep ad,tep ad lotion 175,0.0,tep,tep,tep,tep,381565.0,tep ad daily lotion 175ml,others,tep,tep ad daily lotion 175,tep ad daily lotion 175ml ,0.8944271909999159,0.8944271909999159,0.0,tep ad lotion 175ml ,0.0,ml ,ml ,175ml,INZPERA HEALTHSCIENCES LIMITED,,,775.0,0.0,,,1,0.8944271909999159,,,,,,
33957,norvent d syp 100ml,,syrup,norvent d,norvent d syrup 100,1.0,norvent,norvent,norvent,norvent,255986.0,norvent d cough syrup 100ml,syrup,norvent,norvent d cough syrup 100,norvent d cough syrup 100ml ,0.8944271909999159,0.8944271909999159,0.0,norvent d syrup 100ml ,0.0,ml ,ml ,100ml,Indchemie Health Specialities Pvt Ltd,,,135.0,0.0,,,1,0.8944271909999159,,,,,,
33959,clintal 60k softgel 4s,,others,clintal 60k,clintal 60k softgel 4s,0.0,clintal,clintal,clintal,clintal,385951.0,clintal 60k capsule 4s,capsule,clintal,clintal 60k 4s,clintal 60k capsule 4s ,0.75,0.75,0.0,clintal 60k softgel 4s ,2.0,,,4s,LEBONE HEALTHCARE PVT LTD,,,132.0,1.0,,,1,0.8660254037844387,,,,,,
34001,cos 3 drop 30ml,,others,cos 3,cos 3 drops 30,0.0,cos,cos,cos,cos,384633.0,cos 3 mix berries delicious syrup 200ml,syrup,cos,cos 3 mix berries delicious syrup 200,cos 3 mix berries delicious syrup 200ml ,0.3779644730092272,0.3779644730092272,0.0,cos 3 drops 30ml ,0.0,ml ,ml ,30ml,Delcure Life Sciences,,,351.0,1.0,,,1,0.3779644730092272,,,,,,
34005,sparacid o syp 200ml,,syrup,sparacid o,sparacid o syrup 200,1.0,sparacid,sparacid,sparacid,sparacid,382885.0,sparacid o syrup 100ml,syrup,sparacid,sparacid o syrup 100,sparacid o syrup 100ml ,0.75,0.75,0.0,sparacid o syrup 200ml ,0.0,ml ,ml ,200ml,Dr Reddy's Laboratories Ltd,,,257.25,0.0,,,1,0.75,,,,,,
34018,crema ano cream 20gm,,others,crema ano,crema ano cream 20,0.0,crema,crema,crema,crema,378228.0,crema ano rectal cream 20gm,others,crema,crema ano rectal cream 20,crema ano rectal cream 20gm ,0.8944271909999159,0.8944271909999159,0.0,crema ano cream 20gm ,0.0,gm ,gm ,20gm,ABBOTT HEALTHCARE PRIVATE LIMITED,,,139.15,0.0,,,1,0.8944271909999159,,,,,,
33393,dv k plus 10s,,others,dvk plus 10s,dvk plus 10s,0.0,dvk plus,dvk,dvk,dvk,182690.0,dvk plus capsule 10s,capsule,dvk,dvk plus 10s,dvk plus capsule 10s ,0.8660254037844387,0.8660254037844387,0.0,dvk plus 10s ,2.0,,,10s,Indchemie Health Specialities Pvt Ltd,,,282.0,1.0,,,1,1.0000000000000002,,,,,,
33453,wellgrow gold serum 30ml,,others,wellgrow gold serum,wellgrow gold serum 30,0.0,wellgrow gold,wellgrow,wellgrow,wellgrow,379758.0,wellgrow gold hair serum 30ml,others,wellgrow,wellgrow gold hair serum 30,wellgrow gold hair serum 30ml ,0.8944271909999159,0.8944271909999159,0.0,wellgrow gold serum 30ml ,0.0,ml ,ml ,30ml,Brinton Pharmaceuticals Pvt Ltd,,,999.0,0.0,,,1,0.8944271909999159,,,,,,
33665,vigoquin lp eye drop 1s,,others,vigoquin lp eye,vigoquin lp eye drops 1s,0.0,vigoquin lp,vigoquin,vigoquin,vigoquin,337891.0,vigoquin lp eye drop 5ml,others,vigoquin,vigoquin lp eye drops 5,vigoquin lp eye drops 5ml ,0.7999999999999998,0.7999999999999998,0.0,vigoquin lp eye drops 1s ,2.0,,ml ,1s,Neomedix Healthcare India Private Limited,,,210.0,0.0,,,1,0.7999999999999998,,,,,,
33701,normal saline 3% 100ml,,others,normal saline 3%,normal saline 3% 100,0.0,normal saline,normal,normal,normal,255802.0,normal saline infusion 100ml,others,normal,normal saline infusion 100,normal saline infusion 100ml ,0.75,0.75,0.0,normal saline 3% 100ml ,0.0,ml ,ml ,100ml,TARA BIOSCIENCES PVT LTD,,,125.0,0.0,,,1,0.75,,,,,,
33729,adonis ds silk lotion hydra 150ml,,others,adonis ds silk,adonis ds silk lotion hydra 150,0.0,adonis ds,adonis,adonis,adonis,379106.0,adonis e gel 15gm,others,adonis,adonis e gel 15,adonis e gel 15gm ,0.20412414523193154,0.20412414523193154,1.0,adonis ds silk lotion hydra 150ml ,1.0,ml ,gm ,150ml,Adonis Phytoceuticals Pvt Ltd,,,391.0,0.0,,,1,0.20412414523193154,,,,,,
33757,cetaphil pro moisturising cream 50ml,,others,cetaphil pro moisturising,cetaphil pro moisturising cream 50,0.0,cetaphil pro,cetaphil,cetaphil,cetaphil,377252.0,cetaphil pro face moisturising cream 50ml,others,cetaphil,cetaphil pro face moisturising cream 50,cetaphil pro face moisturising cream 50ml ,0.9128709291752768,0.9128709291752768,0.0,cetaphil pro moisturising cream 50ml ,0.0,ml ,ml ,50ml,Galderma India Pvt Ltd,,,950.0,0.0,,,1,0.9128709291752768,,,,,,
33826,zyrol d3 shots solution 5ml,,others,zyrol d3 shots,zyrol d3 shots solution 5,0.0,zyrol d3,zyrol,zyrol,zyrol,376642.0,zyrol d3 nano shots (each 5ml) orange sugar free 4,others,zyrol,zyrol d3 nano shots each 5 orange sf 4,zyrol d3 nano shots each 5ml orange sf 4 ,0.5962847939999439,0.5962847939999439,0.0,zyrol d3 shots solution 5ml ,0.0,ml ,ml ,5ml,PICTUS PHARMACEUTICALS PVT LTD,,,304.0,0.0,,,1,0.5962847939999439,,,,,,
33837,bioderma atoderm sos spray 50ml,,others,bioderma atoderm sos,bioderma atoderm sos spray 50,0.0,bioderma atoderm,bioderma,bioderma,bioderma,127115.0,bioderma atoderm cream 200ml,others,bioderma,bioderma atoderm cream 200,bioderma atoderm cream 200ml ,0.4472135954999579,0.4472135954999579,0.0,bioderma atoderm sos spray 50ml ,0.0,ml ,ml ,50ml,Bioderma Laboratories,,,1399.0,0.0,,,1,0.4472135954999579,,,,,,
33856,flomist f nasal spray 120md 1s,,others,flomist f nasal,flomist f nasal spray 120md 1s,0.0,flomist f,flomist,flomist,flomist,380335.0,flomist f 27.5mcg nasal spray 6g 120md,others,flomist,flomist f 27.5 nasal spray 6g 120md,flomist f 27.5mcg nasal spray 6g 120md ,0.7216878364870323,0.7216878364870323,0.0,flomist f nasal spray 120md 1s ,2.0,,mcg ,120mdi,Cipla Ltd,,,467.56,0.0,,,1,0.7216878364870323,,,,,,
33952,tep ad vanilla sachets 1gm 15s,,others,tep ad vanilla,tep ad vanilla sachets 1000 15s,0.0,tep ad,tep,tep,tep,378872.0,tep ad sachets vanilla 15*1gm,others,tep,tep ad sachets vanilla 15 1000,tep ad sachets vanilla 15 1000mg ,0.8333333333333335,0.8333333333333335,0.0,tep ad vanilla sachets 1000mg 15s ,0.0,mg ,mg ,15s,INZPERA HEALTHSCIENCES LIMITED,,,749.0,0.0,,,1,0.8333333333333335,,,,,,
