item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,pack,manufacturer,catg,subcatg,mrp
914705,durex invisible super ultra thin condoms for men 3's,,others,durex invisible super ultra thin condoms for men 3s,durex invisible super ultra thin condoms for men 3s,0,durex invisible super ultra thin condoms for men,durex invisible super ultra thin condoms for,durex invisible super ultra thin condoms,durex invisible super ultra thin,,Glenmark Pharmaceuticals Ltd,,,90
938110,durex massage lube - ylang ylang sensual 200 ml,,others,durex massage lube ylang ylang sensual,durex massage lube ylang sensual 200,0,durex massage lube ylang ylang,durex massage lube ylang,durex massage lube,durex massage,,Glenmark Pharmaceuticals Ltd,,,90
895413,durex sensually flavoured condoms - bubblegum 10's,,others,durex sensually flavoured condoms bubblegum 10s,durex sensually flavoured condoms bubblegum 10s,0,durex sensually flavoured condoms bubblegum,durex sensually flavoured condoms,durex sensually flavoured,durex sensually,,Glenmark Pharmaceuticals Ltd,,,90
904565,himalaya anti hair fall conditioner - palasha & bringaraja 100 ml,,others,himalaya anti hair fall conditioner palasha & bringaraja,himalaya anti hair fall conditioner palasha & bringaraja 100,0,himalaya anti hair fall conditioner palasha &,himalaya anti hair fall conditioner palasha,himalaya anti hair fall conditioner,himalaya anti hair fall,,Galderma India Pvt Ltd,,,486
15515,himalaya baby care - gift pack  (set of 7),,others,himalaya baby care gift pack set of 7,himalaya baby care gift pack set of 7,0,himalaya baby care gift pack set of,himalaya baby care gift pack set,himalaya baby care gift pack,himalaya baby care gift,,Galderma India Pvt Ltd,,,508
824018,himalaya baby care - gift pack basket (set of 9),,others,himalaya baby care gift pack basket set of 9,himalaya baby care gift pack basket set of 9,0,himalaya baby care gift pack basket set of,himalaya baby care gift pack basket set,himalaya baby care gift pack basket,himalaya baby care gift pack,,Galderma India Pvt Ltd,,,965
824021,himalaya baby care - gift pack window (set of 5),,others,himalaya baby care gift pack window set of 5,himalaya baby care gift pack window set of 5,0,himalaya baby care gift pack window set of,himalaya baby care gift pack window set,himalaya baby care gift pack window,himalaya baby care gift pack,,Galderma India Pvt Ltd,,,850
958712,himalaya clarina anti-acne face wash 60 ml,,others,himalaya clarina anti acne face wash,himalaya clarina anti acne face wash 60,0,himalaya clarina anti acne face,himalaya clarina anti acne,himalaya clarina anti,himalaya clarina,,Reckitt Benckiser India Pvt Ltd,,,245
1072198,himalaya healthy puppy pet food- chicken & rice 1200 gm,,others,himalaya healthy puppy pet food chicken & rice,himalaya healthy puppy pet food chicken & rice 1200,0,himalaya healthy puppy pet food chicken &,himalaya healthy puppy pet food chicken,himalaya healthy puppy pet food,himalaya healthy puppy pet,,Reckitt Benckiser India Pvt Ltd,,,245
364988,himalaya koflet h lozenges - ginger flavour 6's,,others,himalaya koflet h lozenges ginger flavour 6s,himalaya koflet h lozenges ginger flavour 6s,0,himalaya koflet h lozenges ginger flavour,himalaya koflet h lozenges ginger,himalaya koflet h lozenges,himalaya koflet h,,Reckitt Benckiser India Pvt Ltd,,,245
899839,himalaya koflet h lozenges - orange flavour 6's,,others,himalaya koflet h lozenges orange flavour 6s,himalaya koflet h lozenges orange flavour 6s,0,himalaya koflet h lozenges orange flavour,himalaya koflet h lozenges orange,himalaya koflet h lozenges,himalaya koflet h,,Reckitt Benckiser India Pvt Ltd,,,245
907270,himalaya koflet-sf lozenges - orange flavour 6's,,others,himalaya koflet sf lozenges orange flavour 6s,himalaya koflet sf lozenges orange flavour 6s,0,himalaya koflet sf lozenges orange flavour,himalaya koflet sf lozenges orange,himalaya koflet sf lozenges,himalaya koflet sf,,Reckitt Benckiser India Pvt Ltd,,,245
412165,himalaya men power glow licorice face wash 50 ml,,others,himalaya men power glow licorice face wash,himalaya men power glow licorice face wash 50,0,himalaya men power glow licorice face,himalaya men power glow licorice,himalaya men power glow,himalaya men power,,Reckitt Benckiser India Pvt Ltd,,,82
1057715,himalaya oro-t oral rinse liquid 100 ml,,others,himalaya oro t oral wash liquid,himalaya oro t oral wash liquid 100,0,himalaya oro t oral wash,himalaya oro t oral,himalaya oro t,himalaya oro,,Reckitt Benckiser India Pvt Ltd,,,82
840202,himalaya quista pro 100% whey protein powder - chocolate flavour 1 kg,,others,himalaya quista pro 100% whey protein,himalaya quista pro 100% whey protein powder chocolate flavour 1,0,himalaya quista pro 100% whey,himalaya quista pro 100%,himalaya quista pro,himalaya quista,,Reckitt Benckiser India Pvt Ltd,,,245
918866,himalaya tan removal face wash - orange 50 ml,,others,himalaya tan removal face wash orange,himalaya tan removal face wash orange 50,0,himalaya tan removal face wash,himalaya tan removal face,himalaya tan removal,himalaya tan,,Reckitt Benckiser India Pvt Ltd,,,245
824055,himalaya total care baby pants (s) 54's,,others,himalaya total care baby pants s 54s,himalaya total care baby pants s 54s,0,himalaya total care baby pants s,himalaya total care baby pants,himalaya total care baby,himalaya total care,,Reckitt Benckiser India Pvt Ltd,,,245
824057,himalaya total care baby pants large (l) 54's,,others,himalaya total care baby pants large l 54s,himalaya total care baby pants large l 54s,0,himalaya total care baby pants large l,himalaya total care baby pants large,himalaya total care baby pants,himalaya total care baby,,Reckitt Benckiser India Pvt Ltd,,,245
349914,himcocid-sf suspension - saunf flavour 200 ml,,others,himcocid sf,himcocid sf suspension saunf flavour 200,0,himcocid,himcocid,himcocid,himcocid,,Reckitt Benckiser India Pvt Ltd,,,82
850966,kamasutra orgas max 4-in-1 condoms 12's,,others,kamasutra orgas max 4 in 1 condoms 12s,kamasutra orgas max 4 in 1 condoms 12s,0,kamasutra orgas max 4 in 1 condoms,kamasutra orgas max 4 in 1,kamasutra orgas max 4 in,kamasutra orgas max 4,,Reckitt Benckiser India Pvt Ltd,,,245
903896,kamasutra orgas max 5-in-1 condoms 12's,,others,kamasutra orgas max 5 in 1 condoms 12s,kamasutra orgas max 5 in 1 condoms 12s,0,kamasutra orgas max 5 in 1 condoms,kamasutra orgas max 5 in 1,kamasutra orgas max 5 in,kamasutra orgas max 5,,Reckitt Benckiser India Pvt Ltd,,,245
824517,kamasutra personal lubricant - aloe & vitamin e 50 ml,,others,kamasutra personal lubricant aloe vera & vitamin e,kamasutra personal lubricant aloe vera & vitamin e 50,0,kamasutra personal lubricant aloe vera & vitamin,kamasutra personal lubricant aloe vera &,kamasutra personal lubricant aloe vera,kamasutra personal lubricant aloe,,Reckitt Benckiser India Pvt Ltd,,,245
405596,koflet lozenges 200's,,others,koflet lozenges 200s,koflet lozenges 200s,0,koflet lozenges,koflet,koflet,koflet,,Reckitt Benckiser India Pvt Ltd,,,245
888971,la shield fisico matte spf 50+ pa+++ sunscreen gel 50gm,,others,la shield fisico matte spf 50+ pa+++ sunscreen,la shield fisico matte spf 50+ pa+++ sunscreen gel 50,0,la shield fisico matte spf 50+ pa+++,la shield fisico matte spf 50+,la shield fisico matte spf,la shield fisico matte,,Reckitt Benckiser India Pvt Ltd,,,245
917048,la shield fisico spf 50+ & pa+++ transparent matte sunscreen gel 50 gm,,others,la shield fisico spf 50+ & pa+++ transparent matte sunscreen,la shield fisico spf 50+ & pa+++ transparent matte sunscreen gel 50,0,la shield fisico spf 50+ & pa+++ transparent matte,la shield fisico spf 50+ & pa+++ transparent,la shield fisico spf 50+ & pa+++,la shield fisico spf 50+ &,,Reckitt Benckiser India Ltd,,,82
917050,la shield ir spf 30 & pa+++ sunscreen gel 60 gm,,others,la shield ir spf 30 & pa+++ sunscreen,la shield ir spf 30 & pa+++ sunscreen gel 60,0,la shield ir spf 30 & pa+++,la shield ir spf 30 &,la shield ir spf 30,la shield ir spf,,Reckitt Benckiser India Ltd,,,82
1044037,la shield lite spf 50+ & pa+++ sunscreen gel 50 gm,,others,la shield lite spf 50+ & pa+++ sunscreen,la shield lite spf 50+ & pa+++ sunscreen gel 50,0,la shield lite spf 50+ & pa+++,la shield lite spf 50+ &,la shield lite spf 50+,la shield lite spf,,Reckitt Benckiser India Ltd,,,82
1035573,la shield pollution protect mineral sunscreen gel - spf 40 50 gm,,others,la shield pollution protect mineral sunscreen,la shield pollution protect mineral sunscreen gel spf 40 50,0,la shield pollution protect mineral,la shield pollution protect,la shield pollution,la shield,,Reckitt Benckiser India Ltd,,,82
952462,la shield pollution protect mineral sunscreen gel - spf 50 50 gm,,others,la shield pollution protect mineral sunscreen,la shield pollution protect mineral sunscreen gel spf 50,0,la shield pollution protect mineral,la shield pollution protect,la shield pollution,la shield,,Reckitt Benckiser India Ltd,,,82
1050906,manforce 1500 dots xotic condoms - strawberry flavoured 3's,,others,manforce 1500 dots xotic condoms strawberry flavoured 3s,manforce 1500 dots xotic condoms strawberry flavoured 3s,0,manforce 1500 dots xotic condoms strawberry flavoured,manforce 1500 dots xotic condoms strawberry,manforce 1500 dots xotic condoms,manforce 1500 dots xotic,,Reckitt Benckiser India Ltd,,,82
409281,manforce 3 in 1 wild condoms - black grapes flaboured 10's,,others,manforce 3 in 1 wild condoms black grapes flaboured 10s,manforce 3 in 1 wild condoms black grapes flaboured 10s,0,manforce 3 in 1 wild condoms black grapes flaboured,manforce 3 in 1 wild condoms black grapes,manforce 3 in 1 wild condoms black,manforce 3 in 1 wild condoms,,Reckitt Benckiser India Ltd,,,82
902771,manforce 3 in 1 wild condoms - black grapes flavoured 3's,,others,manforce 3 in 1 wild condoms black grapes flavoured 3s,manforce 3 in 1 wild condoms black grapes flavoured 3s,0,manforce 3 in 1 wild condoms black grapes flavoured,manforce 3 in 1 wild condoms black grapes,manforce 3 in 1 wild condoms black,manforce 3 in 1 wild condoms,,Reckitt Benckiser India Ltd,,,82
409280,manforce 3 in 1 wild condoms - chocolate flavoured 10's,,others,manforce 3 in 1 wild condoms chocolate flavoured 10s,manforce 3 in 1 wild condoms chocolate flavoured 10s,0,manforce 3 in 1 wild condoms chocolate flavoured,manforce 3 in 1 wild condoms chocolate,manforce 3 in 1 wild condoms,manforce 3 in 1 wild,,Reckitt Benckiser India Ltd,,,82
902801,manforce 3 in 1 wild condoms - chocolate flavoured 3's,,others,manforce 3 in 1 wild condoms chocolate flavoured 3s,manforce 3 in 1 wild condoms chocolate flavoured 3s,0,manforce 3 in 1 wild condoms chocolate flavoured,manforce 3 in 1 wild condoms chocolate,manforce 3 in 1 wild condoms,manforce 3 in 1 wild,,Reckitt Benckiser India Ltd,,,82
409278,manforce 3 in 1 wild condoms - strawberry flavoured 10's,,others,manforce 3 in 1 wild condoms strawberry flavoured 10s,manforce 3 in 1 wild condoms strawberry flavoured 10s,0,manforce 3 in 1 wild condoms strawberry flavoured,manforce 3 in 1 wild condoms strawberry,manforce 3 in 1 wild condoms,manforce 3 in 1 wild,,Reckitt Benckiser India Ltd,,,82
895030,manforce 3 in 1 wild condoms - strawberry flavoured 3's,,others,manforce 3 in 1 wild condoms strawberry flavoured 3s,manforce 3 in 1 wild condoms strawberry flavoured 3s,0,manforce 3 in 1 wild condoms strawberry flavoured,manforce 3 in 1 wild condoms strawberry,manforce 3 in 1 wild condoms,manforce 3 in 1 wild,,Reckitt Benckiser India Ltd,,,82
890547,manforce cocktail condoms - chocolate & hazelnut flavoured 10's,,others,manforce cocktail condoms chocolate & hazelnut flavoured 10s,manforce cocktail condoms chocolate & hazelnut flavoured 10s,0,manforce cocktail condoms chocolate & hazelnut flavoured,manforce cocktail condoms chocolate & hazelnut,manforce cocktail condoms chocolate &,manforce cocktail condoms chocolate,,Reckitt Benckiser India Ltd,,,82
911906,manforce cocktail condoms - chocolate & hazelnut flavoured 3's,,others,manforce cocktail condoms chocolate & hazelnut flavoured 3s,manforce cocktail condoms chocolate & hazelnut flavoured 3s,0,manforce cocktail condoms chocolate & hazelnut flavoured,manforce cocktail condoms chocolate & hazelnut,manforce cocktail condoms chocolate &,manforce cocktail condoms chocolate,,Reckitt Benckiser India Ltd,,,82
902797,manforce cocktail condoms - strawberry & vanilla flavoured 3's,,others,manforce cocktail condoms strawberry & vanilla flavoured 3s,manforce cocktail condoms strawberry & vanilla flavoured 3s,0,manforce cocktail condoms strawberry & vanilla flavoured,manforce cocktail condoms strawberry & vanilla,manforce cocktail condoms strawberry &,manforce cocktail condoms strawberry,,Reckitt Benckiser India Ltd,,,82
890548,manforce cocktail condoms - strawberry & vannila flavoured 10's,,others,manforce cocktail condoms strawberry & vannila flavoured 10s,manforce cocktail condoms strawberry & vannila flavoured 10s,0,manforce cocktail condoms strawberry & vannila flavoured,manforce cocktail condoms strawberry & vannila,manforce cocktail condoms strawberry &,manforce cocktail condoms strawberry,,Reckitt Benckiser India Ltd,,,82
890550,manforce condoms - wild combo (pack of 5 x 4's),,others,manforce condoms wild combo pack of 5 x 4s,manforce condoms wild combo pack of 5 x 4s,0,manforce condoms wild combo pack of 5 x,manforce condoms wild combo pack of 5,manforce condoms wild combo pack of,manforce condoms wild combo pack,,Reckitt Benckiser India Ltd,,,82
1042744,manforce epic extra dotted condoms - orange 3's,,others,manforce epic extra dotted condoms orange 3s,manforce epic extra dotted condoms orange 3s,0,manforce epic extra dotted condoms orange,manforce epic extra dotted condoms,manforce epic extra dotted,manforce epic extra,,Reckitt Benckiser India Ltd,,,82
1046213,manforce epic pleasure long lasting condoms - raspberry 10's,,others,manforce epic pleasure long lasting condoms raspberry 10s,manforce epic pleasure long lasting condoms raspberry 10s,0,manforce epic pleasure long lasting condoms raspberry,manforce epic pleasure long lasting condoms,manforce epic pleasure long lasting,manforce epic pleasure long,,Reckitt Benckiser India Ltd,,,82
823628,manforce extra dotted condoms - hazelnut flavoured 10's,,others,manforce extra dotted condoms hazelnut flavoured 10s,manforce extra dotted condoms hazelnut flavoured 10s,0,manforce extra dotted condoms hazelnut flavoured,manforce extra dotted condoms hazelnut,manforce extra dotted condoms,manforce extra dotted,,Reckitt Benckiser India Ltd,,,82
824512,manforce extra dotted condoms - hazelnut flavoured 3's,,others,manforce extra dotted condoms hazelnut flavoured 3s,manforce extra dotted condoms hazelnut flavoured 3s,0,manforce extra dotted condoms hazelnut flavoured,manforce extra dotted condoms hazelnut,manforce extra dotted condoms,manforce extra dotted,,Reckitt Benckiser India Ltd,,,82
823630,manforce game condoms - exotic flavoured 10's,,others,manforce game condoms exotic flavoured 10s,manforce game condoms exotic flavoured 10s,0,manforce game condoms exotic flavoured,manforce game condoms exotic,manforce game condoms,manforce game,,Reckitt Benckiser India Ltd,,,82
824513,manforce game condoms - exotic flavoured 3's,,others,manforce game condoms exotic flavoured 3s,manforce game condoms exotic flavoured 3s,0,manforce game condoms exotic flavoured,manforce game condoms exotic,manforce game condoms,manforce game,,Reckitt Benckiser India Ltd,,,82
979476,manforce hotdots condoms - belgian chocolate 10's,,others,manforce hotdots condoms belgian chocolate 10s,manforce hotdots condoms belgian chocolate 10s,0,manforce hotdots condoms belgian chocolate,manforce hotdots condoms belgian,manforce hotdots condoms,manforce hotdots,,Reckitt Benckiser India Pvt Ltd,,,245
979484,manforce overtime condoms - orange flavoured 3's,,others,manforce overtime condoms orange flavoured 3s,manforce overtime condoms orange flavoured 3s,0,manforce overtime condoms orange flavoured,manforce overtime condoms orange,manforce overtime condoms,manforce overtime,,Reckitt Benckiser India Pvt Ltd,,,245
823627,manforce super condoms 1500 dots - litchi flavoured 10's,,others,manforce super condoms 1500 dots litchi flavoured 10s,manforce super condoms 1500 dots litchi flavoured 10s,0,manforce super condoms 1500 dots litchi flavoured,manforce super condoms 1500 dots litchi,manforce super condoms 1500 dots,manforce super condoms 1500,,Reckitt Benckiser India Pvt Ltd,,,245
824514,manforce super condoms 1500 dots - litchi flavoured 3's,,others,manforce super condoms 1500 dots litchi flavoured 3s,manforce super condoms 1500 dots litchi flavoured 3s,0,manforce super condoms 1500 dots litchi flavoured,manforce super condoms 1500 dots litchi,manforce super condoms 1500 dots,manforce super condoms 1500,,Reckitt Benckiser India Pvt Ltd,,,245
937272,nivea aloe protection spf 15 body lotion 400 ml,,others,nivea aloe vera protection spf 15 body,nivea aloe vera protection spf 15 body lotion 400,0,nivea aloe vera protection spf 15,nivea aloe vera protection spf,nivea aloe vera protection,nivea aloe vera,,Reckitt Benckiser India Pvt Ltd,,,245
937270,nivea aloe protection spf 15 body lotion 75 ml,,others,nivea aloe vera protection spf 15 body,nivea aloe vera protection spf 15 body lotion 75,0,nivea aloe vera protection spf 15,nivea aloe vera protection spf,nivea aloe vera protection,nivea aloe vera,,Reckitt Benckiser India Pvt Ltd,,,245
409785,nivea berry shine caring lip balm 4.8 gm,,others,nivea berry shine caring lip balm,nivea berry shine caring lip balm 4.8,0,nivea berry shine caring lip,nivea berry shine caring,nivea berry shine,nivea berry,,Reckitt Benckiser India Pvt Ltd,,,245
13618,nivea cherry shine caring lip balm 4.8 gm,,others,nivea cherry shine caring lip balm,nivea cherry shine caring lip balm 4.8,0,nivea cherry shine caring lip,nivea cherry shine caring,nivea cherry shine,nivea cherry,,Reckitt Benckiser India Pvt Ltd,,,245
1041707,nivea essential lip balm with shea butter 10 gm,,others,nivea essential lip balm with shea butter,nivea essential lip balm with shea butter 10,0,nivea essential lip balm with shea,nivea essential lip balm with,nivea essential lip balm,nivea essential lip,,Reckitt Benckiser India Pvt Ltd,,,82
903220,nivea men all-in-1 charcoal 10x vitamin c effect face wash 100 gm,,others,nivea men all in 1 charcoal 10x vitamin c effect face wash,nivea men all in 1 charcoal 10x vitamin c effect face wash 100,0,nivea men all in 1 charcoal 10x vitamin c effect face,nivea men all in 1 charcoal 10x vitamin c effect,nivea men all in 1 charcoal 10x vitamin c,nivea men all in 1 charcoal 10x vitamin,,Reckitt Benckiser India Pvt Ltd,,,82
409765,nivea men body deodorizer - ice cool 120 ml,,others,nivea men body deodorizer ice cool,nivea men body deodorizer ice cool 120,0,nivea men body deodorizer ice,nivea men body deodorizer,nivea men body,nivea men,,Reckitt Benckiser India Pvt Ltd,,,82
858117,nivea men dark spot reduction 10x vitamin c effect face wash 100 gm,,others,nivea men dark spot reduction 10x vitamin c effect face wash,nivea men dark spot reduction 10x vitamin c effect face wash 100,0,nivea men dark spot reduction 10x vitamin c effect face,nivea men dark spot reduction 10x vitamin c effect,nivea men dark spot reduction 10x vitamin c,nivea men dark spot reduction 10x vitamin,,Reckitt Benckiser India Pvt Ltd,,,82
910093,nivea men dark spot reduction 10x vitamin c effect face wash 50 gm,,others,nivea men dark spot reduction 10x vitamin c effect face wash,nivea men dark spot reduction 10x vitamin c effect face wash 50,0,nivea men dark spot reduction 10x vitamin c effect face,nivea men dark spot reduction 10x vitamin c effect,nivea men dark spot reduction 10x vitamin c,nivea men dark spot reduction 10x vitamin,,Reckitt Benckiser India Pvt Ltd,,,82
966751,nivea men deep impact acne face wash - himalayan rock salt + salicylic acid 100 gm,,others,nivea men deep impact acne face wash himalayan rock salt plus salicylic acid,nivea men deep impact acne face wash himalayan rock salt plus salicylic acid 100,0,nivea men deep impact acne face wash himalayan rock salt plus salicylic,nivea men deep impact acne face wash himalayan rock salt plus,nivea men deep impact acne face wash himalayan rock salt,nivea men deep impact acne face wash himalayan rock,,Reckitt Benckiser India Pvt Ltd,,,82
820357,nivea men deep impact deodorant - freshness 150 ml,,others,nivea men deep impact deodorant freshness,nivea men deep impact deodorant freshness 150,0,nivea men deep impact deodorant,nivea men deep impact,nivea men deep,nivea men,,Reckitt Benckiser India Pvt Ltd,,,82
823198,nivea men deep impact face & beard wash - intense clean 100 gm,,others,nivea men deep impact face & beard wash intense clean,nivea men deep impact face & beard wash intense clean 100,0,nivea men deep impact face & beard wash intense,nivea men deep impact face & beard wash,nivea men deep impact face & beard,nivea men deep impact face &,,Reckitt Benckiser India Pvt Ltd,,,82
823197,nivea men deep impact roll on deodorant - freshness 50 ml,,others,nivea men deep impact roll on deodorant freshness,nivea men deep impact roll on deodorant freshness 50,0,nivea men deep impact roll on deodorant,nivea men deep impact roll on,nivea men deep impact roll,nivea men deep impact,,Reckitt Benckiser India Pvt Ltd,,,82
937285,nivea men face moisturiser non-sticky gel - fresh 30 ml,,others,nivea men face moisturiser non sticky,nivea men face moisturiser non sticky gel fresh 30,0,nivea men face moisturiser non,nivea men face moisturiser,nivea men face,nivea men,,Reckitt Benckiser India Pvt Ltd,,,82
411251,nivea men roll on deodorant - fresh active 25 ml,,others,nivea men roll on deodorant fresh active,nivea men roll on deodorant fresh active 25,0,nivea men roll on deodorant fresh,nivea men roll on deodorant,nivea men roll on,nivea men roll,,Reckitt Benckiser India Pvt Ltd,,,360
902960,nivea men roll-on deodorant buy 2 get 1 free combo pack - fresh active + cool kick + deep impact (pack of 3 x 50 ml),,others,nivea men roll on deodorant buy 2 get 1 free combo pack fresh active plus cool kick plus deep impact pack of 3 x,nivea men roll on deodorant buy 2 get 1 free combo pack fresh active plus cool kick deep impact of 3 x 50,0,nivea men roll on deodorant buy 2 get 1 free combo pack fresh active plus cool kick plus deep impact pack of 3,nivea men roll on deodorant buy 2 get 1 free combo pack fresh active plus cool kick plus deep impact pack of,nivea men roll on deodorant buy 2 get 1 free combo pack fresh active plus cool kick plus deep impact pack,nivea men roll on deodorant buy 2 get 1 free combo pack fresh active plus cool kick plus deep impact,,Reckitt Benckiser India Pvt Ltd,,,360
13641,nivea men silver protect antibacterial deodorant 150 ml,,others,nivea men silver protect antibacterial deodorant,nivea men silver protect antibacterial deodorant 150,0,nivea men silver protect antibacterial,nivea men silver protect,nivea men silver,nivea men,,Reckitt Benckiser India Pvt Ltd,,,360
813687,nivea men spf 15 lip balm - active care 4.8 gm,,others,nivea men spf 15 lip balm active care,nivea men spf 15 lip balm active care 4.8,0,nivea men spf 15 lip balm active,nivea men spf 15 lip balm,nivea men spf 15 lip,nivea men spf 15,,Reckitt Benckiser India Pvt Ltd,,,360
857518,nivea milk delights face wash for dry skin - honey 50 ml,,others,nivea milk delights face wash for dry skin honey,nivea milk delights face wash for dry skin honey 50,0,nivea milk delights face wash for dry skin,nivea milk delights face wash for dry,nivea milk delights face wash for,nivea milk delights face wash,,Reckitt Benckiser India Pvt Ltd,,,360
411250,nivea pearl & beauty roll on 25 ml,,others,nivea pearl & beauty roll on,nivea pearl & beauty roll on 25,0,nivea pearl & beauty roll,nivea pearl & beauty,nivea pearl &,nivea pearl,,Reckitt Benckiser India Pvt Ltd,,,360
825339,nivea pearl & beauty roll on 50 ml,,others,nivea pearl & beauty roll on,nivea pearl & beauty roll on 50,0,nivea pearl & beauty roll,nivea pearl & beauty,nivea pearl &,nivea pearl,,Reckitt Benckiser India Pvt Ltd,,,360
412559,nivea protect & care roll on 25 ml,,others,nivea protect & care roll on,nivea protect & care roll on 25,0,nivea protect & care roll,nivea protect & care,nivea protect &,nivea protect,,Reckitt Benckiser India Pvt Ltd,,,360
