DRUG CODE,BRAND NAME,pack,MANUFACTURER,catg,subcatg,MRP
15502,Himalaya Baby Cream Extra Soft & Gentle 100 ml,,Galderma India Pvt Ltd,,,1530
406912,Himalaya Baby Cream Extra Soft & Gentle 200 ml,,Galderma India Pvt Ltd,,,210
15501,Himalaya Baby Cream Extra Soft & Gentle 50 ml,,Reckitt Benckiser India Pvt Ltd,,,245
824030,Himalaya Baby Diapers (M) 54's,,Reckitt Benckiser India Pvt Ltd,,,245
824027,Himalaya Baby Diapers (S) 54's,,Reckitt Benckiser India Pvt Ltd,,,245
824025,Himalaya Baby Gift Pack -JAR,,Reckitt Benckiser India Pvt Ltd,,,245
15503,Himalaya Baby Lotion 100 ml,,Reckitt Benckiser India Pvt Ltd,,,245
15504,Himalaya Baby Lotion 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
406910,Himalaya Baby Lotion 400 ml,,Reckitt Benckiser India Pvt Ltd,,,82
15506,Himalaya Baby Massage Oil 100 ml,,Reckitt Benckiser India Pvt Ltd,,,245
406903,HIMALAYA BABY MASSAGE OIL 50ML,,Reckitt Benckiser India Pvt Ltd,,,245
15507,Himalaya Baby Powder 100 gm,,Reckitt Benckiser India Pvt Ltd,,,245
15509,Himalaya Baby Powder 200 gm,,Reckitt Benckiser India Pvt Ltd,,,245
15508,Himalaya Baby Powder 400 gm,,Reckitt Benckiser India Pvt Ltd,,,245
15510,Himalaya Baby Powder 50 gm,,Reckitt Benckiser India Pvt Ltd,,,245
397865,Himalaya Bonnisan Liquid 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
958712,Himalaya Clarina Anti-Acne Face Wash 60 ml,,Reckitt Benckiser India Pvt Ltd,,,245
406078,Himalaya Clear Complexion Brightening Day Cream - Licorice & Spiked Ginger Lilly 50 gm,,Reckitt Benckiser India Pvt Ltd,,,245
1030579,Himalaya Cystone Forte Tablet 30's,,Reckitt Benckiser India Pvt Ltd,,,245
15516,Himalaya Diaper Rash Cream 20 gm,,Reckitt Benckiser India Pvt Ltd,,,245
380034,Himalaya Evecare Capsule 30's,,Reckitt Benckiser India Pvt Ltd,,,245
828001,Himalaya Evecare Forte Liquid 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
923268,Himalaya Evecare Syrup 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
382040,Himalaya Evecare Syrup 400 ml,,Reckitt Benckiser India Pvt Ltd,,,245
992628,Himalaya Flora sante Capsule 20's,,Reckitt Benckiser India Pvt Ltd,,,245
331496,Himalaya Gasex Syrup - Elaichi Flavour 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
407080,Himalaya Gasex Syrup - Ginger Lemon Flavour 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
331497,Himalaya Gasex Tablet 100's,,Reckitt Benckiser India Pvt Ltd,,,82
368360,Himalaya Gentle Baby Shampoo 100 ml,,Reckitt Benckiser India Pvt Ltd,,,82
15512,Himalaya Gentle Baby Shampoo 200 ml,,Reckitt Benckiser India Pvt Ltd,,,82
406902,Himalaya Gentle Baby Soap 125 gm,,Reckitt Benckiser India Pvt Ltd,,,82
824016,Himalaya Gentle Baby Wipes (Pack of 2 x 72's),,Reckitt Benckiser India Pvt Ltd,,,245
943482,Himalaya Gentle Baby Wipes 72'S 72'S,,Reckitt Benckiser India Pvt Ltd,,,245
15513,Himalaya Gentle Baby Wipes for Normal Skin - Extra Soft 24's,,Reckitt Benckiser India Pvt Ltd,,,245
366524,Himalaya Gentle Baby Wipes for Normal Skin - Extra Soft 72's,,Reckitt Benckiser India Pvt Ltd,,,245
406906,Himalaya Gentle Extra Soft Baby Wipes - Normal skin 12's,,Reckitt Benckiser India Pvt Ltd,,,245
802918,Himalaya Gokshura Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,245
921701,Himalaya Gokshura Tribulus Tablets 60's,,Reckitt Benckiser India Pvt Ltd,,,245
360399,Himalaya Hairzone Solution 60 ml,,Reckitt Benckiser India Pvt Ltd,,,245
1072198,Himalaya Healthy Puppy Pet Food- Chicken & Rice 1200 gm,,Reckitt Benckiser India Pvt Ltd,,,245
407395,Himalaya Herbals Complete Care Toothpaste 150 gm,,Reckitt Benckiser India Pvt Ltd,,,245
349916,Himalaya Himcocid-SF Suspension - Mint Flavour 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
1030527,Himalaya Hiora - K Toothpaste 100 gm,,Reckitt Benckiser India Pvt Ltd,,,245
14587,Himalaya Honey & Cream Soap 125 gm,,Reckitt Benckiser India Pvt Ltd,,,245
405481,Himalaya Honey & Cream Soap 75 gm,,Reckitt Benckiser India Pvt Ltd,,,245
406081,Himalaya Intensive Body Lotion - Cocoa Butter 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
364988,Himalaya Koflet H Lozenges - Ginger Flavour 6's,,Reckitt Benckiser India Pvt Ltd,,,245
899839,Himalaya Koflet H Lozenges - Orange Flavour 6's,,Reckitt Benckiser India Pvt Ltd,,,245
364238,Himalaya Koflet Lozenges 10's,,Reckitt Benckiser India Pvt Ltd,,,245
903512,Himalaya Koflet Lozenges 200's,,Reckitt Benckiser India Pvt Ltd,,,245
365777,Himalaya Koflet Syrup 100 ml,,Reckitt Benckiser India Pvt Ltd,,,245
14139,Himalaya Koflet-SF Linctus 100 ml,,Reckitt Benckiser India Pvt Ltd,,,245
907270,Himalaya Koflet-SF Lozenges - Orange Flavour 6's,,Reckitt Benckiser India Pvt Ltd,,,245
840208,Himalaya Lasuna Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
14207,Himalaya Lip Balm 10 gm,,Reckitt Benckiser India Pvt Ltd,,,82
406137,Himalaya Men Pimple Clear Neem Face Wash 100 ml,,Reckitt Benckiser India Pvt Ltd,,,82
412165,Himalaya Men Power Glow Licorice Face Wash 50 ml,,Reckitt Benckiser India Pvt Ltd,,,82
840209,Himalaya Meshashringi Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
405579,Himalaya Natural Glow Kesar Face Cream 25 gm,,Reckitt Benckiser India Pvt Ltd,,,82
13112,Himalaya Natural Glow Kesar Face Cream 50 gm,,Reckitt Benckiser India Pvt Ltd,,,82
405781,Himalaya Nourishing Baby Soap 125 gm,,Reckitt Benckiser India Pvt Ltd,,,82
15521,Himalaya Nourishing Baby Soap 75 gm,,Reckitt Benckiser India Pvt Ltd,,,82
406963,Himalaya Nourishing Skin Cream - Winter Cherry & Aloe Vera 200 ml,,Reckitt Benckiser India Pvt Ltd,,,82
14208,Himalaya Nourishing Skin Cream - Winter Cherry & Aloe Vera 50 ml,,Reckitt Benckiser India Pvt Ltd,,,82
400707,Himalaya Ophthacare Eye Drops 10 ml,,Reckitt Benckiser India Pvt Ltd,,,82
1057715,Himalaya Oro-T Oral Rinse Liquid 100 ml,,Reckitt Benckiser India Pvt Ltd,,,82
405492,Himalaya Pain Balm Strong - Mint 10 gm,,Reckitt Benckiser India Pvt Ltd,,,82
364589,Himalaya Pain Relief Oil 100 ml,,Reckitt Benckiser India Pvt Ltd,,,82
914973,Himalaya Pilex forte Ointment 30 gm,,Reckitt Benckiser India Pvt Ltd,,,82
1059330,Himalaya Pilex Forte Tablet 30's,,Reckitt Benckiser India Pvt Ltd,,,82
1026718,Himalaya Platenza Syrup 100 ml,,Reckitt Benckiser India Pvt Ltd,,,82
1026720,Himalaya Platenza Tablet (Pack of 3 x 20's),,Reckitt Benckiser India Pvt Ltd,,,82
1060737,Himalaya Platenza Tablet 20's,,Reckitt Benckiser India Pvt Ltd,,,82
407394,Himalaya Protein Hair Cream - Extra Nourishment 100 ml,,Reckitt Benckiser India Pvt Ltd,,,82
915432,Himalaya PureHands Advanced Disinfectant Hand Rub 500 ml,,Reckitt Benckiser India Pvt Ltd,,,82
903248,Himalaya Purifying Neem Face Wash 15 ml,,Reckitt Benckiser India Pvt Ltd,,,245
962273,Himalaya Q-DEE Acidity Tablet 8's,,Reckitt Benckiser India Pvt Ltd,,,245
962274,Himalaya Q-DEE Cramps Tablet 8's,,Reckitt Benckiser India Pvt Ltd,,,245
962275,Himalaya Q-DEE Immunity Tablet 8's,,Reckitt Benckiser India Pvt Ltd,,,245
962272,Himalaya Q-DEE Nausea Tablet 8's,,Reckitt Benckiser India Pvt Ltd,,,245
962270,Himalaya Quista Active Powder - Milk Masala Flavor 200 gm,,Reckitt Benckiser India Pvt Ltd,,,245
914055,Himalaya Quista DN Powder - Milk Masala Flavour 400 gm,,Reckitt Benckiser India Pvt Ltd,,,245
914054,Himalaya Quista DN Powder - Vanilla Flavour 400 gm,,Reckitt Benckiser India Pvt Ltd,,,245
885098,Himalaya Quista kidz Powder - Chocolate Flavour 200 gm,,Reckitt Benckiser India Pvt Ltd,,,245
885097,Himalaya Quista kidz Powder - Vanilla Flavour 200 gm,,Reckitt Benckiser India Pvt Ltd,,,245
840202,Himalaya Quista Pro 100% Whey Protein Powder - Chocolate Flavour 1 kg,,Reckitt Benckiser India Pvt Ltd,,,245
15522,Himalaya Refreshing Baby Soap 125 gm,,Reckitt Benckiser India Pvt Ltd,,,245
14126,Himalaya Reosto Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,245
408131,Himalaya Sensitive Toothpaste 80 gm,,Reckitt Benckiser India Pvt Ltd,,,245
840204,Himalaya Shatavari Syrup 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
918866,Himalaya Tan Removal Face Wash - Orange 50 ml,,Reckitt Benckiser India Pvt Ltd,,,245
824055,Himalaya Total Care Baby Pants (S) 54's,,Reckitt Benckiser India Pvt Ltd,,,245
824057,Himalaya Total Care Baby Pants Large (L) 54's,,Reckitt Benckiser India Pvt Ltd,,,245
407416,Himalaya Trikatu Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
1072188,Himalaya Vet Digyton Plus Liquid 100 ml,,Reckitt Benckiser India Pvt Ltd,,,82
801324,Himalaya Wellness Arjuna Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
814310,Himalaya Wellness Ashvagandha Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
407398,Himalaya Wellness Brahmi Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
368578,Himalaya Wellness Guduchi Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
840206,Himalaya Wellness Hadjod Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
923267,Himalaya Wellness Haridra Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
412552,Himalaya Wellness Neem Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
407400,Himalaya Wellness Shallaki Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
407399,Himalaya Wellness Shatavari Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
406653,Himalaya Wellness Shigru Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
408780,Himalaya Wellness Shuddha-Guggulu Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
15789,Himalaya Wellness Triphala Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
405498,Himalaya Wellness Tulasi Syrup 200 ml,,Reckitt Benckiser India Pvt Ltd,,,82
407397,Himalaya Wellness Tulasi Tablets 60's,,Reckitt Benckiser India Pvt Ltd,,,82
407861,Himalaya Wellness Vrikshamla Tablet 60's,,Reckitt Benckiser India Pvt Ltd,,,82
349914,Himcocid-SF Suspension - Saunf Flavour 200 ml,,Reckitt Benckiser India Pvt Ltd,,,82
806925,Kaloree 1 400's+200 Free Tablet,,Reckitt Benckiser India Pvt Ltd,,,82
14519,Kamasutra Condoms - Chill Thrill 12's,,Reckitt Benckiser India Pvt Ltd,,,82
850976,Kamasutra Condoms - Dott Max 12's,,Reckitt Benckiser India Pvt Ltd,,,82
14521,Kamasutra Condoms - Dotted 12's,,Reckitt Benckiser India Pvt Ltd,,,245
850948,Kamasutra Condoms - Dotted 20's,,Reckitt Benckiser India Pvt Ltd,,,245
850949,Kamasutra Condoms - Dotted 3's,,Reckitt Benckiser India Pvt Ltd,,,245
14526,Kamasutra Condoms - Intensity 20's,,Reckitt Benckiser India Pvt Ltd,,,245
850977,Kamasutra Condoms - Intensity 3's,,Reckitt Benckiser India Pvt Ltd,,,245
14530,Kamasutra Condoms - Longlast 12's,,Reckitt Benckiser India Pvt Ltd,,,245
850978,Kamasutra Condoms - Longlast 20's,,Reckitt Benckiser India Pvt Ltd,,,245
850979,Kamasutra Condoms - Longlast 3's,,Reckitt Benckiser India Pvt Ltd,,,245
850950,Kamasutra Condoms - Ribbed 12's,,Reckitt Benckiser India Pvt Ltd,,,245
850951,Kamasutra Condoms - Ribbed 20's,,Reckitt Benckiser India Pvt Ltd,,,245
850952,Kamasutra Condoms - Ribbed 3's,,Reckitt Benckiser India Pvt Ltd,,,245
14541,Kamasutra Condoms - Superthin 20's,,Reckitt Benckiser India Pvt Ltd,,,245
14540,Kamasutra Condoms - Superthin 3's,,Reckitt Benckiser India Pvt Ltd,,,245
850966,Kamasutra Orgas Max 4-in-1 Condoms 12's,,Reckitt Benckiser India Pvt Ltd,,,245
903896,Kamasutra Orgas Max 5-in-1 Condoms 12's,,Reckitt Benckiser India Pvt Ltd,,,245
824517,Kamasutra Personal Lubricant - Aloe & Vitamin E 50 ml,,Reckitt Benckiser India Pvt Ltd,,,245
824518,Kamasutra Personal Lubricant - Strawberry 50 ml,,Reckitt Benckiser India Pvt Ltd,,,245
824519,Kamasutra Spray - Longlast 10 gm,,Reckitt Benckiser India Pvt Ltd,,,245
405596,Koflet Lozenges 200'S,,Reckitt Benckiser India Pvt Ltd,,,245
888971,LA SHIELD FISICO MATTE SPF 50+ PA+++ Sunscreen Gel 50gm,,Reckitt Benckiser India Pvt Ltd,,,245
917048,La Shield FISICO SPF 50+ & PA+++ Transparent Matte Sunscreen Gel 50 gm,,Reckitt Benckiser India Ltd,,,82
821849,LA Shield Fisico Sunscreen Gel 50gm,,Reckitt Benckiser India Ltd,,,82
917050,La Shield IR SPF 30 & PA+++ Sunscreen Gel 60 gm,,Reckitt Benckiser India Ltd,,,82
1044037,La Shield Lite SPF 50+ & PA+++ Sunscreen Gel 50 gm,,Reckitt Benckiser India Ltd,,,82
1035573,La Shield Pollution Protect Mineral Sunscreen Gel - SPF 40 50 gm,,Reckitt Benckiser India Ltd,,,82
952462,La Shield Pollution Protect Mineral Sunscreen Gel - SPF 50 50 gm,,Reckitt Benckiser India Ltd,,,82
960383,LA Shield SPF 40 Sunscreen Gel 50 gm,,Reckitt Benckiser India Ltd,,,82
1050906,Manforce 1500 Dots Xotic Condoms - Strawberry Flavoured 3's,,Reckitt Benckiser India Ltd,,,82
409281,Manforce 3 in 1 Wild Condoms - Black Grapes Flaboured 10's,,Reckitt Benckiser India Ltd,,,82
902771,Manforce 3 in 1 Wild Condoms - Black Grapes Flavoured 3's,,Reckitt Benckiser India Ltd,,,82
409280,Manforce 3 in 1 Wild Condoms - Chocolate Flavoured 10's,,Reckitt Benckiser India Ltd,,,82
902801,Manforce 3 in 1 Wild Condoms - Chocolate Flavoured 3's,,Reckitt Benckiser India Ltd,,,82
409278,Manforce 3 in 1 Wild Condoms - Strawberry Flavoured 10's,,Reckitt Benckiser India Ltd,,,82
895030,Manforce 3 in 1 Wild Condoms - Strawberry Flavoured 3's,,Reckitt Benckiser India Ltd,,,82
890547,Manforce Cocktail Condoms - Chocolate & Hazelnut Flavoured 10's,,Reckitt Benckiser India Ltd,,,82
911906,Manforce Cocktail Condoms - Chocolate & Hazelnut Flavoured 3's,,Reckitt Benckiser India Ltd,,,82
902797,Manforce Cocktail Condoms - Strawberry & Vanilla Flavoured 3's,,Reckitt Benckiser India Ltd,,,82
890548,Manforce Cocktail Condoms - Strawberry & Vannila Flavoured 10's,,Reckitt Benckiser India Ltd,,,82
890550,Manforce Condoms - Wild Combo (Pack of 5 x 4's),,Reckitt Benckiser India Ltd,,,82
824511,Manforce Condoms Sunny Edition 3's,,Reckitt Benckiser India Ltd,,,82
409290,MANFORCE CONDOMS WILD CHOCOLATE 20'S,,Reckitt Benckiser India Ltd,,,82
1042744,Manforce Epic Extra Dotted Condoms - Orange 3's,,Reckitt Benckiser India Ltd,,,82
1046213,Manforce Epic Pleasure Long Lasting Condoms - Raspberry 10's,,Reckitt Benckiser India Ltd,,,82
823628,Manforce Extra Dotted Condoms - Hazelnut Flavoured 10's,,Reckitt Benckiser India Ltd,,,82
824512,Manforce Extra Dotted Condoms - Hazelnut Flavoured 3's,,Reckitt Benckiser India Ltd,,,82
823630,Manforce Game Condoms - Exotic Flavoured 10's,,Reckitt Benckiser India Ltd,,,82
824513,Manforce Game Condoms - Exotic Flavoured 3's,,Reckitt Benckiser India Ltd,,,82
979476,Manforce Hotdots Condoms - Belgian Chocolate 10's,,Reckitt Benckiser India Pvt Ltd,,,245
979478,Manforce Overtime Condoms - Orange 10's,,Reckitt Benckiser India Pvt Ltd,,,245
979484,Manforce Overtime Condoms - Orange Flavoured 3's,,Reckitt Benckiser India Pvt Ltd,,,245
979485,Manforce Overtime Condoms - Pineapple 10's,,Reckitt Benckiser India Pvt Ltd,,,245
979482,Manforce Overtime Condoms - Pineapple 3's,,Reckitt Benckiser India Pvt Ltd,,,245
412270,Manforce Stay Long Gel 8 gm,,Reckitt Benckiser India Pvt Ltd,,,245
823629,Manforce Sunny Edition Condoms 10's,,Reckitt Benckiser India Pvt Ltd,,,245
823627,Manforce Super Condoms 1500 Dots - Litchi Flavoured 10's,,Reckitt Benckiser India Pvt Ltd,,,245
824514,Manforce Super Condoms 1500 Dots - Litchi Flavoured 3's,,Reckitt Benckiser India Pvt Ltd,,,245
827253,Mankind Acnestar Gel 22 gm,,Reckitt Benckiser India Pvt Ltd,,,245
803980,Nivea Aloe Hydration Body Lotion for Normal Skin 400 ml,,Reckitt Benckiser India Pvt Ltd,,,245
852537,Nivea Aloe Hydration Skin Cream 100 ml,,Reckitt Benckiser India Pvt Ltd,,,245
413038,Nivea Aloe Hydration Skin Cream 50 ml,,Reckitt Benckiser India Pvt Ltd,,,245
937272,Nivea Aloe Protection SPF 15 Body Lotion 400 ml,,Reckitt Benckiser India Pvt Ltd,,,245
937270,Nivea Aloe Protection SPF 15 Body Lotion 75 ml,,Reckitt Benckiser India Pvt Ltd,,,245
409785,Nivea Berry Shine Caring Lip Balm 4.8 gm,,Reckitt Benckiser India Pvt Ltd,,,245
803979,Nivea Body Lotion Aloe Hydration (Normal Skin) 75 ml,,Reckitt Benckiser India Pvt Ltd,,,245
13605,Nivea Body Lotion Express Hydration (Normal Skin) 400 ml,,Reckitt Benckiser India Pvt Ltd,,,245
13599,NIVEA BODY LOTION EXPRESS HYDRATION (NORMAL SKIN) 75ML,,Reckitt Benckiser India Pvt Ltd,,,245
409743,Nivea Body Lotion Express Hydration for Normal Skin 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
13618,Nivea Cherry Shine Caring Lip Balm 4.8 gm,,Reckitt Benckiser India Pvt Ltd,,,245
409745,Nivea Cocoa Nourish Oil in Lotion 200 ml,,Reckitt Benckiser India Pvt Ltd,,,245
826788,Nivea Cocoa Nourish Oil In Lotion 75 ml,,Reckitt Benckiser India Pvt Ltd,,,245
1014660,Nivea Cocoa Nourish Oil in Lotion for Very Dry Skin 400 ml,,Reckitt Benckiser India Pvt Ltd,,,245
13621,Nivea Creme 100 ml,,Reckitt Benckiser India Pvt Ltd,,,245
404366,Nivea Creme 200 ml,,Reckitt Benckiser India Pvt Ltd,,,82
857341,Nivea Creme 30 ml,,Reckitt Benckiser India Pvt Ltd,,,82
13610,Nivea Creme 60 ml,,Reckitt Benckiser India Pvt Ltd,,,82
409755,Nivea Creme Care Body wash 250 ml,,Reckitt Benckiser India Pvt Ltd,,,82
113950,Nivea Creme Soft Soap 125 gm,,Reckitt Benckiser India Pvt Ltd,,,82
897093,Nivea Creme Soft Soap 75 gm,,Reckitt Benckiser India Pvt Ltd,,,82
