item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,category_c1,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,salt_flag,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
ALL0284,allure tab 10's,,tablet,allure,allure 10s,1.0,allure,allure,allure,377070.0,allure plus tablet 30s,,allure,allure plus 30s,tablet,allure plus tablet 30s,0.40824829046386296,0.40824829046386296,10,30,1.0,allure tablet 10s,2.0,,,2.0,,,0,10,VOGUE PHARMACEUTICALS PVT LTD,,,44.9,1,0.40824829046386296
AML0168,amloven -10mg  tab 10's,,tablet,amloven,aoven 10 10s,1.0,amloven,amloven,amloven,111507.0,amloven 5mg tablet 10s,RX,amloven,aoven 5 10s,tablet,amloven 5mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,amloven 10mg tablet 10s,0.0,mg ,mg ,1.0,10,5,0,10,AVENTURA HEALTHCARE PVT LTD,,,5.0,1,0.6666666666666667
ANC0075,ancept 500mg tab 10's,,tablet,ancept,ancept 500 10s,1.0,ancept,ancept,ancept,379905.0,ancept tablet 10s,,ancept,ancept 10s,tablet,ancept tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,ancept 500mg tablet 10s,2.0,mg ,,2.0,500,,0,10,ANKAA PHARMACEUTICALS,,,59.5,1,0.8164965809277259
ANG0093,anginal 5mg tab 10's,,tablet,anginal,anginal 5 10s,1.0,anginal,anginal,anginal,383698.0,anginal at tablet 10s,,anginal,anginal at 10s,tablet,anginal at tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,anginal 5mg tablet 10s,2.0,mg ,,2.0,5,,0,10,ALEMBIC LTD,,,2.63,1,0.6666666666666667
APR0006,apresol 25mg tab 10's,,tablet,apresol,apresol 25 10s,1.0,apresol,apresol,apresol,114186.0,apresol tablet 10s,RX,apresol,apresol 10s,tablet,apresol tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,apresol 25mg tablet 10s,2.0,mg ,,2.0,25,,0,10,ORDIAN HEALTHCARE GLOBAL PVT LTD,,,5.56,1,0.8164965809277259
APX0005,apxenta 10mg tab 4's,,tablet,apxenta,apxenta 10 4s,1.0,apxenta,apxenta,apxenta,379594.0,apxenta 10mg tablet 10s,,apxenta,apxenta 10 10s,tablet,apxenta 10mg tablet 10s,0.6666666666666667,0.6666666666666667,4,10,1.0,apxenta 10mg tablet 4s,0.0,mg ,mg ,0.0,10,10,0,4,AJANTA PHARMA LTD,,,15.0,1,0.6666666666666667
ARC0026,arco tab 50's,,tablet,arco,arco 50s,1.0,arco,arco,arco,417330.0,arco 120 tablet,Allopathy_RX_A,arco,arco 120,tablet,arco 120 tablet,0.4999999999999999,0.4999999999999999,50,,1.0,arco tablet 50s,2.0,,,2.0,,,0,1,SHA-SHARANGDHAR PHARMACUTICAL,,,1.54,1,0.4999999999999999
ARC0037,arco tab 100's,,tablet,arco,arco 100s,1.0,arco,arco,arco,417330.0,arco 120 tablet,Allopathy_RX_A,arco,arco 120,tablet,arco 120 tablet,0.4999999999999999,0.4999999999999999,100,,1.0,arco tablet 100s,2.0,,,2.0,,,0,1,SHA-SHARANGDHAR PHARMACUTICAL,,,1.95,1,0.4999999999999999
ARS0060,arshari tab -100tab,,tablet,arshari,arshari 100s,2.0,arshari,arshari,arshari,390491.0,arshari tablet 25s,Allopathy_RX_A,arshari,arshari 25s,tablet,arshari tablet 25s,0.4999999999999999,0.4999999999999999,100,25,1.0,arshari tablet 100s,2.0,,,2.0,,,0,1,3M INDIA LTD,,,105.0,1,0.4999999999999999
ART0108,arthrodol tab,,tablet,arthrodol,arthrodol,1.0,arthrodol,arthrodol,arthrodol,115809.0,arthrodol tablet 10s,AYURVEDIC,arthrodol,arthrodol 10s,tablet,arthrodol tablet 10s,0.7071067811865475,0.7071067811865475,,10,1.0,arthrodol tablet,2.0,,,2.0,,,0,10,ADONIS LABORATORIES PVT LTD,,,4.0,1,0.7071067811865475
ASS0037,assuag 40mg tab,,tablet,assuag,assuag 40,1.0,assuag,assuag,assuag,116705.0,assuag 40mg tablet 10s,RX,assuag,assuag 40 10s,tablet,assuag 40mg tablet 10s,0.8164965809277259,0.8164965809277259,,10,1.0,assuag 40mg tablet,0.0,mg ,mg ,0.0,40,40,0,10,3M INDIA LTD,,,72.5,1,0.8164965809277259
AST0231,aster 10mg tab 10's,,tablet,aster,aster 10 10s,1.0,aster,aster,aster,628922.0,aster-xt tablet 10s,Allopathy_RX_A,aster,aster 10s,tablet,aster tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,aster 10mg tablet 10s,2.0,mg ,,2.0,10,,0,10,AFF-AFFIANCE DRUGS,,,6.8,1,0.8164965809277259
ATA0013,atarax 25mg tab 10's,,tablet,atarax,atarax 25 10s,1.0,atarax,atarax,atarax,117059.0,atarax 25mg tablet 15s,RX,atarax,atarax 25 15s,tablet,atarax 25mg tablet 15s,0.6666666666666667,0.6666666666666667,10,15,1.0,atarax 25mg tablet 10s,0.0,mg ,mg ,0.0,25,25,0,10,UCB INDIA LTD,,,2.3,1,0.6666666666666667
ATE0064,atenopen 25mg tab 14's,,tablet,atenopen,atenopen 25 14s,1.0,atenopen,atenopen,atenopen,385456.0,atenopen 50mg tablet 14s,,atenopen,atenopen 50 14s,tablet,atenopen 50mg tablet 14s,0.6666666666666667,0.6666666666666667,14,14,0.0,atenopen 25mg tablet 14s,0.0,mg ,mg ,1.0,25,50,0,14,MOREPEN LABORATORIES LTD,,,1.86,1,0.6666666666666667
AUD0013,audosis 500mg tab 10's,,tablet,audosis,audosis 500 10s,1.0,audosis,audosis,audosis,118253.0,audosis tablet 10s,RX,audosis,audosis 10s,tablet,audosis tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,audosis 500mg tablet 10s,2.0,mg ,,2.0,500,,0,10,SANKYO LTD,,,3.12,1,0.8164965809277259
AZI0767,azicip 500mg tab 5's,,tablet,azicip,azicip 500 5s,1.0,azicip,azicip,azicip,120310.0,azicip 500 tablet 3s,RX,azicip,azicip 500 3s,tablet,azicip 500 tablet 3s,0.6666666666666667,0.6666666666666667,5,3,1.0,azicip 500mg tablet 5s,2.0,mg ,,2.0,500,,0,5,CIPLA LTD,,,18.72,1,0.6666666666666667
AZI0968,azilta 8 tab 10's,,tablet,azilta,azilta 8 10s,1.0,azilta,azilta,azilta,382170.0,azilta 16mg tablet 10s,,azilta,azilta 16 10s,tablet,azilta 16mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,azilta 8 tablet 10s,2.0,,mg ,2.0,,16,0,10,RPG LIFESCIENCES LTD,,,9.0,1,0.6666666666666667
BC20003,bc 21mg tab 10's,,tablet,bc,bc 21 10s,1.0,bc,bc,bc,522041.0,bc-kalm tablet 10s,Allopathy_RX_A,bc,bc kalm 10s,tablet,bc kalm tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,bc 21mg tablet 10s,2.0,mg ,,2.0,21,,0,10,REC-RECKEWEG GERMAN,,,13.5,1,0.6666666666666667
BC20004,bc2a tab 10's,,tablet,bc2a,bc2a 10s,1.0,bc2a,bc2a,bc2a,384650.0,bc2a tablet 15s,,bc2a,bc2a 15s,tablet,bc2a tablet 15s,0.4999999999999999,0.4999999999999999,10,15,1.0,bc2a tablet 10s,2.0,,,2.0,,,0,10,BIOCEUTICS INC,,,25.0,1,0.4999999999999999
BEE0089,bee 10 mg tab 10's,,tablet,bee,bee 10 10s,1.0,bee,bee,bee,478165.0,bee-resq tablet 10s,Allopathy_RX_A,bee,bee resq 10s,tablet,bee resq tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,bee 10mg tablet 10s,2.0,mg ,,2.0,10,,0,10,BAR-BARRON ORGANICS,,,1.3,1,0.6666666666666667
BEN0011,benclamet tab 10's,,tablet,benclamet,benclamet 10s,1.0,benclamet,benclamet,benclamet,384649.0,benclamet forte tablet 10s,,benclamet,benclamet forte 10s,tablet,benclamet forte tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,benclamet tablet 10s,2.0,,,2.0,,,0,10,RPG LIFESCIENCES LTD,,,1.22,1,0.8164965809277259
BIL0132,bilacad 20mg tab 10's,,tablet,bilacad,bilacad 20 10s,1.0,bilacad,bilacad,bilacad,367143.0,bilacad tablet 10s,,bilacad,bilacad 10s,tablet,bilacad tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,bilacad 20mg tablet 10s,2.0,mg ,,2.0,20,,0,10,ZYDUS CADILA HEALTHCARE LTD,,,12.0,1,0.8164965809277259
BIO0511,biospas tab 10's,,tablet,biospas,biospas 10s,1.0,biospas,biospas,biospas,127674.0,biospas forte tablet 10s,RX,biospas,biospas forte 10s,tablet,biospas forte tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,biospas tablet 10s,2.0,,,2.0,,,0,10,BIOCON LTD,,,2.5,1,0.8164965809277259
BIO0604,bio-12 tab,,tablet,bio,bio 12,1.0,bio,bio,bio,126729.0,bio 12 tablet 10s,ALLOPATHY MEDICINE,bio,bio 12 10s,tablet,bio 12 tablet 10s,0.8164965809277259,0.8164965809277259,,10,1.0,bio 12 tablet,2.0,,,2.0,,,0,1,NORSTUM PHARMA PVT LTD,,,4.9,1,0.8164965809277259
BIS0084,bisbeta 5mg tab 10's,,tablet,bisbeta,bisbeta 5 10s,1.0,bisbeta,bisbeta,bisbeta,383648.0,bisbeta 2.5mg tablet 10s,,bisbeta,bisbeta 2.5 10s,tablet,bisbeta 2.5mg tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,bisbeta 5mg tablet 10s,0.0,mg ,mg ,1.0,5,2.5,0,10,CAD PHARMACEUTICALS PVT LTD,,,5.75,1,0.8660254037844387
BON0449,bonlink tab 10's,,tablet,bonlink,bonlink 10s,1.0,bonlink,bonlink,bonlink,141177.0,bonlink tablet fc 10s,ALLOPATHY NON-MEDICINE,bonlink,bonlink fc 10s,tablet,bonlink tablet fc 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,bonlink tablet 10s,2.0,,,2.0,,,0,10,UVB HEALTHCARE PVT LTD,,,14.0,1,0.8164965809277259
BRE0201,brecita 100 tab 10's,,tablet,brecita,brecita 100 10s,1.0,brecita,brecita,brecita,384848.0,brecita 50 tablet 10s,,brecita,brecita 50 10s,tablet,brecita 50 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,brecita 100 tablet 10s,2.0,,,2.0,,,0,10,NATCO PHARMA LTD,,,35.0,1,0.6666666666666667
BRI0335,britvit tab 10's,,tablet,britvit,britvit 10s,1.0,britvit,britvit,britvit,384920.0,britvit tablet 30s,,britvit,britvit 30s,tablet,britvit tablet 30s,0.4999999999999999,0.4999999999999999,10,30,1.0,britvit tablet 10s,2.0,,,2.0,,,0,10,ELBRIT LIFE SCIENCES PVT LTD,,,7.7,1,0.4999999999999999
BRI0387,brilinta 90mg tab 120's,,tablet,brilinta,brilinta 90 120s,1.0,brilinta,brilinta,brilinta,381724.0,brilinta 90mg tablet 120s+(free 60s),,brilinta,brilinta 90 120s+ free 60s,tablet,brilinta 90mg tablet 120s+ free 60s,0.7745966692414834,0.7745966692414834,120,60,1.0,brilinta 90mg tablet 120s,0.0,mg ,mg ,0.0,90,90,0,1,ASTRA ZENECA PHARMA INDIA LTD,,,6592.0,1,0.7745966692414834
BRI0701,brivepsy 50 mg 14 tab,,tablet,brivepsy,brivepsy 50 14,1.0,brivepsy,brivepsy,brivepsy,367427.0,brivepsy 50mg tablet 14s,,brivepsy,brivepsy 50 14s,tablet,brivepsy 50mg tablet 14s,0.6666666666666667,0.6666666666666667,brivep,14,1.0,brivepsy 50mg 14 tablet,0.0,mg ,mg ,0.0,50,50,0,14,3M INDIA LTD,,,210.0,1,0.6666666666666667
BRU0063,brupal 100mg tab 10's,,tablet,brupal,brupal 100 10s,1.0,brupal,brupal,brupal,142389.0,brupal kid 100mg/125mg tablet 10s,RX,brupal,brupal paediatric 100/125 10s,tablet,brupal paediatric 100mg/125mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,brupal 100mg tablet 10s,0.0,mg ,mg ,0.0,100,100,0,10,GENO PHARMACEUTICALS LTD,,,0.73,1,0.7745966692414834
BUL0016,bularid 10mg tab 10's,,tablet,bularid,bularid 10 10s,1.0,bularid,bularid,bularid,142672.0,bularid tablet 10s,RX,bularid,bularid 10s,tablet,bularid tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,bularid 10mg tablet 10s,2.0,mg ,,2.0,10,,0,10,IPCA LABORATORIES PVT LTD,,,10.0,1,0.8164965809277259
CAD0390,cadbe tab 15's,,tablet,cadbe,cadbe 15s,1.0,cadbe,cadbe,cadbe,143306.0,cadbe tablet 10s,ALLOPATHY NON-MEDICINE,cadbe,cadbe 10s,tablet,cadbe tablet 10s,0.4999999999999999,0.4999999999999999,15,10,1.0,cadbe tablet 15s,2.0,,,2.0,,,0,15,CACHET PHARMACEUTICALS PVT LTD,,,8.7,1,0.4999999999999999
CAL0192,calshine tab 15's,,tablet,calshine,calshine 15s,1.0,calshine,calshine,calshine,362134.0,calshine d tablet 15s,ALLOPATHY NON-MEDICINE,calshine,calshine d 15s,tablet,calshine d tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,calshine tablet 15s,2.0,,,2.0,,,0,15,ERIS LIFE SCIENCES LTD,,,2.95,1,0.8164965809277259
CAL0417,calcimed tab 10's,,tablet,calcimed,calcimed 10s,1.0,calcimed,calcimed,calcimed,385343.0,calcimed d tablet 10s,,calcimed,calcimed d 10s,tablet,calcimed d tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,calcimed tablet 10s,2.0,,,2.0,,,0,10,OZONE PHARMACEUTICALS LTD,,,9.9,1,0.8164965809277259
CAL0685,calci - 500 tab 10's,,tablet,calci,calci 500 10s,1.0,calci,calci,calci,143709.0,calci calci tablet 10s,ALLOPATHY NON-MEDICINE,calci,calci 10s,tablet,calci calci tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,calci 500 tablet 10s,2.0,,,2.0,,,0,10,JRK PVT LTD,,,12.9,1,0.8164965809277259
CAL0924,calcijoint xt tab 10's,,tablet,calcijoint,calcijoint 10s,1.0,calcijoint,calcijoint,calcijoint,143810.0,calcijoint forte tablet 10s,ALLOPATHY NON-MEDICINE,calcijoint,calcijoint forte 10s,tablet,calcijoint forte tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,calcijoint tablet 10s,2.0,,,2.0,,,0,10,LEEFORD HEALTH CARE LTD,,,5.25,1,0.8164965809277259
CAL1810,caldran tab 30's,,tablet,caldran,caldran 30s,1.0,caldran,caldran,caldran,144106.0,caldran tablet 10s,ALLOPATHY NON-MEDICINE,caldran,caldran 10s,tablet,caldran tablet 10s,0.4999999999999999,0.4999999999999999,30,10,1.0,caldran tablet 30s,2.0,,,2.0,,,0,1,ALTEUS BIOGENICS PVT LTD,,,267.3,1,0.4999999999999999
CAL1921,calsemin tab 10's,,tablet,calsemin,calsemin 10s,1.0,calsemin,calsemin,calsemin,386077.0,calsemin m tablet 10s,,calsemin,calsemin m 10s,tablet,calsemin m tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,calsemin tablet 10s,2.0,,,2.0,,,0,10,KASEN PHARMA PRODUCTS PVT LTD,,,9.8,1,0.8164965809277259
CAL1939,cal 1120mg tab 10's,,tablet,cal,cal 1120 10s,1.0,cal,cal,cal,367541.0,cal dt tablet 10s,,cal,cal 10s,tablet,cal tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,cal 1120mg tablet 10s,2.0,mg ,,2.0,1120,,0,10,NEWGEN HEALTH CARE PVT LTD,,,12.5,1,0.8164965809277259
CAL2522,cal 1120mg tab 15's,,tablet,cal,cal 1120 15s,1.0,cal,cal,cal,143571.0,cal tablet 15s,ALLOPATHY NON-MEDICINE,cal,cal 15s,tablet,cal tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,cal 1120mg tablet 15s,2.0,mg ,,2.0,1120,,0,15,NEWGEN HEALTH CARE PVT LTD,,,15.0,1,0.8164965809277259
CAL2613,calzimum tab 15's,,tablet,calzimum,calzimum 15s,1.0,calzimum,calzimum,calzimum,477204.0,calzimum-ct tablet,Allopathy_RX_A,calzimum,calzimum ct,tablet,calzimum ct tablet,0.4999999999999999,0.4999999999999999,15,,1.0,calzimum tablet 15s,2.0,,,2.0,,,0,15,MEDRIX LABS PVT LTD,,,7.0,1,0.4999999999999999
CAR0740,cardiogen tab,,tablet,cardiogen,cardiogen,1.0,cardiogen,cardiogen,cardiogen,145558.0,cardiogen tablet 100s,AYURVEDIC,cardiogen,cardiogen 100s,tablet,cardiogen tablet 100s,0.7071067811865475,0.7071067811865475,,100,1.0,cardiogen tablet,2.0,,,2.0,,,0,1,DUMMY,,,380.0,1,0.7071067811865475
CAR0838,carnifizz tab (2's),,tablet,carnifizz,carnifizz 2s,1.0,carnifizz,carnifizz,carnifizz,145851.0,carnifizz tablet 10s,ALLOPATHY NON-MEDICINE,carnifizz,carnifizz 10s,tablet,carnifizz tablet 10s,0.4999999999999999,0.4999999999999999,2,10,1.0,carnifizz tablet 2s,2.0,,,2.0,,,0,10,NOVELTY HEALTHSHINE PVT LTD,,,22.5,1,0.4999999999999999
CAR0954,caricom 1100mg tab 15's (comed),,tablet,caricom,caricom 1100 15s comed,1.0,caricom,caricom,caricom,145740.0,caricom tablet 15s,AYURVEDIC,caricom,caricom 15s,tablet,caricom tablet 15s,0.7071067811865475,0.7071067811865475,15,15,0.0,caricom 1100mg tablet 15s comed,2.0,mg ,,2.0,1100,,0,1,COMED PHARMA,,,29.85,1,0.7071067811865475
CAR0956,caricatab tab,,tablet,carica,carica tablets,2.0,carica,carica,carica,145735.0,carica  t tablet 10s,AYURVEDIC,carica,carica t 10s,tablet,carica t tablet 10s,0.40824829046386296,0.40824829046386296,tablet,10,1.0,carica tablets,2.0,,,2.0,,,0,1,BIO-BIOCEUTICALS,,,21.0,1,0.40824829046386296
CAR1003,caroid tab,,tablet,caroid,caroid,1.0,caroid,caroid,caroid,145923.0,caroid tablet 15s,AYURVEDIC,caroid,caroid 15s,tablet,caroid tablet 15s,0.7071067811865475,0.7071067811865475,,15,1.0,caroid tablet,2.0,,,2.0,,,0,15,RAPTAKOS BRETT & CO LTD,,,22.67,1,0.7071067811865475
CAR1026,cariya tab 15's,,tablet,cariya,cariya 15s,1.0,cariya,cariya,cariya,145776.0,cariya 1100mg tablet 15s,AYURVEDIC,cariya,cariya 1100 15s,tablet,cariya 1100mg tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,cariya tablet 15s,2.0,,mg ,2.0,,1100,0,15,DWD PHARMACEUTICALS LTD,,,19.0,1,0.8164965809277259
CAR1112,cariplus tab 15's (mascot),,tablet,cariplus,cariplus 15s mascot,1.0,cariplus,cariplus,cariplus,378912.0,cariplus tablet 15s,,cariplus,cariplus 15s,tablet,cariplus tablet 15s,0.8164965809277259,0.8164965809277259,ma,15,1.0,cariplus tablet 15s mascot,2.0,,,2.0,,,0,1,MASCOT HEALTH SEIRES PVT LTD,,,375.0,1,0.8164965809277259
CAR1148,caryvits tab 10's,,tablet,caryvits,caryvits 10s,1.0,caryvits,caryvits,caryvits,381526.0,caryvits plus tablet 10s,,caryvits,caryvits plus 10s,tablet,caryvits plus tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,caryvits tablet 10s,2.0,,,2.0,,,0,10,MEDI HEALTH LIFE SCIENCES,,,15.8,1,0.8164965809277259
CAZ0029,cazanat 20mg tab 30's,,tablet,cazanat,cazanat 20 30s,1.0,cazanat,cazanat,cazanat,380475.0,cazanat 40mg tablet 30s,,cazanat,cazanat 40 30s,tablet,cazanat 40mg tablet 30s,0.6666666666666667,0.6666666666666667,30,30,0.0,cazanat 20mg tablet 30s,0.0,mg ,mg ,1.0,20,40,0,1,NATCO PHARMA LTD,,,4900.0,1,0.6666666666666667
CDC0001,cdcv 250 dt tab 10's,,tablet,cdcv,cdcv 250 10s,1.0,cdcv,cdcv,cdcv,382608.0,cdcv 500mg tablet 10s,,cdcv,cdcv 500 10s,tablet,cdcv 500mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,cdcv 250 tablet 10s,2.0,,mg ,2.0,,500,0,10,HETERO DRUGS LTD,,,2.99,1,0.6666666666666667
CEF0423,cefrox 250mg tab 4's,,tablet,cefrox,cefrox 250 4s,1.0,cefrox,cefrox,cefrox,148466.0,cefrox plus 250mg tablet 4s,RX,cefrox,cefrox plus 250 4s,tablet,cefrox plus 250mg tablet 4s,0.8660254037844387,0.8660254037844387,4,4,0.0,cefrox 250mg tablet 4s,0.0,mg ,mg ,0.0,250,250,0,4,SAIN MEDICAMENTS PVT LTD,,,27.0,1,0.8660254037844387
CEL0311,celin 500mg new chew tab 20's,,tablet,celin,celin 500 new chew 20s,1.0,celin,celin,celin,149294.0,celin 500 mg tablet 20s,ALLOPATHY NON-MEDICINE,celin,celin 500 20s,tablet,celin 500mg tablet 20s,0.7745966692414834,0.7745966692414834,20,20,0.0,celin 500mg new chew tablet 20s,0.0,mg ,mg ,0.0,500,500,0,20,KOYE PHARMACEUTICALS,,,1.54,1,0.7745966692414834
CEP0234,cepovo 200 tab 10's,,tablet,cepovo,cepovo 200 10s,1.0,cepovo,cepovo,cepovo,385703.0,cepovo cv 200mg/125mg tablet 10s,,cepovo,cepovo cv 200/125 10s,tablet,cepovo cv 200mg/125mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,cepovo 200 tablet 10s,2.0,,mg ,2.0,,200,0,10,VASU ORGANICS PVT LTD,,,16.2,1,0.7745966692414834
