item_code,brand_x,brand_y,manufacturer,id,mrp
MEL0049,melascreen 40 gm cream,melascreen cream 40gm,MARK (I) COSMATICS PVT LTD,238018.0,50.0
MES0118,mesarem sachet 1g,mesarem 1gm sachet,HETERO HEALTHCARE LTD,381536.0,44.0
MNL0001,mnl  50ml  lotion,mnl lotion 50ml,BIOSWIZZ PHARMACEUTICALS LTD,654183.0,158.5
MYF0006,myface 10gm gel,myface gel 10gm,3M INDIA LTD,247023.0,110.0
MYM0033,mymifer susp 200ml,mymifer syrup 200ml,HBC LIFESCIENCE PVT LTD,378341.0,115.0
NAN0095,nanodent 70gm tooth paste,nanodent toothpaste 70gm,WOCKHARDT LTD,248260.0,120.0
NEO0101,neovec 4mg / 2ml   inj,neovec 4mg injection 2ml,NEON LABORATORIES LTD,384558.0,124.0
NER0121,nervolin 100ml oil,nervolin oil 100ml,TRICHEM BIOTECH PHARMACEUTICALS,251087.0,74.0
NOS0085,nosset 15ml  drops,nosset drops 15ml,LINE PHARMACEUTICALS LTD,675298.0,36.0
OPT0232,opticool 5ml eye drops,opticool eye drops 5ml,ENTOD PHARMACETICALS LTD,378808.0,75.0
PAN1550,pankajakasthuri 100ml cough honey syp,pankajakasthuri cough syrup 100ml honey,PANKAJ PHARMA& BIOCHEMICALS,270337.0,60.0
PEG0091,pegfeel 6mg/0.6ml inj,pegfeel 6mg injection 0.6ml,DR REDDY'S LABORATORIES,380298.0,3010.0
PIC0002,piclin 100ml syp,piclin syrup 100ml,MENARINI INDIA LTD,382331.0,78.0
PIC0058,picozy  100ml  syp,picozy syrup 100ml,SCORLEON PHARMA,381222.0,82.0
PIN0034,pinnacle 100ml syrup,pinnacle syrup 100ml,BIOMICRON PHARMA INDIA PVT LTD,276465.0,63.0
REX0114,rextas 100ml syp ***,rextas syrup 100ml,INTAS PHARMACEUTICALS LTD,669279.0,72.0
SAS0003,sastid 100gm bar soap,sastid soap 100gm,STIEFEL INDIA PVT LTD,296912.0,67.5
SIM0135,simponi 50mg/0.5ml inj,simponi 50mg injection 0.5ml,BAXTER INDIA LTD,378397.0,128000.0
SMY0002,smyle 100 ml liq,smyle liquid 100ml,KOPRAN LABORATORIES LTD,313781.0,55.0
SUR0111,survanta 8ml injection,survanta injection 8ml,ABBOTT INDIA LIMITED,319662.0,14500.0
TEC0072,tecentriq 1200mg/20ml inj,tecentriq 1200mg injection 20ml,ROCHE DIAGNOSTICS IND PVT LTD,380671.0,396725.0
TEE0004,teenac 75gm soap,teenac soap 75gm,ADONIS LABORATORIES PVT LTD,322751.0,55.0
THY0143,thymol 30ml  lotion,thymol lotion 30ml,PRAISE PHARMA,656284.0,90.0
TRI0120,triflow 100gm cream,triflow cream 100gm,CURADIA PHARMA,329670.0,375.0
TRI0834,triphala 200ml syrup,triphala syrup 200ml,THE HIMALAYA DRUG COMPANY-(WELLNESS),379283.0,93.0
VIS0140,visna 20gm gel,visna gel 20gm,MYLAN PHARMACEUTICALS PVT LTD,338457.0,315.0
VIT0023,vitilo 60ml lotion,vitilo lotion 60ml,ELDER PHARMACEUTICALS LTD,339311.0,66.0
ACT0070,actigrow chocolate 400gm powder,actigrow powder 400gm chocolate,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD,103325.0,441.0
AGC0001,ag cumin suspension 100ml,ag cumin oral suspension 100ml,AGI-AGIM BIOTECH,378334.0,2249.0
AQU0145,aquasoft max 60gm cream,aquasoft max cream 60gm,AJANTA PHARMA LTD,381908.0,304.0
CLO1011,clonext   s - 20gm oint,clonext s ointment 20gm,YASH PHARMA LAB PVT LTD,652073.0,80.0
CLO1013,clodeep skin 60ml  lotion,clodeep skin lotion 60ml,AME-AMEEDEP,659622.0,148.0
DIS0161,disnim  p 60ml syp ***,disnim p syrup 60ml,STADCHEM PHARMA PVT LTD,659890.0,28.0
ENE0034,all clear 100ml phosphate enema,all clear phosphate enema 100ml,BHANDARI LABS,648303.0,50.0
FEM0165,femcinol acne 75gm soap,femcinol acne soap 75gm,DABUR INDIA LTD,192785.0,130.0
FRE0177,freshclor mouth  150ml wash,freshclor mouth wash 150ml,GROUP PHAMRACEUTICALS LTD,198053.0,104.0
GEN0170,genticyn hc 10ml eye drops,genticyn hc eye drop 10ml,ALLERGAN IND PVT LTD,200977.0,21.62
GRA0227,grabocal d3 1gm sachet,grabocal d3 sachet 1gm,AAURA CARE PHARMACEUTICAL PVT LTD,381258.0,25.0
GRO0125,growth-z 100ml syrup,growth-z syrup 100ml,GUINNESS REMEDIES PVT LTD,539137.0,69.8
HAI0035,hairex  5% 60 ml lotion,hairex 5% lotion 60ml,KOPRAN LABORATORIES LTD,609309.0,530.0
HIM0574,himalaya rumalaya 10gm gel,himalaya rumalaya gel 10gm,THE HIMALAYA DRUG COMPANY-(WELLNESS),211051.0,22.0
ISO0219,isotine plus 10ml eye drops,isotine plus eye drop 10ml,JAGAT PHARMA,377384.0,120.0
ITC0004,itch care 12gm cream,itch care cream 12gm,DABUR INDIA LTD,216479.0,58.0
LOR0025,lorfast am 60ml syp,lorfast am syrup 60ml,ZYDUS CADILA HEALTHCARE LTD,382463.0,58.0
MAA0007,maa preg 200gm powder,maa preg powder 200gm,VENKYS NUTRITION,674982.0,326.0
MAM0261,mamaearth argan shampoo 250ml,mamaearth shampoo argan 250ml,3M INDIA LTD,388359.0,349.0
MAR0021,markal calamine 60 ml lotion,markal calamine lotion 60ml,MERCK LTD,385680.0,50.0
MEA0048,measuring cup <25ml>,measuring cup 25ml,3M INDIA LTD,391505.0,35.0
MEM0060,membio hydra 50gm cream,membio hydra cream 50gm,ZYDUS CADILA HEALTHCARE LTD,377103.0,799.0
MIN0324,minosilk 5% 60ml  solution,minosilk 5% solution 60ml,ETHINEXT PHARMA PVT LTD,667254.0,405.0
NEO0004,neo hepatex - 10 ml inj,neo hepatex injection 10ml,BIOLOGICAL E LTD,250519.0,116.2
NIV0053,nivea soft 50ml cream,nivea soft creme 50ml,NIVEA INDIA PVT LTD,254934.0,80.0
OFL0010,oflo dm 5 ml  drop,oflo dm drop 5ml,SUN PHARMACEUTICAL INDUSTRIES LTD,668566.0,12.85
PED0163,pediasure vanilla 200gm rifil,pediasure refill vanilla 200gm,ABBOTT HEALTHCARE PVT LTD(NUTRITION),379537.0,275.0
PRO1002,provital df 200gm  powder,provital df powder 200gm,SARALEE PHARMA CHEM PVT LTD,655715.0,246.0
REN0045,reno pro 25gm powder,reno pro powder 25gm,BRITISH BIOLOGICAL LTD,289244.0,300.0
SEN0241,senolin sf 25gm gel,senolin sf gel 25gm,INDOCO,309811.0,140.0
SEP0007,septran paed suspension 50ml,septran paediatric oral suspension 50ml,GLAXO SMITHKLINE PHARMACEUTICALS LTD,379725.0,14.7
SEP0105,septran paed suspension 50ml ***,septran paediatric oral suspension 50ml,KOYE PHARMACEUTICALS,379725.0,11.76
SUC0255,sucrapol plus 100ml syp,sucrapol plus syrup 100ml,MEDIPOL PHARMACEUTICALS INDIA PVT LTD,648296.0,125.0
SUN0623,sunidra  50tab,sunidra tablet 50s,3M INDIA LTD,417294.0,140.0
THE0222,themicaine ad 30 ml inj,themicaine ad injection 30ml,THEMIS PHARMACEUTICALS LTD,380230.0,28.9
TOP0333,topifort nx 15ml  lotion,topifort nx lotion 15ml,FRANCO INDIA PHARMACEUTICALS PVT LTD,670828.0,60.93
FLY0017,fly kill dust 100gm  powder,fly kill dust powder 100gm,NECTAR LIFESCIENCES LTD,629598.0,60.0
GAR0066,garlic pearls 30's,garlic pearls capsule 30s,SUNPHARMACEUTICALINDUSTRIESOTC,199724.0,1.33
GOR0004,gorgeus face cleansing 50gm gel,gorgeus face cleansing gel 50gm,AJANTA PHARMA LTD,204981.0,150.0
LOR0789,loreal extraordinary clay shampoo 360ml,loreal shampoo extraordinary clay 360ml,3M INDIA LTD,391440.0,329.0
LUL0041,lulinext  1%w/w 30gm cream,lulinext 1%w/w cream 30gm,ETHINEXT PHARMA PVT LTD,571335.0,365.0
NIV0388,nivea lemon & oil shower gel 125ml,nivea shower gel lemon & oil 125ml,NIVEA INDIA PVT LTD,386984.0,99.0
PIL0013,pilomin-2 2% 60ml   solution,pilomin-2 2% solution 60ml,PALSONS DERMA PVT LTD,676517.0,192.0
PUL0061,pulmophylin a .,pulmophylin a,ABBOTT INDIA LIMITED,589625.0,5.5
SEB0028,sebamed ad revitalizing 200ml shampoo,sebamed ad revitalizing shampoo 200ml,USV LTD,380881.0,990.0
SIL0159,silence anti snoring 20ml spray,silence anti snoring spray 20ml,G.S. PHARMACEUTICALS PVT LTD,311973.0,199.0
TIG0006,tiger balm white 18gm,tiger white balm 18gm,CAVIN CARE PVT LTD,381864.0,65.0
TIG0007,tiger balm white 8gm,tiger white balm 8gm,CAVIN CARE PVT LTD,381863.0,35.0
ZAN0091,zandu triphala 30's,zandu triphala tablet 30s,EMAMI LTD,381323.0,0.73
CET0424,cetaphil sun spf30 light gel 100ml,cetaphil sun light gel spf30 100ml,GALDERMA INDIA PVT LTD,382224.0,1150.0
HIM0550,himalaya anti hair fall 175ml cream,himalaya anti hair fall cream 175ml,THE HIMALAYA DRUG COMPANY,210791.0,100.0
JUN0030,jungle formula head lice 50ml lotion,jungle formula head lice lotion 50ml,PIRAMAL HEALTHCARE LTD,218998.0,130.0
MAM0255,mamaearth ubtan face wash 100ml,mamaearth face wash ubtan 100ml,3M INDIA LTD,391457.0,399.0
PAT0277,patanjali saundarya face wash 100gm,patanjali face wash saundarya 100gm,3M INDIA LTD,388569.0,90.0
PAR0581,park avenue damage free beer shampoo 180ml,park avenue beer damage free shampoo 180ml,RAYMOND CONSUMER CARE PVT. LTD.,389810.0,155.0
SUG0014,sugar free natura 100 pellets,sugar free natura pellets 100,ZYDUS WELLNESS LIMITED,318560.0,62.0
ACB0016,acbor anti-acne  patches 4's,acbor anti-acne patches 4s,HETERO DRUGS LTD,533878.0,75.0
ACC0200,accu-chek instant 50's,accu-chek instant-50s,ROCHE DIAGNOSTICS IND PVT,378315.0,799.0
ACI0178,acifear mps  60 ml,acifear mps 60ml,GAENR BIOLOGICALS LTD,587416.0,57.9
ACT0382,actfit-aq  1ml inj,actfit-aq 1ml injection,SANTIAGO LIFESCIENCES PVT LTD,628792.0,21.0
ADE0034,adeb-t  liquid,adeb-t liquid,KINESIS PHARMACEUTICALS PVT LTD,651596.0,100.0
ADO0018,adoxi 120mg  inj,adoxi 120mg injection,ALD-ALDEY LABS,603128.0,14570.0
AES0002,aesroc   50mg  5ml inj,aesroc 50mg 5ml injection,MIRACULUS PHARMA PVT LTD,575255.0,333.0
AFT0007,after lotion 15ml,after lotion 15ml,APOLLO HOSPITALS ENTERPRIS LTD,106442.0,119.0
AIR0195,airtec ff 250 inhaler ***,airtec ff 250 inhaler,GLENMARK PHARMACEUTICAL LTD,605113.0,292.0
ALE0018,alex syrup 50ml,alex syrup 50ml,GLENMARK PHARMACEUTICAL LTD,107828.0,62.0
ALF0116,alfaking  500mg   injetion,alfaking 500mg injection,GEN-GENERIC COMPANY,575103.0,50.0
ALL0215,allstar insulin pen ***,allstar insulin pen,SANOFI AVENTIS INDIA LTD,657824.0,714.99
ALV0040,alveobec  100 inhaler,alveobec 100 inhaler,PRECEPT PHARMA LTD,591170.0,22.0
ALV0044,alveosal  forte inhaler,alveosal forte inhaler,PRECEPT PHARMA LTD,605125.0,230.0
AME0019,amexidil solution 2%  60ml,amexidil solution 2% 60ml,SUN PHARMACEUTICAL INDUSTRIES LTD,657866.0,467.5
AMI0365,amiwar 500mg  2ml inj,amiwar 500mg 2ml injection,ISCON LABORATORIES PVT LTD,657858.0,60.0
ANA0124,anawin heavy  2ml inj,anawin heavy 2ml injection,NEON LABORATORIES LTD,622954.0,24.0
APP0199,apple cider vinegar 500ml,apple cider vinegar 500ml,3M INDIA LTD,311568.0,199.0
ARN0013,arnopen liniment 30ml,arnopen liniment 30ml,ADONIS LABORATORIES PVT LTD,115231.0,55.0
ARO0053,arodent gum paint 10 ml,arodent gum paint 10ml,GD PHARMACEUTICALSS PVT LTD,381977.0,45.0
ASC0032,ascodex plus exp 100ml ***,ascodex plus exp 100ml,GLENMARK PHARMACEUTICAL LTD,569073.0,83.0
ASC0058,ascoril  syrup 100ml,ascoril syrup 100ml,GLENMARK PHARMACEUTICAL LTD,622792.0,83.0
ATR0003,atro 100ml (atropine  (p p) inj.,atro 100ml (atropine (p p) injection,PREM PHARMACEUTICALS,553103.0,140.0
ATR0013,atropine sulphate (biostan) 1ml   inj,atropine sulphate (biostan) 1ml injection,HARSON LABORATORIES,566888.0,5.0
ATR0023,atropine sulphate 100ml  inj,atropine sulphate 100ml injection,HARSON LABORATORIES,657986.0,125.0
ATR0174,atroness 0.01% eye drops 5ml,atroness 0.01% eye drop 5ml,WAYPHAM INDIA PVT LTD,377575.0,198.0
AUR0059,aurozole  drops 5ml,aurozole drops 5ml,ALBATROSS HEALTHCARE PVT LTD,591270.0,80.0
AUR0083,aurosporine 2% ophthalmic solution 5ml ***,aurosporine 2% ophthalmic solution 5ml,AURO LABORATORIES PVT LTD,390231.0,250.0
AUX0040,auxifast forte  3gm inj,auxifast forte 3gm injection,AUXILIARE HEALTHCARE PVT LTD,555915.0,800.0
AVE0001,avessa 250 octacaps 30's ***,avessa 250mg octacaps 30s,SUN PHARMACEUTICAL INDUSTRIES LTD,381054.0,7.7
AVE0053,avene skin recovery cream 40ml,avene skin recovery cream 40ml,AVNI PHARMA,118804.0,1650.0
AVE0069,avessa 250 octacaps 30's ***,avessa 250mg octacaps 30s,SUN PHARMACEUTICAL INDUSTRIES LTD,381054.0,252.0
AVI0080,avilin  vet 33ml inj,avilin vet 33ml injection,INTT-INTERVET,658034.0,17.69
AXC0007,ax-cold syrup  100ml,ax-cold syrup 100ml,ELIXIRIO PHARMACEUTICALS PVT LTD,591250.0,55.0
AZA0119,azah organic sanitary pads regular 15's,azah organic sanitary pads regular 15s,PH91 PRIVATE LIMITED,419635.0,289.0
AZE0109,azelac ru crema gel 50ml,azelac ru cream gel 50ml,SESDERMA INDIA PVT LTD,377613.0,2400.0
AZE0118,azelac moisturizing gel 50ml,azelac moisturizing gel 50ml,SESDERMA INDIA PVT LTD,377586.0,2100.0
AZI0426,azikem  suspension 200mg/15ml,azikem suspension 200mg/15ml,ALKEM LABORATORIES LTD,672617.0,44.89
AZI0516,azimap 100mg syp   15ml,azimap 100mg syrup 15ml,GNC-GENERICS,591281.0,55.0
AZI0659,azimo 250mg  syrup,azimo 250mg syrup,HICURE BIOTECH PVT LTD,658089.0,15.76
AZO0074,azocal 1gm  sachest,azocal 1gm sachest,ADONIS LABORATORIES PVT LTD,568684.0,30.0
BAI0013,baidyanath mahabhringraj tel 100ml ***,baidyanath mahabhringraj tel 100ml,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,122642.0,125.0
BAL0167,balback  60ml anti hair serum,balback 60ml anti hair serum,AAKAAR MEDICAL TECHNOLOGIES PVT LTD,570315.0,810.0
BAX0026,bax -cv  ds  dry  syp  30ml,bax-cv ds dry syrup 30ml,BIO WARRIORS PHARMACEUTICALS PVT LTD,658115.0,98.4
BAY0046,bayrocin 1 shot   inj,bayrocin 1 shot injection,BAYER PHARMACEUTICALS PVT LTD,658137.0,156.0
BCF0001,bc ferrol oral drops 15ml,bc ferrol oral drops 15ml,BIO WARRIORS PHARMACEUTICALS PVT LTD,124044.0,60.0
BEC0039,beclasone -n  cream,beclasone-n cream,THREE-N-PRODUCTS P LTD,575369.0,20.0
BEE0079,beenuron  inj,beenuron injection,APP-APPLE BIOMEDICS,570663.0,29.0
BEE0080,beesone inj  1ml,beesone injection 1ml,TAMMAN TITOE PHARMA PVT LTD,592321.0,4.27
BEN0032,benzyl pencillin  10 lakhs inj.,benzyl pencillin 10 lakhs injection,ALEMBIC LTD,658138.0,7.9
BEN0033,benzyl pencillin  5 lakhs  inj.,benzyl pencillin 5 lakhs injection,ALEMBIC LTD,575378.0,5.62
BEN0289,benzyl pencillin  10 lakhs inj (karnataka antibiot,benzyl pencillin 10 lakhs injection (karnataka antibiot,KARNATAKA SOAPS & DETERGENTS LIMITED,592324.0,7.17
BEN0304,benzigem 1 gm  inj,benzigem 1 gm injection,BES-BESTIME,605176.0,6265.0
BEP0004,beplex  10 ml inj,beplex 10 ml injection,ANGLO FRENCH DRUGS & INDUSTRIES LTD,651791.0,27.93
BEP0008,beplex forte elixir  100ml,beplex forte elixir 100ml,ANGLO FRENCH DRUGS & INDUSTRIES LTD,615198.0,55.58
BER0063,berenil  vet 7% r t u inj 90ml,berenil vet 7% r t u injection 90ml,MSD PHARMACEUTICALS PVT LTD,553832.0,227.0
BES0058,bestoflox n syp ***,bestoflox n syrup,A R K COMPANY,658143.0,44.0
BET0118,betakind gargle 100ml,betakind gargle 100ml,VILIN BIOMED LTD,382490.0,64.9
BET0254,betgenta   oint,betgenta ointment,ADONIS LABORATORIES PVT LTD,570508.0,99.5
BET0389,betalon inj  1 ml,betalon injection 1ml,HIMANSHU PHARMACEUTICALS PVT LTD,592352.0,4.73
BHA0001,bharglob  10%  i ml inj,bharglob 10% i ml injection,BHARAT SERUMS & VACCINES LTD,658160.0,1094.0
BIF0057,bi-folate syrup 100ml,bi folate syrup 100ml,KEPLER HEALTHCARE PVT LTD,379387.0,260.0
BIO0008,biocilin 1gm  inj,biocilin 1gm injection,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,658163.0,30.19
BIO0012,biocilin  250mg inj,biocilin 250mg injection,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,658164.0,15.05
BIO0014,bioclox  500mg inj,bioclox 500mg injection,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,592364.0,8.35
BIO0413,biotyph  vaccine,biotyph vaccine,BIOMED PHARMACEUTICALS LTD,658213.0,650.0
BIO0676,bioferol d3  sachet,bioferol d3 sachet,ADONIS LABORATORIES PVT LTD,658188.0,25.0
BIO0960,biodexone  8mg/2ml inj,biodexone 8mg/2ml injection,BIOCHEM PHARMACEUTICAL INDUSTRIES LTD,592402.0,6.74
BON0310,boneshine-d3  1gm sachet,boneshine-d3 1gm sachet,VINTAGE LABS PVT LTD,587910.0,30.0
BOT0024,botanica 3d serum 30ml,botanica 3d serum 30ml,DABUR INDIA LTD,141363.0,500.0
BRI0666,brivicip 590 syrup 150ml,brivicip 590 syrup 150ml,BIO HUMAN RESOURCES,380553.0,1299.0
BRO0044,broncoven  drops,broncoven drops,ORBIT LIFE SCIENCE PVT LTD,622982.0,33.85
BRO0319,bronerve 2ml  inj,bronerve 2ml injection,QBROS HEALTHCARE PVT LTD,592427.0,50.0
BTX0001,btxa 100 u  inj    ( botulinam ),btxa 100 u injection ( botulinam ),ALLERGAN IND PVT LTD,555331.0,11369.0
BUD0147,budds buddy ringo baby  nail clipper,budds buddy ringo baby nail clipper,3M INDIA LTD,433697.0,129.0
CAL1222,calcihind  syp 200ml,calcihind syrup 200ml,HINDUSTAN MEDICOSE,651904.0,82.0
CAL1524,caladryl lotion 125ml ***,caladryl lotion 125ml,PIRAMAL HEALTHCARE LTD,380855.0,73.05
CAL2254,caladryl lotion 125ml ***,caladryl lotion 125ml,PIRAMAL PHARMA LIMITED,380855.0,80.83
CAN0056,candid-cl vaginal suppositories 3's ***,candid-cl vaginal suppositories 3s,GLENMARK PHARMACEUTICAL LTD,672810.0,98.0
CAN0102,candid-cl vaginal suppositories 3's ***,candid-cl vaginal suppositories 3s,GLENMARK PHARMACEUTICAL LTD,672810.0,40.67
CAN0183,candid-o ear drops ***,candid-o ear drops,GLENMARK PHARMACEUTICAL LTD,672788.0,62.0
CAR0447,carboprost  250mg inj,carboprost 250mg injection,NEON LABORATORIES LTD,622590.0,192.6
CAR0603,carex mv syrup 100ml,carex mv syrup 100ml,PIRAMAL HEALTHCARE LTD,145715.0,48.0
CAR0888,carbenz 450mg  45ml inj,carbenz 450mg 45ml injection,BES-BESTIME,605249.0,2545.0
CAT0177,catalyd syrup 400ml,catalyd syrup 400ml,DUCKBILL DRUGS PVT LTD,146249.0,190.0
CAT0187,cetaphil pro night repair hand cream 50ml,cetaphil pro night repair hand cream 50ml,GALDERMA INDIA PVT LTD,378879.0,700.0
CAV0052,cavi-go  m/wash 100ml,cavi-go m/wash 100ml,ZOIC LIFE SCIENCES,585660.0,79.9
CED0022,cedonex 1gm  inj,cedonex 1gm injection,BLUE CROSS LABORATORIES PVT LTD,622866.0,125.0
CEF0289,cefast 250mg  inj,cefast 250mg injection,ALKEM LABORATORIES LTD,569176.0,25.85
CEF0933,cefrich 1gm  inj,cefrich 1gm injection,RUISEPHARMA PVT LTD,590365.0,63.0
CET0045,cetaphil gentle skin cleanser 125ml ***,cetaphil gentle skin cleanser 125ml,GALDERMA INDIA PVT LTD,150166.0,179.17
CET0274,cetaphil gentle skin cleanser 250ml ***,cetaphil gentle skin cleanser 250ml,GALDERMA INDIA PVT LTD,381000.0,431.0
CET0407,cetaphil gentle foaming cleanser 236ml,cetaphil gentle foaming cleanser 236ml,GALDERMA INDIA PVT LTD,377145.0,880.0
CET0476,cetaphil pro face moisturizing cream 50ml,cetaphil pro face moisturizing cream 50ml,GALDERMA INDIA PVT LTD,378881.0,950.0
