item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_cap,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,category_c1,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
ANT0075,antarth cap,,capsule,antarth,antarth capsule,1.0,antarth,antarth,antarth,113395.0,antarth capsule 30s,AYURVEDIC,antarth,antarth 30s,capsule,antarth capsule 30s,0.4999999999999999,0.4999999999999999,cap,30,1.0,0.0,antarth capsule,2.0,,,2.0,,,1,GD PHARMACEUTICALSS PVT LTD,,,4.5,1,0.4999999999999999
APE0055,apexitra 200mg cap 10's,,capsule,apexitra,apexitra 200 10s,1.0,apexitra,apexitra,apexitra,379288.0,apexitra sb 130mg capsule 10s,,apexitra,apexitra sb 130 10s,capsule,apexitra sb 130mg capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,apexitra 200mg capsule 10s,0.0,mg,mg,1.0,200,130,10,APEX LABORATORIES LTD,,,22.0,2,0.5773502691896258
APE0055,apexitra 200mg cap 10's,,capsule,apexitra,apexitra 200 10s,1.0,apexitra,apexitra,apexitra,381546.0,apexitra sb 65mg capsule 10s,,apexitra,apexitra sb 65 10s,capsule,apexitra sb 65mg capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,apexitra 200mg capsule 10s,0.0,mg,mg,1.0,200,65,10,APEX LABORATORIES LTD,,,22.0,2,0.5773502691896258
APE0060,apexitra 100 cap 10's,,capsule,apexitra,apexitra 100 10s,1.0,apexitra,apexitra,apexitra,379288.0,apexitra sb 130mg capsule 10s,,apexitra,apexitra sb 130 10s,capsule,apexitra sb 130mg capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,apexitra 100 capsule 10s,2.0,,mg,2.0,,130,10,APEX LABORATORIES LTD,,,12.0,2,0.5773502691896258
APE0060,apexitra 100 cap 10's,,capsule,apexitra,apexitra 100 10s,1.0,apexitra,apexitra,apexitra,381546.0,apexitra sb 65mg capsule 10s,,apexitra,apexitra sb 65 10s,capsule,apexitra sb 65mg capsule 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,0.0,apexitra 100 capsule 10s,2.0,,mg,2.0,,65,10,APEX LABORATORIES LTD,,,12.0,2,0.5773502691896258
APR0133,aprifast 125/80mg cap kit 1's,,capsule,aprifast,aprifast 125/80 kit 1s,1.0,aprifast,aprifast,aprifast,379360.0,aprifast capsule kit,,aprifast,aprifast kit,capsule,aprifast capsule kit,0.6324555320336759,0.6324555320336759,1,aprifa,1.0,0.0,aprifast 125/80mg capsule kit 1s,2.0,mg,,2.0,125/80,,1,AXIOMMAX ONCOLOGY PVT LTD,,,1663.0,1,0.6324555320336759
ARC0056,arcap cap 10's (retort),,capsule,ar,ar capsules 10s retort,2.0,ar,ar,ar,553706.0,ar-active capsule 30s,Allopathy_RX_A,ar,ar active 30s,capsule,ar active capsule 30s,0.2886751345948129,0.2886751345948129,10,30,1.0,0.0,ar capsules 10s retort,2.0,,,2.0,,,10,RETORT PHARMA PVT LTD,,,5.2,1,0.2886751345948129
ARJ0012,arjuna cap,,capsule,arjuna,arjuna capsule,1.0,arjuna,arjuna,arjuna,382256.0,arjuna bark capsule 60s,,arjuna,arjuna bark 60s,capsule,arjuna bark capsule 60s,0.40824829046386296,0.40824829046386296,cap,60,1.0,0.0,arjuna capsule,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,110.0,1,0.40824829046386296
ASM0020,asma cap,,capsule,asma,asma capsule,1.0,asma,asma,asma,116476.0,asma health capsule 10s,AYURVEDIC,asma,asma health 10s,capsule,asma health capsule 10s,0.40824829046386296,0.40824829046386296,cap,10,1.0,0.0,asma capsule,2.0,,,2.0,,,1,ACCENT PAHRMA,,,20.0,1,0.40824829046386296
AST0204,asta 1 cap 10's,,capsule,asta,asta 1 10s,1.0,asta,asta,asta,116711.0,asta 1 softgel capsule 10s,ALLOPATHY NON-MEDICINE,asta,asta 1 softgel 10s,capsule,asta 1 softgel capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,asta 1 capsule 10s,2.0,,,2.0,,,10,SUNWAYS INDIA PVT LTD,,,17.5,1,0.8660254037844387
ATR0015,atrisor  cap,,capsule,atrisor,atrisor capsule,1.0,atrisor,atrisor,atrisor,118106.0,atrisor capsule 30s,AYURVEDIC,atrisor,atrisor 30s,capsule,atrisor capsule 30s,0.4999999999999999,0.4999999999999999,cap,30,1.0,0.0,atrisor capsule,2.0,,,2.0,,,1,DUMMY,,,5.19,1,0.4999999999999999
AXI0100,axiotem 250mg cap 5's,,capsule,axiotem,axiotem 250 5s,1.0,axiotem,axiotem,axiotem,378603.0,axiotem 20mg capsule 5s,,axiotem,axiotem 20 5s,capsule,axiotem 20mg capsule 5s,0.6666666666666667,0.6666666666666667,5,5,0.0,0.0,axiotem 250mg capsule 5s,0.0,mg,mg,1.0,250,20,1,AXIOMMAX ONCOLOGY PVT LTD,,,20394.0,2,0.6666666666666667
AXI0100,axiotem 250mg cap 5's,,capsule,axiotem,axiotem 250 5s,1.0,axiotem,axiotem,axiotem,378609.0,axiotem 100mg capsule 5s,,axiotem,axiotem 100 5s,capsule,axiotem 100mg capsule 5s,0.6666666666666667,0.6666666666666667,5,5,0.0,0.0,axiotem 250mg capsule 5s,0.0,mg,mg,1.0,250,100,1,AXIOMMAX ONCOLOGY PVT LTD,,,20394.0,2,0.6666666666666667
BAC0003,bacimox caps ***,,capsule,bacimox,bacimox capsule,1.0,bacimox,bacimox,bacimox,658058.0,bacimox capsules,Allopathy_RX_A,bacimox,bacimox,capsule,bacimox capsule,0.7071067811865475,0.7071067811865475,cap,,1.0,0.0,bacimox capsule,2.0,,,2.0,,,6,ALEMBIC LTD,,,6.57,1,0.7071067811865475
BEC0022,becozinc cap 15's,,capsule,becozinc,becozinc 15s,1.0,becozinc,becozinc,becozinc,363177.0,becozinc capsule 20s,ALLOPATHY NON-MEDICINE,becozinc,becozinc 20s,capsule,becozinc capsule 20s,0.4999999999999999,0.4999999999999999,15,20,1.0,0.0,becozinc capsule 15s,2.0,,,2.0,,,15,DR REDDY'S LABORATORIES,,,0.97,3,0.4999999999999999
BEC0022,becozinc cap 15's,,capsule,becozinc,becozinc 15s,1.0,becozinc,becozinc,becozinc,376753.0,becozinc capsule 30s,,becozinc,becozinc 30s,capsule,becozinc capsule 30s,0.4999999999999999,0.4999999999999999,15,30,1.0,0.0,becozinc capsule 15s,2.0,,,2.0,,,15,DR REDDY'S LABORATORIES,,,0.97,3,0.4999999999999999
BEC0022,becozinc cap 15's,,capsule,becozinc,becozinc 15s,1.0,becozinc,becozinc,becozinc,376754.0,becozinc capsule 30s,,becozinc,becozinc 30s,capsule,becozinc capsule 30s,0.4999999999999999,0.4999999999999999,15,30,1.0,0.0,becozinc capsule 15s,2.0,,,2.0,,,15,DR REDDY'S LABORATORIES,,,0.97,3,0.4999999999999999
BEC0083,becoles  cap,,capsule,becoles,becoles capsule,1.0,becoles,becoles,becoles,603382.0,becoles capsule,Allopathy_RX_A,becoles,becoles,capsule,becoles capsule,0.7071067811865475,0.7071067811865475,cap,becole,1.0,0.0,becoles capsule,2.0,,,2.0,,,15,COLES PHARMA,,,1.75,1,0.7071067811865475
BEC0099,becoplex cap 10's,,capsule,becoplex,becoplex 10s,1.0,becoplex,becoplex,becoplex,124350.0,becoplex ax capsule 10s,AYURVEDIC,becoplex,becoplex ax 10s,capsule,becoplex ax capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,becoplex capsule 10s,2.0,,,2.0,,,10,KEIMEDS PVT LTD,,,1.33,1,0.8164965809277259
BEN0157,benadryl 25mg cap 10's,,capsule,benadryl,benadryl 25 10s,1.0,benadryl,benadryl,benadryl,124716.0,benadryl 25 mg soft gelatin capsule 10s,RX,benadryl,benadryl 25 sg 10s,capsule,benadryl 25mg sg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,benadryl 25mg capsule 10s,0.0,mg,mg,0.0,25,25,10,JOHNSON & JOHNSON PVT LTD,,,37.0,1,0.8660254037844387
BEN0587,benprost-8 cap 24's (ind-swift),,capsule,benprost,benprost 8 24s ind swift,1.0,benprost,benprost,benprost,124971.0,benprost capsule 24s,AYURVEDIC,benprost,benprost 24s,capsule,benprost capsule 24s,0.6324555320336759,0.6324555320336759,,24,1.0,0.0,benprost 8 capsule 24s ind swift,2.0,,,2.0,,,1,IND SWIFT LTD,,,218.0,1,0.6324555320336759
BET0308,betacap plus ls 10mg cap 10's,,capsule,beta,beta plus ls 10s,2.0,beta,beta,beta,125463.0,beta cobal plus capsule 10s,ALLOPATHY NON-MEDICINE,beta,beta cobal plus 10s,capsule,beta cobal plus capsule 10s,0.75,0.75,10,10,0.0,0.0,beta capsule plus ls 10mgs 10s,2.0,,,2.0,10,,10,AKUMENTIS HEALTHCARE LTD,,,4.35,2,0.75
BET0308,betacap plus ls 10mg cap 10's,,capsule,beta,beta plus ls 10s,2.0,beta,beta,beta,125465.0,beta ec plus capsule 10s,ALLOPATHY NON-MEDICINE,beta,beta ec plus 10s,capsule,beta ec plus capsule 10s,0.75,0.75,10,10,0.0,0.0,beta capsule plus ls 10mgs 10s,2.0,,,2.0,10,,10,AKUMENTIS HEALTHCARE LTD,,,4.35,2,0.75
BIF0017,biforte caps,,capsule,biforte,biforte capsule,1.0,biforte,biforte,biforte,126364.0,biforte capsule 10s,AYURVEDIC,biforte,biforte 10s,capsule,biforte capsule 10s,0.4999999999999999,0.4999999999999999,cap,10,1.0,0.0,biforte capsule,2.0,,,2.0,,,10,GIN-GINKGO BILOBA LIFECARE NEU,,,8.9,1,0.4999999999999999
BIO0002,bio 4 cap 10's,,capsule,bio,bio 4 10s,1.0,bio,bio,bio,126768.0,bio capsule 10s,AYURVEDIC,bio,bio 10s,capsule,bio capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,bio 4 capsule 10s,2.0,,,2.0,,,10,TABLETS INDIA LTD,,,8.0,1,0.8164965809277259
BIO0103,bio 10mg cap 10's,,capsule,bio,bio 10 10s,1.0,bio,bio,bio,126768.0,bio capsule 10s,AYURVEDIC,bio,bio 10s,capsule,bio capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,bio 10mg capsule 10s,2.0,mg,,2.0,10,,10,MED MANOR ORGANICS,,,8.5,1,0.8164965809277259
BLI0037,bliss cap,,capsule,bliss,bliss capsule,1.0,bliss,bliss,bliss,140211.0,bliss welness phytosterols vegetarian capsule 120s,AYURVEDIC,bliss,bliss welness phytosterols vegetarian 120s,capsule,bliss welness phytosterols vegetarian capsule 120s,0.31622776601683794,0.31622776601683794,cap,120,1.0,0.0,bliss capsule,2.0,,,2.0,,,1,MYELIN LABORATORIES PVT LTD,,,14.96,6,0.31622776601683794
BLI0037,bliss cap,,capsule,bliss,bliss capsule,1.0,bliss,bliss,bliss,140212.0,bliss welness phytosterols vegetarian capsule 60s,AYURVEDIC,bliss,bliss welness phytosterols vegetarian 60s,capsule,bliss welness phytosterols vegetarian capsule 60s,0.31622776601683794,0.31622776601683794,cap,60,1.0,0.0,bliss capsule,2.0,,,2.0,,,1,MYELIN LABORATORIES PVT LTD,,,14.96,6,0.31622776601683794
BLI0037,bliss cap,,capsule,bliss,bliss capsule,1.0,bliss,bliss,bliss,140213.0,bliss welness phytosterols vegetarian capsule 20s,AYURVEDIC,bliss,bliss welness phytosterols vegetarian 20s,capsule,bliss welness phytosterols vegetarian capsule 20s,0.31622776601683794,0.31622776601683794,cap,20,1.0,0.0,bliss capsule,2.0,,,2.0,,,1,MYELIN LABORATORIES PVT LTD,,,14.96,6,0.31622776601683794
BLI0037,bliss cap,,capsule,bliss,bliss capsule,1.0,bliss,bliss,bliss,140193.0,bliss welness detox bliss kidney detox vegetarian capsules 60s,AYURVEDIC,bliss,bliss welness detox kidney vegetarian 60s,capsule,bliss welness detox bliss kidney detox vegetarian capsule 60s,0.2886751345948129,0.31622776601683794,cap,60,1.0,0.0,bliss capsule,2.0,,,2.0,,,1,MYELIN LABORATORIES PVT LTD,,,14.96,6,0.2886751345948129
BLI0037,bliss cap,,capsule,bliss,bliss capsule,1.0,bliss,bliss,bliss,140208.0,bliss welness male health vegetarian capsule 60s,AYURVEDIC,bliss,bliss welness male health vegetarian 60s,capsule,bliss welness male health vegetarian capsule 60s,0.2886751345948129,0.31622776601683794,cap,60,1.0,0.0,bliss capsule,2.0,,,2.0,,,1,MYELIN LABORATORIES PVT LTD,,,14.96,6,0.2886751345948129
BLI0037,bliss cap,,capsule,bliss,bliss capsule,1.0,bliss,bliss,bliss,140214.0,bliss welness sleep management vegetarian capsules 60s,AYURVEDIC,bliss,bliss welness sleep management vegetarian 60s,capsule,bliss welness sleep management vegetarian capsule 60s,0.2886751345948129,0.31622776601683794,cap,60,1.0,0.0,bliss capsule,2.0,,,2.0,,,1,MYELIN LABORATORIES PVT LTD,,,14.96,6,0.2886751345948129
BON0033,bonton cap 30's,,capsule,bonton,bonton 30s,1.0,bonton,bonton,bonton,520750.0,bonton-m softgel capsule 10s,Allopathy_RX_A,bonton,bonton m softgel 10s,capsule,bonton m softgel capsule 10s,0.35355339059327373,0.35355339059327373,30,10,1.0,0.0,bonton capsule 30s,2.0,,,2.0,,,30,GOOD HEALTH SUPLEMENT PVT LTD,,,3.0,1,0.35355339059327373
BON0224,bonheal 500mg cap 10's,,capsule,bonheal,bonheal 500 10s,1.0,bonheal,bonheal,bonheal,141148.0,bonheal capsule 10s,AYURVEDIC,bonheal,bonheal 10s,capsule,bonheal capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,bonheal 500mg capsule 10s,2.0,mg,,2.0,500,,10,AKUMENTIS HEALTHCARE,,,15.1,1,0.8164965809277259
BON0261,bongem cap 10's,,capsule,bongem,bongem 10s,1.0,bongem,bongem,bongem,386944.0,bongem k2 softgel capsule 10s,,bongem,bongem k2 softgel 10s,capsule,bongem k2 softgel capsule 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,0.0,bongem capsule 10s,2.0,,,2.0,,,10,UNIVERSAL LIFECARE,,,12.9,1,0.7071067811865475
BON0473,boncure cap 30's (suncure),,capsule,boncure,boncure 30s suncure,1.0,boncure,boncure,boncure,141074.0,boncure capsule 30s,AYURVEDIC,boncure,boncure 30s,capsule,boncure capsule 30s,0.8164965809277259,0.8164965809277259,,30,1.0,0.0,boncure capsule 30s suncure,2.0,,,2.0,,,1,SUNCURE REMEDIES,,,590.0,1,0.8164965809277259
BON0620,bonesoft  10 cap,,capsule,bonesoft,bonesoft 10 capsule,1.0,bonesoft,bonesoft,bonesoft,417333.0,bonesoft 10 capsule,Allopathy_RX_A,bonesoft,bonesoft 10,capsule,bonesoft 10 capsule,0.8164965809277259,0.8164965809277259,cap,bone,1.0,0.0,bonesoft 10 capsule,2.0,,,2.0,,,10,3M INDIA LTD,,,130.0,1,0.8164965809277259
BUD0037,budate 400mg rotacaps,,capsule,budate,budate 400 capsule,1.0,budate,budate,budate,142601.0,budate 400 transcaps 30s,RX,budate,budate 400 30s,capsule,budate 400 capsule 30s,0.6666666666666667,0.6666666666666667,cap,30,1.0,0.0,budate 400mg capsule,2.0,mg,,2.0,400,,30,LUPIN LABORATORIES LTD,,,3.62,1,0.6666666666666667
BUD0103,budecort cr cap 30's,,capsule,budecort,budecort 30s,1.0,budecort,budecort,budecort,142616.0,budecort 100 rotacap 30,RX,budecort,budecort 100 30,capsule,budecort 100 capsule 30,0.40824829046386296,0.40824829046386296,30,,1.0,0.0,budecort capsule 30s,2.0,,,2.0,,,1,CIPLA LTD,,,450.0,3,0.40824829046386296
BUD0103,budecort cr cap 30's,,capsule,budecort,budecort 30s,1.0,budecort,budecort,budecort,142620.0,budecort 200 rotacap 30,RX,budecort,budecort 200 30,capsule,budecort 200 capsule 30,0.40824829046386296,0.40824829046386296,30,,1.0,0.0,budecort capsule 30s,2.0,,,2.0,,,1,CIPLA LTD,,,450.0,3,0.40824829046386296
BUD0103,budecort cr cap 30's,,capsule,budecort,budecort 30s,1.0,budecort,budecort,budecort,142621.0,budecort 400 rotacap 30,RX,budecort,budecort 400 30,capsule,budecort 400 capsule 30,0.40824829046386296,0.40824829046386296,30,,1.0,0.0,budecort capsule 30s,2.0,,,2.0,,,1,CIPLA LTD,,,450.0,3,0.40824829046386296
CAD0063,cadlib  cap,,capsule,cadlib,cadlib capsule,1.0,cadlib,cadlib,cadlib,570514.0,cadlib capsule,Allopathy_RX_A,cadlib,cadlib,capsule,cadlib capsule,0.7071067811865475,0.7071067811865475,cap,,1.0,0.0,cadlib capsule,2.0,,,2.0,,,1,ADONIS LABORATORIES PVT LTD,,,3.85,1,0.7071067811865475
CAL1078,calcigo cap 10's,,capsule,calcigo,calcigo 10s,1.0,calcigo,calcigo,calcigo,143802.0,calcigo ct softgel capsules 10s,RX,calcigo,calcigo ct softgel 10s,capsule,calcigo ct softgel capsule 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,0.0,calcigo capsule 10s,2.0,,,2.0,,,10,INTEGRAL LIFE SCIENCES PVT LTD,,,9.94,2,0.7071067811865475
CAL1078,calcigo cap 10's,,capsule,calcigo,calcigo 10s,1.0,calcigo,calcigo,calcigo,143803.0,calcigo max softgel capsule 10s,ALLOPATHY MEDICINE,calcigo,calcigo max softgel 10s,capsule,calcigo max softgel capsule 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,0.0,calcigo capsule 10s,2.0,,,2.0,,,10,INTEGRAL LIFE SCIENCES PVT LTD,,,9.94,2,0.7071067811865475
CAR0539,carminozyme cap,,capsule,carminozyme,carminozyme capsule,1.0,carminozyme,carminozyme,carminozyme,145820.0,carminozyme capsule 20s,AYURVEDIC,carminozyme,carminozyme 20s,capsule,carminozyme capsule 20s,0.4999999999999999,0.4999999999999999,cap,20,1.0,0.0,carminozyme capsule,2.0,,,2.0,,,20,ZUP-ZUPITER,,,3.0,3,0.4999999999999999
CAR0539,carminozyme cap,,capsule,carminozyme,carminozyme capsule,1.0,carminozyme,carminozyme,carminozyme,145821.0,carminozyme capsule 10s,AYURVEDIC,carminozyme,carminozyme 10s,capsule,carminozyme capsule 10s,0.4999999999999999,0.4999999999999999,cap,10,1.0,0.0,carminozyme capsule,2.0,,,2.0,,,20,ZUP-ZUPITER,,,3.0,3,0.4999999999999999
CAR0539,carminozyme cap,,capsule,carminozyme,carminozyme capsule,1.0,carminozyme,carminozyme,carminozyme,145822.0,carminozyme capsule 75s,AYURVEDIC,carminozyme,carminozyme 75s,capsule,carminozyme capsule 75s,0.4999999999999999,0.4999999999999999,cap,75,1.0,0.0,carminozyme capsule,2.0,,,2.0,,,20,ZUP-ZUPITER,,,3.0,3,0.4999999999999999
CAR0683,caromax  cap,,capsule,caromax,caromax capsule,1.0,caromax,caromax,caromax,613149.0,caromax capsule,Allopathy_RX_A,caromax,caromax,capsule,caromax capsule,0.7071067811865475,0.7071067811865475,cap,,1.0,0.0,caromax capsule,2.0,,,2.0,,,15,ASOJ SOFT CAPS PVT.LTD.,,,8.9,1,0.7071067811865475
CAR1600,caricap cap 10's (silok),,capsule,cari,cari capsules 10s silok,2.0,cari,cari,cari,433703.0,cari max capsule,Allopathy_RX_A,cari,cari max,capsule,cari max capsule,0.35355339059327373,0.35355339059327373,,,1.0,0.0,cari capsules 10s silok,2.0,,,2.0,,,10,SILOK PHARMACEUTICALS,,,13.0,1,0.35355339059327373
CHE0001,cheri cap 10's,,capsule,cheri,cheri 10s,1.0,cheri,cheri,cheri,252071.0,new cheri capsule 10s,ALLOPATHY NON-MEDICINE,cheri,new cheri 10s,capsule,new cheri capsule 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,0.0,cheri capsule 10s,2.0,,,2.0,,,10,IND SWIFT LTD,,,7.2,1,0.8164965809277259
CID0056,cidrid cap 15's,,capsule,cidrid,cidrid 15s,1.0,cidrid,cidrid,cidrid,151732.0,cidrid capsule 10s,RX,cidrid,cidrid 10s,capsule,cidrid capsule 10s,0.4999999999999999,0.4999999999999999,15,10,1.0,0.0,cidrid capsule 15s,2.0,,,2.0,,,15,PROFIC ORGANIC LTD,,,6.8,1,0.4999999999999999
CIP0450,cipmox 500mg cap 10's,,capsule,cipmox,cipmox 500 10s,1.0,cipmox,cipmox,cipmox,152545.0,cipmox 250 capsule 10s,RX,cipmox,cipmox 250 10s,capsule,cipmox 250 capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,cipmox 500mg capsule 10s,2.0,mg,,2.0,500,,10,CIPLA LTD,,,5.99,2,0.6666666666666667
CIP0450,cipmox 500mg cap 10's,,capsule,cipmox,cipmox 500 10s,1.0,cipmox,cipmox,cipmox,362052.0,cipmox 500 capsule 15s,RX,cipmox,cipmox 500 15s,capsule,cipmox 500 capsule 15s,0.6666666666666667,0.6666666666666667,10,15,1.0,0.0,cipmox 500mg capsule 10s,2.0,mg,,2.0,500,,10,CIPLA LTD,,,5.99,2,0.6666666666666667
CLO1585,clopitorva 40mg cap 10's,,capsule,clopitorva,clopitorva 40 10s,1.0,clopitorva,clopitorva,clopitorva,380313.0,clopitorva 40mg/75mg capsule 10s,,clopitorva,clopitorva 40/75 10s,capsule,clopitorva 40mg/75mg capsule 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,0.0,clopitorva 40mg capsule 10s,0.0,mg,mg,0.0,40,40,10,ZYDUS PHARMA LTD,,,34.4,1,0.8660254037844387
COD0077,codesoft 800mg cap 10's,,capsule,codesoft,codesoft 800 10s,1.0,codesoft,codesoft,codesoft,156099.0,codesoft soft gelatin capsule 10s,ALLOPATHY NON-MEDICINE,codesoft,codesoft sg 10s,capsule,codesoft sg capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,codesoft 800mg capsule 10s,2.0,mg,,2.0,800,,10,IND SWIFT LTD,,,19.55,1,0.6666666666666667
COM0008,combimist  rotacaps,,capsule,combimist,combimist capsule,1.0,combimist,combimist,combimist,672999.0,combimist-l roto capsule 1s,Allopathy_RX_A,combimist,combimist l roto 1s,capsule,combimist l roto capsule 1s,0.35355339059327373,0.35355339059327373,cap,1,1.0,0.0,combimist capsule,2.0,,,2.0,,,1,GERMAN REMEDIES LTD,,,0.51,1,0.35355339059327373
COQ0014,coq 10mg cap 10's,,capsule,coq,coq 10 10s,1.0,coq,coq,coq,157897.0,coq 30mg capsule 10s,ALLOPATHY NON-MEDICINE,coq,coq 30 10s,capsule,coq 30mg capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,coq 10mg capsule 10s,0.0,mg,mg,1.0,10,30,10,SANOFI AVENTIS INDIA LTD,,,25.86,3,0.6666666666666667
COQ0014,coq 10mg cap 10's,,capsule,coq,coq 10 10s,1.0,coq,coq,coq,157900.0,coq forte capsule 10s,ALLOPATHY NON-MEDICINE,coq,coq forte 10s,capsule,coq forte capsule 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,0.0,coq 10mg capsule 10s,2.0,mg,,2.0,10,,10,SANOFI AVENTIS INDIA LTD,,,25.86,3,0.6666666666666667
