item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,category_c1,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,salt_flag,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
ARG0085,argigold 1gm tab 10's,,tablet,argigold,argigold 1000 10s,1.0,argigold,argigold,argigold,479279.0,argigold-m tablet 10s,Allopathy_RX_A,argigold,argigold m 10s,tablet,argigold m tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,argigold 1000mg tablet 10s,2.0,mg ,,2.0,1000,,0,10,HBC LIFESCIENCE PVT LTD,,,12.5,2,0.6666666666666667
AT10001,at 1000mg tab 10's,,tablet,at,at 1000 10s,1.0,at,at,at,117032.0,at tablet 10s,RX,at,at 10s,tablet,at tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,at 1000mg tablet 10s,2.0,mg ,,2.0,1000,,0,10,ZIKIA BIOMEDS & PHARMACEUTICALS PVT LTD,,,36.0,2,0.8164965809277259
AT10001,at 1000mg tab 10's,,tablet,at,at 1000 10s,1.0,at,at,at,117652.0,at mr tablet 10s,RX,at,at 10s,tablet,at tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,at 1000mg tablet 10s,2.0,mg ,,2.0,1000,,0,10,ZIKIA BIOMEDS & PHARMACEUTICALS PVT LTD,,,36.0,2,0.8164965809277259
ATO0022,atorfit 5mg tab 10's,,tablet,atorfit,atorfit 5 10s,1.0,atorfit,atorfit,atorfit,117803.0,atorfit 5mg tablet 15s,RX,atorfit,atorfit 5 15s,tablet,atorfit 5mg tablet 15s,0.6666666666666667,0.6666666666666667,10,15,1.0,atorfit 5mg tablet 10s,0.0,mg ,mg ,0.0,5,5,0,10,AJANTA PHARMA LTD,,,2.09,3,0.6666666666666667
ATO0022,atorfit 5mg tab 10's,,tablet,atorfit,atorfit 5 10s,1.0,atorfit,atorfit,atorfit,117804.0,atorfit 80mg tablet 10s,RX,atorfit,atorfit 80 10s,tablet,atorfit 80mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atorfit 5mg tablet 10s,0.0,mg ,mg ,1.0,5,80,0,10,AJANTA PHARMA LTD,,,2.09,3,0.6666666666666667
ATO0022,atorfit 5mg tab 10's,,tablet,atorfit,atorfit 5 10s,1.0,atorfit,atorfit,atorfit,117810.0,atorfit max tablet 10s,RX,atorfit,atorfit max 10s,tablet,atorfit max tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atorfit 5mg tablet 10s,2.0,mg ,,2.0,5,,0,10,AJANTA PHARMA LTD,,,2.09,3,0.6666666666666667
ATO0041,atorva 10mg tab 10's,,tablet,atorva,atorva 10 10s,1.0,atorva,atorva,atorva,117978.0,atorva e 10 mg/10 mg tablet 10s,RX,atorva,atorva e 10/10 10s,tablet,atorva e 10mg/10mg tablet 10s,0.8728715609439696,0.8728715609439696,10,10,0.0,atorva 10mg tablet 10s,0.0,mg ,mg ,0.0,10,10,0,10,ZYDUS CADILA HEALTHCARE LTD,,,5.35,2,0.8728715609439696
ATO0041,atorva 10mg tab 10's,,tablet,atorva,atorva 10 10s,1.0,atorva,atorva,atorva,117982.0,atorva tablet 10s,RX,atorva,atorva 10s,tablet,atorva tablet 10s,0.8164965809277259,0.8728715609439696,10,10,0.0,atorva 10mg tablet 10s,2.0,mg ,,2.0,10,,0,10,ZYDUS CADILA HEALTHCARE LTD,,,5.35,2,0.8164965809277259
ATO0191,atorfirst 20mg tab 10's,,tablet,atorfirst,atorfirst 20 10s,1.0,atorfirst,atorfirst,atorfirst,117794.0,atorfirst 10 tablet 10s,RX,atorfirst,atorfirst 10 10s,tablet,atorfirst 10 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atorfirst 20mg tablet 10s,2.0,mg ,,2.0,20,,0,10,SINSAN PHARMACEUTICALS PVT LTD,,,13.4,7,0.6666666666666667
ATO0191,atorfirst 20mg tab 10's,,tablet,atorfirst,atorfirst 20 10s,1.0,atorfirst,atorfirst,atorfirst,117795.0,atorfirst 10mg tablet 10s,RX,atorfirst,atorfirst 10 10s,tablet,atorfirst 10mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atorfirst 20mg tablet 10s,0.0,mg ,mg ,1.0,20,10,0,10,SINSAN PHARMACEUTICALS PVT LTD,,,13.4,7,0.6666666666666667
ATO0191,atorfirst 20mg tab 10's,,tablet,atorfirst,atorfirst 20 10s,1.0,atorfirst,atorfirst,atorfirst,117796.0,atorfirst 40 tablet 10s,RX,atorfirst,atorfirst 40 10s,tablet,atorfirst 40 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atorfirst 20mg tablet 10s,2.0,mg ,,2.0,20,,0,10,SINSAN PHARMACEUTICALS PVT LTD,,,13.4,7,0.6666666666666667
ATO0191,atorfirst 20mg tab 10's,,tablet,atorfirst,atorfirst 20 10s,1.0,atorfirst,atorfirst,atorfirst,117797.0,atorfirst 40mg tablet 10s,RX,atorfirst,atorfirst 40 10s,tablet,atorfirst 40mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atorfirst 20mg tablet 10s,0.0,mg ,mg ,1.0,20,40,0,10,SINSAN PHARMACEUTICALS PVT LTD,,,13.4,7,0.6666666666666667
ATO0191,atorfirst 20mg tab 10's,,tablet,atorfirst,atorfirst 20 10s,1.0,atorfirst,atorfirst,atorfirst,117799.0,atorfirst f tablet 10s,RX,atorfirst,atorfirst f 10s,tablet,atorfirst f tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atorfirst 20mg tablet 10s,2.0,mg ,,2.0,20,,0,10,SINSAN PHARMACEUTICALS PVT LTD,,,13.4,7,0.6666666666666667
ATO0191,atorfirst 20mg tab 10's,,tablet,atorfirst,atorfirst 20 10s,1.0,atorfirst,atorfirst,atorfirst,469566.0,atorfirst-20mg tablet 15s,Allopathy_RX_A,atorfirst,atorfirst 20 15s,tablet,atorfirst 20mg tablet 15s,0.6666666666666667,0.6666666666666667,10,15,1.0,atorfirst 20mg tablet 10s,0.0,mg ,mg ,0.0,20,20,0,10,SINSAN PHARMACEUTICALS PVT LTD,,,13.4,7,0.6666666666666667
ATO0191,atorfirst 20mg tab 10's,,tablet,atorfirst,atorfirst 20 10s,1.0,atorfirst,atorfirst,atorfirst,657974.0,atorfirst-ftablet 10s,Allopathy_RX_A,atorfirst,atorfirst ftablet 10s,tablet,atorfirst ftablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atorfirst 20mg tablet 10s,2.0,mg ,,2.0,20,,0,10,SINSAN PHARMACEUTICALS PVT LTD,,,13.4,7,0.6666666666666667
ATR0158,atrovast 80 tab 10's,,tablet,atrovast,atrovast 80 10s,1.0,atrovast,atrovast,atrovast,385571.0,atrovast 40mg tablet 10s,,atrovast,atrovast 40 10s,tablet,atrovast 40mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atrovast 80 tablet 10s,2.0,,mg ,2.0,,40,0,10,CELEBRITY BIOPHARMA LTD,,,33.5,3,0.6666666666666667
ATR0158,atrovast 80 tab 10's,,tablet,atrovast,atrovast 80 10s,1.0,atrovast,atrovast,atrovast,385572.0,atrovast 20mg tablet 10s,,atrovast,atrovast 20 10s,tablet,atrovast 20mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atrovast 80 tablet 10s,2.0,,mg ,2.0,,20,0,10,CELEBRITY BIOPHARMA LTD,,,33.5,3,0.6666666666666667
ATR0158,atrovast 80 tab 10's,,tablet,atrovast,atrovast 80 10s,1.0,atrovast,atrovast,atrovast,385573.0,atrovast 10mg tablet 10s,,atrovast,atrovast 10 10s,tablet,atrovast 10mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,atrovast 80 tablet 10s,2.0,,mg ,2.0,,10,0,10,CELEBRITY BIOPHARMA LTD,,,33.5,3,0.6666666666666667
AXC0030,axcer 90mg bottle 180 tablet,,tablet,axcer,axcer 90 bottle 180,1.0,axcer,axcer,axcer,119312.0,axcer 90mg tablet 14s,RX,axcer,axcer 90 14s,tablet,axcer 90mg tablet 14s,0.5773502691896258,0.5773502691896258,,14,1.0,axcer 90mg bottle 180 tablet,0.0,mg ,mg ,0.0,90,90,0,1,3M INDIA LTD,,,3.0,2,0.5773502691896258
AXC0030,axcer 90mg bottle 180 tablet,,tablet,axcer,axcer 90 bottle 180,1.0,axcer,axcer,axcer,119313.0,axcer 90mg tablet 180s,RX,axcer,axcer 90 180s,tablet,axcer 90mg tablet 180s,0.5773502691896258,0.5773502691896258,,180,1.0,axcer 90mg bottle 180 tablet,0.0,mg ,mg ,0.0,90,90,0,1,3M INDIA LTD,,,3.0,2,0.5773502691896258
AZI0059,azipar 250mg tab 10's,,tablet,azipar,azipar 250 10s,1.0,azipar,azipar,azipar,120862.0,azipar 250mg tablet 6s,RX,azipar,azipar 250 6s,tablet,azipar 250mg tablet 6s,0.6666666666666667,0.6666666666666667,10,6,1.0,azipar 250mg tablet 10s,0.0,mg ,mg ,0.0,250,250,0,10,MOLEKULE (INDIA) PVT LTD,,,10.77,2,0.6666666666666667
AZI0059,azipar 250mg tab 10's,,tablet,azipar,azipar 250 10s,1.0,azipar,azipar,azipar,385836.0,azipar 500mg tablet 10s,,azipar,azipar 500 10s,tablet,azipar 500mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,azipar 250mg tablet 10s,0.0,mg ,mg ,1.0,250,500,0,10,MOLEKULE (INDIA) PVT LTD,,,10.77,2,0.6666666666666667
AZR0009,azrade 500mg tab 10's,,tablet,azrade,azrade 500 10s,1.0,azrade,azrade,azrade,121577.0,azrade 250 mg tablet 10s,RX,azrade,azrade 250 10s,tablet,azrade 250mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,azrade 500mg tablet 10s,0.0,mg ,mg ,1.0,500,250,0,10,RHOMBUS PHARMA PVT. LTD.,,,20.85,2,0.6666666666666667
AZR0009,azrade 500mg tab 10's,,tablet,azrade,azrade 500 10s,1.0,azrade,azrade,azrade,121579.0,azrade 500mg tablet 3s,RX,azrade,azrade 500 3s,tablet,azrade 500mg tablet 3s,0.6666666666666667,0.6666666666666667,10,3,1.0,azrade 500mg tablet 10s,0.0,mg ,mg ,0.0,500,500,0,10,RHOMBUS PHARMA PVT. LTD.,,,20.85,2,0.6666666666666667
AZT0043,aztel 80mg tab 10's,,tablet,aztel,aztel 80 10s,1.0,aztel,aztel,aztel,385591.0,aztel mt 50mg/40mg tablet 10s,,aztel,aztel mt 50/40 10s,tablet,aztel mt 50mg/40mg tablet 10s,0.5163977794943222,0.5163977794943222,10,10,0.0,aztel 80mg tablet 10s,0.0,mg ,mg ,1.0,80,50,0,10,AZKKA PHARMACEUTICALS PVT LTD,,,6.9,2,0.5163977794943222
AZT0043,aztel 80mg tab 10's,,tablet,aztel,aztel 80 10s,1.0,aztel,aztel,aztel,385593.0,aztel ct 40mg/12.5mg tablet 10s,,aztel,aztel ct 40/12.5 10s,tablet,aztel ct 40mg/12.5mg tablet 10s,0.47140452079103173,0.5163977794943222,10,10,0.0,aztel 80mg tablet 10s,0.0,mg ,mg ,1.0,80,40,0,10,AZKKA PHARMACEUTICALS PVT LTD,,,6.9,2,0.47140452079103173
AZT0047,aztel 40mg tab 10's,,tablet,aztel,aztel 40 10s,1.0,aztel,aztel,aztel,385591.0,aztel mt 50mg/40mg tablet 10s,,aztel,aztel mt 50/40 10s,tablet,aztel mt 50mg/40mg tablet 10s,0.7745966692414834,0.7745966692414834,10,10,0.0,aztel 40mg tablet 10s,0.0,mg ,mg ,1.0,40,50,0,10,AZKKA PHARMACEUTICALS PVT LTD,,,6.9,2,0.7745966692414834
AZT0047,aztel 40mg tab 10's,,tablet,aztel,aztel 40 10s,1.0,aztel,aztel,aztel,385593.0,aztel ct 40mg/12.5mg tablet 10s,,aztel,aztel ct 40/12.5 10s,tablet,aztel ct 40mg/12.5mg tablet 10s,0.7071067811865476,0.7745966692414834,10,10,0.0,aztel 40mg tablet 10s,0.0,mg ,mg ,0.0,40,40,0,10,AZKKA PHARMACEUTICALS PVT LTD,,,6.9,2,0.7071067811865476
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121799.0,b 29 tablet 10s,ALLOPATHY NON-MEDICINE,b,b 29 10s,tablet,b 29 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121802.0,b 9 tablet 10s,AYURVEDIC,b,b 9 10s,tablet,b 9 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121806.0,b aim tablet 10s,ALLOPATHY NON-MEDICINE,b,b aim 10s,tablet,b aim tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121810.0,b banc tablet 10s,ALLOPATHY NON-MEDICINE,b,b banc 10s,tablet,b banc tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121814.0,b cal tablet 10s,ALLOPATHY NON-MEDICINE,b,b cal 10s,tablet,b cal tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121822.0,b citam tablet 10s,RX,b,b citam 10s,tablet,b citam tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121839.0,b colen tablet 10s,ALLOPATHY NON-MEDICINE,b,b colen 10s,tablet,b colen tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121865.0,b fit tablet 10s,RX,b,b fit 10s,tablet,b fit tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121867.0,b fol tablet 10s,ALLOPATHY NON-MEDICINE,b,b fol 10s,tablet,b fol tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121874.0,b hold tablet 10s,RX,b,b hold 10s,tablet,b hold tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121884.0,b liv tablet 10s,RX,b,b liv 10s,tablet,b liv tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121914.0,b tab tablet 10s,ALLOPATHY NON-MEDICINE,b,b tablet 10s,tablet,b tablet tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,121931.0,b zyme tablet 10s,RX,b,b zyme 10s,tablet,b zyme tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,124058.0,b cin tablet 10s,RX,b,b cin 10s,tablet,b cin tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,126082.0,b folcin tablet 10s,ALLOPATHY NON-MEDICINE,b,b folcin 10s,tablet,b folcin tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,362109.0,b active tablet 10s,ALLOPATHY NON-MEDICINE,b,b active 10s,tablet,b active tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,394542.0,b-kinase tablet 10s,Allopathy_RX_A,b,b kinase 10s,tablet,b kinase tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,406919.0,b-growth tablet 10s,Allopathy_RX_A,b,b growth 10s,tablet,b growth tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,432886.0,b-last tablet 10s,Allopathy_RX_A,b,b last 10s,tablet,b last tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,438232.0,b-360 tablet 10s,Allopathy_RX_A,b,b 360 10s,tablet,b 360 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,453706.0,b-supp tablet 10s,Allopathy_RX_A,b,b supp 10s,tablet,b supp tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,466684.0,b-immune tablet 10s,Allopathy_RX_A,b,b immune 10s,tablet,b immune tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,477951.0,b-cord tablet 10s,Allopathy_RX_A,b,b cord 10s,tablet,b cord tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,548838.0,b-easy tablet 10s,Allopathy_RX_A,b,b easy 10s,tablet,b easy tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,552947.0,b-warm tablet 10s,Allopathy_RX_A,b,b warm 10s,tablet,b warm tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
B120006,b 12-md tab 10's,,tablet,b,b 12 10s,1.0,b,b,b,604729.0,b-folic-xt tablet 10s,Allopathy_RX_A,b,b folic 10s,tablet,b folic tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,b 12 tablet 10s,2.0,,,2.0,,,0,10,TARGOF PURE DRUGS TD.,,,6.0,29,0.6666666666666667
