item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
5441,chericof syp [100] 100ml,,syrup,chericof,chericof syrup [100] 100,1,chericof,chericof,chericof,chericof,150950.0,chericof syrup 100ml,chericof,chericof syrup 100,syrup,chericof syrup 100ml ,0.9428090415820636,0.9428090415820636,0,chericof syrup [100] 100ml ,0.0,ml ,ml ,,SUN PHARMA=[ RESPIRATORY ],,,118.0,0,,,1,0.9428090415820636
5442,chericof syp [60] 60ml,,syrup,chericof,chericof syrup [60] 60,1,chericof,chericof,chericof,chericof,150949.0,chericof syrup 60ml,chericof,chericof syrup 60,syrup,chericof syrup 60ml ,0.9428090415820636,0.9428090415820636,0,chericof syrup [60] 60ml ,0.0,ml ,ml ,,SUN PHARMA=[ RESPIRATORY ],,,76.0,0,,,1,0.9428090415820636
5498,clamist (syp). 60ml,,syrup,clamist,clamist syrup . 60,1,clamist,clamist,clamist,clamist,153619.0,clamist 0.5mg syrup 60ml,clamist,clamist 0.5 syrup 60,syrup,clamist 0.5mg syrup 60ml ,0.7745966692414834,0.7745966692414834,0,clamist syrup . 60ml ,0.0,ml ,ml ,,WANBURY=( LIMITED ),,,97.5,0,,,1,0.7745966692414834
5501,clarina cream 30gm,,others,clarina,clarina cream 30,0,clarina,clarina,clarina,clarina,382441.0,clarina  antiacne face wash 60ml,clarina,clarina antiacne face wash 60,others,clarina antiacne face wash 60ml ,0.2581988897471611,0.2581988897471611,0,clarina cream 30gm ,1.0,gm ,ml ,,HIMALAYA,,,120.0,0,,,1,0.2581988897471611
5505,clavam-1000 mg 10tab,,others,clavam,clavam 1000 10s,0,clavam,clavam,clavam,clavam,367932.0,clavam 1g tablet 10s,clavam,clavam 1000 10s,tablet,clavam 1000mg tablet 10s ,0.8660254037844387,0.8660254037844387,0,clavam 1000mg 10s ,0.0,mg ,mg ,,ALKEM (AURA MAGNA),,,279.45,1,,,1,1.0000000000000002
5507,clavam-375 mg 10tab,,others,clavam,clavam 375 10s,0,clavam,clavam,clavam,clavam,153862.0,clavam 375 tablet 10s,clavam,clavam 375 10s,tablet,clavam 375 tablet 10s ,0.8660254037844387,0.8660254037844387,0,clavam 375mg 10s ,2.0,mg ,,,ALKEM (AURA MAGNA),,,190.0,1,,,1,1.0000000000000002
5508,clavam-625 mg 10tab.,,others,clavam,clavam 625 10tab.,0,clavam,clavam,clavam,clavam,153864.0,clavam 625 tablet 10s,clavam,clavam 625 10s,tablet,clavam 625 tablet 10s ,0.5773502691896258,0.5773502691896258,0,clavam 625mg 10tab. ,2.0,mg ,,,ALKEM (AURA MAGNA),,,201.62,1,,,1,0.6666666666666667
5512,clavam 1.2gm inj 1^s,,injection,clavam,clavam 1.2 injection 1 s,0,clavam,clavam,clavam,clavam,153860.0,clavam 150mg injection 1,clavam,clavam 150 injection 1,injection,clavam 150mg injection 1 ,0.7071067811865475,0.7071067811865475,0,clavam 1.2gm injection 1 s ,1.0,gm ,mg ,,ALKEM (AURA MAGNA),,,121.96,0,,,1,0.7071067811865475
5712,domperi (syp). 30ml,,syrup,domperi,domperi . 30,1,domperi,domperi,domperi,domperi,169284.0,domperi 1mg/ml suspension 30ml,domperi,domperi 1 30,others,domperi 1mg/ml suspension 30ml ,0.5773502691896258,0.5773502691896258,0,domperi syrup . 30ml ,1.0,ml ,mg/ml ,,IPCA=( DYNAMIX ),,,30.0,1,,,1,0.8164965809277259
5753,eltocin (syp). 60ml,,syrup,eltocin,eltocin . 60,1,eltocin,eltocin,eltocin,eltocin,185500.0,eltocin 125mg suspension 60ml,eltocin,eltocin 125 60,others,eltocin 125mg suspension 60ml ,0.5773502691896258,0.5773502691896258,0,eltocin syrup . 60ml ,0.0,ml ,ml ,,IPCA=( DYNAMIX ),,,36.63,1,,,1,0.8164965809277259
5781,enhancin 1.2gm inj 1 vail,,injection,enhancin,enhancin 1.2 injection 1 vail,0,enhancin,enhancin,enhancin,enhancin,369127.0,enhancin ds syrup 30ml,enhancin,enhancin ds syrup 30,syrup,enhancin ds syrup 30ml ,0.17677669529663687,0.17677669529663687,0,enhancin 1.2gm injection 1 vail ,1.0,gm ,ml ,,SUN PHARMA=[ REXTAR ],,,182.5,1,,,1,0.17677669529663687
5811,euclide-40 mg 1*10t,,others,euclide,euclide 40 1 10t,0,euclide,euclide,euclide,euclide,190065.0,euclide 40 tablet 10s,euclide,euclide 40 10s,tablet,euclide 40 tablet 10s ,0.5,0.5,0,euclide 40mg 1 10t ,2.0,mg ,,,ALKEM-(*METABOLICS),,,47.15,1,,,1,0.5773502691896258
5812,euclide-80 mg 1*10t,,others,euclide,euclide 80 1 10t,0,euclide,euclide,euclide,euclide,190066.0,euclide 80 tablet 10s,euclide,euclide 80 10s,tablet,euclide 80 tablet 10s ,0.5,0.5,0,euclide 80mg 1 10t ,2.0,mg ,,,ALKEM-(*METABOLICS),,,96.5,1,,,1,0.5773502691896258
5860,ferium (syp). 150ml,,syrup,ferium,ferm syrup . 150,1,ferium,ferium,ferium,ferium,193401.0,ferium syrup 150ml,ferium,ferium syrup 150,syrup,ferium syrup 150ml ,0.6666666666666667,0.6666666666666667,0,ferium syrup . 150ml ,0.0,ml ,ml ,,EMCURE:-[ XENNEX ],,,155.65,0,,,1,0.6666666666666667
5921,fulsed inj 1ml,,injection,fulsed,fulsed injection 1,0,fulsed,fulsed,fulsed,fulsed,198422.0,fulsed 1mg injection 10ml,fulsed,fulsed 1 injection 10,injection,fulsed 1mg injection 10ml ,0.8660254037844387,0.8660254037844387,0,fulsed injection 1ml ,0.0,ml ,ml ,,SUN PHARMA=[ PHARMA-LIFE ],,,30.4,0,,,1,0.8660254037844387
5950,glimpid-1 mg 1*10t,,others,glimpid,glimpid 1 10t,0,glimpid,glimpid,glimpid,glimpid,202675.0,glimpid 1 tablet 10s,glimpid,glimpid 1 10s,tablet,glimpid 1 tablet 10s ,0.5773502691896258,0.5773502691896258,0,glimpid 1mg 1 10t ,2.0,mg ,,,SUN PHARMA=[ DIABETES CARE ],,,25.29,1,,,1,0.6666666666666667
5977,gramoneg (syp). 30ml,,syrup,gramoneg,gramoneg . 30,1,gramoneg,gramoneg,gramoneg,gramoneg,205227.0,gramoneg oral suspension 30ml,gramoneg,gramoneg oral 30,others,gramoneg oral suspension 30ml ,0.5773502691896258,0.5773502691896258,0,gramoneg syrup . 30ml ,0.0,ml ,ml ,,SUN PHARMA=[ REXTAR ],,,20.25,1,,,1,0.8164965809277259
6001,hemfer (syp). 225ml,,syrup,hemfer,hemfer syrup . 225,1,hemfer,hemfer,hemfer,hemfer,362040.0,hemfer syrup 225ml,hemfer,hemfer syrup 225,syrup,hemfer syrup 225ml ,1.0000000000000002,1.0000000000000002,0,hemfer syrup . 225ml ,0.0,ml ,ml ,,ALKEM-(*ACE ),,,162.0,0,,,1,1.0000000000000002
6003,hemsi (syp). 200ml,,syrup,hemsi,hemsi syrup . 200,1,hemsi,hemsi,hemsi,hemsi,209455.0,hemsi syrup 200ml,hemsi,hemsi syrup 200,syrup,hemsi syrup 200ml ,1.0000000000000002,1.0000000000000002,0,hemsi syrup . 200ml ,0.0,ml ,ml ,,SERUM VACCINE,,,115.0,0,,,1,1.0000000000000002
6122,keflor 125mg syp 30ml,,syrup,keflor,keflor 125 syrup 30,1,keflor,keflor,keflor,keflor,220446.0,keflor granules 30ml,keflor,keflor granules 30,others,keflor granules 30ml ,0.5773502691896258,0.5773502691896258,0,keflor 125mg syrup 30ml ,0.0,ml ,ml ,,SUN PHARMA=[ PHARMA ],,,181.0,1,,,1,0.5773502691896258
6123,keflor 187mg syp 30ml,,syrup,keflor,keflor 187 syrup 30,1,keflor,keflor,keflor,keflor,220446.0,keflor granules 30ml,keflor,keflor granules 30,others,keflor granules 30ml ,0.5773502691896258,0.5773502691896258,0,keflor 187mg syrup 30ml ,0.0,ml ,ml ,,SUN PHARMA=[ SOLUS-M ],,,159.9,1,,,1,0.5773502691896258
6125,keflor dt-125mg 1*6,,others,keflor,keflor 125 6s,0,keflor,keflor,keflor,keflor,220444.0,keflor 125mg tablet dt 6s,keflor,keflor 125 6s,tablet,keflor 125mg tablet 6s ,0.8660254037844387,0.8660254037844387,0,keflor 125mg 6s ,0.0,mg ,mg ,,SUN PHARMA=[ PHARMA ],,,129.0,1,,,1,1.0000000000000002
6126,keflor dt-250mg 1*6,,others,keflor,keflor 250 6s,0,keflor,keflor,keflor,keflor,220445.0,keflor 250mg tablet 6s,keflor,keflor 250 6s,tablet,keflor 250mg tablet 6s ,0.8660254037844387,0.8660254037844387,0,keflor 250mg 6s ,0.0,mg ,mg ,,SUN PHARMA=[ PHARMA ],,,268.0,1,,,1,1.0000000000000002
6127,keflor drop 10ml,,others,keflor,keflor drops 10,0,keflor,keflor,keflor,keflor,220447.0,keflor oral suspension 10ml banana,keflor,keflor oral suspension 10 banana,others,keflor oral suspension 10ml banana ,0.5163977794943222,0.5163977794943222,0,keflor drops 10ml ,0.0,ml ,ml ,,SUN PHARMA=[ PHARMA ],,,124.0,0,,,1,0.5163977794943222
6132,keftra inj 1gm 10ml,,injection,keftra,keftra injection 1000 10,0,keftra,keftra,keftra,keftra,220520.0,keftra 1000mg injection 10ml,keftra,keftra 1000 injection 10,injection,keftra 1000mg injection 10ml ,1.0,1.0,0,keftra injection 1000mg 10ml ,0.0,ml ,ml ,,IPCA=( ALTUS ),,,51.25,0,,,1,1.0
6157,lariago inj 2ml 2ml,,injection,lariago,lariago injection 2,0,lariago,lariago,lariago,lariago,224860.0,lariago 64.5mg injection 2ml,lariago,lariago 64.5 injection 2,injection,lariago 64.5mg injection 2ml ,0.7745966692414834,0.7745966692414834,0,lariago injection 2ml 2ml ,0.0,ml ,ml ,,IPCA=( INTIMA ),,,2.87,0,,,1,0.7745966692414834
6158,lariago inj 5ml 5ml,,injection,lariago,lariago injection 5,0,lariago,lariago,lariago,lariago,224859.0,lariago 64.5mg injection 5ml,lariago,lariago 64.5 injection 5,injection,lariago 64.5mg injection 5ml ,0.8728715609439696,0.8728715609439696,0,lariago injection 5ml 5ml ,0.0,ml ,ml ,,IPCA=( INTIMA ),,,5.97,0,,,1,0.8728715609439696
6159,lariago (syp). 60ml,,syrup,lariago,lariago . 60,1,lariago,lariago,lariago,lariago,224861.0,lariago oral suspension 60ml,lariago,lariago oral 60,others,lariago oral suspension 60ml ,0.5773502691896258,0.5773502691896258,0,lariago syrup . 60ml ,0.0,ml ,ml ,,IPCA=( INTIMA ),,,20.79,1,,,1,0.8164965809277259
6165,larither inj. 1 amp,,injection,larither,larither injection 1 amp,0,larither,larither,larither,larither,224911.0,larither 80 injection 1ml,larither,larither 80 injection 1,injection,larither 80 injection 1ml ,0.75,0.75,0,larither injection 1 amp ,2.0,,ml ,,IPCA=( INTIMA ),,,72.1,0,,,1,0.75
6179,limarin (susp). 100ml,,others,limarin,limarin suspension . 100,0,limarin,limarin,limarin,limarin,228180.0,limarin suspension 100ml,limarin,limarin suspension 100,others,limarin suspension 100ml ,1.0000000000000002,1.0000000000000002,0,limarin suspension . 100ml ,0.0,ml ,ml ,,SERUM VACCINE,,,94.5,0,,,1,1.0000000000000002
6269,magadol (syp). 60ml,,syrup,magadol,magadol . 60,1,magadol,magadol,magadol,magadol,233596.0,magadol oral suspension 60ml,magadol,magadol oral 60,others,magadol oral suspension 60ml ,0.5773502691896258,0.5773502691896258,0,magadol syrup . 60ml ,0.0,ml ,ml ,,ALEMBIC-( MEGACARE ),,,34.77,1,,,1,0.8164965809277259
6275,magnex 1gm inj. 1vial,,injection,magnex,magnex 1000 injection 1vial,0,magnex,magnex,magnex,magnex,233715.0,magnex 1g injection 1,magnex,magnex 1000 injection 1,injection,magnex 1000mg injection 1 ,0.75,0.75,0,magnex 1000mg injection 1vial ,0.0,mg ,mg ,,( AMTEK ) MARKETING @ SERVICES,,,570.33,0,,,1,0.75
6296,megapime inj 500mg 1vial,,injection,megapime,megapime injection 500 1vial,0,megapime,megapime,megapime,megapime,237702.0,megapime 500mg injection 1,megapime,megapime 500 injection 1,injection,megapime 500mg injection 1 ,0.75,0.75,0,megapime injection 500mg 1vial ,0.0,mg ,mg ,,ALKEM-(*ACE ),,,92.0,0,,,1,0.75
6297,megapime inj 1gm 1vial,,injection,megapime,megapime injection 1000 1vial,0,megapime,megapime,megapime,megapime,237701.0,megapime 1000mg injection 1,megapime,megapime 1000 injection 1,injection,megapime 1000mg injection 1 ,0.75,0.75,0,megapime injection 1000mg 1vial ,0.0,mg ,mg ,,ALKEM-(*ACE ),,,149.0,0,,,1,0.75
6377,nebasulf powder 10gm,,others,nebasulf,nebasulf powder 10,0,nebasulf,nebasulf,nebasulf,nebasulf,249986.0,nebasulf sprinkling powder 10gm,nebasulf,nebasulf sprinkling powder 10,others,nebasulf sprinkling powder 10gm ,0.8660254037844387,0.8660254037844387,0,nebasulf powder 10gm ,0.0,lf ,lf ,,ABBOTT INDIA LIMITED,,,54.09,0,,,1,0.8660254037844387
6410,nimegesic syp 30ml 30ml,,syrup,nimegesic,nimegesic 30,1,nimegesic,nimegesic,nimegesic,nimegesic,253669.0,nimegesic oral 50mg suspension 30ml,nimegesic,nimegesic oral 50 30,others,nimegesic oral 50mg suspension 30ml ,0.5163977794943222,0.5163977794943222,0,nimegesic syrup 30ml 30ml ,0.0,ml ,ml ,,ALEMBIC-( MAXICA ),,,10.75,1,,,1,0.7071067811865475
6418,nimica (syp). 30ml,,syrup,nimica,nimica . 30,1,nimica,nimica,nimica,nimica,376864.0,nimica suspension 30ml,nimica,nimica 30,others,nimica suspension 30ml ,0.6666666666666667,0.6666666666666667,0,nimica syrup . 30ml ,0.0,ml ,ml ,,IPCA=( DYNAMIX ),,,20.0,1,,,1,0.9999999999999998
6451,normet (syp).60ml 60ml,,syrup,normet,normet syrup .60 60,1,normet,normet,normet,normet,255851.0,normet syrup 60ml,normet,normet syrup 60,syrup,normet syrup 60ml ,0.9428090415820636,0.9428090415820636,0,normet syrup .60ml 60ml ,0.0,ml ,ml ,,ZUVENTUS-( LASOR ),,,48.0,0,,,1,0.9428090415820636
6469,noworm syrup 10ml,,syrup,noworm,noworm 10,1,noworm,noworm,noworm,noworm,256853.0,noworm oral suspension 10ml,noworm,noworm oral 10,others,noworm oral suspension 10ml ,0.5773502691896258,0.5773502691896258,0,noworm syrup 10ml ,0.0,ml ,ml ,,ALKEM-(ARISE),,,19.79,1,,,1,0.8164965809277259
6477,nurture choc.200gm 200gm.,,others,nurture,nurture choc.200 200,0,nurture,nurture,nurture,nurture,257897.0,nurture powder 200gm,nurture,nurture powder 200,others,nurture powder 200gm ,0.7071067811865476,0.7071067811865476,0,nurture choc.200gm 200gm ,0.0,gm ,gm ,,WANBURY=( LIMITED ),,,343.8,0,,,1,0.7071067811865476
6500,oframax inj 1gm 1 vail,,injection,oframax,oframax injection 1000 1 vail,0,oframax,oframax,oframax,oframax,261257.0,oframax 1gm injection 1,oframax,oframax 1000 injection 1,injection,oframax 1000mg injection 1 ,0.8944271909999159,0.8944271909999159,0,oframax injection 1000mg 1 vail ,0.0,mg ,mg ,,SUN PHARMA=[ PHARMA-LIFE ],,,50.34,0,,,1,0.8944271909999159
6571,perinorm (syp). 30ml,,syrup,perinorm,perinorm syrup . 30,1,perinorm,perinorm,perinorm,perinorm,274880.0,perinorm syrup 30ml,perinorm,perinorm syrup 30,syrup,perinorm syrup 30ml ,1.0000000000000002,1.0000000000000002,0,perinorm syrup . 30ml ,0.0,ml ,ml ,,IPCA=( DYNAMIX ),,,12.99,0,,,1,1.0000000000000002
6703,reflin-inj (1000) 1gm,,injection,reflin,reflin injection 1000,0,reflin,reflin,reflin,reflin,288280.0,reflin 1gm injection 5ml,reflin,reflin 1000 injection 5,injection,reflin 1000mg injection 5ml ,0.8660254037844387,0.8660254037844387,0,reflin injection 1000 1000mg ,1.0,mg ,ml ,,SUN PHARMA=[ PHARMA-LIFE ],,,23.91,0,,,1,0.8660254037844387
6734,revital (syp). 100ml,,syrup,revital,revital syrup . 100,1,revital,revital,revital,revital,290329.0,revital liquid 100ml,revital,revital liquid 100,others,revital liquid 100ml ,0.6666666666666667,0.6666666666666667,0,revital syrup . 100ml ,0.0,ml ,ml ,,SUN PHARMA=[ OTC ],,,90.0,1,,,1,0.6666666666666667
6748,riconia (syp). 200ml,,syrup,riconia,riconia syrup . 200,1,riconia,riconia,riconia,riconia,291156.0,riconia syrup 200ml,riconia,riconia syrup 200,syrup,riconia syrup 200ml ,1.0000000000000002,1.0000000000000002,0,riconia syrup . 200ml ,0.0,ml ,ml ,,SUN PHARMA=[ PHARMA ],,,140.0,0,,,1,1.0000000000000002
6796,roxid drop 10ml,,others,roxid,roxid drops 10,0,roxid,roxid,roxid,roxid,293989.0,roxid 25mg drop 10ml,roxid,roxid 25 drops 10,others,roxid 25mg drops 10ml ,0.8660254037844387,0.8660254037844387,0,roxid drops 10ml ,0.0,ml ,ml ,,ALEMBIC-( PHARMA ),,,72.25,0,,,1,0.8660254037844387
6830,sedosolvin (syp).100 100ml,,syrup,sedosolvin,sedosolvin .100 100,1,sedosolvin,sedosolvin,sedosolvin,sedosolvin,309430.0,sedosolvin suspension 100ml,sedosolvin,sedosolvin 100,others,sedosolvin suspension 100ml ,0.7071067811865476,0.7071067811865476,0,sedosolvin syrup .100 100ml ,0.0,ml ,ml ,,IPCA=( PHARMA NEXT),,,39.8,1,,,1,0.9486832980505138
6864,simlo-10 mg 1*10t,,others,simlo,sio 10 1 10t,0,simlo,simlo,simlo,simlo,312260.0,simlo 10mg tablet 10s,simlo,sio 10 10s,tablet,simlo 10mg tablet 10s ,0.5,0.5,0,simlo 10mg 1 10t ,0.0,mg ,mg ,,IPCA=( 3-D ),,,99.0,1,,,1,0.5773502691896258
6865,simlo-20 mg 1*10t,,others,simlo,sio 20 1 10t,0,simlo,simlo,simlo,simlo,376863.0,simlo 20mg tablet 10s,simlo,sio 20 10s,tablet,simlo 20mg tablet 10s ,0.5,0.5,0,simlo 20mg 1 10t ,0.0,mg ,mg ,,IPCA=( 3-D ),,,163.9,1,,,1,0.5773502691896258
6866,simlo-5 mg 1*10,,others,simlo,sio 5 10s,0,simlo,simlo,simlo,simlo,312261.0,simlo 5mg tablet 10s,simlo,sio 5 10s,tablet,simlo 5mg tablet 10s ,0.8660254037844387,0.8660254037844387,0,simlo 5mg 10s ,0.0,mg ,mg ,,IPCA=( 3-D ),,,40.5,1,,,1,1.0000000000000002
6899,solvin syp ls 100ml,,syrup,solvin,solvin syrup ls 100,1,solvin,solvin,solvin,solvin,314708.0,solvin ls syrup 100ml,solvin,solvin ls syrup 100,syrup,solvin ls syrup 100ml ,1.0,1.0,0,solvin syrup ls 100ml ,0.0,ml ,ml ,,IPCA=( PHARMA NEXT),,,111.2,0,,,1,1.0
6912,sparkle-200 mg 1*6t,,others,sparkle,sparkle 200 1 6t,0,sparkle,sparkle,sparkle,sparkle,315455.0,sparkle 200mg tablet 6s,sparkle,sparkle 200 6s,tablet,sparkle 200mg tablet 6s ,0.5,0.5,0,sparkle 200mg 1 6t ,0.0,mg ,mg ,,ALKEM-(*MEDIVA ),,,35.4,1,,,1,0.5773502691896258
6914,sparta-200 mg 1*6t,,others,sparta,sparta 200 1 6t,0,sparta,sparta,sparta,sparta,315515.0,sparta 200mg tablet 6s,sparta,sparta 200 6s,tablet,sparta 200mg tablet 6s ,0.5,0.5,0,sparta 200mg 1 6t ,0.0,mg ,mg ,,ALEMBIC-( ALCARE ),,,86.6,1,,,1,0.5773502691896258
6930,sporidex 125 syp 30ml,,syrup,sporidex,sporidex 125 syrup 30,1,sporidex,sporidex,sporidex,sporidex,316177.0,sporidex syrup 30ml,sporidex,sporidex syrup 30,syrup,sporidex syrup 30ml ,0.8660254037844387,0.8660254037844387,0,sporidex 125 syrup 30ml ,0.0,ml ,ml ,,SUN PHARMA CLASSIC,,,45.0,0,,,1,0.8660254037844387
6931,sporidex 250 syp 30ml,,syrup,sporidex,sporidex 250 syrup 30,1,sporidex,sporidex,sporidex,sporidex,316177.0,sporidex syrup 30ml,sporidex,sporidex syrup 30,syrup,sporidex syrup 30ml ,0.8660254037844387,0.8660254037844387,0,sporidex 250 syrup 30ml ,0.0,ml ,ml ,,SUN PHARMA CLASSIC,,,71.0,0,,,1,0.8660254037844387
