item_code,brand_x,brand_y,manufacturer,id,mrp
1057023,ciploric 300mg 1*10,ciploric 300 tablet 10s,CIPLA-( SPECIALITY-3 ),152520.0,68.1
1057060,mebex (syp). 30ml,mebex suspension 30ml,CIPLA-( SPECTRA-NP ),236142.0,19.95
1057126,theoped syp 100ml 100ml,theoped 100mg syrup 100ml,CIPLA-( NURTURE-1 ),325737.0,15.15
1057180,domcet (syp). 30ml,domcet suspension 30ml,CIPLA-( SPECTRA-1 ),169043.0,31.5
1057203,fenolip-145mg 1*10,fenolip 145 tablet 10s,CIPLA:-[ VITALIS-3 ],193075.0,213.75
1057306,zyrcof (syp). 100ml,zyrcof syrup 100ml,DR.REDDY-[ GRANDERA ],350979.0,78.96
1057689,xyzal (syp). 60ml,xyzal syrup 60ml,DR.REDDY-[ GRANDERA ],345022.0,149.5
1057787,lornit (syp). 60ml,lornit syrup 60ml,ZUVENTUS-( GROMAXX ),230498.0,104.24
1058064,restyl sr-1 mg 1*10,restyl 1mg tablet 10s,CIPLA-( NURTURE-1 ),290072.0,28.62
1058163,feronia xt (syp). 150ml,feronia  xt suspension 150ml,ZUVENTUS HEALTHCARE LTD,193527.0,186.8
1058302,imutrex-2.5mg 1*10,imutrex 2.5mg tablet 10s,CIPLA-( SPECIALITY-3 ),214053.0,45.57
1058373,lori inj 5mg 5*2ml,lori 5mg injection 2ml,NEON LAB.,230412.0,13.5
1058386,temsan 40mg 1*15,temsan 40 tablet 15s,EMCURE:-[ NUCRON ],324164.0,55.48
1058441,nex inj 400mcg 1*1ml,nex 400mcg injection 1ml,NEON LAB.,252599.0,85.5
1058445,laxifast (syp). 170ml,laxifast suspension 170ml,EMCURE:-[ XENNEX ],225129.0,53.0
1058489,imutrex-7.5mg 1*10,imutrex 7.5 tablet 10s,CIPLA-( SPECIALITY-3 ),214054.0,110.46
1068800,zinsy (syp). 60ml,zinsy syrup 60ml,PHARMED ACE,348509.0,43.0
1068935,amibiotic inj 500mg 2ml,amibiotic 500mg injection 2ml,NEON LAB.,110653.0,63.9
1068944,atorfen-10 mg 10tab,atorfen 10 tablet 10s,ZUVENTUS LIFESTYLE,117791.0,97.65
1069483,citelec inj 250mg 2ml,citelec 250mg injection 2ml,SUN PHARMA=[ SOLUS-CARE ],153248.0,119.5
1069510,olanex instab 10mg 1*10,olanex instab 10mg tablet 10s,SUN PHARMA=[ SOLUS-M ],261787.0,72.33
1069529,spectra 25mg 1*10,spectra 25mg capsule 10s,ERIS ETERNA,315879.0,111.8
1069530,spectra 75mg 1*10,spectra 75mg capsule 10s,(ERIS),315880.0,133.35
1069890,citinova inj 2ml 250mg,citinova 250mg injection 2ml,IPCA=( INNOVA ),153369.0,92.0
1069893,citinova inj 4ml 250mg,citinova 250mg injection 4ml,IPCA=( INNOVA ),153370.0,118.23
1069955,cadifast (syp). 200ml,cadifast syrup 200ml,FOREGEN (GENASIA BIOTECH),143355.0,178.0
1069982,azimax inj 500mg 10ml,azimax 500mg injection 10ml,CIPLA-( SPECTRA-1 ),120693.0,185.74
1070062,dexpure 5mg 1*10,dexpure 5 mg tablet 10s,EMCURE:-[ PHARMA LTD ],165036.0,64.65
1070249,mintonia (syp). 60ml,mintonia syrup 60ml,SERUM VACCINE,241670.0,33.75
1070295,levroxa (syp). 100ml,levroxa syrup 100ml,ERIS ALTIZA,227600.0,349.0
1070474,folitrax-inj 50 2ml,folitrax 50 injection 2ml,IPCA=( ACTIVA ),197014.0,112.16
1070501,livpres (susp). 200ml,livpres suspension 200ml,FOREGEN (GENASIA BIOTECH),229323.0,175.0
1070613,doxobid (syp). 60ml,doxobid syrup 60ml,DR.REDDY^S LABORATORIES LTD.,169990.0,77.0
1081114,amival-50 mg 1*10,amival 50 tablet 10s,ERIS ETERNA,111158.0,57.0
1081115,amival-100 mg 1*10,amival 100 tablet 10s,ERIS ETERNA,111156.0,102.3
1081116,amival-200 mg 1*10,amival 200 tablet 10s,ERIS ETERNA,111157.0,177.0
1081255,protomark inj-25 1*1ml,protomark 25mg injection 1ml,SUNPHARMA V (OLD),281913.0,77.0
1081322,claribid 250mg 1*4,claribid 250 tablet 4s,ABBOTT INDIA LIMITED,153716.0,245.01
1081324,claribid 500mg 1*4,claribid 500 tablet 4s,ABBOTT INDIA LIMITED,153719.0,482.34
1081326,erythrocin-250mg 1*10,erythrocin 250mg tablet 10s,PFIZER-( FUTURA ),188374.0,29.11
1081327,erythrocin-500mg 1*10,erythrocin 500mg tablet 10s,PFIZER-( FUTURA ),188375.0,56.68
1081385,zemcifer (susp). 150ml,zemcifer syrup 150ml,ZUVENTUS-( LASOR ),346580.0,100.95
1081446,glimisave-1 mg 1*15,glimisave 1 tablet 15s,ERIS-{ PHARMA },202514.0,60.4
1081458,lorsave 25mg 1*10,lorsave 25 tablet 10s,ERIS-{ PHARMA },230546.0,46.51
1081459,lorsave 50mg 1*10,lorsave 50 tablet 10s,ERIS-{ PHARMA },230548.0,88.05
1081641,dom-dt 20 mg 1*10,dom dt 20 tablet 10s,MOREPAN LAB LTD,169061.0,70.35
1081673,proxecef 400mg 1*6,proxecef 400mg tablet 6s,AJANTA-[ AUREUS ],282081.0,390.0
1081684,ropimate 25mg 1*10,ropimate 25 mg tablet 10s,SUN PHARMA=[ SOLUS-CARE ],293021.0,49.0
1081692,folitrax-inj 7.5 1ml,folitrax 7.5mg injection 1ml,IPCA=( ACTIVA ),197016.0,26.4
1081925,laxobig susp. 150ml,laxobig syrup 150ml,FOREGEN (GENASIA BIOTECH),225184.0,126.5
1082008,donep (syp). 60ml,donep syrup 60ml,ALKEM-(*PENTACARE ),169458.0,163.5
1082118,omnix 200mg 1*10,omnix 200 dt tablet 10s,CIPLA CRESTA,263690.0,100.89
1082237,provera 10mg 1*10,provera 10mg tablet 10s,PFIZER-( UROGYNAE ),282013.0,60.54
1082592,trulimax 500 mg 1*3,trulimax 500mg tablet 3s,PFIZER-( PROXIMA ),331029.0,62.7
1082593,trulimax 250 mg 1*6,trulimax 250mg tablet 6s,PFIZER-( PROXIMA ),331028.0,57.08
1092608,teczine (syp). 60ml,teczine syrup 60ml,SUN PHARMA=[ CROSSLAND-1 ],322722.0,115.0
1092669,nebipil 2.5 mg 1*10,nebipil 2.5 tablet 10s,ALKEM-(*MEDIVA ),250048.0,88.0
1092826,bispec-5 mg 1*15,bispec 5 tablet 15s,DR.REDDY^S LABORATORIES LTD.,128263.0,585.5
1092905,furobid 250mg 1*4,furobid 250mg tablet 4s,ALEMBIC-( MAXICA ),198696.0,68.85
1092906,furobid 500mg 1*4,furobid 500mg tablet 4s,ALEMBIC-( MAXICA ),198697.0,135.15
1093059,alovent 5mg 1*10,alovent 5mg tablet 10s,SUN PHARMA=[ PHARMA-LIFE ],109265.0,63.0
1093063,nokifer (syp). 150ml,nokifer syrup 150ml,RONYD,255373.0,99.9
1093132,ursomax 150mg 1*10,ursomax 150 tablet 10s,ZUVENTUS-( GROMAXX ),334428.0,149.9
1093133,ursomax 300mg 1*10,ursomax 300 tablet 10s,ZUVENTUS-( GROMAXX ),334429.0,296.6
1093343,rifidia 200mg 1*10,rifidia 200mg tablet 10s,AJANTA-[ ALMIRON ],291352.0,90.0
1093422,zincris (syp). 60ml,zincris syrup 60ml,CIPLA-( NURTURE-1 ),348367.0,69.0
1093539,metaforte 1000mg 1*15,metaforte 1000mg tablet sr 15s,ERIS-{ ADURA },377525.0,67.88
1093581,zion 8mg 1*10,zion 8mg tablet 10s,UNICHEM PHARMA,348543.0,58.0
1093693,zion 4mg 1*10,zion 4mg tablet 10s,UNICHEM PHARMA,348542.0,35.0
1093710,ivermectol-12 mg 1*2,ivermectol 12 tablet 2s,SUN PHARMA=[ CROSSLAND-1 ],217009.0,85.0
1093712,ivermectol-6 mg 1*2,ivermectol 6 tablet 2s,SUN PHARMA=[ CROSSLAND-1 ],217011.0,42.0
1093714,ivermectol-3 mg 1*2,ivermectol 3mg tablet 2s,SUN PHARMA=[ CROSSLAND-1 ],217010.0,23.5
1093716,medapine gel-0.1% 15gm,medapine 0.1% gel 15gm,SUN PHARMA=[ CROSSLAND-1 ],236514.0,93.0
1093720,ultican-150mg 1s,ultican 150mg tablet 1s,SUN PHARMA=[ CROSSLAND-1 ],332917.0,20.27
1093723,ultican-200mg 1s,ultican 200mg capsule 1s,SUN PHARMA=[ CROSSLAND-1 ],375593.0,39.98
1093779,mentone (syp). 200ml,mentone syrup 200ml,SVIZERA HEALTHCARE,238343.0,90.75
1093805,wegazyme (syp). 200ml,wegazyme syrup 200ml,RONYD,341911.0,77.9
1093919,mox susp-125mg 30ml,mox 125mg suspension 30ml,SUN PHARMA=[ REXTAR ],376990.0,29.5
1093921,mox susp 125mg 60ml,mox 125mg suspension 60ml,SUN PHARMA=[ REXTAR ],378166.0,52.0
1093936,mox susp-250 mg 60ml,mox 250mg suspension 60ml,SUN PHARMA=[ REXTAR ],378165.0,88.7
1093960,migazin 10mg 1*10,migazin 10mg tablet 10s,MOREPAN LAB LTD,240958.0,33.0
1093962,claridin 5mg 1*10,claridin 5mg tablet 10s,MOREPAN LAB LTD,153736.0,19.08
1093990,demator 20 mg 1*10,demator 20mg tablet 10s,RPG IMPULSE,368570.0,36.0
1094068,crevast-20 mg 1*10,crevast 20 tablet 10s,ERIS-{ ADURA },159220.0,161.82
1094070,crevast-5 mg 1*10,crevast 5 tablet 10s,ERIS-{ ADURA },159222.0,104.5
1094191,ivazine 7.5 mg 1*10,ivazine 7.5mg tablet 10s,UNISEARCH CV LIFE,216959.0,211.55
1094193,ivazine 5mg 1*10,ivazine 5 tablet 10s,UNISEARCH CV LIFE,216958.0,204.2
1094195,pasugen 5mg 1*10,pasugen 5mg tablet 10s,UNISERARCH INTEGRA,272250.0,0.0
1104261,zostum inj-1.5gm 1.5gm,zostum 1.5gm injection 1.5gm,ZUVENTUS HEALTHCARE LTD,349976.0,283.5
1104305,crevast-40mg 1*15,crevast 40mg tablet 15s,ERIS-{ ADURA },378373.0,267.0
1104362,pasugen 5mg 1*10,pasugen 5mg tablet 10s,UNISERARCH INTEGRA,272250.0,0.0
1104375,pasugen 10mg 1*10,pasugen 10mg tablet 10s,UNISERARCH INTEGRA,272249.0,140.0
1104432,xelena 7.5 mg 1*10,xelena 7.5mg tablet 10s,DR.REDDY^S LABORATORIES LTD.,343945.0,0.0
1104507,prasita 10 mg 1*10,prasita 10mg tablet 10s,SUN PHARMA=[ VEGA ],279007.0,275.0
1104508,prasita 5 mg 1*10,prasita 5mg tablet 10s,SUNPHARMA V (OLD),279008.0,113.5
1104613,amlopure-2.5 mg 1*10,amlopure 2.5mg tablet 10s,ALEMBIC-( DAWAR ),111426.0,21.3
1104641,vogo-0.2 mg 1*15,vogo 0.2 tablet 15s,ALEMBIC-(CORAZON PHARMA),340349.0,165.55
1104642,vogo-0.3 mg 1*15,vogo 0.3 tablet 15s,ALEMBIC-(CORAZON PHARMA),340350.0,185.65
1104656,rosave 5mg 1*10,rosave 5mg tablet 10s,ALEMBIC-(CORAZON PHARMA),293099.0,113.7
1104723,prasudin 5mg 1*10,prasudin 5mg tablet 10s,ERIS-{ PHARMA },373402.0,105.0
1104763,amlopure-5 mg 1*10,amlopure 5 tablet 10s,ALEMBIC-( MEGACARE ),111427.0,32.1
1104778,zicam 0.5mg 1*10,zicam 0.5mg tablet dt 10s,AJANTA-[ ALMIRON ],347771.0,31.58
1104819,mela 2.5 mg 1*10,mela 2.5mg tablet 10s,RPG:-{ SEARLE-ACCUMED },371707.0,49.35
1104834,newcita 10mg 1*15,newcita 10 tablet 15s,ALKEM-(*PENTACARE ),372432.0,136.42
1104835,newcita 5mg 1*10,newcita 5 tablet 10s,ALKEM-(*PENTACARE ),252279.0,48.05
1104907,protochek 40mg 1*10,protochek 40 tablet 10s,IPCA=( INTIMA ),281876.0,73.6
1104950,ronycuf (syp). 100ml,ronycuf syrup 100ml,RONYD,292894.0,69.9
1104978,pacimol-1000mg 1*6,pacimol 1000mg tablet 6s,IPCA=( ACTIVA ),269376.0,11.0
1105013,zemcifer-xt (syp). 150ml,zemcifer syrup 150ml,ZUVENTUS-( LASOR ),346580.0,140.8
1105032,goustat-80 mg 1*10,goustat 80mg tablet 10s,ALEMBIC-( OSTEOFIT ),205033.0,100.0
1105043,goustat-40 mg 1*10,goustat 40mg tablet 10s,ALEMBIC-( OSTEOFIT ),205032.0,75.45
1105056,epleran 25mg 1*10,epleran 25mg tablet 10s,UNISERARCH INTEGRA,187715.0,240.0
1105070,moxcent-0.2 mg 1*10,moxcent 0.2 tablet 10s,TORRENT (AZUCA),244713.0,87.75
1105071,moxcent-0.3 mg 1*10,moxcent 0.3 tablet 10s,TORRENT (AZUCA),244714.0,126.4
1105093,ramipres-2.5mg 1*10,ramipres 2.5 tablet 10s,(CIP),286475.0,55.46
1105109,dom (syp). 30ml,dom suspension 30ml,MOREPAN LAB LTD,169002.0,40.32
1105119,gestofit 300 mg 1*10,gestofit 300mg sr tablet 10s,ALEMBIC-( ZENOVI-GYN ),201446.0,303.0
1105135,merislon 6mg 1*10,merislon 6 tablet 10s,UNICHEM,238601.0,59.0
1105241,maclar (susp). 30ml,maclar suspension 30ml,GLENMARK-[ RESPICARE ],233267.0,144.48
1105281,glucar-25 mg 1*10,glucar 25 tablet 10s,GLENMARK-[ HEALTHEON ],203406.0,88.0
1105282,glucar-50 mg 1*10,glucar 50mg tablet 10s,GLENMARK-[ HEALTHEON ],203407.0,168.5
1105296,darif 7.5mg 1*10,darif 7.5 tablet pr 10s,ALEMBIC ( OURON ),161855.0,300.0
1105406,hidrate lotion. 100ml,hidrate lotion 100ml,UNICHEM-[ UNIKARE ],210609.0,241.0
1105414,oflomil 200mg 1*10,oflomil 200mg tablet 10s,GLENMARK-[ MILIEUS ],260901.0,40.5
1105417,oflomil 400mg 1*10,oflomil 400mg tablet 10s,GLENMARK-[ MILIEUS ],260902.0,72.5
1105467,azistart-500 mg 1*3,azistart 500mg tablet 3s,RPG:-{ PHARMA },121043.0,62.56
1105537,lafudac 10mg 1*10,lafudac 10mg tablet 10s,TORRENT(UVA),224316.0,86.85
1105540,febuzex 40mg 1*10,febuzex 40mg tablet 10s,AJANTA-[ NUVENTA ],192558.0,75.0
1105581,altacef syp 30ml,altacef suspension 30ml,GLENMARK-[ MAJESTA ],109623.0,174.0
1105590,stiloz-100mg 1*15,stiloz 100 tablet 15s,GLENMARK-[ INTEGRACE ],317643.0,572.5
1105591,stiloz-50mg 1*15,stiloz 50 tablet 15s,GLENMARK-[ INTEGRACE ],317645.0,246.0
1105595,trezam inj 1gm 1gm,trezam 1gm injection 1,GLENMARK-[ MAJESTA ],329277.0,751.5
1105601,gemez 320mg 5tab,gemez 320mg tablet 5s,GLENMARK-[ MAJESTA ],200517.0,90.5
1105645,isobest 20mg 1*10,isobest 20mg capsule 10s,GLENMARK-[ GRACEWELL SPL ],216157.0,131.9
1105664,elovera spf+lotion 100ml,elovera spf lotion 100ml,GLENMARK-{DERMAX},185375.0,220.0
1105673,altacef-250 mg 1*10,altacef 250mg tablet 10s,GLENMARK-[ MAJESTA ],109618.0,460.0
1105686,dextomid inj-200mcg 2ml,dextomid 200mcg injection 2ml,NEON LAB.,165052.0,558.0
1105691,zulpride 50mg 1*10,zulpride 50mg tablet 10s,AJANTA-[ ALMIRON ],350342.0,76.0
1105693,zulpride 100mg 1*10,zulpride 100mg tablet 10s,AJANTA-[ ALMIRON ],350340.0,125.0
1105694,topirain 25mg 1*10,topirain 25mg tablet 10s,AJANTA-[ ALMIRON ],327738.0,55.5
1105695,topirain 50mg 1*10,topirain 50 tablet 10s,AJANTA-[ ALMIRON ],327739.0,99.0
1105703,citilin inj250mg 2ml,citilin 250mg injection 2ml,UNICHEM UNIFOREVA,153333.0,134.0
1105709,zicam dt-0.25mg 1*10,zicam 0.25mg tablet dt 10s,AJANTA-[ ALMIRON ],347770.0,17.25
1105710,zicam dt-0.5mg 1*10,zicam 0.5mg tablet dt 10s,AJANTA-[ ALMIRON ],347771.0,31.58
1105711,zicam dt-1mg 1*10,zicam 1mg tablet 10s,AJANTA-[ ALMIRON ],347772.0,42.97
1105760,ruffy inj 10mg 1ml,ruffy 10mg injection 1ml,DR.REDDY^S LABORATORIES LTD.,294879.0,38.0
1105945,eazygut (syp). 100ml,eazygut syrup 100ml,WANBURY=( SURGLIFE ),183444.0,115.0
1105976,norglen 5mg 1*10,norglen 5mg tablet 10s,GLENMARK INTERGRACE G@G,255722.0,52.0
1116339,fenolip-145mg 1*10,fenolip 145 tablet 10s,(CIP),193075.0,213.75
1116536,atarax (syp). 100ml,atarax syrup 100ml,(DRL),117062.0,110.25
1116547,zyrcold (syp). 100ml,zyrcold syrup 100ml,(DRL),350982.0,66.0
1116581,domin inj. 200mg 5ml,domin 200mg injection 5ml,NEON CRITICARE,169112.0,29.8
1116801,ondafit (syp). 30ml,ondafit syrup 30ml,ALGEN HEALTHCARE,264134.0,33.0
1116973,fecorgen xt syp. 150ml,fecorgen  xt suspension 150ml,FOREGEN (GENASIA BIOTECH),192578.0,109.89
1117044,levefree-500mg 1*10,levefree 500mg tablet 10s,PFIZER (NEURO),226683.0,117.46
1117046,levefree-250mg 1*10,levefree 250 mg tablet 10s,PFIZER (NEURO),226682.0,57.02
1117101,equiflex (100mg+8mg) 1*10,equiflex 100/8mg tablet 10s,PFIZER-( ULTIMA ),187921.0,251.9
1117103,equiflex (100mg+4mg) 1*10,equiflex 100mg/4mg tablet 10s,PFIZER-( ULTIMA ),187922.0,165.77
1117635,minokem spray-2% 60ml,minokem 2% spray 60ml,ALKEM-(DERMACARE STF),241567.0,263.0
1117636,minokem spray-5% 60ml,minokem 5% spray 60ml,ALKEM-(DERMACARE STF),241568.0,525.0
1117792,dextomid inj-100mcg 1ml,dextomid 100mcg injection 1ml,NEON LAB.,165051.0,297.0
1117795,esipram-10mg 1*10,esipram 10 tablet 10s,DIOS LIFESCIENCES,188626.0,83.55
1128032,teczine 10mg 1*10,teczine 10mg tablet 10s,SUN PHARMA=[ CROSSLAND-1 ],382445.0,229.0
1128034,synriam 150+750mg 1*3,synriam 150/750mg tablet 3s,SUN PHARMA=[ PHARMA ],320611.0,235.0
1128057,aminogest syp. 200ml,aminogest suspension 200ml,ZUVENTUS-( LASOR ),110915.0,119.0
1128135,ultituss susp 100ml,ultituss oral suspension 100ml,ALKEM-(ARISE),333043.0,95.5
1128392,valros 10mg 1*10,valros 10 tablet 10s,DIOS LIFESCIENCES,335631.0,108.9
1128525,profol inj. 1% 20ml,profol 1% injection 20ml,(GEN.),280936.0,176.0
1129280,newsta-10mg 1*10,newsta 10 tablet 10s,PFIZER-( FUTURA ),252571.0,107.87
1129282,newsta-5mg 1*10,newsta 5mg tablet 10s,PFIZER-( FUTURA ),252573.0,60.97
