item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
5419,cepodem (syp).100 30ml,,syrup,cepodem,cepodem .100 30,1,cepodem,cepodem,cepodem,cepodem,149729.0,cepodem xp 100 dry suspention 30ml,cepodem,cepodem xp 100 dry 30,others,cepodem xp 100 dry suspension 30ml ,0.6123724356957946,0.6708203932499369,0,cepodem syrup .100 30ml ,0.0,ml ,ml ,,SUN PHARMA=[ PHARMA ],,,189.0,1,,,4,0.7745966692414834
5793,ephedrex (syp). 100ml,,syrup,ephedrex,ephedrex syrup . 100,1,ephedrex,ephedrex,ephedrex,ephedrex,187413.0,ephedrex syrup 100ml,ephedrex,ephedrex syrup 100,syrup,ephedrex syrup 100ml ,1.0000000000000002,1.0000000000000002,0,ephedrex syrup . 100ml ,0.0,ml ,ml ,,ALEMBIC-( MEGACARE ),,,106.1,0,,,2,1.0000000000000002
5793,ephedrex (syp). 100ml,,syrup,ephedrex,ephedrex syrup . 100,1,ephedrex,ephedrex,ephedrex,ephedrex,381267.0,ephedrex syrup 100ml,ephedrex,ephedrex syrup 100,syrup,ephedrex syrup 100ml ,1.0000000000000002,1.0000000000000002,0,ephedrex syrup . 100ml ,0.0,ml ,ml ,,ALEMBIC-( MEGACARE ),,,106.1,0,,,2,1.0000000000000002
5862,ferium-50 mg 1*10t,,others,ferium,ferm 50 1 10t,0,ferium,ferium,ferium,ferium,193398.0,ferium 50mg/ml injection 10ml,ferium,ferium 50 injection 10,injection,ferium 50mg/ml injection 10ml ,0.25,0.25,0,ferium 50mg 1 10t ,1.0,mg ,mg/ml ,,EMCURE:-[ XENNEA ],,,37.85,1,,,2,0.25
5862,ferium-50 mg 1*10t,,others,ferium,ferm 50 1 10t,0,ferium,ferium,ferium,ferium,193402.0,ferium xt dha kit 1,ferium,ferium dha kit 1,others,ferium dha kit 1 ,0.25,0.25,0,ferium 50mg 1 10t ,2.0,mg ,,,EMCURE:-[ XENNEA ],,,37.85,0,,,2,0.25
5907,fragmin 2500 inj 0.2ml,,injection,fragmin,frain 2500 injection 0.2,0,fragmin,fragmin,fragmin,fragmin,197857.0,fragmin 2500iu solution for injection 0.2ml,fragmin,frain 2500iu solution for injection 0.2,injection,fragmin 2500iu solution for injection 0.2ml ,0.6761234037828131,0.6761234037828131,0,fragmin 2500 injection 0.2ml ,0.0,ml ,ml ,,( AMTEK ) MARKETING @ SERVICES,,,353.1,0,,,2,0.6761234037828131
5907,fragmin 2500 inj 0.2ml,,injection,fragmin,frain 2500 injection 0.2,0,fragmin,fragmin,fragmin,fragmin,197858.0,fragmin 5000iu solution for injection 0.2ml,fragmin,frain 5000iu solution for injection 0.2,injection,fragmin 5000iu solution for injection 0.2ml ,0.6761234037828131,0.6761234037828131,0,fragmin 2500 injection 0.2ml ,0.0,ml ,ml ,,( AMTEK ) MARKETING @ SERVICES,,,353.1,0,,,2,0.6761234037828131
5908,fragmin 5000 inj 0.2ml,,injection,fragmin,frain 5000 injection 0.2,0,fragmin,fragmin,fragmin,fragmin,197857.0,fragmin 2500iu solution for injection 0.2ml,fragmin,frain 2500iu solution for injection 0.2,injection,fragmin 2500iu solution for injection 0.2ml ,0.6761234037828131,0.6761234037828131,0,fragmin 5000 injection 0.2ml ,0.0,ml ,ml ,,( AMTEK ) MARKETING @ SERVICES,,,664.29,0,,,2,0.6761234037828131
5908,fragmin 5000 inj 0.2ml,,injection,fragmin,frain 5000 injection 0.2,0,fragmin,fragmin,fragmin,fragmin,197858.0,fragmin 5000iu solution for injection 0.2ml,fragmin,frain 5000iu solution for injection 0.2,injection,fragmin 5000iu solution for injection 0.2ml ,0.6761234037828131,0.6761234037828131,0,fragmin 5000 injection 0.2ml ,0.0,ml ,ml ,,( AMTEK ) MARKETING @ SERVICES,,,664.29,0,,,2,0.6761234037828131
5951,glimpid-2 mg 1*10t,,others,glimpid,glimpid 2 1 10t,0,glimpid,glimpid,glimpid,glimpid,202675.0,glimpid 1 tablet 10s,glimpid,glimpid 1 10s,tablet,glimpid 1 tablet 10s ,0.5,0.5,0,glimpid 2mg 1 10t ,2.0,mg ,,,SUN PHARMA=[ DIABETES CARE ],,,47.18,1,,,2,0.5773502691896258
5951,glimpid-2 mg 1*10t,,others,glimpid,glimpid 2 1 10t,0,glimpid,glimpid,glimpid,glimpid,202676.0,glimpid 2 tablet 10s,glimpid,glimpid 2 10s,tablet,glimpid 2 tablet 10s ,0.5,0.5,0,glimpid 2mg 1 10t ,2.0,mg ,,,SUN PHARMA=[ DIABETES CARE ],,,47.18,1,,,2,0.5773502691896258
6206,liv 52 (syp).100 100ml,,syrup,liv,liv 52 syrup .100 100,1,liv,liv,liv,liv,228941.0,liv compound syrup 100ml,liv,liv compound syrup 100,syrup,liv compound syrup 100ml ,0.7559289460184544,0.7559289460184544,0,liv 52 syrup .100 100ml ,0.0,ml ,ml ,,HIMALAYA,,,90.0,0,,,2,0.7559289460184544
6206,liv 52 (syp).100 100ml,,syrup,liv,liv 52 syrup .100 100,1,liv,liv,liv,liv,228950.0,liv l syrup 100ml,liv,liv l syrup 100,syrup,liv l syrup 100ml ,0.7559289460184544,0.7559289460184544,0,liv 52 syrup .100 100ml ,0.0,ml ,ml ,,HIMALAYA,,,90.0,0,,,2,0.7559289460184544
6207,liv 52 (syp).200 200ml,,syrup,liv,liv 52 syrup .200 200,1,liv,liv,liv,liv,228940.0,liv compound syrup 200ml,liv,liv compound syrup 200,syrup,liv compound syrup 200ml ,0.7559289460184544,0.7559289460184544,0,liv 52 syrup .200 200ml ,0.0,ml ,ml ,,HIMALAYA,,,150.0,0,,,3,0.7559289460184544
6207,liv 52 (syp).200 200ml,,syrup,liv,liv 52 syrup .200 200,1,liv,liv,liv,liv,228949.0,liv l syrup 200ml,liv,liv l syrup 200,syrup,liv l syrup 200ml ,0.7559289460184544,0.7559289460184544,0,liv 52 syrup .200 200ml ,0.0,ml ,ml ,,HIMALAYA,,,150.0,0,,,3,0.7559289460184544
6207,liv 52 (syp).200 200ml,,syrup,liv,liv 52 syrup .200 200,1,liv,liv,liv,liv,228952.0,liv r syrup 200ml,liv,liv r syrup 200,syrup,liv r syrup 200ml ,0.7559289460184544,0.7559289460184544,0,liv 52 syrup .200 200ml ,0.0,ml ,ml ,,HIMALAYA,,,150.0,0,,,3,0.7559289460184544
6380,nemocid (syp). 10ml,,syrup,nemocid,nemocid . 10,1,nemocid,nemocid,nemocid,nemocid,250463.0,nemocid 50mg suspension 10ml,nemocid,nemocid 50 10,others,nemocid 50mg suspension 10ml ,0.5773502691896258,0.5773502691896258,0,nemocid syrup . 10ml ,0.0,ml ,ml ,,IPCA=( DYNAMIX ),,,17.05,1,,,2,0.8164965809277259
6380,nemocid (syp). 10ml,,syrup,nemocid,nemocid . 10,1,nemocid,nemocid,nemocid,nemocid,250464.0,nemocid oral suspension 10ml,nemocid,nemocid oral 10,others,nemocid oral suspension 10ml ,0.5773502691896258,0.5773502691896258,0,nemocid syrup . 10ml ,0.0,ml ,ml ,,IPCA=( DYNAMIX ),,,17.05,1,,,2,0.8164965809277259
6411,nimegesic syp 60ml 60ml,,syrup,nimegesic,nimegesic syrup 60,1,nimegesic,nimegesic,nimegesic,nimegesic,253665.0,nimegesic 100mg tablet 10s,nimegesic,nimegesic 100 10s,tablet,nimegesic 100mg tablet 10s ,0.2886751345948129,0.2886751345948129,0,nimegesic syrup 60ml 60ml ,1.0,ml ,mg ,,ALEMBIC-( MAXICA ),,,21.5,1,,,2,0.33333333333333337
6411,nimegesic syp 60ml 60ml,,syrup,nimegesic,nimegesic syrup 60,1,nimegesic,nimegesic,nimegesic,nimegesic,253667.0,nimegesic 200mg tablet cr 10s,nimegesic,nimegesic 200 10s,tablet,nimegesic 200mg tablet 10s ,0.2886751345948129,0.2886751345948129,0,nimegesic syrup 60ml 60ml ,1.0,ml ,mg ,,ALEMBIC-( MAXICA ),,,21.5,1,,,2,0.33333333333333337
6501,oframax inj 250mg 1 vail,,injection,oframax,oframax injection 250 1 vail,0,oframax,oframax,oframax,oframax,261261.0,oframax forte 500 mg/250 mg injection 1,oframax,oframax forte 500 /250 injection 1,injection,oframax forte 500 mg/250 mg injection 1 ,0.7302967433402214,0.7302967433402214,0,oframax injection 250mg 1 vail ,0.0,mg ,mg ,,SUN PHARMA=[ PHARMA-LIFE ],,,24.04,0,,,3,0.7302967433402214
6501,oframax inj 250mg 1 vail,,injection,oframax,oframax injection 250 1 vail,0,oframax,oframax,oframax,oframax,261257.0,oframax 1gm injection 1,oframax,oframax 1000 injection 1,injection,oframax 1000mg injection 1 ,0.6708203932499369,0.7302967433402214,0,oframax injection 250mg 1 vail ,0.0,mg ,mg ,,SUN PHARMA=[ PHARMA-LIFE ],,,24.04,0,,,3,0.6708203932499369
6501,oframax inj 250mg 1 vail,,injection,oframax,oframax injection 250 1 vail,0,oframax,oframax,oframax,oframax,261258.0,oframax 2gm injection 1,oframax,oframax 2 injection 1,injection,oframax 2gm injection 1 ,0.6708203932499369,0.7302967433402214,0,oframax injection 250mg 1 vail ,1.0,mg ,gm ,,SUN PHARMA=[ PHARMA-LIFE ],,,24.04,0,,,3,0.6708203932499369
6502,oframax inj 500mg 1 vail,,injection,oframax,oframax injection 500 1 vail,0,oframax,oframax,oframax,oframax,261261.0,oframax forte 500 mg/250 mg injection 1,oframax,oframax forte 500 /250 injection 1,injection,oframax forte 500 mg/250 mg injection 1 ,0.7302967433402214,0.7302967433402214,0,oframax injection 500mg 1 vail ,0.0,mg ,mg ,,SUN PHARMA=[ PHARMA-LIFE ],,,44.78,0,,,4,0.7302967433402214
6502,oframax inj 500mg 1 vail,,injection,oframax,oframax injection 500 1 vail,0,oframax,oframax,oframax,oframax,261257.0,oframax 1gm injection 1,oframax,oframax 1000 injection 1,injection,oframax 1000mg injection 1 ,0.6708203932499369,0.7302967433402214,0,oframax injection 500mg 1 vail ,0.0,mg ,mg ,,SUN PHARMA=[ PHARMA-LIFE ],,,44.78,0,,,4,0.6708203932499369
6502,oframax inj 500mg 1 vail,,injection,oframax,oframax injection 500 1 vail,0,oframax,oframax,oframax,oframax,261258.0,oframax 2gm injection 1,oframax,oframax 2 injection 1,injection,oframax 2gm injection 1 ,0.6708203932499369,0.7302967433402214,0,oframax injection 500mg 1 vail ,1.0,mg ,gm ,,SUN PHARMA=[ PHARMA-LIFE ],,,44.78,0,,,4,0.6708203932499369
6502,oframax inj 500mg 1 vail,,injection,oframax,oframax injection 500 1 vail,0,oframax,oframax,oframax,oframax,261259.0,oframax 500mg injection 5ml,oframax,oframax 500 injection 5,injection,oframax 500mg injection 5ml ,0.6708203932499369,0.7302967433402214,0,oframax injection 500mg 1 vail ,1.0,mg ,ml ,,SUN PHARMA=[ PHARMA-LIFE ],,,44.78,0,,,4,0.6708203932499369
6551,pacimol susp. 60ml,,others,pacimol,pacimol suspension 60,0,pacimol,pacimol,pacimol,pacimol,269384.0,pacimol mf suspension 60ml,pacimol,pacimol mf suspension 60,others,pacimol mf suspension 60ml ,0.8660254037844387,0.8660254037844387,0,pacimol suspension 60ml ,0.0,ml ,ml ,,IPCA=( INTIMA ),,,39.45,0,,,2,0.8660254037844387
6551,pacimol susp. 60ml,,others,pacimol,pacimol suspension 60,0,pacimol,pacimol,pacimol,pacimol,269386.0,pacimol oral suspension 60ml,pacimol,pacimol suspension 60,others,pacimol oral suspension 60ml ,0.8660254037844387,0.8660254037844387,0,pacimol suspension 60ml ,0.0,ml ,ml ,,IPCA=( INTIMA ),,,39.45,0,,,2,1.0000000000000002
6580,periset inj. 4ml 1*4ml,,injection,periset,periset injection 4 1,0,periset,periset,periset,periset,274896.0,periset injection 4ml,periset,periset injection 4,injection,periset injection 4ml ,0.8660254037844387,0.8660254037844387,0,periset injection 4ml 1 4ml ,0.0,ml ,ml ,,IPCA=( PHARMA NEXT),,,28.75,0,,,2,0.8660254037844387
6580,periset inj. 4ml 1*4ml,,injection,periset,periset injection 4 1,0,periset,periset,periset,periset,376793.0,periset injection 4ml,periset,periset injection 4,injection,periset injection 4ml ,0.8660254037844387,0.8660254037844387,0,periset injection 4ml 1 4ml ,0.0,ml ,ml ,,IPCA=( PHARMA NEXT),,,28.75,0,,,2,0.8660254037844387
6798,roxid (syp).50mg 30ml,,syrup,roxid,roxid syrup .50 30,1,roxid,roxid,roxid,roxid,293987.0,roxid 100mg syrup 30ml,roxid,roxid 100 syrup 30,syrup,roxid 100mg syrup 30ml ,0.75,0.75,0,roxid syrup .50mg 30ml ,0.0,ml ,ml ,,ALEMBIC-( PHARMA ),,,82.4,0,,,2,0.75
6798,roxid (syp).50mg 30ml,,syrup,roxid,roxid syrup .50 30,1,roxid,roxid,roxid,roxid,293991.0,roxid 50mg liquid 30ml,roxid,roxid 50 liquid 30,others,roxid 50mg liquid 30ml ,0.75,0.75,0,roxid syrup .50mg 30ml ,0.0,ml ,ml ,,ALEMBIC-( PHARMA ),,,82.4,1,,,2,0.75
6829,sedosolvin (syp).60 60ml,,syrup,sedosolvin,sedosolvin .60 60,1,sedosolvin,sedosolvin,sedosolvin,sedosolvin,309430.0,sedosolvin suspension 100ml,sedosolvin,sedosolvin 100,others,sedosolvin suspension 100ml ,0.2357022603955159,0.2357022603955159,0,sedosolvin syrup .60 60ml ,0.0,ml ,ml ,,IPCA=( PHARMA NEXT),,,29.0,1,,,2,0.31622776601683794
6829,sedosolvin (syp).60 60ml,,syrup,sedosolvin,sedosolvin syrup .60 60,1,sedosolvin,sedosolvin,sedosolvin,sedosolvin,376866.0,sedosolvin tablet 10s,sedosolvin,sedosolvin 10s,tablet,sedosolvin tablet 10s ,0.2357022603955159,0.2357022603955159,0,sedosolvin syrup .60 60ml ,2.0,ml ,,,IPCA=( PHARMA NEXT),,,29.0,1,,,2,0.2886751345948129
6856,sharkoferrol susp. 450ml,,others,sharkoferrol,sharkoferrol suspension 450,0,sharkoferrol,sharkoferrol,sharkoferrol,sharkoferrol,311259.0,sharkoferrol powder 450gm,sharkoferrol,sharkoferrol powder 450,others,sharkoferrol powder 450gm ,0.6666666666666667,0.6666666666666667,0,sharkoferrol suspension 450ml ,1.0,ml ,gm ,,ALEMBIC-( PHARMA ),,,346.55,0,,,2,0.6666666666666667
6856,sharkoferrol susp. 450ml,,others,sharkoferrol,sharkoferrol 450,0,sharkoferrol,sharkoferrol,sharkoferrol,sharkoferrol,311260.0,sharkoferrol syrup 450gm,sharkoferrol,sharkoferrol 450,syrup,sharkoferrol syrup 450gm ,0.6666666666666667,0.6666666666666667,0,sharkoferrol suspension 450ml ,1.0,ml ,gm ,,ALEMBIC-( PHARMA ),,,346.55,1,,,2,0.9999999999999998
6923,sporidex drop 10ml,,others,sporidex,sporidex drops 10,0,sporidex,sporidex,sporidex,sporidex,316163.0,sporidex 100mg paediatric drops 10ml,sporidex,sporidex 100 paediatric drops 10,others,sporidex 100mg paediatric drops 10ml ,0.7745966692414834,0.7745966692414834,0,sporidex drops 10ml ,0.0,ml ,ml ,,SUN PHARMA CLASSIC,,,75.0,0,,,2,0.7745966692414834
6923,sporidex drop 10ml,,others,sporidex,sporidex drops 10,0,sporidex,sporidex,sporidex,sporidex,316173.0,sporidex redimix 100mg drop 10ml,sporidex,sporidex redimix 100 drops 10,others,sporidex redimix 100mg drops 10ml ,0.7745966692414834,0.7745966692414834,0,sporidex drops 10ml ,0.0,ml ,ml ,,SUN PHARMA CLASSIC,,,75.0,0,,,2,0.7745966692414834
6982,taxim-inj 1 gm 1gm,,injection,taxim,taxim injection 1 1000,0,taxim,taxim,taxim,taxim,322147.0,taxim 125mg injection 1,taxim,taxim 125 injection 1,injection,taxim 125mg injection 1 ,0.75,0.75,0,taxim injection 1gm 1000mg ,0.0,mg ,mg ,,ALKEM (*ALPHA MAX),,,38.49,0,,,5,0.75
6982,taxim-inj 1 gm 1gm,,injection,taxim,taxim injection 1 1000,0,taxim,taxim,taxim,taxim,322148.0,taxim 1gm injection 5ml,taxim,taxim 1000 injection 5,injection,taxim 1000mg injection 5ml ,0.75,0.75,0,taxim injection 1gm 1000mg ,1.0,mg ,ml ,,ALKEM (*ALPHA MAX),,,38.49,0,,,5,0.75
6982,taxim-inj 1 gm 1gm,,injection,taxim,taxim injection 1 1000,0,taxim,taxim,taxim,taxim,322150.0,taxim 250mg injection 1ml,taxim,taxim 250 injection 1,injection,taxim 250mg injection 1ml ,0.75,0.75,0,taxim injection 1gm 1000mg ,1.0,mg ,ml ,,ALKEM (*ALPHA MAX),,,38.49,0,,,5,0.75
6982,taxim-inj 1 gm 1gm,,injection,taxim,taxim injection 1 1000,0,taxim,taxim,taxim,taxim,322151.0,taxim 375 mg injection 1,taxim,taxim 375 injection 1,injection,taxim 375 mg injection 1 ,0.75,0.75,0,taxim injection 1gm 1000mg ,0.0,mg ,mg ,,ALKEM (*ALPHA MAX),,,38.49,0,,,5,0.75
6982,taxim-inj 1 gm 1gm,,injection,taxim,taxim injection 1 1000,0,taxim,taxim,taxim,taxim,322154.0,taxim 750 mg injection 1,taxim,taxim 750 injection 1,injection,taxim 750 mg injection 1 ,0.75,0.75,0,taxim injection 1gm 1000mg ,0.0,mg ,mg ,,ALKEM (*ALPHA MAX),,,38.49,0,,,5,0.75
6985,taxim-inj 500 mg 1inj,,injection,taxim,taxim injection 500 1,0,taxim,taxim,taxim,taxim,322147.0,taxim 125mg injection 1,taxim,taxim 125 injection 1,injection,taxim 125mg injection 1 ,0.75,0.75,0,taxim injection 500mg 1 injection ,0.0,mg ,mg ,,ALKEM (*ALPHA MAX),,,23.0,0,,,5,0.75
6985,taxim-inj 500 mg 1inj,,injection,taxim,taxim injection 500 1,0,taxim,taxim,taxim,taxim,322150.0,taxim 250mg injection 1ml,taxim,taxim 250 injection 1,injection,taxim 250mg injection 1ml ,0.75,0.75,0,taxim injection 500mg 1 injection ,1.0,mg ,ml ,,ALKEM (*ALPHA MAX),,,23.0,0,,,5,0.75
6985,taxim-inj 500 mg 1inj,,injection,taxim,taxim injection 500 1,0,taxim,taxim,taxim,taxim,322151.0,taxim 375 mg injection 1,taxim,taxim 375 injection 1,injection,taxim 375 mg injection 1 ,0.75,0.75,0,taxim injection 500mg 1 injection ,0.0,mg ,mg ,,ALKEM (*ALPHA MAX),,,23.0,0,,,5,0.75
6985,taxim-inj 500 mg 1inj,,injection,taxim,taxim injection 500 1,0,taxim,taxim,taxim,taxim,322153.0,taxim 500mg injection 2ml,taxim,taxim 500 injection 2,injection,taxim 500mg injection 2ml ,0.75,0.75,0,taxim injection 500mg 1 injection ,1.0,mg ,ml ,,ALKEM (*ALPHA MAX),,,23.0,0,,,5,0.75
6985,taxim-inj 500 mg 1inj,,injection,taxim,taxim injection 500 1,0,taxim,taxim,taxim,taxim,322154.0,taxim 750 mg injection 1,taxim,taxim 750 injection 1,injection,taxim 750 mg injection 1 ,0.75,0.75,0,taxim injection 500mg 1 injection ,0.0,mg ,mg ,,ALKEM (*ALPHA MAX),,,23.0,0,,,5,0.75
7184,wikoryl drop 15ml,,others,wikoryl,wikoryl drops 15,0,wikoryl,wikoryl,wikoryl,wikoryl,342745.0,wikoryl af drops 15ml,wikoryl,wikoryl af drops 15,others,wikoryl af drops 15ml ,0.8660254037844387,0.8660254037844387,0,wikoryl drops 15ml ,0.0,ml ,ml ,,ALEMBIC-( MAXICA ),,,96.3,0,,,2,0.8660254037844387
7184,wikoryl drop 15ml,,others,wikoryl,wikoryl drops 15,0,wikoryl,wikoryl,wikoryl,wikoryl,342751.0,wikoryl oral drops 15ml,wikoryl,wikoryl oral drops 15,others,wikoryl oral drops 15ml ,0.8660254037844387,0.8660254037844387,0,wikoryl drops 15ml ,0.0,ml ,ml ,,ALEMBIC-( MAXICA ),,,96.3,0,,,2,0.8660254037844387
7194,xone 1gm inj. 1 vial,,injection,xone,xone 1000 injection 1 vial,0,xone,xone,xone,xone,344513.0,xone ceff 1000mg injection 1,xone,xone ceff 1000 injection 1,injection,xone ceff 1000mg injection 1 ,0.7999999999999998,0.7999999999999998,0,xone 1000mg injection 1 vial ,0.0,mg ,mg ,,ALKEM-(*ACE ),,,51.18,0,,,3,0.7999999999999998
7194,xone 1gm inj. 1 vial,,injection,xone,xone 1000 injection 1 vial,0,xone,xone,xone,xone,344517.0,xone hospital 1000mg injection 1,xone,xone hospital 1000 injection 1,injection,xone hospital 1000mg injection 1 ,0.7999999999999998,0.7999999999999998,0,xone 1000mg injection 1 vial ,0.0,mg ,mg ,,ALKEM-(*ACE ),,,51.18,0,,,3,0.7999999999999998
7194,xone 1gm inj. 1 vial,,injection,xone,xone 1000 injection 1 vial,0,xone,xone,xone,xone,344519.0,xone sb 1000 mg/500 mg injection 1ml,xone,xone sb 1000 /500 injection 1,injection,xone sb 1000 mg/500 mg injection 1ml ,0.7302967433402214,0.7999999999999998,0,xone 1000mg injection 1 vial ,1.0,mg ,ml ,,ALKEM-(*ACE ),,,51.18,0,,,3,0.7302967433402214
7195,xone 250mg inj. 1 vial,,injection,xone,xone 250 injection 1 vial,0,xone,xone,xone,xone,344514.0,xone ceff 250mg injection 1,xone,xone ceff 250 injection 1,injection,xone ceff 250mg injection 1 ,0.7999999999999998,0.7999999999999998,0,xone 250mg injection 1 vial ,0.0,mg ,mg ,,ALKEM-(*ACE ),,,24.52,0,,,3,0.7999999999999998
7195,xone 250mg inj. 1 vial,,injection,xone,xone 250 injection 1 vial,0,xone,xone,xone,xone,344520.0,xone sb 250 mg/125 mg injection 1ml,xone,xone sb 250 /125 injection 1,injection,xone sb 250 mg/125 mg injection 1ml ,0.7302967433402214,0.7999999999999998,0,xone 250mg injection 1 vial ,1.0,mg ,ml ,,ALKEM-(*ACE ),,,24.52,0,,,3,0.7302967433402214
7195,xone 250mg inj. 1 vial,,injection,xone,xone 250 injection 1 vial,0,xone,xone,xone,xone,344521.0,xone sb 500 mg/250 mg injection 1ml,xone,xone sb 500 /250 injection 1,injection,xone sb 500 mg/250 mg injection 1ml ,0.7302967433402214,0.7999999999999998,0,xone 250mg injection 1 vial ,1.0,mg ,ml ,,ALKEM-(*ACE ),,,24.52,0,,,3,0.7302967433402214
1000057,linox-600 mg 1*10t,,others,linox,linox 600 1 10t,0,linox,linox,linox,linox,228418.0,linox 600 tablet 10s,linox,linox 600 10s,tablet,linox 600 tablet 10s ,0.5,0.5,0,linox 600mg 1 10t ,2.0,mg ,,,TORRENT [VITUS],,,410.6,1,,,2,0.5773502691896258
1000057,linox-600 mg 1*10t,,others,linox,linox 600 1 10t,0,linox,linox,linox,linox,228419.0,linox 600mg infusion 300ml,linox,linox 600 infusion 300,others,linox 600mg infusion 300ml ,0.5,0.5,0,linox 600mg 1 10t ,1.0,mg ,ml ,,TORRENT [VITUS],,,410.6,0,,,2,0.5
