item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,salt_flag,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
6208,liv 52 tab 1*100,,tablet,liv,liv 52 1 100,1.0,liv,liv,liv,228938.0,liv apt tablet 10s,liv,liv apt 10s,tablet,liv apt tablet 10s,0.2886751345948129,0.2886751345948129,,10,1.0,liv 52 tablet 1 100,2.0,,,2.0,,,0,,HIMALAYA,,,130.0,4,0.2886751345948129
6208,liv 52 tab 1*100,,tablet,liv,liv 52 1 100,1.0,liv,liv,liv,228942.0,liv compound tablet 100s,liv,liv compound 100s,tablet,liv compound tablet 100s,0.2886751345948129,0.2886751345948129,,100,1.0,liv 52 tablet 1 100,2.0,,,2.0,,,0,,HIMALAYA,,,130.0,4,0.2886751345948129
6208,liv 52 tab 1*100,,tablet,liv,liv 52 1 100,1.0,liv,liv,liv,228943.0,liv compound tablet 50s,liv,liv compound 50s,tablet,liv compound tablet 50s,0.2886751345948129,0.2886751345948129,,50,1.0,liv 52 tablet 1 100,2.0,,,2.0,,,0,,HIMALAYA,,,130.0,4,0.2886751345948129
6412,nimegesic tab 10 tab,,tablet,nimegesic,nimegesic 10s,2.0,nimegesic,nimegesic,nimegesic,253665.0,nimegesic 100mg tablet 10s,nimegesic,nimegesic 100 10s,tablet,nimegesic 100mg tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,nimegesic tablet 10s,2.0,,mg ,2.0,,100,0,,ALEMBIC-( MAXICA ),,,45.9,2,0.8164965809277259
6412,nimegesic tab 10 tab,,tablet,nimegesic,nimegesic 10s,2.0,nimegesic,nimegesic,nimegesic,253667.0,nimegesic 200mg tablet cr 10s,nimegesic,nimegesic 200 10s,tablet,nimegesic 200mg tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,nimegesic tablet 10s,2.0,,mg ,2.0,,200,0,,ALEMBIC-( MAXICA ),,,45.9,2,0.8164965809277259
6453,normet tab 200mg 1*10,,tablet,normet,normet 200 10s,1.0,normet,normet,normet,255845.0,normet 200mg/500mg tablet 10s,normet,normet 200/500 10s,tablet,normet 200mg/500mg tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,normet tablet 200mg 10s,0.0,mg ,mg ,0.0,200,200,0,,ZUVENTUS-( LASOR ),,,29.0,2,0.8660254037844387
6453,normet tab 200mg 1*10,,tablet,normet,normet 200 10s,1.0,normet,normet,normet,255853.0,normet tablet 10s,normet,normet 10s,tablet,normet tablet 10s,0.8164965809277259,0.8660254037844387,10,10,0.0,normet tablet 200mg 10s,2.0,mg ,,2.0,200,,0,,ZUVENTUS-( LASOR ),,,29.0,2,0.8164965809277259
6854,setcal-250 tab 1*30,,tablet,setcal,setcal 250 30s,1.0,setcal,setcal,setcal,310884.0,setcal 500mg tablet 2s,setcal,setcal 500 2s,tablet,setcal 500mg tablet 2s,0.33333333333333337,0.33333333333333337,30,2,1.0,setcal 250 tablet 30s,2.0,,mg ,2.0,,500,0,,WANBURY=( LIMITED ),,,46.0,3,0.33333333333333337
6854,setcal-250 tab 1*30,,tablet,setcal,setcal 250 30s,1.0,setcal,setcal,setcal,310885.0,setcal m tablet 10s,setcal,setcal m 10s,tablet,setcal m tablet 10s,0.33333333333333337,0.33333333333333337,30,10,1.0,setcal 250 tablet 30s,2.0,,,2.0,,,0,,WANBURY=( LIMITED ),,,46.0,3,0.33333333333333337
6854,setcal-250 tab 1*30,,tablet,setcal,setcal 250 30s,1.0,setcal,setcal,setcal,310886.0,setcal mom tablet 10s,setcal,setcal mother 10s,tablet,setcal mother tablet 10s,0.33333333333333337,0.33333333333333337,30,10,1.0,setcal 250 tablet 30s,2.0,,,2.0,,,0,,WANBURY=( LIMITED ),,,46.0,3,0.33333333333333337
6901,solvin tab 1*15,,tablet,solvin,solvin 15s,1.0,solvin,solvin,solvin,314704.0,solvin decongestant tablet 15s,solvin,solvin decongestant 15s,tablet,solvin decongestant tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,solvin tablet 15s,2.0,,,2.0,,,0,,IPCA=( PHARMA NEXT),,,70.75,2,0.8164965809277259
6901,solvin tab 1*15,,tablet,solvin,solvin 15s,1.0,solvin,solvin,solvin,314705.0,solvin expt tablet 15s,solvin,solvin expectorant 15s,tablet,solvin expectorant tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,solvin tablet 15s,2.0,,,2.0,,,0,,IPCA=( PHARMA NEXT),,,70.75,2,0.8164965809277259
1000010,diligan tab 1*15,,tablet,diligan,diligan 15s,1.0,diligan,diligan,diligan,166816.0,diligan 50mg tablet 15s,diligan,diligan 50 15s,tablet,diligan 50mg tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,diligan tablet 15s,2.0,,mg ,2.0,,50,0,,DR.REDDY-[ GRANDERA ],,,191.25,2,0.8164965809277259
1000010,diligan tab 1*15,,tablet,diligan,diligan 15s,1.0,diligan,diligan,diligan,362038.0,diligan 25 tablet 15s,diligan,diligan 25 15s,tablet,diligan 25 tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,diligan tablet 15s,2.0,,,2.0,,,0,,DR.REDDY-[ GRANDERA ],,,191.25,2,0.8164965809277259
1010657,pari-40 tab 1*10,,tablet,pari,pari 40 10s,1.0,pari,pari,pari,272011.0,pari 10 tablet 10s,pari,pari 10 10s,tablet,pari 10 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,pari 40 tablet 10s,2.0,,,2.0,,,0,,IPCA=( INNOVA ),,,175.0,6,0.6666666666666667
1010657,pari-40 tab 1*10,,tablet,pari,pari 40 10s,1.0,pari,pari,pari,272012.0,pari 20 tablet 10s,pari,pari 20 10s,tablet,pari 20 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,pari 40 tablet 10s,2.0,,,2.0,,,0,,IPCA=( INNOVA ),,,175.0,6,0.6666666666666667
1010657,pari-40 tab 1*10,,tablet,pari,pari 40 10s,1.0,pari,pari,pari,272013.0,pari 30mg tablet 10s,pari,pari 30 10s,tablet,pari 30mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,pari 40 tablet 10s,2.0,,mg ,2.0,,30,0,,IPCA=( INNOVA ),,,175.0,6,0.6666666666666667
1010657,pari-40 tab 1*10,,tablet,pari,pari 40 10s,1.0,pari,pari,pari,272017.0,pari cr 25 tablet 10s,pari,pari 25 10s,tablet,pari 25 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,pari 40 tablet 10s,2.0,,,2.0,,,0,,IPCA=( INNOVA ),,,175.0,6,0.6666666666666667
1010657,pari-40 tab 1*10,,tablet,pari,pari 40 10s,1.0,pari,pari,pari,272020.0,pari cr plus tablet 10s,pari,pari plus 10s,tablet,pari plus tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,pari 40 tablet 10s,2.0,,,2.0,,,0,,IPCA=( INNOVA ),,,175.0,6,0.6666666666666667
1010657,pari-40 tab 1*10,,tablet,pari,pari 40 10s,1.0,pari,pari,pari,272021.0,pari forte tablet 10s,pari,pari forte 10s,tablet,pari forte tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,pari 40 tablet 10s,2.0,,,2.0,,,0,,IPCA=( INNOVA ),,,175.0,6,0.6666666666666667
1010809,medrol-16 tab 1*14,,tablet,medrol,medrol 16 1 14,1.0,medrol,medrol,medrol,237036.0,medrol 16mg tablet 14s,medrol,medrol 16 14s,tablet,medrol 16mg tablet 14s,0.5773502691896258,0.5773502691896258,,14,1.0,medrol 16 tablet 1 14,2.0,,mg ,2.0,,16,0,,PFIZER-( ULTIMA ),,,136.98,2,0.5773502691896258
1010809,medrol-16 tab 1*14,,tablet,medrol,medrol 16 1 14,1.0,medrol,medrol,medrol,380127.0,medrol 16mg tablet 10s,medrol,medrol 16 10s,tablet,medrol 16mg tablet 10s,0.5773502691896258,0.5773502691896258,,10,1.0,medrol 16 tablet 1 14,2.0,,mg ,2.0,,16,0,,PFIZER-( ULTIMA ),,,136.98,2,0.5773502691896258
1010991,dospin-75 tab 1*10,,tablet,dospin,dospin 75 10s,1.0,dospin,dospin,dospin,169664.0,dospin 75 mg/75 mg tablet 10s,dospin,dospin 75/75 10s,tablet,dospin 75mg/75mg tablet 10s,0.9428090415820635,0.9428090415820635,10,10,0.0,dospin 75 tablet 10s,2.0,,mg ,2.0,,75,0,,FOREGEN (GENASIA BIOTECH),,,35.2,2,0.9428090415820635
1010991,dospin-75 tab 1*10,,tablet,dospin,dospin 75 10s,1.0,dospin,dospin,dospin,169663.0,dospin 150 mg/75 mg tablet 10s,dospin,dospin 150/75 10s,tablet,dospin 150mg/75mg tablet 10s,0.8660254037844387,0.9428090415820635,10,10,0.0,dospin 75 tablet 10s,2.0,,mg ,2.0,,150,0,,FOREGEN (GENASIA BIOTECH),,,35.2,2,0.8660254037844387
1011148,dyl tab 1*10,,tablet,dyl,dyl 10s,1.0,dyl,dyl,dyl,182781.0,dyl 5mg tablet 10s,dyl,dyl 5 10s,tablet,dyl 5mg tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,dyl tablet 10s,2.0,,mg ,2.0,,5,0,,AJANTA-[ ANWAXX ],,,36.0,2,0.8164965809277259
1011148,dyl tab 1*10,,tablet,dyl,dyl 10s,1.0,dyl,dyl,dyl,182782.0,dyl d tablet 10s,dyl,dyl d 10s,tablet,dyl d tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,dyl tablet 10s,2.0,,,2.0,,,0,,AJANTA-[ ANWAXX ],,,36.0,2,0.8164965809277259
1021763,valdiff 20mg tab 1*10,,tablet,valdiff,valdiff 20 10s,1.0,valdiff,valdiff,valdiff,377675.0,valdiff d 100mg/10mg tablet 10s,valdiff,valdiff d 100/10 10s,tablet,valdiff d 100mg/10mg tablet 10s,0.5163977794943222,0.5163977794943222,10,10,0.0,valdiff 20mg tablet 10s,0.0,mg ,mg ,1.0,20,100,0,,IPCA=( IPM ),,,25.0,2,0.5163977794943222
1021763,valdiff 20mg tab 1*10,,tablet,valdiff,valdiff 20 10s,1.0,valdiff,valdiff,valdiff,377676.0,valdiff d 100mg/5mg tablet 10s,valdiff,valdiff d 100/5 10s,tablet,valdiff d 100mg/5mg tablet 10s,0.5163977794943222,0.5163977794943222,10,10,0.0,valdiff 20mg tablet 10s,0.0,mg ,mg ,1.0,20,100,0,,IPCA=( IPM ),,,25.0,2,0.5163977794943222
1022212,atocor-(5) tab 1*15,,tablet,atocor,atocor 5 15s,1.0,atocor,atocor,atocor,117677.0,atocor 40 tablet 15s,atocor,atocor 40 15s,tablet,atocor 40 tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,atocor 5 tablet 15s,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,68.25,6,0.6666666666666667
1022212,atocor-(5) tab 1*15,,tablet,atocor,atocor 5 15s,1.0,atocor,atocor,atocor,117679.0,atocor 5 tablet 10s,atocor,atocor 5 10s,tablet,atocor 5 tablet 10s,0.6666666666666667,0.6666666666666667,15,10,1.0,atocor 5 tablet 15s,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,68.25,6,0.6666666666666667
1022212,atocor-(5) tab 1*15,,tablet,atocor,atocor 5 15s,1.0,atocor,atocor,atocor,117689.0,atocor f tablet 15s,atocor,atocor f 15s,tablet,atocor f tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,atocor 5 tablet 15s,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,68.25,6,0.6666666666666667
1022212,atocor-(5) tab 1*15,,tablet,atocor,atocor 5 15s,1.0,atocor,atocor,atocor,366833.0,atocor 10 tablet 15s,atocor,atocor 10 15s,tablet,atocor 10 tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,atocor 5 tablet 15s,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,68.25,6,0.6666666666666667
1022212,atocor-(5) tab 1*15,,tablet,atocor,atocor 5 15s,1.0,atocor,atocor,atocor,366834.0,atocor 20 tablet 15s,atocor,atocor 20 15s,tablet,atocor 20 tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,atocor 5 tablet 15s,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,68.25,6,0.6666666666666667
1022212,atocor-(5) tab 1*15,,tablet,atocor,atocor 5 15s,1.0,atocor,atocor,atocor,376752.0,atocor 40 tablet 15s,atocor,atocor 40 15s,tablet,atocor 40 tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,atocor 5 tablet 15s,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,68.25,6,0.6666666666666667
1022213,atocor-(10) tab 1*14,,tablet,atocor,atocor 10 1 14,1.0,atocor,atocor,atocor,117673.0,atocor 10 tablet 30s,atocor,atocor 10 30s,tablet,atocor 10 tablet 30s,0.5773502691896258,0.5773502691896258,,30,1.0,atocor 10 tablet 1 14,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,102.02,4,0.5773502691896258
1022213,atocor-(10) tab 1*14,,tablet,atocor,atocor 10 1 14,1.0,atocor,atocor,atocor,117674.0,atocor 10 tablet 14s,atocor,atocor 10 14s,tablet,atocor 10 tablet 14s,0.5773502691896258,0.5773502691896258,,14,1.0,atocor 10 tablet 1 14,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,102.02,4,0.5773502691896258
1022213,atocor-(10) tab 1*14,,tablet,atocor,atocor 10 1 14,1.0,atocor,atocor,atocor,117675.0,atocor 10 tablet 10s,atocor,atocor 10 10s,tablet,atocor 10 tablet 10s,0.5773502691896258,0.5773502691896258,,10,1.0,atocor 10 tablet 1 14,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,102.02,4,0.5773502691896258
1022213,atocor-(10) tab 1*14,,tablet,atocor,atocor 10 1 14,1.0,atocor,atocor,atocor,366833.0,atocor 10 tablet 15s,atocor,atocor 10 15s,tablet,atocor 10 tablet 15s,0.5773502691896258,0.5773502691896258,,15,1.0,atocor 10 tablet 1 14,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,102.02,4,0.5773502691896258
1022214,atocor-(20) tab 1*14,,tablet,atocor,atocor 20 1 14,1.0,atocor,atocor,atocor,117676.0,atocor 20 tablet 14s,atocor,atocor 20 14s,tablet,atocor 20 tablet 14s,0.5773502691896258,0.5773502691896258,,14,1.0,atocor 20 tablet 1 14,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,223.71,2,0.5773502691896258
1022214,atocor-(20) tab 1*14,,tablet,atocor,atocor 20 1 14,1.0,atocor,atocor,atocor,366834.0,atocor 20 tablet 15s,atocor,atocor 20 15s,tablet,atocor 20 tablet 15s,0.5773502691896258,0.5773502691896258,,15,1.0,atocor 20 tablet 1 14,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-3 ],,,223.71,2,0.5773502691896258
1022219,reclide-80 tab 1*10,,tablet,reclide,reclide 80 10s,1.0,reclide,reclide,reclide,287816.0,reclide 40 tablet 10s,reclide,reclide 40 10s,tablet,reclide 40 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,reclide 80 tablet 10s,2.0,,,2.0,,,0,,(DRL),,,99.5,4,0.6666666666666667
1022219,reclide-80 tab 1*10,,tablet,reclide,reclide 80 10s,1.0,reclide,reclide,reclide,287817.0,reclide mr 30 tablet 10s,reclide,reclide 30 10s,tablet,reclide 30 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,reclide 80 tablet 10s,2.0,,,2.0,,,0,,(DRL),,,99.5,4,0.6666666666666667
1022219,reclide-80 tab 1*10,,tablet,reclide,reclide 80 10s,1.0,reclide,reclide,reclide,287818.0,reclide mr 60 tablet 10s,reclide,reclide 60 10s,tablet,reclide 60 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,reclide 80 tablet 10s,2.0,,,2.0,,,0,,(DRL),,,99.5,4,0.6666666666666667
1022219,reclide-80 tab 1*10,,tablet,reclide,reclide 80 10s,1.0,reclide,reclide,reclide,287821.0,reclide  xr 60 tablet 10s,reclide,reclide 60 10s,tablet,reclide 60 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,reclide 80 tablet 10s,2.0,,,2.0,,,0,,(DRL),,,99.5,4,0.6666666666666667
1023008,pendrox tab 125mg dt 1*10,,tablet,pendrox,pendrox 125 10s,1.0,pendrox,pendrox,pendrox,274045.0,pendrox 250mg tablet dt 10s,pendrox,pendrox 250 10s,tablet,pendrox 250mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,pendrox tablet 125mg 10s,0.0,mg ,mg ,1.0,125,250,0,,IPCA=( DYNAMIX ),,,17.92,2,0.6666666666666667
1023008,pendrox tab 125mg dt 1*10,,tablet,pendrox,pendrox 125 10s,1.0,pendrox,pendrox,pendrox,274046.0,pendrox 500 mg tablet 10s,pendrox,pendrox 500 10s,tablet,pendrox 500mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,pendrox tablet 125mg 10s,0.0,mg ,mg ,1.0,125,500,0,,IPCA=( DYNAMIX ),,,17.92,2,0.6666666666666667
1023012,glimy-1 tab 1*15t,,tablet,glimy,glimy 1 15t,1.0,glimy,glimy,glimy,202791.0,glimy 1 tablet 14s,glimy,glimy 1 14s,tablet,glimy 1 tablet 14s,0.6666666666666667,0.6666666666666667,,14,1.0,glimy 1 tablet 1 15t,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-2 ],,,56.05,2,0.6666666666666667
1023012,glimy-1 tab 1*15t,,tablet,glimy,glimy 1 15t,1.0,glimy,glimy,glimy,202792.0,glimy 1 tablet 15s,glimy,glimy 1 15s,tablet,glimy 1 tablet 15s,0.6666666666666667,0.6666666666666667,,15,1.0,glimy 1 tablet 1 15t,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-2 ],,,56.05,2,0.6666666666666667
1023013,glimy-2 tab 1*15t,,tablet,glimy,glimy 2 1 15t,1.0,glimy,glimy,glimy,202791.0,glimy 1 tablet 14s,glimy,glimy 1 14s,tablet,glimy 1 tablet 14s,0.5773502691896258,0.5773502691896258,,14,1.0,glimy 2 tablet 1 15t,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-2 ],,,98.77,4,0.5773502691896258
1023013,glimy-2 tab 1*15t,,tablet,glimy,glimy 2 1 15t,1.0,glimy,glimy,glimy,202792.0,glimy 1 tablet 15s,glimy,glimy 1 15s,tablet,glimy 1 tablet 15s,0.5773502691896258,0.5773502691896258,,15,1.0,glimy 2 tablet 1 15t,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-2 ],,,98.77,4,0.5773502691896258
1023013,glimy-2 tab 1*15t,,tablet,glimy,glimy 2 1 15t,1.0,glimy,glimy,glimy,202793.0,glimy 2 tablet 15s,glimy,glimy 2 15s,tablet,glimy 2 tablet 15s,0.5773502691896258,0.5773502691896258,,15,1.0,glimy 2 tablet 1 15t,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-2 ],,,98.77,4,0.5773502691896258
1023013,glimy-2 tab 1*15t,,tablet,glimy,glimy 2 1 15t,1.0,glimy,glimy,glimy,202794.0,glimy 2 tablet 14s,glimy,glimy 2 14s,tablet,glimy 2 tablet 14s,0.5773502691896258,0.5773502691896258,,14,1.0,glimy 2 tablet 1 15t,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-2 ],,,98.77,4,0.5773502691896258
1023014,glimy-3 tab 1*10t,,tablet,glimy,glimy 3 1 10t,1.0,glimy,glimy,glimy,202791.0,glimy 1 tablet 14s,glimy,glimy 1 14s,tablet,glimy 1 tablet 14s,0.5773502691896258,0.5773502691896258,,14,1.0,glimy 3 tablet 1 10t,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-2 ],,,141.0,3,0.5773502691896258
1023014,glimy-3 tab 1*10t,,tablet,glimy,glimy 3 1 10t,1.0,glimy,glimy,glimy,202792.0,glimy 1 tablet 15s,glimy,glimy 1 15s,tablet,glimy 1 tablet 15s,0.5773502691896258,0.5773502691896258,,15,1.0,glimy 3 tablet 1 10t,2.0,,,2.0,,,0,,DR.REDDY-[ ZENURA-2 ],,,141.0,3,0.5773502691896258
1023014,glimy-3 tab 1*10t,,tablet,glimy,glimy 3 1 10t,1.0,glimy,glimy,glimy,202795.0,glimy 3mg tablet 10s,glimy,glimy 3 10s,tablet,glimy 3mg tablet 10s,0.5773502691896258,0.5773502691896258,,10,1.0,glimy 3 tablet 1 10t,2.0,,mg ,2.0,,3,0,,DR.REDDY-[ ZENURA-2 ],,,141.0,3,0.5773502691896258
