item_code,brand_x,brand_y,manufacturer,id,mrp
HEA0217,healace 7.5gm gel,healace gel 7.5gm,VIRCHOW BIOTECH PVT LTD,207581.0,1195.0
HEP0090,hepacef 100ml syp,hepacef syrup 100ml,CONCEPT PHARMACEUTICALS LTD,209510.0,42.0
HID0003,hidrate 60ml lotion,hidrate lotion 60ml,INTAS PHARMACEUTICALS LTD,210608.0,241.0
HIM0488,himalaya oil clear lemon 50ml face wash,himalaya oil clear lemon face wash 50ml,THE HIMALAYA DRUG COMPANY,380645.0,70.0
IMF0013,imfinzi 120mg/2.4ml inj,imfinzi 120mg injection 2.4ml,ASTRAZIN PHARMACEUTICALS LTD,380752.0,45500.0
IMF0014,imfinzi 500mg/10ml inj,imfinzi 500mg injection 10ml,ASTRA ZENECA PHARMA INDIA LTD,380751.0,189585.0
IMM0125,immunorel 10gm/100ml inj,immunorel 10gm injection 100ml,RELIANCE FORMULATION PVT LTD,378598.0,19990.0
IMU0089,imualfa 1.6mg/1ml inj,imualfa 1.6mg injection 1ml,ALNICHE LIFE SCIENCES PVT LTD,380762.0,2400.0
KER0088,kera xl 30ml hair growth serum,kera xl hair growth serum 30ml,IPCA LABORATORIES PVT LTD,220744.0,720.0
KET0074,ketamax 50 mg / 2 ml inj,ketamax 50mg injection 2ml,TROIKAA PHARMACEUTICALS,221060.0,114.5
KOL0115,kolibitor 10ml inj,kolibitor injection 10ml,FUSION HEALTH CARE PVT LTD,378796.0,409.0
KUR0012,kurazol 100ml  shampoo,kurazol shampoo 100ml,ADONIS LABORATORIES PVT LTD,223399.0,140.0
LAB0069,labeta 100mg/20ml inj,labeta 100mg injection 20ml,AAA PHARMA TRADE PVT LTD,378314.0,1020.0
LAM0096,lamifin 20gm cream,lamifin cream 20gm,CANIXA LIFE SCIENCES PVT LTD,224470.0,85.0
LAX0072,laxher 100gm powder,laxher powder 100gm,DEPSON HEALTHCARE,225119.0,100.0
LED0005,ledoxan 500mg 25ml inj,ledoxan 500 mg injection 25ml,FRESENIUS KABI INDIA PVT LTD,225712.0,66.0
LIP0114,lipidz 50gm cream,lipidz cream 50ml,ETHICARE REMEDIES PVT LTD,228564.0,160.0
LOM0012,lomela 15gm cream,lomela cream 15gm,ICPA HEALTH PRODUCTS LTD,382004.0,155.0
LOZ0056,lozep 2ml inj,lozep injection 2ml,DD PHARMACEUTICALS LTD,231214.0,15.0
LUC0057,lucomyn 250ml syp,lucomyn syrup 250ml,JUPITER BIOLABS PVT LTD,231675.0,90.0
LUP0181,lupituss suspension 60ml,lupituss oral suspension 60ml,LUPIN LABORATORIES LTD,232249.0,95.5
MAR0078,markline 30gm cream,markline cream 30gm,DERMO CARE LABORATORIES,235056.0,113.0
MEL0049,melascreen 40 gm cream,melascreen cream 40gm,MARK (I) COSMATICS PVT LTD,238018.0,50.0
MES0118,mesarem sachet 1g,mesarem 1gm sachet,HETERO HEALTHCARE LTD,381536.0,44.0
MET0434,metazer 20gm cream,metazer cream 20gm,PANZER PHARMACEUTICAL PRIVATE LIMITED,239384.0,100.0
MYF0006,myface 10gm gel,myface gel 10gm,3M INDIA LTD,247023.0,110.0
MYM0033,mymifer susp 200ml,mymifer syrup 200ml,HBC LIFESCIENCE PVT LTD,378341.0,115.0
NAN0095,nanodent 70gm tooth paste,nanodent toothpaste 70gm,WOCKHARDT LTD,248260.0,120.0
NEE0022,neeri 100ml syp,neeri syrup 100ml,AIMIL PHARMA INDIA PVT LTD,378385.0,114.0
NEO0101,neovec 4mg / 2ml   inj,neovec 4mg injection 2ml,NEON LABORATORIES LTD,384558.0,124.0
NER0121,nervolin 100ml oil,nervolin oil 100ml,TRICHEM BIOTECH PHARMACEUTICALS,251087.0,74.0
NUR0024,nurocol 250ml 4ml inj,nurocol 250mg injection 4ml,MICRO LABS LTD,257736.0,180.0
OPT0232,opticool 5ml eye drops,opticool eye drops 5ml,ENTOD PHARMACETICALS LTD,378808.0,75.0
OSM0007,osmitol 100ml syp,osmitol syrup 100ml,MICRO LABS LTD,267102.0,92.0
PAC0197,paclicad 30mg/5ml inj,paclicad 30mg injection 5ml,ZYDUS CADILA HEALTHCARE LTD,269430.0,1173.03
PAN1550,pankajakasthuri 100ml cough honey syp,pankajakasthuri cough syrup 100ml honey,PANKAJ PHARMA& BIOCHEMICALS,270337.0,60.0
PEG0091,pegfeel 6mg/0.6ml inj,pegfeel 6mg injection 0.6ml,DR REDDY'S LABORATORIES,380298.0,3010.0
PER0086,permed 30 ml lotion,permed lotion 30ml,MED MANOR ORGANICS,274965.0,65.0
PER0354,perjeta 420mg/14ml inj,perjeta 420mg injection 14ml,ROCHE DIAGNOSTICS IND PVT LTD,378313.0,249.25
PIC0002,piclin 100ml syp,piclin syrup 100ml,MENARINI INDIA LTD,382331.0,78.0
PIC0058,picozy  100ml  syp,picozy syrup 100ml,SCORLEON PHARMA,381222.0,82.0
PIN0034,pinnacle 100ml syrup,pinnacle syrup 100ml,BIOMICRON PHARMA INDIA PVT LTD,276465.0,63.0
PRO0222,proctosedyl 20 gm oint,proctosedyl ointment 20gm,SANOFI AVENTIS INDIA LTD,280804.0,64.73
PRO0299,propynate 20gm cream,propynate cream 20gm,H&H PHARMACEUTICALS LTD,281463.0,101.0
REJ0112,rejuvit 100ml syp,rejuvit syrup 100ml,MERIDIAN HEALTHCARE,288605.0,55.0
REV0015,reviderm 15gm cream,reviderm cream 15gm,OCHOA LABOROTARIES LTD,290303.0,295.0
REV0204,revize 15gm cream,revize cream 15gm,GLENMARK PHARMACEUTICAL LTD,290345.0,356.0
RIT0185,rituxem 100mg/10ml inj,rituxem 100mg injection 10ml,EMCURE PHARMACEUTICALS LTD,378597.0,7797.0
RIT0186,rituxem 500mg/50ml inj,rituxem 500mg injection 50ml,EMCURE PHARMACEUTICALS LTD,378682.0,39865.0
SAS0003,sastid 100gm bar soap,sastid soap 100gm,STIEFEL INDIA PVT LTD,296912.0,67.5
SEP0067,sepgard 50gm gel,sepgard gel 50gm,THEMIS PHARMACEUTICALS LTD,310046.0,125.0
SEP0107,sepsivac 0.6ml inj,sepsivac injection 0.6ml,ZYDUS CADILA HEALTHCARE LTD,380419.0,7425.0
SIM0135,simponi 50mg/0.5ml inj,simponi 50mg injection 0.5ml,BAXTER INDIA LTD,378397.0,128000.0
SKI0001,skindew 50gm cream,skindew cream 50gm,NAS-NASHIK VALLEY COSMECEUTICALS,313288.0,43.0
SMY0002,smyle 100 ml liq,smyle liquid 100ml,KOPRAN LABORATORIES LTD,313781.0,55.0
STE0492,stemfor 24mg/1.2ml inj,stemfor 24mg injection 1.2ml,INTAS PHARMACEUTICALS LTD,380243.0,39950.0
SUR0111,survanta 8ml injection,survanta injection 8ml,ABBOTT INDIA LIMITED,319662.0,14500.0
TEC0072,tecentriq 1200mg/20ml inj,tecentriq 1200mg injection 20ml,ROCHE DIAGNOSTICS IND PVT LTD,380671.0,396725.0
TEC0091,tecentriq 840mg/14ml inj,tecentriq 840mg injection 14ml,ROCHE DIAGNOSTICS IND PVT LTD,380670.0,277708.0
TEE0004,teenac 75gm soap,teenac soap 75gm,ADONIS LABORATORIES PVT LTD,322751.0,55.0
TEN0546,tenefer-xt susp 200ml,tenefer syrup 200ml,TENET HEALTHCARE,324338.0,130.0
TOR0061,torex-ap 100ml syrup ***,torex ap syrup 100ml,TATA PHARMA,327957.0,85.5
TRA0779,tracemax 3ml inj,tracemax injection 3ml,ALNICHE LIFE SCIENCES PVT LTD,379455.0,145.0
TRI0120,triflow 100gm cream,triflow cream 100gm,CURADIA PHARMA,329670.0,375.0
TRI0363,triglow 15gm cream,triglow cream 15gm,GLENMARK PHARMACEUTICAL LTD,329760.0,257.0
TRI0834,triphala 200ml syrup,triphala syrup 200ml,THE HIMALAYA DRUG COMPANY-(WELLNESS),379283.0,93.0
VER0118,veracal 125ml lotion,veracal lotion 125ml,DERMOCARE LAB GUJ PVT L,337025.0,119.0
VER0280,vervit syp 200ml,vervit 200ml syrup 200ml,VERTEX PHARMACEUTICALS PVT LTD,337388.0,100.0
VIS0140,visna 20gm gel,visna gel 20gm,MYLAN PHARMACEUTICALS PVT LTD,338457.0,315.0
VIT0023,vitilo 60ml lotion,vitilo lotion 60ml,ELDER PHARMACEUTICALS LTD,339311.0,66.0
VOL0029,volyvit 200ml syp,volyvit syrup 200ml,LEEFORD HEALTH CARE LTD,340691.0,75.0
ZEM0028,zemcifer xt 150ml syr,zemcifer syrup 150ml,ZUVENTUS HEALTHCARE LTD,346580.0,140.8
ZIN0029,zinconia 50ml syp,zinconia syrup 50ml,ZUVENTUS HEALTHCARE LTD,348328.0,60.3
ACT0070,actigrow chocolate 400gm powder,actigrow powder 400gm chocolate,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD,103325.0,441.0
AGC0001,ag cumin suspension 100ml,ag cumin oral suspension 100ml,AGI-AGIM BIOTECH,378334.0,2249.0
AQU0145,aquasoft max 60gm cream,aquasoft max cream 60gm,AJANTA PHARMA LTD,381908.0,304.0
BET0267,betaderm g 30gm cream,betaderm g cream 30gm,DERMO CARE LABORATORIES,125553.0,112.0
BGL0001,b-glow 30gm cream,b glow cream 30gm,RELY ON PHARMACEUTICALS,121870.0,220.0
BON0100,bone c syrup 200ml,bone c suspension 200ml,3M BIRLA HEALTH LTD,141094.0,99.0
CAD0162,cadacid mps suspension 170ml,cadacid mps syrup 170ml,ZYDUS CADILA HEALTHCARE LTD,143301.0,52.5
CLO0195,clobetamil g 15gm cream,clobetamil g cream 15gm,MERCK LTD,154731.0,15.35
DRE0033,drez s 10gm ointment,drez s ointment 10gm,STEDMAN PHARMACEUTICALS PVT LTD,181318.0,93.17
FEM0165,femcinol acne 75gm soap,femcinol acne soap 75gm,DABUR INDIA LTD,192785.0,130.0
FLU0096,flucreme nm 5gm oint,flucreme nm ointment 5gm,CONCEPT PHARMACEUTICALS LTD,196078.0,54.0
FRE0177,freshclor mouth  150ml wash,freshclor mouth wash 150ml,GROUP PHAMRACEUTICALS LTD,198053.0,104.0
GEN0066,gentalene c 17gm cream,gentalene c cream 17gm,CHENGDU CORPO CHIENA,200919.0,63.5
GEN0170,genticyn hc 10ml eye drops,genticyn hc eye drop 10ml,ALLERGAN IND PVT LTD,200977.0,21.62
GEN0443,gentakem-d 10ml eye/ear drops,gentakem d eye/ear drop 10ml,ALKEM LABORATORIES LTD,380830.0,30.0
GLA0101,gla ad 20gm cream,gla ad cream 20gm,DR REDDY'S LABORATORIES,201784.0,49.0
GLA0769,gladyclav-forte 30ml dry syp,gladyclav forte dry syrup 30ml,UVB HEALTHCARE PVT LTD,378617.0,138.0
GRA0227,grabocal d3 1gm sachet,grabocal d3 sachet 1gm,AAURA CARE PHARMACEUTICAL PVT LTD,381258.0,25.0
HEX0111,hexilak ultra 20gm gel,hexilak ultra gel 20gm,MENARINI INDIA LTD,210357.0,590.0
HIC0004,hi-cobal 2ml inj,hi cobal injection 2ml,SAF FERMION LTD,210569.0,105.0
HIM0574,himalaya rumalaya 10gm gel,himalaya rumalaya gel 10gm,THE HIMALAYA DRUG COMPANY-(WELLNESS),211051.0,22.0
ISO0219,isotine plus 10ml eye drops,isotine plus eye drop 10ml,JAGAT PHARMA,377384.0,120.0
ITC0004,itch care 12gm cream,itch care cream 12gm,DABUR INDIA LTD,216479.0,58.0
LEG0057,legaf-o suspension 170ml,legaf o syrup 170ml,KINDSPIRIT PHARMACEUTICALS,378918.0,209.0
LOR0025,lorfast am 60ml syp,lorfast am syrup 60ml,ZYDUS CADILA HEALTHCARE LTD,382463.0,58.0
MAR0021,markal calamine 60 ml lotion,markal calamine lotion 60ml,MERCK LTD,385680.0,50.0
MEM0060,membio hydra 50gm cream,membio hydra cream 50gm,ZYDUS CADILA HEALTHCARE LTD,377103.0,799.0
NAS0086,nasocom az 7ml nasal spray,nasocom az nasal spray 7ml,DR REDDY'S LABORATORIES,248500.0,284.0
NEO0004,neo hepatex - 10 ml inj,neo hepatex injection 10ml,BIOLOGICAL E LTD,250519.0,116.2
NEO0240,neocid-o suspension 170 ml,neocid o syrup 170ml,DUMMY,250554.0,68.0
NIS0085,nise d 35gm spray,nise d spray 35gm,DR REDDY'S LABORATORIES,254540.0,99.0
NIV0053,nivea soft 50ml cream,nivea soft creme 50ml,NIVEA INDIA PVT LTD,254934.0,80.0
NIV0458,nivea body lotion aloe hydration 75 ml,nivea aloe hydration body lotion 75ml,3M INDIA LTD,254885.0,125.0
NOT0045,notra-d 100ml syp,notra d syrup 100ml,NOVITAS HEALTHCARE,379045.0,55.0
NOV0338,novofran-oz syrup 60ml,novofran oz suspension 60ml,SEAGULL PHARMACEUTICALS PVT LTD,256632.0,60.0
OXY0389,oxyfag-a suspension 200ml,oxyfag a oral suspension 200ml,U & V CANCURE PVT LTD,379884.0,270.0
PED0163,pediasure vanilla 200gm rifil,pediasure refill vanilla 200gm,ABBOTT HEALTHCARE PVT LTD(NUTRITION),379537.0,275.0
POT0070,pot-m 10ml inj,pot m injection 10ml,MED-MEDI LIFE,382343.0,18.0
REN0045,reno pro 25gm powder,reno pro powder 25gm,BRITISH BIOLOGICAL LTD,289244.0,300.0
SEN0241,senolin sf 25gm gel,senolin sf gel 25gm,INDOCO,309811.0,140.0
SEP0007,septran paed suspension 50ml,septran paediatric oral suspension 50ml,GLAXO SMITHKLINE PHARMACEUTICALS LTD,379725.0,14.7
SEP0105,septran paed suspension 50ml ***,septran paediatric oral suspension 50ml,KOYE PHARMACEUTICALS,379725.0,11.76
SIG0011,sigmaderm n 10gm cream,sigmaderm n cream 10gm,SVIZERA HEALTH REMEDIES LLP,311901.0,62.9
THE0222,themicaine ad 30 ml inj,themicaine ad injection 30ml,THEMIS PHARMACEUTICALS LTD,380230.0,28.9
UNI0249,unigesic plus suspension 60ml,unigesic plus syrup 60ml,UNICHEM LABORATORIES LTD.,333432.0,40.0
VIT0355,vitasafe plus susp 200ml,vitasafe plus syrup 200ml,MSN LABORATORIES LTD,339140.0,135.0
VIT0356,vitasafe plus susp 100ml,vitasafe plus syrup 100ml,MSN LABORATORIES LTD,339141.0,75.0
GAR0066,garlic pearls 30's,garlic pearls capsule 30s,SUNPHARMACEUTICALINDUSTRIESOTC,199724.0,1.33
GOR0004,gorgeus face cleansing 50gm gel,gorgeus face cleansing gel 50gm,AJANTA PHARMA LTD,204981.0,150.0
HHF0005,hhfexo-m paed syp 60ml,hhfexo m kid suspension 60ml,HEGDE & HEGDE PHARMACEUTICALS PVT LTD,380809.0,110.0
LEV0526,levo-anawin 0.5% 4ml inj,levo anawin 0.5% injection 4ml,NEON LABORATORIES LTD,226872.0,36.0
SEB0028,sebamed ad revitalizing 200ml shampoo,sebamed ad revitalizing shampoo 200ml,USV LTD,380881.0,990.0
SIL0159,silence anti snoring 20ml spray,silence anti snoring spray 20ml,G.S. PHARMACEUTICALS PVT LTD,311973.0,199.0
SIT0253,sitara m 100 500mg 10tab,sitara m 100mg/500mg tablet 10s,3M INDIA LTD,377320.0,14.5
TIG0006,tiger balm white 18gm,tiger white balm 18gm,CAVIN CARE PVT LTD,381864.0,65.0
TIG0007,tiger balm white 8gm,tiger white balm 8gm,CAVIN CARE PVT LTD,381863.0,35.0
ZAN0091,zandu triphala 30's,zandu triphala tablet 30s,EMAMI LTD,381323.0,0.73
CET0424,cetaphil sun spf30 light gel 100ml,cetaphil sun light gel spf30 100ml,GALDERMA INDIA PVT LTD,382224.0,1150.0
HIM0550,himalaya anti hair fall 175ml cream,himalaya anti hair fall cream 175ml,THE HIMALAYA DRUG COMPANY,210791.0,100.0
JUN0030,jungle formula head lice 50ml lotion,jungle formula head lice lotion 50ml,PIRAMAL HEALTHCARE LTD,218998.0,130.0
SUG0014,sugar free natura 100 pellets,sugar free natura pellets 100,ZYDUS WELLNESS LIMITED,318560.0,62.0
ACC0200,accu-chek instant 50's,accu-chek instant-50s,ROCHE DIAGNOSTICS IND PVT,378315.0,799.0
ADE0028,a-derma sensiphase cream 40ml,a derma sensiphase cream 40ml,NICHOLAS PIRAMAL INDIA LTD,105288.0,352.0
AFT0007,after lotion 15ml,after lotion 15ml,APOLLO HOSPITALS ENTERPRIS LTD,106442.0,119.0
ALD0024,aldryl syrup 60ml,aldryl syrup 60ml,CIPLA LTD,107612.0,26.0
ALE0018,alex syrup 50ml,alex syrup 50ml,GLENMARK PHARMACEUTICAL LTD,107828.0,62.0
ALK0045,alkin syrup 100ml,alkin syrup 100ml,HEMA LABORATORIES LTD,108389.0,42.3
ALO0335,aloekin lotion 100ml,aloekin lotion 100ml,ZYDUS PHARMA LTD,380312.0,190.0
AMR0114,amrox syrup 50ml,amrox syrup 50ml,LEEFORD HEALTH CARE LTD,112157.0,40.0
APP0190,appetone plus syrup 300ml,appetone plus syrup 300ml,JAI UTTAM HEALTH CARE,114143.0,115.0
APP0199,apple cider vinegar 500ml,apple cider vinegar 500ml,3M INDIA LTD,311568.0,199.0
ARN0013,arnopen liniment 30ml,arnopen liniment 30ml,ADONIS LABORATORIES PVT LTD,115231.0,55.0
ARO0053,arodent gum paint 10 ml,arodent gum paint 10ml,GD PHARMACEUTICALSS PVT LTD,381977.0,45.0
ATR0174,atroness 0.01% eye drops 5ml,atroness 0.01% eye drop 5ml,WAYPHAM INDIA PVT LTD,377575.0,198.0
AVE0001,avessa 250 octacaps 30's ***,avessa 250mg octacaps 30s,SUN PHARMACEUTICAL INDUSTRIES LTD,381054.0,7.7
AVE0053,avene skin recovery cream 40ml,avene skin recovery cream 40ml,AVNI PHARMA,118804.0,1650.0
AVE0069,avessa 250 octacaps 30's ***,avessa 250mg octacaps 30s,SUN PHARMACEUTICAL INDUSTRIES LTD,381054.0,252.0
AZE0109,azelac ru crema gel 50ml,azelac ru cream gel 50ml,SESDERMA INDIA PVT LTD,377613.0,2400.0
AZE0118,azelac moisturizing gel 50ml,azelac moisturizing gel 50ml,SESDERMA INDIA PVT LTD,377586.0,2100.0
B290004,b-29 syrup 100ml,b 29 syrup 100ml,CORONA REMEDIES LTD,121798.0,89.0
BAI0013,baidyanath mahabhringraj tel 100ml ***,baidyanath mahabhringraj tel 100ml,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,122642.0,125.0
BAI0017,baidyanath mahabhringraj tel 50ml,baidyanath mahabhringraj tel 50ml,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,122645.0,75.0
BAI0046,baidyanath mahabhringraj tel 100ml,baidyanath mahabhringraj tel 100ml,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,122642.0,160.0
BCF0001,bc ferrol oral drops 15ml,bc ferrol oral drops 15ml,BIO WARRIORS PHARMACEUTICALS PVT LTD,124044.0,60.0
BEC0024,becozym syrup 100ml,becozym syrup 100ml,NICHOLAS PIRAMAL INDIA LTD,124404.0,13.68
BEC0043,bectodine solution 100ml,bectodine solution 100ml,RANBAXY LABORATORIES,124413.0,39.2
BEE0022,beecofix syrup 200ml,beecofix syrup 200ml,KHANDELWAL LABORATORIES LTD,124451.0,70.0
BEL0036,belac dry syrup 60ml,belac dry syrup 60ml,ABBOTT INDIA LIMITED,124527.0,31.35
BEM0005,beminal syrup 200 ml,beminal syrup 200ml,ZYDUS CADILA HEALTHCARE LTD,124690.0,99.0
BET0118,betakind gargle 100ml,betakind gargle 100ml,VILIN BIOMED LTD,382490.0,64.9
BEV0030,bevarest-400mg inj 16ml,bevarest 400mg injection 16ml,EMCURE PHARMACEUTICALS LTD,378625.0,102750.0
BIF0057,bi-folate syrup 100ml,bi folate syrup 100ml,KEPLER HEALTHCARE PVT LTD,379387.0,260.0
BIO0031,biolac syrup 100ml,biolac syrup 100ml,UNITED BIOTECH PVT LTD,127402.0,92.4
BIO0118,biolac syrup 200ml,biolac syrup 200ml,UNITED BIOTECH PVT LTD,127403.0,177.0
BIO1827,biorex-dx syrup 100ml,biorex dx syrup 100ml,ZYDUS CADILA HEALTHCARE LTD,381092.0,115.85
BON0609,bonebase-d3 nano suspension 200ml,bonebase d3 nano suspension 200ml,PHARAMANOVA SPECIALITIES PVT LTD,377639.0,250.0
BOT0024,botanica 3d serum 30ml,botanica 3d serum 30ml,DABUR INDIA LTD,141363.0,500.0
BRI0666,brivicip 590 syrup 150ml,brivicip 590 syrup 150ml,BIO HUMAN RESOURCES,380553.0,1299.0
CAD0135,cadicoff syrup 60ml,cadicoff syrup 60ml,ZYDUS CADILA HEALTHCARE LTD,143346.0,32.5
CAD0208,cadicoff syp 100 ml,cadicoff syrup 100ml,3M INDIA LTD,143347.0,126.0
CAL0095,caladryl lotion 125ml,caladryl lotion 125ml,PIRAMAL PHARMA LIMITED,380855.0,73.05
CAL0757,calak lotion 1000ml,calak lotion 1000ml,SHALAKS PHARMACEUTICALS PVT LTD,143605.0,55.0
CAL1524,caladryl lotion 125ml ***,caladryl lotion 125ml,PIRAMAL HEALTHCARE LTD,380855.0,73.05
CAL2254,caladryl lotion 125ml ***,caladryl lotion 125ml,PIRAMAL PHARMA LIMITED,380855.0,80.83
CAR0603,carex mv syrup 100ml,carex mv syrup 100ml,PIRAMAL HEALTHCARE LTD,145715.0,48.0
CAT0177,catalyd syrup 400ml,catalyd syrup 400ml,DUCKBILL DRUGS PVT LTD,146249.0,190.0
