item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,salt_flag,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
17381,gb 29 sr tab 10s,,tablet,gb,gb 29 10s,1.0,gb,gb,gb,200193.0,gb 29 total tablet 10s,tablet,gb,gb 29 total 10s,gb 29 total tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,gb 29 tablet 10s,2.0,,,2.0,,,0,10s,CORONA REMIDIES PVT.LTD,,,175.65,2,0.8660254037844387
18302,vehycal xt tab 10s,,tablet,vehycal,vehycal 10s,1.0,vehycal,vehycal,vehycal,252235.0,new vehycal tablet 10s,tablet,vehycal,new vehycal 10s,new vehycal tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,vehycal tablet 10s,2.0,,,2.0,,,0,10s,ALEMBIC PHARMACEUTICALS LTD,,,299.0,3,0.8164965809277259
18302,vehycal xt tab 10s,,tablet,vehycal,vehycal 10s,1.0,vehycal,vehycal,vehycal,336523.0,vehycal tablet 10s mint,tablet,vehycal,vehycal 10s mint,vehycal tablet 10s mint,0.8164965809277259,0.8164965809277259,10,10,0.0,vehycal tablet 10s,2.0,,,2.0,,,0,10s,ALEMBIC PHARMACEUTICALS LTD,,,299.0,3,0.8164965809277259
18302,vehycal xt tab 10s,,tablet,vehycal,vehycal 10s,1.0,vehycal,vehycal,vehycal,336524.0,vehycal c tablet 10s,tablet,vehycal,vehycal c 10s,vehycal c tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,vehycal tablet 10s,2.0,,,2.0,,,0,10s,ALEMBIC PHARMACEUTICALS LTD,,,299.0,3,0.8164965809277259
20327,valprol cr 400 tab 4s,,tablet,valprol,valprol 400 4s,1.0,valprol,valprol,valprol,335605.0,valprol  cr 400 tablet 15s,tablet,valprol,valprol 400 15s,valprol 400 tablet 15s,0.6666666666666667,0.6666666666666667,4,15,1.0,valprol 400 tablet 4s,2.0,,,2.0,,,0,4s,INTAS PHARMACEUTICALS,,,201.0,2,0.6666666666666667
20327,valprol cr 400 tab 4s,,tablet,valprol,valprol 400 4s,1.0,valprol,valprol,valprol,335606.0,valprol  cr 400 tablet 10s,tablet,valprol,valprol 400 10s,valprol 400 tablet 10s,0.6666666666666667,0.6666666666666667,4,10,1.0,valprol 400 tablet 4s,2.0,,,2.0,,,0,4s,INTAS PHARMACEUTICALS,,,201.0,2,0.6666666666666667
2763,nebilong tab 15s,,tablet,nebilong,nebilong 15s,1.0,nebilong,nebilong,nebilong,377882.0,nebilong am tablet 15s,tablet,nebilong,nebilong am 15s,nebilong am tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,nebilong tablet 15s,2.0,,,2.0,,,0,15s,MICRO,,,135.0,2,0.8164965809277259
2763,nebilong tab 15s,,tablet,nebilong,nebilong 15s,1.0,nebilong,nebilong,nebilong,383716.0,nebilong 5mg tablet 15s,tablet,nebilong,nebilong 5 15s,nebilong 5mg tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,nebilong tablet 15s,2.0,,mg ,2.0,,5,0,15s,MICRO,,,135.0,2,0.8164965809277259
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251516.0,neuro 12 tablet 10s,tablet,neuro,neuro 12 10s,neuro 12 tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251521.0,neuro forte tablet 10s,tablet,neuro,neuro forte 10s,neuro forte tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251523.0,neuro g tablet 10s,tablet,neuro,neuro g 10s,neuro g tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251524.0,neuro gardian tablet 10s,tablet,neuro,neuro gardian 10s,neuro gardian tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251528.0,neuro lp tablet 10s,tablet,neuro,neuro lp 10s,neuro lp tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251530.0,neuro mcm tablet 10s,tablet,neuro,neuro mcm 10s,neuro mcm tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29708,escigress 40mg tab 10s,,tablet,escigress,escigress 40 10s,1.0,escigress,escigress,escigress,188469.0,escigress 10 tablet 10s,tablet,escigress,escigress 10 10s,escigress 10 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,escigress 40mg tablet 10s,2.0,mg ,,2.0,40,,0,10s,LA RENON HEALTHCARE,,,99.0,3,0.6666666666666667
29708,escigress 40mg tab 10s,,tablet,escigress,escigress 40 10s,1.0,escigress,escigress,escigress,188470.0,escigress 20mg tablet 10s,tablet,escigress,escigress 20 10s,escigress 20mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,escigress 40mg tablet 10s,0.0,mg ,mg ,1.0,40,20,0,10s,LA RENON HEALTHCARE,,,99.0,3,0.6666666666666667
29708,escigress 40mg tab 10s,,tablet,escigress,escigress 40 10s,1.0,escigress,escigress,escigress,188471.0,escigress 5 tablet 10s,tablet,escigress,escigress 5 10s,escigress 5 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,escigress 40mg tablet 10s,2.0,mg ,,2.0,40,,0,10s,LA RENON HEALTHCARE,,,99.0,3,0.6666666666666667
30620,ease tab 15s,,tablet,ease,ease 15s,1.0,ease,ease,ease,183316.0,ease out 4mg tablet 10s,tablet,ease,ease out 4 10s,ease out 4mg tablet 10s,0.35355339059327373,0.35355339059327373,15,10,1.0,ease tablet 15s,2.0,,mg ,2.0,,4,0,15s,MEDSHINE PHARMACEUTICALS,,,65.0,2,0.35355339059327373
30620,ease tab 15s,,tablet,ease,ease 15s,1.0,ease,ease,ease,183317.0,ease out 8mg tablet 10s,tablet,ease,ease out 8 10s,ease out 8mg tablet 10s,0.35355339059327373,0.35355339059327373,15,10,1.0,ease tablet 15s,2.0,,mg ,2.0,,8,0,15s,MEDSHINE PHARMACEUTICALS,,,65.0,2,0.35355339059327373
30806,gabafix 50 tab 10s,,tablet,gabafix,gabafix 50 10s,1.0,gabafix,gabafix,gabafix,199222.0,gabafix m sr tablet 10s,tablet,gabafix,gabafix m 10s,gabafix m tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,gabafix 50 tablet 10s,2.0,,,2.0,,,0,10s,AAREEN HEALTHCARE PVT LTD,,,99.0,2,0.6666666666666667
30806,gabafix 50 tab 10s,,tablet,gabafix,gabafix 50 10s,1.0,gabafix,gabafix,gabafix,199223.0,gabafix nt tablet 10s,tablet,gabafix,gabafix nt 10s,gabafix nt tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,gabafix 50 tablet 10s,2.0,,,2.0,,,0,10s,AAREEN HEALTHCARE PVT LTD,,,99.0,2,0.6666666666666667
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367386.0,britzilam 100 tablet 14s,tablet,britzilam,britzilam 100 14s,britzilam 100 tablet 14s,0.33333333333333337,0.33333333333333337,10,14,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367387.0,britzilam 100 tablet 15s,tablet,britzilam,britzilam 100 15s,britzilam 100 tablet 15s,0.33333333333333337,0.33333333333333337,10,15,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367388.0,britzilam 25 tablet 14s,tablet,britzilam,britzilam 25 14s,britzilam 25 tablet 14s,0.33333333333333337,0.33333333333333337,10,14,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367389.0,britzilam 50 tablet 14s,tablet,britzilam,britzilam 50 14s,britzilam 50 tablet 14s,0.33333333333333337,0.33333333333333337,10,14,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367390.0,britzilam 50 tablet 15s,tablet,britzilam,britzilam 50 15s,britzilam 50 tablet 15s,0.33333333333333337,0.33333333333333337,10,15,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367391.0,britzilam 75 tablet 14s,tablet,britzilam,britzilam 75 14s,britzilam 75 tablet 14s,0.33333333333333337,0.33333333333333337,10,14,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367392.0,britzilam 75 tablet 15s,tablet,britzilam,britzilam 75 15s,britzilam 75 tablet 15s,0.33333333333333337,0.33333333333333337,10,15,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,382976.0,britzilam 10mg tablet 14s,tablet,britzilam,britzilam 10 14s,britzilam 10mg tablet 14s,0.33333333333333337,0.33333333333333337,10,14,1.0,britzilam 200 tablet 10s,2.0,,mg ,2.0,,10,0,10s,TORRENT,,,499.0,8,0.33333333333333337
318331145,neurokem 75 tab 10s,,tablet,neurokem,neurokem 75 10s,1.0,neurokem,neurokem,neurokem,251690.0,neurokem nt 75mg tablet 10s,tablet,neurokem,neurokem nt 75 10s,neurokem nt 75mg tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,neurokem 75 tablet 10s,2.0,,mg ,2.0,,75,0,10s,ALKEM,,,187.0,2,0.8660254037844387
318331145,neurokem 75 tab 10s,,tablet,neurokem,neurokem 75 10s,1.0,neurokem,neurokem,neurokem,251691.0,neurokem  od 75 tablet 10s,tablet,neurokem,neurokem od 75 10s,neurokem od 75 tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,neurokem 75 tablet 10s,2.0,,,2.0,,,0,10s,ALKEM,,,187.0,2,0.8660254037844387
6053,neurozan tab 15s,,tablet,neurozan,neurozan 15s,1.0,neurozan,neurozan,neurozan,251877.0,neurozan tablet 30s,tablet,neurozan,neurozan 30s,neurozan tablet 30s,0.4999999999999999,0.4999999999999999,15,30,1.0,neurozan tablet 15s,2.0,,,2.0,,,0,15s,MEYER,,,258.0,2,0.4999999999999999
6053,neurozan tab 15s,,tablet,neurozan,neurozan 15s,1.0,neurozan,neurozan,neurozan,251878.0,neurozan tablet 10s,tablet,neurozan,neurozan 10s,neurozan tablet 10s,0.4999999999999999,0.4999999999999999,15,10,1.0,neurozan tablet 15s,2.0,,,2.0,,,0,15s,MEYER,,,258.0,2,0.4999999999999999
8459,zentel tab 10s,,tablet,zentel,zentel 10s,1.0,zentel,zentel,zentel,347194.0,zentel tablet 2s,tablet,zentel,zentel 2s,zentel tablet 2s,0.4999999999999999,0.4999999999999999,10,2,1.0,zentel tablet 10s,2.0,,,2.0,,,0,10s,GALAXO SMITH KLINE LTD,,,9.55,3,0.4999999999999999
8459,zentel tab 10s,,tablet,zentel,zentel 10s,1.0,zentel,zentel,zentel,347195.0,zentel tablet 1s,tablet,zentel,zentel 1s,zentel tablet 1s,0.4999999999999999,0.4999999999999999,10,1,1.0,zentel tablet 10s,2.0,,,2.0,,,0,10s,GALAXO SMITH KLINE LTD,,,9.55,3,0.4999999999999999
8459,zentel tab 10s,,tablet,zentel,zentel 10s,1.0,zentel,zentel,zentel,347196.0,zentel tablet 5s,tablet,zentel,zentel 5s,zentel tablet 5s,0.4999999999999999,0.4999999999999999,10,5,1.0,zentel tablet 10s,2.0,,,2.0,,,0,10s,GALAXO SMITH KLINE LTD,,,9.55,3,0.4999999999999999
8664,glizid mr 30 tab 15s,,tablet,glizid,glizid 30 15s,1.0,glizid,glizid,glizid,203057.0,glizid 80 tablet 15s,tablet,glizid,glizid 80 15s,glizid 80 tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,glizid 30 tablet 15s,2.0,,,2.0,,,0,15s,MANKIND,,,57.7,5,0.6666666666666667
8664,glizid mr 30 tab 15s,,tablet,glizid,glizid 30 15s,1.0,glizid,glizid,glizid,203065.0,glizid m tablet 15s,tablet,glizid,glizid m 15s,glizid m tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,glizid 30 tablet 15s,2.0,,,2.0,,,0,15s,MANKIND,,,57.7,5,0.6666666666666667
8664,glizid mr 30 tab 15s,,tablet,glizid,glizid 30 15s,1.0,glizid,glizid,glizid,203066.0,glizid mr 30 tablet 10s,tablet,glizid,glizid 30 10s,glizid 30 tablet 10s,0.6666666666666667,0.6666666666666667,15,10,1.0,glizid 30 tablet 15s,2.0,,,2.0,,,0,15s,MANKIND,,,57.7,5,0.6666666666666667
8664,glizid mr 30 tab 15s,,tablet,glizid,glizid 30 15s,1.0,glizid,glizid,glizid,370076.0,glizid xr 30 tablet 10s,tablet,glizid,glizid 30 10s,glizid 30 tablet 10s,0.6666666666666667,0.6666666666666667,15,10,1.0,glizid 30 tablet 15s,2.0,,,2.0,,,0,15s,MANKIND,,,57.7,5,0.6666666666666667
8664,glizid mr 30 tab 15s,,tablet,glizid,glizid 30 15s,1.0,glizid,glizid,glizid,381631.0,glizid mr 30mg tablet 10s,tablet,glizid,glizid 30 10s,glizid 30mg tablet 10s,0.6666666666666667,0.6666666666666667,15,10,1.0,glizid 30 tablet 15s,2.0,,mg ,2.0,,30,0,15s,MANKIND,,,57.7,5,0.6666666666666667
9345,prothiaden tab 15s,,tablet,prothiaden,prothiaden 15s,1.0,prothiaden,prothiaden,prothiaden,281756.0,prothiaden 25mg tablet 15s,tablet,prothiaden,prothiaden 25 15s,prothiaden 25mg tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,prothiaden tablet 15s,2.0,,mg ,2.0,,25,0,15s,ABBOTT INDIA LIMITED,,,161.77,3,0.8164965809277259
9345,prothiaden tab 15s,,tablet,prothiaden,prothiaden 15s,1.0,prothiaden,prothiaden,prothiaden,281758.0,prothiaden 50 tablet 15s,tablet,prothiaden,prothiaden 50 15s,prothiaden 50 tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,prothiaden tablet 15s,2.0,,,2.0,,,0,15s,ABBOTT INDIA LIMITED,,,161.77,3,0.8164965809277259
9345,prothiaden tab 15s,,tablet,prothiaden,prothiaden 15s,1.0,prothiaden,prothiaden,prothiaden,281760.0,prothiaden 75 tablet 15s,tablet,prothiaden,prothiaden 75 15s,prothiaden 75 tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,prothiaden tablet 15s,2.0,,,2.0,,,0,15s,ABBOTT INDIA LIMITED,,,161.77,3,0.8164965809277259
13001,isryl-m4 tab 15s,,tablet,isryl m4,isryl m4 15s,1.0,isryl,isryl,isryl,216402.0,isryl m1 tablet sr 15s,tablet,isryl,isryl m1 15s,isryl m1 tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,isryl m4 tablet 15s,2.0,,,2.0,,,0,15s,SYSTOPIC,,,97.5,2,0.6666666666666667
13001,isryl-m4 tab 15s,,tablet,isryl m4,isryl m4 15s,1.0,isryl,isryl,isryl,216403.0,isryl m2 tablet sr 15s,tablet,isryl,isryl m2 15s,isryl m2 tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,isryl m4 tablet 15s,2.0,,,2.0,,,0,15s,SYSTOPIC,,,97.5,2,0.6666666666666667
13880,zostum o tab 10s,,tablet,zostum o,zostum o 10s,1.0,zostum,zostum,zostum,349983.0,zostum o 200mg tablet 10s,tablet,zostum,zostum o 200 10s,zostum o 200mg tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,zostum o tablet 10s,2.0,,mg ,2.0,,200,0,10s,ZUVENTUS,,,483.55,2,0.8660254037844387
13880,zostum o tab 10s,,tablet,zostum o,zostum o 10s,1.0,zostum,zostum,zostum,349985.0,zostum o 50mg tablet dt 10s,tablet,zostum,zostum o 50 10s,zostum o 50mg tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,zostum o tablet 10s,2.0,,mg ,2.0,,50,0,10s,ZUVENTUS,,,483.55,2,0.8660254037844387
14363,olkem 20h tab 10s,,tablet,olkem 20h,olkem 20h 10s,1.0,olkem,olkem,olkem,262253.0,olkem 20h tablet 15s,tablet,olkem,olkem 20h 15s,olkem 20h tablet 15s,0.6666666666666667,0.6666666666666667,10,15,1.0,olkem 20h tablet 10s,2.0,,,2.0,,,0,10s,ALKEM,,,238.0,2,0.6666666666666667
14363,olkem 20h tab 10s,,tablet,olkem 20h,olkem 20h 10s,1.0,olkem,olkem,olkem,262263.0,olkem cl tablet 10s,tablet,olkem,olkem cl 10s,olkem cl tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,olkem 20h tablet 10s,2.0,,,2.0,,,0,10s,ALKEM,,,238.0,2,0.6666666666666667
14857,remo m 1000 tab 15s,,tablet,remo m,remo m 1000 15s,1.0,remo,remo,remo,373915.0,remo m 100mg/1000mg tablet 10s,tablet,remo,remo m 100/1000 10s,remo m 100mg/1000mg tablet 10s,0.6708203932499369,0.6708203932499369,15,10,1.0,remo m 1000 tablet 15s,2.0,,mg ,2.0,,100,0,15s,Glenmark Pharmaceuticals Ltd,,,174.0,2,0.6708203932499369
14857,remo m 1000 tab 15s,,tablet,remo m,remo m 1000 15s,1.0,remo,remo,remo,373919.0,remo zen m 100mg/1000mg tablet 10s,tablet,remo,remo zen m 100/1000 10s,remo zen m 100mg/1000mg tablet 10s,0.6123724356957946,0.6708203932499369,15,10,1.0,remo m 1000 tablet 15s,2.0,,mg ,2.0,,100,0,15s,Glenmark Pharmaceuticals Ltd,,,174.0,2,0.6123724356957946
15034,myosone plus tab 10s,,tablet,myosone plus,myosone plus 10s,1.0,myosone,myosone,myosone,247299.0,myosone sr tablet 10s,tablet,myosone,myosone 10s,myosone tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,myosone plus tablet 10s,2.0,,,2.0,,,1,10s,MACLEODS,,,83.5,2,0.8164965809277259
15034,myosone plus tab 10s,,tablet,myosone plus,myosone plus 10s,1.0,myosone,myosone,myosone,247300.0,myosone tablet 10s,tablet,myosone,myosone 10s,myosone tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,myosone plus tablet 10s,2.0,,,2.0,,,1,10s,MACLEODS,,,83.5,2,0.8164965809277259
15106,suhagra force 50 tab 4s,,tablet,suhagra force,suhagra force 50 4s,1.0,suhagra,suhagra,suhagra,318621.0,suhagra force 50mg/30mg tablet 4s,tablet,suhagra,suhagra force 50/30 4s,suhagra force 50mg/30mg tablet 4s,0.8944271909999159,0.8944271909999159,4,4,0.0,suhagra force 50 tablet 4s,2.0,,mg ,2.0,,50,0,4s,CIPLA GENRIC,,,239.5,2,0.8944271909999159
15106,suhagra force 50 tab 4s,,tablet,suhagra force,suhagra force 50 4s,1.0,suhagra,suhagra,suhagra,318619.0,suhagra 50 tablet 4s,tablet,suhagra,suhagra 50 4s,suhagra 50 tablet 4s,0.8660254037844387,0.8944271909999159,4,4,0.0,suhagra force 50 tablet 4s,2.0,,,2.0,,,0,4s,CIPLA GENRIC,,,239.5,2,0.8660254037844387
16983,numlo-d5 tab 15s,,tablet,numlo d5,nuo d5 15s,1.0,numlo,numlo,numlo,257559.0,numlo at tablet 15s,tablet,numlo,nuo at 15s,numlo at tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,numlo d5 tablet 15s,2.0,,,2.0,,,0,15s,Emcure Pharmaceuticals Ltd,,,184.3,3,0.6666666666666667
16983,numlo-d5 tab 15s,,tablet,numlo d5,nuo d5 15s,1.0,numlo,numlo,numlo,257563.0,numlo d tablet 15s,tablet,numlo,nuo d 15s,numlo d tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,numlo d5 tablet 15s,2.0,,,2.0,,,0,15s,Emcure Pharmaceuticals Ltd,,,184.3,3,0.6666666666666667
16983,numlo-d5 tab 15s,,tablet,numlo d5,nuo d5 15s,1.0,numlo,numlo,numlo,257569.0,numlo tm tablet 15s,tablet,numlo,nuo tm 15s,numlo tm tablet 15s,0.6666666666666667,0.6666666666666667,15,15,0.0,numlo d5 tablet 15s,2.0,,,2.0,,,0,15s,Emcure Pharmaceuticals Ltd,,,184.3,3,0.6666666666666667
22314,cz-pex 10 md tab 10s,,tablet,cz pex,cz pex 10 10s,1.0,cz,cz,cz,100072.0,2 cz tablet 10s,tablet,cz,2 cz 10s,2 cz tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,cz pex 10 tablet 10s,2.0,,,2.0,,,0,10s,NEUROPEX PHARMACEUTICAL,,,100.0,3,0.5773502691896258
22314,cz-pex 10 md tab 10s,,tablet,cz pex,cz pex 10 10s,1.0,cz,cz,cz,160816.0,cz 3 tablet 10s,tablet,cz,cz 3 10s,cz 3 tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,cz pex 10 tablet 10s,2.0,,,2.0,,,0,10s,NEUROPEX PHARMACEUTICAL,,,100.0,3,0.5773502691896258
22314,cz-pex 10 md tab 10s,,tablet,cz pex,cz pex 10 10s,1.0,cz,cz,cz,160819.0,cz plus tablet 10s,tablet,cz,cz plus 10s,cz plus tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,cz pex 10 tablet 10s,2.0,,,2.0,,,0,10s,NEUROPEX PHARMACEUTICAL,,,100.0,3,0.5773502691896258
