item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
15350,axbex syp 100ml,,syrup,axbex,axbex syrup 100,1,axbex,axbex,axbex,axbex,119283.0,axbex ns syrup 100ml,syrup,axbex,axbex ns syrup 100,axbex ns syrup 100ml ,0.8660254037844387,0.8660254037844387,0,axbex syrup 100ml ,0.0,ml ,ml ,100ml,OZONE,,,85.18,0,,,1,0.8660254037844387
15356,nupatch 200mg 1patch,,others,nupatch,nupatch 200 1patch,0,nupatch,nupatch,nupatch,nupatch,377110.0,nupatch 200mg patch 1s,others,nupatch,nupatch 200 patch 1s,nupatch 200mg patch 1s ,0.5773502691896258,0.5773502691896258,0,nupatch 200mg 1patch ,0.0,mg ,mg ,1patch,ZYDUS CADILA HEALTHCARE LTD,,,142.15,0,,,1,0.5773502691896258
15422,ryzodeg 100iu/ml flextouch 3ml penfill,,others,ryzodeg,ryzodeg 100 flextouch 3 penfill,0,ryzodeg,ryzodeg,ryzodeg,ryzodeg,295224.0,ryzodeg 100iu/ml penfill 3ml,others,ryzodeg,ryzodeg 100 penfill 3,ryzodeg 100iu/ml penfill 3ml ,0.8944271909999159,0.8944271909999159,0,ryzodeg 100ml flextouch 3ml penfill ,1.0,ml ,iu/ml ,3ml penfill,NOVO NORDISK INDIA PVT LTD,,,1450.0,0,,,2,0.8944271909999159
15422,ryzodeg 100iu/ml flextouch 3ml penfill,,others,ryzodeg,ryzodeg 100 flextouch 3 penfill,0,ryzodeg,ryzodeg,ryzodeg,ryzodeg,361853.0,ryzodeg 100iu/ml flextouch 3ml,others,ryzodeg,ryzodeg 100 flextouch 3,ryzodeg 100iu/ml flextouch 3ml ,0.8944271909999159,0.8944271909999159,0,ryzodeg 100ml flextouch 3ml penfill ,1.0,ml ,iu/ml ,3ml penfill,NOVO NORDISK INDIA PVT LTD,,,1450.0,0,,,2,0.8944271909999159
15425,atorva  80mg 10s,,others,atorva,atorva 80 10s,0,atorva,atorva,atorva,atorva,117974.0,atorva 80 md tablet 10s,tablet,atorva,atorva 80 10s,atorva 80 tablet 10s ,0.8660254037844387,0.8660254037844387,0,atorva 80mg 10s ,2.0,mg ,,10s,ZYDUS CADILA HEALTHCARE LTD,,,405.32,1,,,2,1.0000000000000002
15425,atorva  80mg 10s,,others,atorva,atorva 80 10s,0,atorva,atorva,atorva,atorva,117975.0,atorva 80 tablet 10s,tablet,atorva,atorva 80 10s,atorva 80 tablet 10s ,0.8660254037844387,0.8660254037844387,0,atorva 80mg 10s ,2.0,mg ,,10s,ZYDUS CADILA HEALTHCARE LTD,,,405.32,1,,,2,1.0000000000000002
15747,emeset 4ml inq,,others,emeset,emeset 4 inq,0,emeset,emeset,emeset,emeset,361832.0,emeset 4 tablet 10s,tablet,emeset,emeset 4 10s,emeset 4 tablet 10s ,0.5773502691896258,0.5773502691896258,0,emeset 4ml inq ,2.0,ml ,,4ml,CIPLA LTD,,,29.06,1,,,3,0.6666666666666667
15747,emeset 4ml inq,,others,emeset,emeset 4 inq,0,emeset,emeset,emeset,emeset,363885.0,emeset 4 mg tablet md 10s,tablet,emeset,emeset 4 10s,emeset 4 mg tablet 10s ,0.5773502691896258,0.5773502691896258,0,emeset 4ml inq ,1.0,ml ,mg ,4ml,CIPLA LTD,,,29.06,1,,,3,0.6666666666666667
15747,emeset 4ml inq,,others,emeset,emeset 4 inq,0,emeset,emeset,emeset,emeset,378630.0,emeset 8mg injection 4ml,injection,emeset,emeset 8 injection 4,emeset 8mg injection 4ml ,0.5773502691896258,0.5773502691896258,0,emeset 4ml inq ,0.0,ml ,ml ,4ml,CIPLA LTD,,,29.06,1,,,3,0.5773502691896258
16165,paracip syp 30ml,,syrup,paracip,paracip syrup 30,1,paracip,paracip,paracip,paracip,271691.0,paracip syrup 60ml,syrup,paracip,paracip syrup 60,paracip syrup 60ml ,0.6666666666666667,0.6666666666666667,0,paracip syrup 30ml ,0.0,ml ,ml ,30ml,CIPLA GENRIC,,,22.38,0,,,1,0.6666666666666667
16200,odomos cream vit e.23gm,,others,odomos,odomos cream vit e.23,0,odomos,odomos,odomos,odomos,260048.0,odomos naturals cream 100gm,others,odomos,odomos naturals cream 100,odomos naturals cream 100gm ,0.4472135954999579,0.4472135954999579,0,odomos cream vit e.23gm ,0.0,gm ,gm ,23gm,OTHERS,,,28.0,0,,,3,0.4472135954999579
16200,odomos cream vit e.23gm,,others,odomos,odomos cream vit e.23,0,odomos,odomos,odomos,odomos,260050.0,odomos naturals cream 50gm,others,odomos,odomos naturals cream 50,odomos naturals cream 50gm ,0.4472135954999579,0.4472135954999579,0,odomos cream vit e.23gm ,0.0,gm ,gm ,23gm,OTHERS,,,28.0,0,,,3,0.4472135954999579
16200,odomos cream vit e.23gm,,others,odomos,odomos cream vit e.23,0,odomos,odomos,odomos,odomos,260051.0,odomos naturals cream 25gm,others,odomos,odomos naturals cream 25,odomos naturals cream 25gm ,0.4472135954999579,0.4472135954999579,0,odomos cream vit e.23gm ,0.0,gm ,gm ,23gm,OTHERS,,,28.0,0,,,3,0.4472135954999579
16263,enerzal powder lime 100gm,,others,enerzal,enerzal powder lime 100,0,enerzal,enerzal,enerzal,enerzal,363888.0,enerzal powder 100gm lime,others,enerzal,enerzal powder 100 lime,enerzal powder 100gm lime ,1.0,1.0,0,enerzal powder lime 100gm ,0.0,gm ,gm ,100gm,FDC LTD.,,,55.0,0,,,1,1.0
16630,cetrilak solution 0.2 100ml,,others,cetrilak,cetrilak solution 0.2 100,0,cetrilak,cetrilak,cetrilak,cetrilak,150461.0,cetrilak mild solution 100ml,others,cetrilak,cetrilak mild solution 100,cetrilak mild solution 100ml ,0.6708203932499369,0.6708203932499369,0,cetrilak solution 0.2 100ml ,0.0,ml ,ml ,100ml,INDIABULLS PHARMACEUTICALS,,,52.0,0,,,2,0.6708203932499369
16630,cetrilak solution 0.2 100ml,,others,cetrilak,cetrilak solution 0.2 100,0,cetrilak,cetrilak,cetrilak,cetrilak,384940.0,cetrilak c solution 100ml,others,cetrilak,cetrilak c solution 100,cetrilak c solution 100ml ,0.6708203932499369,0.6708203932499369,0,cetrilak solution 0.2 100ml ,0.0,ml ,ml ,100ml,INDIABULLS PHARMACEUTICALS,,,52.0,0,,,2,0.6708203932499369
16763,basalog 100iu/ml refill cartridge 5ml,,others,basalog,basalog 100 refill cartridge 5,0,basalog,basalog,basalog,basalog,123633.0,basalog 100iu/ml injection 5ml,injection,basalog,basalog 100 injection 5,basalog 100iu/ml injection 5ml ,0.6708203932499369,0.6708203932499369,0,basalog 100ml refill cartridge 5ml ,1.0,ml ,iu/ml ,5ml,BIOCON,,,783.14,1,,,1,0.6708203932499369
16830,anbid-250 mg 10s,,others,anbid,anbid 250 10s,0,anbid,anbid,anbid,anbid,112695.0,anbid 250 tablet 10s,tablet,anbid,anbid 250 10s,anbid 250 tablet 10s ,0.8660254037844387,0.8660254037844387,0,anbid 250mg 10s ,2.0,mg ,,10s,AN PHARMACEUTICALS,,,385.0,1,,,1,1.0000000000000002
16885,calodin 10ml eye drop,,others,calodin,calodin 10 eye drops,0,calodin,calodin,calodin,calodin,144353.0,calodin eye drop 10ml,others,calodin,calodin eye drops 10,calodin eye drops 10ml ,1.0,1.0,0,calodin 10ml eye drops ,0.0,ml ,ml ,10ml,SYNTHO,,,77.0,0,,,1,1.0
16935,mirbeg-50 mg 1s,,others,mirbeg,mirbeg 50 1s,0,mirbeg,mirbeg,mirbeg,mirbeg,242119.0,mirbeg 50 tablet er 10s,tablet,mirbeg,mirbeg 50 10s,mirbeg 50 tablet 10s ,0.5773502691896258,0.5773502691896258,0,mirbeg 50mg 1s ,2.0,mg ,,1s,IPCA LABORATORIES LTD,,,335.0,1,,,1,0.6666666666666667
16996,melaglow cream 30gm,,others,melaglow,melaglow cream 30,0,melaglow,melaglow,melaglow,melaglow,237963.0,melaglow new cream 30gm,others,melaglow,melaglow new cream 30,melaglow new cream 30gm ,0.8660254037844387,0.8660254037844387,0,melaglow cream 30gm ,0.0,gm ,gm ,30gm,ABBOTT HEALTH CARE,,,685.0,0,,,1,0.8660254037844387
17048,levacetam 1000mg 10s,,others,levacetam,levacetam 1000 10s,0,levacetam,levacetam,levacetam,levacetam,226610.0,levacetam 1000 tablet 10s,tablet,levacetam,levacetam 1000 10s,levacetam 1000 tablet 10s ,0.8660254037844387,0.8660254037844387,0,levacetam 1000mg 10s ,2.0,mg ,,10s,MICRO,,,298.0,1,,,2,1.0000000000000002
17048,levacetam 1000mg 10s,,others,levacetam,levacetam 1000 10s,0,levacetam,levacetam,levacetam,levacetam,226611.0,levacetam 1000mg tablet xr 10s,tablet,levacetam,levacetam 1000 10s,levacetam 1000mg tablet 10s ,0.8660254037844387,0.8660254037844387,0,levacetam 1000mg 10s ,0.0,mg ,mg ,10s,MICRO,,,298.0,1,,,2,1.0000000000000002
17053,novorapid flexpen 100iu/ml sol 1penfill,,others,novorapid,novorapid penfill 100 sol 1penfill,0,novorapid,novorapid,novorapid,novorapid,256680.0,novorapid 100iu/ml penfill 3ml,others,novorapid,novorapid 100 penfill 3,novorapid 100iu/ml penfill 3ml ,0.6708203932499369,0.6708203932499369,0,novorapid penfill 100ml sol 1penfill ,1.0,ml ,iu/ml ,1penfill,E-LILLY,,,1052.7,0,,,2,0.6708203932499369
17053,novorapid flexpen 100iu/ml sol 1penfill,,others,novorapid,novorapid penfill 100 sol 1penfill,0,novorapid,novorapid,novorapid,novorapid,256681.0,novorapid 100iu/ml penfill 5,others,novorapid,novorapid 100 penfill 5,novorapid 100iu/ml penfill 5 ,0.6708203932499369,0.6708203932499369,0,novorapid penfill 100ml sol 1penfill ,1.0,ml ,iu/ml ,1penfill,E-LILLY,,,1052.7,0,,,2,0.6708203932499369
17087,aquaviron inj 1ml-6amp 1s,,injection,aquaviron,aquaviron injection 1 6amp 1s,0,aquaviron,aquaviron,aquaviron,aquaviron,114441.0,aquaviron 25mg injection 1ml 1,injection,aquaviron,aquaviron 25 injection 1,aquaviron 25mg injection 1ml 1 ,0.6708203932499369,0.6708203932499369,0,aquaviron injection 1ml 6amp 1s ,0.0,ml ,ml ,1s,ABBOTT HEALTH CARE,,,176.81,0,,,1,0.6708203932499369
17501,mucaine gel mint 350ml,,others,mucaine,mucaine gel mint 350,0,mucaine,mucaine,mucaine,mucaine,245641.0,mucaine gel 350ml mint,others,mucaine,mucaine gel 350 mint,mucaine gel 350ml mint ,1.0,1.0,0,mucaine gel mint 350ml ,0.0,ml ,ml ,350ml,PFIZER,,,251.16,0,,,1,1.0
17581,psorid 100 capule 10c,,others,psorid,psorid 100 10c,0,psorid,psorid,psorid,psorid,282387.0,psorid 100 capsule 5s,capsule,psorid,psorid 100 5s,psorid 100 capsule 5s ,0.75,0.75,0,psorid 100 capsule 10c ,2.0,,,10c,BIOCON,,,597.36,1,,,2,0.6666666666666667
17581,psorid 100 capule 10c,,others,psorid,psorid 100 10c,0,psorid,psorid,psorid,psorid,282388.0,psorid 100 capsule 6s,capsule,psorid,psorid 100 6s,psorid 100 capsule 6s ,0.75,0.75,0,psorid 100 capsule 10c ,2.0,,,10c,BIOCON,,,597.36,1,,,2,0.6666666666666667
17719,himalaya soap refresh 75gm,,others,himalaya,himalaya soap refresh 75,0,himalaya,himalaya,himalaya,himalaya,364393.0,himalaya aactaril soap 75gm,others,himalaya,himalaya aactaril soap 75,himalaya aactaril soap 75gm ,0.75,0.75,0,himalaya soap refresh 75gm ,0.0,gm ,gm ,75gm,HIMALAYA COSMETIC,,,55.0,0,,,1,0.75
17856,hairshield 30ml (cp-comb+b4g2),,others,hairshield,hairshield 30 cp comb+b4g2,0,hairshield,hairshield,hairshield,hairshield,361893.0,hairshield anti lice cream wash 30ml,others,hairshield,hairshield anti lice cream wash 30,hairshield anti lice cream wash 30ml ,0.3651483716701107,0.3651483716701107,0,hairshield 30ml cp comb+b4g2 ,0.0,ml ,ml ,30ml,WINGS,,,49.0,0,,,1,0.3651483716701107
17905,mederma gel 10gm,,others,mederma,mederma gel 10,0,mederma,mederma,mederma,mederma,236578.0,mederma intense gel 10gm,others,mederma,mederma intense gel 10,mederma intense gel 10gm ,0.8660254037844387,0.8660254037844387,0,mederma gel 10gm ,0.0,gm ,gm ,10gm,WIN MEDICARE OTC,,,475.0,0,,,2,0.8660254037844387
17905,mederma gel 10gm,,others,mederma,mederma gel 10,0,mederma,mederma,mederma,mederma,236579.0,mederma scar gel 10gm,others,mederma,mederma scar gel 10,mederma scar gel 10gm ,0.8660254037844387,0.8660254037844387,0,mederma gel 10gm ,0.0,gm ,gm ,10gm,WIN MEDICARE OTC,,,475.0,0,,,2,0.8660254037844387
1913,meganeuron inj 500mcg 1ml,,injection,meganeuron,meganeuron injection 500 1,0,meganeuron,meganeuron,meganeuron,meganeuron,237675.0,meganeuron 500mcg injection 1ml,injection,meganeuron,meganeuron 500 injection 1,meganeuron 500mcg injection 1ml ,1.0,1.0,0,meganeuron injection 500mcg 1ml ,0.0,ml ,ml ,1ml,GENETICA,,,38.3,0,,,1,1.0
20601,elovera moist body wash 150ml,,others,elovera,elovera lotion body wash 150,0,elovera,elovera,elovera,elovera,185379.0,elovera body wash 150ml,others,elovera,elovera body wash 150,elovera body wash 150ml ,0.8944271909999159,0.8944271909999159,0,elovera lotion body wash 150ml ,0.0,ml ,ml ,150ml,Glenmark Pharmaceuticals Ltd,,,375.0,0,,,1,0.8944271909999159
20842,revolizer device 1s,,others,revolizer,revolizer device 1s,0,revolizer,revolizer,revolizer,revolizer,290378.0,revolizer device 1,others,revolizer,revolizer device 1,revolizer device 1 ,0.6666666666666667,0.6666666666666667,0,revolizer device 1s ,2.0,,,1s,CIPLA LTD,,,297.93,0,,,1,0.6666666666666667
20850,maxrich lotion 150ml,,others,maxrich,maxrich lotion 150,0,maxrich,maxrich,maxrich,maxrich,371586.0,maxrich intensive moisturizing lotion 150gm,others,maxrich,maxrich intensive moisturizing lotion 150,maxrich intensive moisturizing lotion 150gm ,0.7745966692414834,0.7745966692414834,0,maxrich lotion 150ml ,1.0,ml ,gm ,150ml,Glenmark Pharmaceuticals Ltd,,,425.0,0,,,2,0.7745966692414834
20850,maxrich lotion 150ml,,others,maxrich,maxrich lotion 150,0,maxrich,maxrich,maxrich,maxrich,378112.0,maxrich intensive moisturizing lotion 150ml,others,maxrich,maxrich intensive moisturizing lotion 150,maxrich intensive moisturizing lotion 150ml ,0.7745966692414834,0.7745966692414834,0,maxrich lotion 150ml ,0.0,ml ,ml ,150ml,Glenmark Pharmaceuticals Ltd,,,425.0,0,,,2,0.7745966692414834
20855,kera xl serium 30ml,,others,kera,kera serm 30,0,kera,kera,kera,kera,220744.0,kera xl hair growth serum 30ml,others,kera,kera hair growth serum 30,kera hair growth serum 30ml ,0.5163977794943222,0.5163977794943222,0,kera serium 30ml ,0.0,ml ,ml ,30ml,IPCA LABORATORIES LTD,,,750.0,0,,,1,0.5163977794943222
20895,ochek capule 10c,,others,ochek,ochek 10c,0,ochek,ochek,ochek,ochek,259577.0,ochek capsule 10s,capsule,ochek,ochek 10s,ochek capsule 10s ,0.6666666666666667,0.6666666666666667,0,ochek capsule 10c ,2.0,,,10c,LA RENON HEALTHCARE,,,159.0,1,,,1,0.4999999999999999
21109,retinox capule 30c,,others,retinox,retinox 30c,0,retinox,retinox,retinox,retinox,290157.0,retinox capsule 30s,capsule,retinox,retinox 30s,retinox capsule 30s ,0.6666666666666667,0.6666666666666667,0,retinox capsule 30c ,2.0,,,30c,AJANTA PHARMA LTD,,,196.33,1,,,2,0.4999999999999999
21109,retinox capule 30c,,others,retinox,retinox 30c,0,retinox,retinox,retinox,retinox,290158.0,retinox capsule 10s,capsule,retinox,retinox 10s,retinox capsule 10s ,0.6666666666666667,0.6666666666666667,0,retinox capsule 30c ,2.0,,,30c,AJANTA PHARMA LTD,,,196.33,1,,,2,0.4999999999999999
21367,castor oil 50ml,,others,castor,castor oil 50,0,castor,castor,castor,castor,380844.0,castor oil 100ml,others,castor,castor oil 100,castor oil 100ml ,0.6666666666666667,0.6666666666666667,0,castor oil 50ml ,0.0,ml ,ml ,50ml,AGGARWAL SURGICALS,,,74.0,0,,,3,0.6666666666666667
21367,castor oil 50ml,,others,castor,castor oil 50,0,castor,castor,castor,castor,381290.0,castor oil 200ml,others,castor,castor oil 200,castor oil 200ml ,0.6666666666666667,0.6666666666666667,0,castor oil 50ml ,0.0,ml ,ml ,50ml,AGGARWAL SURGICALS,,,74.0,0,,,3,0.6666666666666667
21367,castor oil 50ml,,others,castor,castor oil 50,0,castor,castor,castor,castor,381311.0,castor oil 60ml,others,castor,castor oil 60,castor oil 60ml ,0.6666666666666667,0.6666666666666667,0,castor oil 50ml ,0.0,ml ,ml ,50ml,AGGARWAL SURGICALS,,,74.0,0,,,3,0.6666666666666667
21370,veet cream 30gm,,others,veet,veet cream 30,0,veet,veet,veet,veet,378475.0,veet hair removal cream dry skin 30gm,others,veet,veet hair removal cream dry skin 30,veet hair removal cream dry skin 30gm ,0.6546536707079772,0.6546536707079772,0,veet cream 30gm ,0.0,gm ,gm ,30gm,RECKIT BENCKISER INDIA PVT LTD,,,75.0,0,,,2,0.6546536707079772
21370,veet cream 30gm,,others,veet,veet cream 30,0,veet,veet,veet,veet,380113.0,veet pure hair removal cream sensitive skin 30gm,others,veet,veet pure hair removal cream sensitive skin 30,veet pure hair removal cream sensitive skin 30gm ,0.6123724356957945,0.6546536707079772,0,veet cream 30gm ,0.0,gm ,gm ,30gm,RECKIT BENCKISER INDIA PVT LTD,,,75.0,0,,,2,0.6123724356957945
22,pedicloryl syrup 30ml,,syrup,pedicloryl,pedicloryl syrup 30,1,pedicloryl,pedicloryl,pedicloryl,pedicloryl,273665.0,pedicloryl oral solution 30ml,others,pedicloryl,pedicloryl oral solution 30,pedicloryl oral solution 30ml ,0.5773502691896258,0.5773502691896258,0,pedicloryl syrup 30ml ,0.0,ml ,ml ,30ml,J.B.CHEMICALS & PHARMACEUTICAL,,,120.25,1,,,1,0.5773502691896258
22274,tresiba 100iu/ml penfill 3ml,,others,tresiba,tresiba 100 penfill 3,0,tresiba,tresiba,tresiba,tresiba,329174.0,tresiba 100 units/ml penfill 3ml,others,tresiba,tresiba 100 units/ penfill 3,tresiba 100 units/ml penfill 3ml ,0.8944271909999159,0.8944271909999159,0,tresiba 100ml penfill 3ml ,0.0,ml ,ml ,3ml,ALCON,,,7200.0,0,,,1,0.8944271909999159
22569,face mask acrux 3 ply melt blo 1s,,others,face,face mask acrux 3 ply melt blo 1s,0,face,face,face,face,191542.0,face tablet 10s,tablet,face,face 10s,face tablet 10s ,0.20412414523193148,0.20412414523193148,0,face mask acrux 3 ply melt blo 1s ,2.0,,,1s,AC SURGICALS LTD,,,10.0,1,,,1,0.24999999999999994
22590,vicks drop 1180+120 jar,,others,vicks,vicks drops 1180+120 jar,0,vicks,vicks,vicks,vicks,337743.0,vicks cough drops 120,others,vicks,vicks cough drops 120,vicks cough drops 120 ,0.6708203932499369,0.6708203932499369,0,vicks drops 1180+120 jar ,2.0,,,jar,PROCTER AND GAMBLE,,,1180.0,0,,,1,0.6708203932499369
23338,microgest 200mg 10c,,others,microgest,microgest 200 10c,0,microgest,microgest,microgest,microgest,240784.0,microgest 200mg capsule 10s,capsule,microgest,microgest 200 10s,microgest 200mg capsule 10s ,0.5773502691896258,0.5773502691896258,0,microgest 200mg 10c ,0.0,mg ,mg ,10c,WATER BUSHNELL,,,415.09,1,,,3,0.6666666666666667
23338,microgest 200mg 10c,,others,microgest,microgest 200 10c,0,microgest,microgest,microgest,microgest,240785.0,microgest 200mg injection 4ml,injection,microgest,microgest 200 injection 4,microgest 200mg injection 4ml ,0.5773502691896258,0.5773502691896258,0,microgest 200mg 10c ,1.0,mg ,ml ,10c,WATER BUSHNELL,,,415.09,1,,,3,0.5773502691896258
