item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine,quantity_x,quantity_y,quantity_flag,strength_flag,strength_x,strength_y
20601,elovera moist body wash 150ml,,others,elovera,elovera lotion body wash 150,0.0,elovera,elovera,elovera,elovera,185379.0,elovera body wash 150ml,others,elovera,elovera body wash 150,elovera body wash 150ml ,0.8944271909999159,0.8944271909999159,0.0,elovera lotion body wash 150ml ,0.0,ml ,ml ,150ml,Glenmark Pharmaceuticals Ltd,,,375.0,0.0,,,1,0.8944271909999159,,,,,,
20842,revolizer device 1s,,others,revolizer,revolizer device 1s,0.0,revolizer,revolizer,revolizer,revolizer,290378.0,revolizer device 1,others,revolizer,revolizer device 1,revolizer device 1 ,0.6666666666666667,0.6666666666666667,0.0,revolizer device 1s ,2.0,,,1s,CIPLA LTD,,,297.93,0.0,,,1,0.6666666666666667,,,,,,
20855,kera xl serium 30ml,,others,kera,kera serm 30,0.0,kera,kera,kera,kera,220744.0,kera xl hair growth serum 30ml,others,kera,kera hair growth serum 30,kera hair growth serum 30ml ,0.5163977794943222,0.5163977794943222,0.0,kera serium 30ml ,0.0,ml ,ml ,30ml,IPCA LABORATORIES LTD,,,750.0,0.0,,,1,0.5163977794943222,,,,,,
20895,ochek capule 10c,,others,ochek,ochek 10c,0.0,ochek,ochek,ochek,ochek,259577.0,ochek capsule 10s,capsule,ochek,ochek 10s,ochek capsule 10s ,0.6666666666666667,0.6666666666666667,0.0,ochek capsule 10c ,2.0,,,10c,LA RENON HEALTHCARE,,,159.0,1.0,,,1,0.4999999999999999,,,,,,
22,pedicloryl syrup 30ml,,syrup,pedicloryl,pedicloryl syrup 30,1.0,pedicloryl,pedicloryl,pedicloryl,pedicloryl,273665.0,pedicloryl oral solution 30ml,others,pedicloryl,pedicloryl oral solution 30,pedicloryl oral solution 30ml ,0.5773502691896258,0.5773502691896258,0.0,pedicloryl syrup 30ml ,0.0,ml ,ml ,30ml,J.B.CHEMICALS & PHARMACEUTICAL,,,120.25,1.0,,,1,0.5773502691896258,,,,,,
22274,tresiba 100iu/ml penfill 3ml,,others,tresiba,tresiba 100 penfill 3,0.0,tresiba,tresiba,tresiba,tresiba,329174.0,tresiba 100 units/ml penfill 3ml,others,tresiba,tresiba 100 units/ penfill 3,tresiba 100 units/ml penfill 3ml ,0.8944271909999159,0.8944271909999159,0.0,tresiba 100ml penfill 3ml ,0.0,ml ,ml ,3ml,ALCON,,,7200.0,0.0,,,1,0.8944271909999159,,,,,,
22569,face mask acrux 3 ply melt blo 1s,,others,face,face mask acrux 3 ply melt blo 1s,0.0,face,face,face,face,191542.0,face tablet 10s,tablet,face,face 10s,face tablet 10s ,0.20412414523193148,0.20412414523193148,0.0,face mask acrux 3 ply melt blo 1s ,2.0,,,1s,AC SURGICALS LTD,,,10.0,1.0,,,1,0.24999999999999994,,,,,,
22590,vicks drop 1180+120 jar,,others,vicks,vicks drops 1180+120 jar,0.0,vicks,vicks,vicks,vicks,337743.0,vicks cough drops 120,others,vicks,vicks cough drops 120,vicks cough drops 120 ,0.6708203932499369,0.6708203932499369,0.0,vicks drops 1180+120 jar ,2.0,,,jar,PROCTER AND GAMBLE,,,1180.0,0.0,,,1,0.6708203932499369,,,,,,
23483,nosmok 2 mg 3s,,others,nosmok,nosmok 2 3s,0.0,nosmok,nosmok,nosmok,nosmok,381019.0,nosmok 4mg lozenges mint,others,nosmok,nosmok 4 lozenges mint,nosmok 4mg lozenges mint ,0.2886751345948129,0.2886751345948129,0.0,nosmok 2mg 3s ,0.0,mg ,mg ,3s,J.B.CHEMICALS & PHARMACEUTICAL,,,96.0,0.0,,,1,0.2886751345948129,,,,,,
23505,onoff 200mg 10s,,others,onoff,onoff 200 10s,0.0,onoff,onoff,onoff,onoff,264681.0,onoff 200mg tablet 10s,tablet,onoff,onoff 200 10s,onoff 200mg tablet 10s ,0.8660254037844387,0.8660254037844387,0.0,onoff 200mg 10s ,0.0,mg ,mg ,10s,RANABXY GENRIC,,,75.0,1.0,,,1,1.0000000000000002,,,,,,
23629,nutalact solution 200ml,,others,nutalact,nutalact solution 200,0.0,nutalact,nutalact,nutalact,nutalact,257961.0,nutalact syrup 200ml,syrup,nutalact,nutalact syrup 200,nutalact syrup 200ml ,0.6666666666666667,0.6666666666666667,0.0,nutalact solution 200ml ,0.0,ml ,ml ,200ml,RONYD HEALTHCARE PVT LTD,,,219.0,1.0,,,1,0.6666666666666667,,,,,,
24094,systane gel eye drop 10ml,,others,systane,systane gel eye drops 10,0.0,systane,systane,systane,systane,374873.0,systane gel drop lubricant eye gel 10ml,others,systane,systane gel drops lubricant eye 10,systane gel drops lubricant eye gel 10ml ,0.9128709291752768,0.9128709291752768,0.0,systane gel eye drops 10ml ,0.0,ml ,ml ,10ml,ALCON,,,522.0,0.0,,,1,0.9128709291752768,,,,,,
24208,calpep sachet sf 10.2gm,,others,calpep,calpep sachet sf 10.2,0.0,calpep,calpep,calpep,calpep,144411.0,calpep sachet 10gm,others,calpep,calpep sachet 10,calpep sachet 10gm ,0.7745966692414834,0.7745966692414834,0.0,calpep sachet sf 10.2gm ,0.0,gm ,gm ,10.2gm,ADONIS PHYTOCEUTICALS PVT. LTD,,,85.0,0.0,,,1,0.7745966692414834,,,,,,
24599,nadisoft gel 15gm,,others,nadisoft,nadisoft gel 15,0.0,nadisoft,nadisoft,nadisoft,nadisoft,372197.0,nadisoft 1% cream 15gm,others,nadisoft,nadisoft 1% cream 15,nadisoft 1% cream 15gm ,0.5773502691896258,0.5773502691896258,0.0,nadisoft gel 15gm ,0.0,gm ,gm ,15gm,SANSTUTI PHARMACEUTICALS,,,195.0,0.0,,,1,0.5773502691896258,,,,,,
24610,isot-20cap 10c,,others,isot,isot 20cap 10c,0.0,isot,isot,isot,isot,370609.0,isot 20 capsule 10s,capsule,isot,isot 20 10s,isot 20 capsule 10s ,0.2886751345948129,0.2886751345948129,0.0,isot 20cap 10c ,2.0,,,10c,SANSTUTI PHARMACEUTICALS,,,240.0,1.0,,,1,0.33333333333333337,,,,,,
24617,fucisoft cream 10gm,,others,fucisoft,fucisoft cream 10,0.0,fucisoft,fucisoft,fucisoft,fucisoft,369758.0,fucisoft 2% cream 10gm,others,fucisoft,fucisoft 2% cream 10,fucisoft 2% cream 10gm ,0.8660254037844387,0.8660254037844387,0.0,fucisoft cream 10gm ,0.0,gm ,gm ,10gm,SANSTUTI PHARMACEUTICALS,,,120.0,0.0,,,1,0.8660254037844387,,,,,,
24620,tacmate lotion 15ml,,others,tacmate,tacmate lotion 15,0.0,tacmate,tacmate,tacmate,tacmate,374891.0,tacmate 0.1% lotion 15ml,others,tacmate,tacmate 0.1% lotion 15,tacmate 0.1% lotion 15ml ,0.7745966692414834,0.7745966692414834,0.0,tacmate lotion 15ml ,0.0,ml ,ml ,15ml,SANSTUTI PHARMACEUTICALS,,,450.0,0.0,,,1,0.7745966692414834,,,,,,
24647,tretwin 15gm,,others,tretwin,tretwin 15,0.0,tretwin,tretwin,tretwin,tretwin,329223.0,tretwin cream 20gm,others,tretwin,tretwin cream 20,tretwin cream 20gm ,0.40824829046386296,0.40824829046386296,0.0,tretwin 15gm ,0.0,gm ,gm ,15gm,SANSTUTI PHARMACEUTICALS,,,125.0,0.0,,,1,0.40824829046386296,,,,,,
24795,voxiclav 625mg 10s,,others,voxiclav,voxiclav 625 10s,0.0,voxiclav,voxiclav,voxiclav,voxiclav,376148.0,voxiclav tablet 6s,tablet,voxiclav,voxiclav 6s,voxiclav tablet 6s ,0.33333333333333337,0.33333333333333337,0.0,voxiclav 625mg 10s ,2.0,mg ,,10s,Voiceover Pharmaceuticals,,,223.0,1.0,,,1,0.40824829046386296,,,,,,
24887,dvpex 100tab 10s,,others,dvpex,dvpex 100tab 10s,0.0,dvpex,dvpex,dvpex,dvpex,368966.0,dvpex 50 tablet er 10s,tablet,dvpex,dvpex 50 10s,dvpex 50 tablet 10s ,0.5773502691896258,0.5773502691896258,0.0,dvpex 100tab 10s ,2.0,,,10s,NEUROPEX PHARMACEUTICAL,,,240.0,1.0,,,1,0.6666666666666667,,,,,,
25005,dajio 10mg,,others,dajio,dajio 10,0.0,dajio,dajio,dajio,dajio,368371.0,dajio 10 tablet 15s,tablet,dajio,dajio 10 15s,dajio 10 tablet 15s ,0.7071067811865475,0.7071067811865475,0.0,dajio 10mg ,2.0,mg ,,10mg,MICRO,,,193.0,1.0,,,1,0.8164965809277259,,,,,,
25006,dajio 5mg,,others,dajio,dajio 5,0.0,dajio,dajio,dajio,dajio,377232.0,dajio 5mg tablet 10s,tablet,dajio,dajio 5 10s,dajio 5mg tablet 10s ,0.7071067811865475,0.7071067811865475,0.0,dajio 5mg ,0.0,mg ,mg ,5mg,MICRO,,,98.0,1.0,,,1,0.8164965809277259,,,,,,
25145,xoclave syp 30ml,,syrup,xoclave,xoclave syrup 30,1.0,xoclave,xoclave,xoclave,xoclave,344428.0,xoclave dry syrup 30ml,syrup,xoclave,xoclave dry syrup 30,xoclave dry syrup 30ml ,0.8660254037844387,0.8660254037844387,0.0,xoclave syrup 30ml ,0.0,ml ,ml ,30ml,CORONA REMIDIES PVT.LTD,,,67.2,0.0,,,1,0.8660254037844387,,,,,,
25196,matigesic gel 30gm,,others,matigesic,matigesic gel 30,0.0,matigesic,matigesic,matigesic,matigesic,377736.0,matigesic pain relief oil 60ml,others,matigesic,matigesic pain relief oil 60,matigesic pain relief oil 60ml ,0.2581988897471611,0.2581988897471611,0.0,matigesic gel 30gm ,1.0,gm ,ml ,30gm,ASARVA LIFESCIENCES,,,96.0,0.0,,,1,0.2581988897471611,,,,,,
25265,hyloget sachets 10s,,others,hyloget,hyloget sachets 10s,0.0,hyloget,hyloget,hyloget,hyloget,370414.0,hyloget sachet (12.5gm each) 10,others,hyloget,hyloget sachet 12.5 each 10,hyloget sachet 12.5gm each 10 ,0.2357022603955159,0.2357022603955159,0.0,hyloget sachets 10s ,2.0,,gm ,10s,DRIGHYAM PHARMACEUTICALS,,,120.0,0.0,,,1,0.2357022603955159,,,,,,
25279,monurol sachet 8 gm 3g,,others,monurol,monurol sachet 8 3g,0.0,monurol,monurol,monurol,monurol,243885.0,monurol sachet 3gm,others,monurol,monurol sachet 3,monurol sachet 3gm ,0.5773502691896258,0.5773502691896258,0.0,monurol sachet 8gm 3g ,0.0,gm ,gm ,3g,MODI & MUNDI,,,503.0,0.0,,,1,0.5773502691896258,,,,,,
25410,novonorm 2 mg 30 30s,,others,novonorm,novonorm 2 30 30s,0.0,novonorm,novonorm,novonorm,novonorm,256670.0,novonorm 2mg tablet 30s,tablet,novonorm,novonorm 2 30s,novonorm 2mg tablet 30s ,0.75,0.75,0.0,novonorm 2mg 30 30s ,0.0,mg ,mg ,30s,NOVO NORDISK INDIA PVT LTD,,,330.0,1.0,,,1,0.8660254037844387,,,,,,
25455,flucold drop  15ml,,others,flucold,flucold drops 15,0.0,flucold,flucold,flucold,flucold,196001.0,flucold oral drops 15ml,others,flucold,flucold oral drops 15,flucold oral drops 15ml ,0.8660254037844387,0.8660254037844387,0.0,flucold drops 15ml ,0.0,ml ,ml ,15ml,WALLACE PHARMA,,,52.9,0.0,,,1,0.8660254037844387,,,,,,
25579,no soap lotion  125ml,,others,no,no soap lotion 125,0.0,no,no,no,no,255139.0,no scars soap 150gm,others,no,no scars soap 150,no scars soap 150gm ,0.5,0.5,0.0,no soap lotion 125ml ,1.0,ml ,gm ,125ml,PERCOS INDIA PVT LTD,,,320.0,0.0,,,1,0.5,,,,,,
25708,kulfi susp 200ml,,others,kulfi,kulfi 200,0.0,kulfi,kulfi,kulfi,kulfi,377746.0,kulfi syrup 200ml,syrup,kulfi,kulfi 200,kulfi syrup 200ml ,0.6666666666666667,0.6666666666666667,0.0,kulfi suspension 200ml ,0.0,ml ,ml ,200ml,OBSURGE,,,240.0,1.0,,,1,0.9999999999999998,,,,,,
26053,ondicure drop 30ml,,others,ondicure,ondicure drops 30,0.0,ondicure,ondicure,ondicure,ondicure,264251.0,ondicure syrup 30ml,syrup,ondicure,ondicure syrup 30,ondicure syrup 30ml ,0.6666666666666667,0.6666666666666667,0.0,ondicure drops 30ml ,0.0,ml ,ml ,30ml,GRANDCURE HEALTHCARE PVT LTD,,,38.3,1.0,,,1,0.6666666666666667,,,,,,
26314,candidox cream 50gm,,others,candidox,candidox cream 50,0.0,candidox,candidox,candidox,candidox,367596.0,candidox 1% cream 50gm,others,candidox,candidox 1% cream 50,candidox 1% cream 50gm ,0.8660254037844387,0.8660254037844387,0.0,candidox cream 50gm ,0.0,gm ,gm ,50gm,Glenmark Pharmaceuticals Ltd,,,323.0,0.0,,,1,0.8660254037844387,,,,,,
27331,superspas syp  200ml,,syrup,superspas,superspas syrup 200,1.0,superspas,superspas,superspas,superspas,374820.0,superspas oral gel orange sugar free 200ml,others,superspas,superspas dental gel orange sf 200,superspas dental gel orange sf 200ml ,0.4714045207910317,0.4714045207910317,0.0,superspas syrup 200ml ,0.0,ml ,ml ,200ml,SEAGULL LABORATORIES PVT LTD,,,101.0,1.0,,,1,0.4714045207910317,,,,,,
27473,fixderma strallium stretch mark cream 75gm,,others,fixderma,fixderma strallm stretch mark cream 75,0.0,fixderma,fixderma,fixderma,fixderma,194783.0,fixderma strallium stretch mark cream 75gm,others,fixderma,fixderma strallium stretch mark cream 75,fixderma strallium stretch mark cream 75gm ,0.8333333333333335,0.8333333333333335,0.0,fixderma strallium stretch mark cream 75gm ,0.0,gm ,gm ,75gm,FIXDERMA INDIA PVT LTD,,,425.0,0.0,,,1,0.8333333333333335,,,,,,
27579,sporidex drop redimix  10ml,,others,sporidex,sporidex drops redimix 10,0.0,sporidex,sporidex,sporidex,sporidex,316173.0,sporidex redimix 100mg drop 10ml,others,sporidex,sporidex redimix 100 drops 10,sporidex redimix 100mg drops 10ml ,0.8944271909999159,0.8944271909999159,0.0,sporidex drops redimix 10ml ,0.0,ml ,ml ,10ml,RANBAXY,,,105.0,0.0,,,1,0.8944271909999159,,,,,,
27691,tazar inj 4.5 gm 1vial,,injection,tazar,tazar injection 4.5 1vial,0.0,tazar,tazar,tazar,tazar,322232.0,tazar 4.5g injection 4.5gm,injection,tazar,tazar 4.5g injection 4.5,tazar 4.5g injection 4.5gm ,0.7905694150420948,0.7905694150420948,0.0,tazar injection 4.5gm 1vial ,0.0,gm ,gm ,1vial,LUPIN LTD,,,280.73,0.0,,,1,0.7905694150420948,,,,,,
28025,just tears liquigel 10ml,,others,just,just tears liquigel 10,0.0,just,just,just,just,219080.0,just tears 1% liquigel eye drop 10ml,others,just,just tears 1% liquigel eye drops 10,just tears 1% liquigel eye drops 10ml ,0.7559289460184544,0.7559289460184544,0.0,just tears liquigel 10ml ,0.0,ml ,ml ,10ml,SUNWAYS INDIA PVT LTD,,,146.28,0.0,,,1,0.7559289460184544,,,,,,
28781,picrogard powder 400gm,,others,picrogard,picrogard powder 400,0.0,picrogard,picrogard,picrogard,picrogard,275874.0,picrogard powder 400gm vanilla,others,picrogard,picrogard powder 400 vanilla,picrogard powder 400gm vanilla ,0.8660254037844387,0.8660254037844387,0.0,picrogard powder 400gm ,0.0,gm ,gm ,400gm,V R MED HEALTHCARE,,,899.0,0.0,,,1,0.8660254037844387,,,,,,
28922,amrovit syp 200ml,,syrup,amrovit,amrovit syrup 200,1.0,amrovit,amrovit,amrovit,amrovit,112156.0,amrovit capsule 10s,capsule,amrovit,amrovit 10s,amrovit capsule 10s ,0.33333333333333337,0.33333333333333337,0.0,amrovit syrup 200ml ,2.0,ml ,,200ml,EAST AFRICAN,,,0.0,1.0,,,1,0.40824829046386296,,,,,,
28938,aloriv soap 75gm,,others,aloriv,aloriv soap 75,0.0,aloriv,aloriv,aloriv,aloriv,366489.0,aloriv 100mg tablet 10s,tablet,aloriv,aloriv 100 10s,aloriv 100mg tablet 10s ,0.2886751345948129,0.2886751345948129,0.0,aloriv soap 75gm ,1.0,gm ,mg ,75gm,EAST AFRICAN,,,0.0,1.0,,,1,0.33333333333333337,,,,,,
29399,pneumosil 0.5ml vial,,others,pneumosil,pneumosil 0.5 vial,0.0,pneumosil,pneumosil,pneumosil,pneumosil,373346.0,pneumosil vaccine 0.5ml,others,pneumosil,pneumosil vaccine 0.5,pneumosil vaccine 0.5ml ,0.75,0.75,0.0,pneumosil 0.5ml vial ,0.0,ml ,ml ,0.5ml,SERUM INSTITUTE OF INDIA LTD,,,2280.0,0.0,,,1,0.75,,,,,,
29632,sunstop aquagel 60gm,,others,sunstop,sunstop aquagel 60,0.0,sunstop,sunstop,sunstop,sunstop,319122.0,sunstop aquagel spf 30 60gm,others,sunstop,sunstop aquagel spf 30 60,sunstop aquagel spf 30 60gm ,0.7745966692414834,0.7745966692414834,0.0,sunstop aquagel 60gm ,0.0,gm ,gm ,60gm,AJANTA PHARMA LTD,,,445.0,0.0,,,1,0.7745966692414834,,,,,,
29638,neko soap 100gm,,others,neko,neko soap 100,0.0,neko,neko,neko,neko,250372.0,neko bouquet soap 100gm,others,neko,neko bouquet soap 100,neko bouquet soap 100gm ,0.8660254037844387,0.8660254037844387,0.0,neko soap 100gm ,0.0,gm ,gm ,100gm,PIRAMAL,,,70.0,0.0,,,1,0.8660254037844387,,,,,,
