item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,salt_flag,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
14388,freedase 30 tab 10s,,tablet,freedase,freedase 30 10s,1.0,freedase,freedase,freedase,197931.0,freedase 30 tablet 21s,tablet,freedase,freedase 30 21s,freedase 30 tablet 21s,0.6666666666666667,0.6666666666666667,10,21,1.0,freedase 30 tablet 10s,2.0,,,2.0,,,0,10s,SUN PHARMA 2,,,520.0,1,0.6666666666666667
14400,xarelto 15 tab 28s,,tablet,xarelto,xarelto 15 28s,1.0,xarelto,xarelto,xarelto,343850.0,xarelto 15mg tablet fc 28s,tablet,xarelto,xarelto 15 fc 28s,xarelto 15mg tablet fc 28s,0.8660254037844387,0.8660254037844387,28,28,0.0,xarelto 15 tablet 28s,2.0,,mg ,2.0,,15,0,28s,Bayer Pharmaceuticals Pvt Ltd,,,2030.0,1,0.8660254037844387
16660,omnitan tab 15s,,tablet,omnitan,omnitan 15s,1.0,omnitan,omnitan,omnitan,263673.0,omnitan 25 tablet 15s,tablet,omnitan,omnitan 25 15s,omnitan 25 tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,omnitan tablet 15s,2.0,,,2.0,,,0,15s,MACLEODS,,,105.5,3,0.8164965809277259
16660,omnitan tab 15s,,tablet,omnitan,omnitan 15s,1.0,omnitan,omnitan,omnitan,263674.0,omnitan 50 tablet 15s,tablet,omnitan,omnitan 50 15s,omnitan 50 tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,omnitan tablet 15s,2.0,,,2.0,,,0,15s,MACLEODS,,,105.5,3,0.8164965809277259
16660,omnitan tab 15s,,tablet,omnitan,omnitan 15s,1.0,omnitan,omnitan,omnitan,263675.0,omnitan h tablet 15s,tablet,omnitan,omnitan h 15s,omnitan h tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,omnitan tablet 15s,2.0,,,2.0,,,0,15s,MACLEODS,,,105.5,3,0.8164965809277259
16906,digene tab assorted flavour 15s,,tablet,digene,digene assorted flavour 15s,1.0,digene,digene,digene,376908.0,digene assorted tablet 15s,tablet,digene,digene assorted 15s,digene assorted tablet 15s,0.8660254037844387,0.8660254037844387,15,15,0.0,digene tablet assorted flavour 15s,2.0,,,2.0,,,0,15s,ABBOTT INDIA LIMITED,,,21.95,1,0.8660254037844387
17381,gb 29 sr tab 10s,,tablet,gb,gb 29 10s,1.0,gb,gb,gb,200192.0,gb 29 plus tablet 10s,tablet,gb,gb 29 plus 10s,gb 29 plus tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,gb 29 tablet 10s,2.0,,,2.0,,,0,10s,CORONA REMIDIES PVT.LTD,,,175.65,2,0.8660254037844387
17381,gb 29 sr tab 10s,,tablet,gb,gb 29 10s,1.0,gb,gb,gb,200193.0,gb 29 total tablet 10s,tablet,gb,gb 29 total 10s,gb 29 total tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,gb 29 tablet 10s,2.0,,,2.0,,,0,10s,CORONA REMIDIES PVT.LTD,,,175.65,2,0.8660254037844387
17987,sertima 50 tab 15s,,tablet,sertima,sertima 50 15s,1.0,sertima,sertima,sertima,310747.0,sertima 50 tablet 10s,tablet,sertima,sertima 50 10s,sertima 50 tablet 10s,0.6666666666666667,0.6666666666666667,15,10,1.0,sertima 50 tablet 15s,2.0,,,2.0,,,0,15s,INTAS PHARMACEUTICALS,,,105.0,1,0.6666666666666667
18137,sedogest 300mg tablet  10 1s,,tablet,sedogest,sedogest 300 10 1s,1.0,sedogest,sedogest,sedogest,309420.0,sedogest 300mg tablet 10s,tablet,sedogest,sedogest 300 10s,sedogest 300mg tablet 10s,0.5773502691896258,0.5773502691896258,1,10,1.0,sedogest 300mg tablet 10 1s,0.0,mg ,mg ,0.0,300,300,0,1s,LA RENON HEALTHCARE,,,353.0,1,0.5773502691896258
18266,richar cr 75mg tab 1s,,tablet,richar,richar 75 1s,1.0,richar,richar,richar,291071.0,richar cr 75mg tablet 10s,tablet,richar,richar 75 10s,richar 75mg tablet 10s,0.6666666666666667,0.6666666666666667,1,10,1.0,richar 75mg tablet 1s,0.0,mg ,mg ,0.0,75,75,0,1s,ALEMBIC PHARMACEUTICALS LTD,,,180.1,1,0.6666666666666667
18302,vehycal xt tab 10s,,tablet,vehycal,vehycal 10s,1.0,vehycal,vehycal,vehycal,252235.0,new vehycal tablet 10s,tablet,vehycal,new vehycal 10s,new vehycal tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,vehycal tablet 10s,2.0,,,2.0,,,0,10s,ALEMBIC PHARMACEUTICALS LTD,,,299.0,3,0.8164965809277259
18302,vehycal xt tab 10s,,tablet,vehycal,vehycal 10s,1.0,vehycal,vehycal,vehycal,336523.0,vehycal tablet 10s mint,tablet,vehycal,vehycal 10s mint,vehycal tablet 10s mint,0.8164965809277259,0.8164965809277259,10,10,0.0,vehycal tablet 10s,2.0,,,2.0,,,0,10s,ALEMBIC PHARMACEUTICALS LTD,,,299.0,3,0.8164965809277259
18302,vehycal xt tab 10s,,tablet,vehycal,vehycal 10s,1.0,vehycal,vehycal,vehycal,336524.0,vehycal c tablet 10s,tablet,vehycal,vehycal c 10s,vehycal c tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,vehycal tablet 10s,2.0,,,2.0,,,0,10s,ALEMBIC PHARMACEUTICALS LTD,,,299.0,3,0.8164965809277259
194,libotryp 5mg/12.5mg tab 30s,,tablet,libotryp,libotryp 5/12.5 30s,1.0,libotryp,libotryp,libotryp,227869.0,libotryp 12.5 mg/5 mg tablet 30s,tablet,libotryp,libotryp 12.5/5 30s,libotryp 12.5mg/5mg tablet 30s,0.9999999999999999,0.9999999999999999,30,30,0.0,libotryp 5mg/12.5mg tablet 30s,0.0,mg ,mg ,1.0,5,12.5,0,30s,DR. REDDY LABORATORIES LTD,,,130.5,1,0.9999999999999999
19633,aprezo 10 tablet 10s,,tablet,aprezo,aprezo 10 10s,1.0,aprezo,aprezo,aprezo,114189.0,aprezo tablet 10s,tablet,aprezo,aprezo 10s,aprezo tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,aprezo 10 tablet 10s,2.0,,,2.0,,,0,10s,Glenmark Pharmaceuticals Ltd,,,295.5,1,0.8164965809277259
20100,risofos 150 tab 10c,,tablet,risofos,risofos 150 10c,1.0,risofos,risofos,risofos,291833.0,risofos 150 tablet 1s,tablet,risofos,risofos 150 1s,risofos 150 tablet 1s,0.6666666666666667,0.6666666666666667,ofo,1,1.0,risofos 150 tablet 10c,2.0,,,2.0,,,0,10c,CIPLA LTD,,,261.36,1,0.6666666666666667
20327,valprol cr 400 tab 4s,,tablet,valprol,valprol 400 4s,1.0,valprol,valprol,valprol,335605.0,valprol  cr 400 tablet 15s,tablet,valprol,valprol 400 15s,valprol 400 tablet 15s,0.6666666666666667,0.6666666666666667,4,15,1.0,valprol 400 tablet 4s,2.0,,,2.0,,,0,4s,INTAS PHARMACEUTICALS,,,201.0,2,0.6666666666666667
20327,valprol cr 400 tab 4s,,tablet,valprol,valprol 400 4s,1.0,valprol,valprol,valprol,335606.0,valprol  cr 400 tablet 10s,tablet,valprol,valprol 400 10s,valprol 400 tablet 10s,0.6666666666666667,0.6666666666666667,4,10,1.0,valprol 400 tablet 4s,2.0,,,2.0,,,0,4s,INTAS PHARMACEUTICALS,,,201.0,2,0.6666666666666667
21391,ultramol 650 tab 10s,,tablet,ultramol,ultramol 650 10s,1.0,ultramol,ultramol,ultramol,375603.0,ultramol rf 650mg tablet 10s,tablet,ultramol,ultramol rf 650 10s,ultramol rf 650mg tablet 10s,0.8660254037844387,0.8660254037844387,10,10,0.0,ultramol 650 tablet 10s,2.0,,mg ,2.0,,650,0,10s,ARISTO,,,20.61,1,0.8660254037844387
22319,migpex tab 10s,,tablet,migpex,migpex 10s,1.0,migpex,migpex,migpex,371884.0,migpex 10mg/40mg tablet 10s,tablet,migpex,migpex 10/40 10s,migpex 10mg/40mg tablet 10s,0.7071067811865475,0.7071067811865475,10,10,0.0,migpex tablet 10s,2.0,,mg ,2.0,,10,0,10s,NEUROPEX PHARMACEUTICAL,,,130.0,1,0.7071067811865475
23508,zeebee tab 10s,,tablet,zeebee,zeebee 10s,1.0,zeebee,zeebee,zeebee,346314.0,zeebee 400mg tablet 1s,tablet,zeebee,zeebee 400 1s,zeebee 400mg tablet 1s,0.40824829046386296,0.40824829046386296,10,1,1.0,zeebee tablet 10s,2.0,,mg ,2.0,,400,0,10s,RANABXY GENRIC,,,8.45,1,0.40824829046386296
23619,ondy md 4mg tab 10s,,tablet,ondy,ondy 4 10s,1.0,ondy,ondy,ondy,264314.0,ondy md tablet 10s,tablet,ondy,ondy 10s,ondy tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,ondy 4mg tablet 10s,2.0,mg ,,2.0,4,,0,10s,RONYD HEALTHCARE PVT LTD,,,46.0,1,0.8164965809277259
23744,densive tab 30s,,tablet,densive,densive 30s,1.0,densive,densive,densive,368578.0,densive denture cleanser tablet 6,tablet,densive,densive denture cleanser 6,densive denture cleanser tablet 6,0.35355339059327373,0.35355339059327373,30,clean,1.0,densive tablet 30s,2.0,,,2.0,,,0,30s,GROUP PHARMACEUTICALS,,,24.0,1,0.35355339059327373
24606,fdine tab 10tab 10s,,tablet,fdine,fdine 10s,1.0,fdine,fdine,fdine,369475.0,fdine 180mg tablet 10s,tablet,fdine,fdine 180 10s,fdine 180mg tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,fdine tablet 10s 10s,2.0,,mg ,2.0,,180,0,10s,SANSTUTI PHARMACEUTICALS,,,120.0,1,0.8164965809277259
25492,coehb tab 15s,,tablet,coehb,coehb 15s,1.0,coehb,coehb,coehb,368063.0,coehb xt tablet 10s,tablet,coehb,coehb 10s,coehb tablet 10s,0.4999999999999999,0.4999999999999999,15,10,1.0,coehb tablet 15s,2.0,,,2.0,,,0,15s,KOYE PHARMACEUTICALS PVT.LTD,,,207.9,1,0.4999999999999999
25611,repalol 5  tab 10s,,tablet,repalol,repalol 5 10s,1.0,repalol,repalol,repalol,289433.0,repalol tablet 10s,tablet,repalol,repalol 10s,repalol tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,repalol 5 tablet 10s,2.0,,,2.0,,,0,10s,SUN PHARMA 2,,,143.0,1,0.8164965809277259
27140,britzilam 25 tab 10s,,tablet,britzilam,britzilam 25 10s,1.0,britzilam,britzilam,britzilam,367388.0,britzilam 25 tablet 14s,tablet,britzilam,britzilam 25 14s,britzilam 25 tablet 14s,0.6666666666666667,0.6666666666666667,10,14,1.0,britzilam 25 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,136.9,1,0.6666666666666667
2763,nebilong tab 15s,,tablet,nebilong,nebilong 15s,1.0,nebilong,nebilong,nebilong,377882.0,nebilong am tablet 15s,tablet,nebilong,nebilong am 15s,nebilong am tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,nebilong tablet 15s,2.0,,,2.0,,,0,15s,MICRO,,,135.0,2,0.8164965809277259
2763,nebilong tab 15s,,tablet,nebilong,nebilong 15s,1.0,nebilong,nebilong,nebilong,383716.0,nebilong 5mg tablet 15s,tablet,nebilong,nebilong 5 15s,nebilong 5mg tablet 15s,0.8164965809277259,0.8164965809277259,15,15,0.0,nebilong tablet 15s,2.0,,mg ,2.0,,5,0,15s,MICRO,,,135.0,2,0.8164965809277259
28173,sodinor tab 10s,,tablet,sodinor,sodinor 10s,1.0,sodinor,sodinor,sodinor,313997.0,sodinor 500mg tablet 10s,tablet,sodinor,sodinor 500 10s,sodinor 500mg tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,sodinor tablet 10s,2.0,,mg ,2.0,,500,0,10s,YTILIGA PHARMACEUTICALS,,,39.0,1,0.8164965809277259
28180,niftura tab 10s,,tablet,niftura,niftura 10s,1.0,niftura,niftura,niftura,253340.0,niftura 100 tablet 10s,tablet,niftura,niftura 100 10s,niftura 100 tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,niftura tablet 10s,2.0,,,2.0,,,0,10s,YTILIGA PHARMACEUTICALS,,,80.0,1,0.8164965809277259
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251516.0,neuro 12 tablet 10s,tablet,neuro,neuro 12 10s,neuro 12 tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251521.0,neuro forte tablet 10s,tablet,neuro,neuro forte 10s,neuro forte tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251523.0,neuro g tablet 10s,tablet,neuro,neuro g 10s,neuro g tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251524.0,neuro gardian tablet 10s,tablet,neuro,neuro gardian 10s,neuro gardian tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251528.0,neuro lp tablet 10s,tablet,neuro,neuro lp 10s,neuro lp tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29214,neurotab-nt 400mg tab 10s,,tablet,neuro,neuro nt 400s 10s,2.0,neuro,neuro,neuro,251530.0,neuro mcm tablet 10s,tablet,neuro,neuro mcm 10s,neuro mcm tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,neuro tablet nt 400mgs 10s,2.0,,,2.0,400,,0,10s,VIGILANT LIFE SCIENCES PVT LTD,,,250.0,6,0.5773502691896258
29314,tofadoz 5mg tablet 10s,,tablet,tofadoz,tofadoz 5 10s,1.0,tofadoz,tofadoz,tofadoz,375309.0,tofadoz tablet 10s,tablet,tofadoz,tofadoz 10s,tofadoz tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,tofadoz 5mg tablet 10s,2.0,mg ,,2.0,5,,0,10s,MSN LABORATORIES,,,407.0,1,0.8164965809277259
29439,tofe 5mg tab 10s,,tablet,tofe,tofe 5 10s,1.0,tofe,tofe,tofe,366112.0,tofe tablet 10s,tablet,tofe,tofe 10s,tofe tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,tofe 5mg tablet 10s,2.0,mg ,,2.0,5,,0,10s,ALKEM,,,429.0,1,0.8164965809277259
29691,esurance tab 38s,,tablet,esurance,esurance 38s,1.0,esurance,esurance,esurance,189283.0,esurance tablet 28s,tablet,esurance,esurance 28s,esurance tablet 28s,0.4999999999999999,0.4999999999999999,38,28,1.0,esurance tablet 38s,2.0,,,2.0,,,0,38s,KOYE PHARMACEUTICALS PVT.LTD,,,335.17,1,0.4999999999999999
29708,escigress 40mg tab 10s,,tablet,escigress,escigress 40 10s,1.0,escigress,escigress,escigress,188469.0,escigress 10 tablet 10s,tablet,escigress,escigress 10 10s,escigress 10 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,escigress 40mg tablet 10s,2.0,mg ,,2.0,40,,0,10s,LA RENON HEALTHCARE,,,99.0,3,0.6666666666666667
29708,escigress 40mg tab 10s,,tablet,escigress,escigress 40 10s,1.0,escigress,escigress,escigress,188470.0,escigress 20mg tablet 10s,tablet,escigress,escigress 20 10s,escigress 20mg tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,escigress 40mg tablet 10s,0.0,mg ,mg ,1.0,40,20,0,10s,LA RENON HEALTHCARE,,,99.0,3,0.6666666666666667
29708,escigress 40mg tab 10s,,tablet,escigress,escigress 40 10s,1.0,escigress,escigress,escigress,188471.0,escigress 5 tablet 10s,tablet,escigress,escigress 5 10s,escigress 5 tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,escigress 40mg tablet 10s,2.0,mg ,,2.0,40,,0,10s,LA RENON HEALTHCARE,,,99.0,3,0.6666666666666667
29766,cpm tab 1000tablet,,tablet,cpm,cpm 1000s,2.0,cpm,cpm,cpm,158986.0,cpm 4mg tablet 1000s,tablet,cpm,cpm 4 1000s,cpm 4mg tablet 1000s,0.8164965809277259,0.8164965809277259,1000,1000,0.0,cpm tablet 1000s,2.0,,mg ,2.0,,4,0,1000tablet,MENARINI INDIA PVT LTD,,,89.8,1,0.8164965809277259
30250,anin 20 tab 10s,,tablet,anin,anin 20 10s,1.0,anin,anin,anin,113138.0,anin tablet 10s,tablet,anin,anin 10s,anin tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,anin 20 tablet 10s,2.0,,,2.0,,,0,10s,IND SWIFT LABORATORIES LTD,,,192.5,1,0.8164965809277259
30271,dynapar  tab 15tab 15s,,tablet,dynapar,dynapar 15s,1.0,dynapar,dynapar,dynapar,384666.0,dynapar 50mg/325mg tablet 15s,tablet,dynapar,dynapar 50/325 15s,dynapar 50mg/325mg tablet 15s,0.7071067811865475,0.7071067811865475,15,15,0.0,dynapar tablet 15s 15s,2.0,,mg ,2.0,,50,0,15s,TROIKAA PHARMACEUTICALS LTD,,,106.35,1,0.7071067811865475
30472,mucotil tab 10s,,tablet,mucotil,mucotil 10s,1.0,mucotil,mucotil,mucotil,372107.0,mucotil ab tablet 10s,tablet,mucotil,mucotil ab 10s,mucotil ab tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,mucotil tablet 10s,2.0,,,2.0,,,0,10s,TABLET INDIA,,,260.0,1,0.8164965809277259
30524,enzogrand tab 10s,,tablet,enzogrand,enzogrand 10s,1.0,enzogrand,enzogrand,enzogrand,187270.0,enzogrand d tablet 10s,tablet,enzogrand,enzogrand d 10s,enzogrand d tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,enzogrand tablet 10s,2.0,,,2.0,,,0,10s,GRANDCURE HEALTHCARE PVT LTD,,,205.7,1,0.8164965809277259
30611,daze-ap tab 10s,,tablet,daze,daze 10s,1.0,daze,daze,daze,162061.0,daze forte tablet 10s,tablet,daze,daze forte 10s,daze forte tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,daze tablet 10s,2.0,,,2.0,,,0,10s,MEDSHINE PHARMACEUTICALS,,,125.0,1,0.8164965809277259
30620,ease tab 15s,,tablet,ease,ease 15s,1.0,ease,ease,ease,183316.0,ease out 4mg tablet 10s,tablet,ease,ease out 4 10s,ease out 4mg tablet 10s,0.35355339059327373,0.35355339059327373,15,10,1.0,ease tablet 15s,2.0,,mg ,2.0,,4,0,15s,MEDSHINE PHARMACEUTICALS,,,65.0,2,0.35355339059327373
30620,ease tab 15s,,tablet,ease,ease 15s,1.0,ease,ease,ease,183317.0,ease out 8mg tablet 10s,tablet,ease,ease out 8 10s,ease out 8mg tablet 10s,0.35355339059327373,0.35355339059327373,15,10,1.0,ease tablet 15s,2.0,,mg ,2.0,,8,0,15s,MEDSHINE PHARMACEUTICALS,,,65.0,2,0.35355339059327373
30639,menoguard tab 10s,,tablet,menoguard,menoguard 10s,1.0,menoguard,menoguard,menoguard,238272.0,menoguard 250 mg/250 mg tablet 10s,tablet,menoguard,menoguard 250/250 10s,menoguard 250mg/250mg tablet 10s,0.5773502691896258,0.5773502691896258,10,10,0.0,menoguard tablet 10s,2.0,,mg ,2.0,,250,0,10s,IND SWIFT LABORATORIES LTD,,,262.6,1,0.5773502691896258
30730,parkin tab 15tab 15s,,tablet,parkin,parkin 15s,1.0,parkin,parkin,parkin,272083.0,parkin tablet 10s,tablet,parkin,parkin 10s,parkin tablet 10s,0.4999999999999999,0.4999999999999999,15,10,1.0,parkin tablet 15s 15s,2.0,,,2.0,,,0,15s,MICRO,,,22.68,1,0.4999999999999999
30803,calgrow xt tab 15s,,tablet,calgrow,calgrow 15s,1.0,calgrow,calgrow,calgrow,144158.0,calgrow tablet 10s,tablet,calgrow,calgrow 10s,calgrow tablet 10s,0.4999999999999999,0.4999999999999999,15,10,1.0,calgrow tablet 15s,2.0,,,2.0,,,0,15s,AAREEN HEALTHCARE PVT LTD,,,352.35,1,0.4999999999999999
30806,gabafix 50 tab 10s,,tablet,gabafix,gabafix 50 10s,1.0,gabafix,gabafix,gabafix,199222.0,gabafix m sr tablet 10s,tablet,gabafix,gabafix m 10s,gabafix m tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,gabafix 50 tablet 10s,2.0,,,2.0,,,0,10s,AAREEN HEALTHCARE PVT LTD,,,99.0,2,0.6666666666666667
30806,gabafix 50 tab 10s,,tablet,gabafix,gabafix 50 10s,1.0,gabafix,gabafix,gabafix,199223.0,gabafix nt tablet 10s,tablet,gabafix,gabafix nt 10s,gabafix nt tablet 10s,0.6666666666666667,0.6666666666666667,10,10,0.0,gabafix 50 tablet 10s,2.0,,,2.0,,,0,10s,AAREEN HEALTHCARE PVT LTD,,,99.0,2,0.6666666666666667
30807,topfenac mr tab 10s,,tablet,topfenac,topfenac 10s,1.0,topfenac,topfenac,topfenac,327691.0,topfenac sp tablet 10s,tablet,topfenac,topfenac sp 10s,topfenac sp tablet 10s,0.8164965809277259,0.8164965809277259,10,10,0.0,topfenac tablet 10s,2.0,,,2.0,,,0,10s,AAREEN HEALTHCARE PVT LTD,,,190.0,1,0.8164965809277259
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367386.0,britzilam 100 tablet 14s,tablet,britzilam,britzilam 100 14s,britzilam 100 tablet 14s,0.33333333333333337,0.33333333333333337,10,14,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367387.0,britzilam 100 tablet 15s,tablet,britzilam,britzilam 100 15s,britzilam 100 tablet 15s,0.33333333333333337,0.33333333333333337,10,15,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
317731076,britzilam sr 200 tab 10s,,tablet,britzilam,britzilam 200 10s,1.0,britzilam,britzilam,britzilam,367388.0,britzilam 25 tablet 14s,tablet,britzilam,britzilam 25 14s,britzilam 25 tablet 14s,0.33333333333333337,0.33333333333333337,10,14,1.0,britzilam 200 tablet 10s,2.0,,,2.0,,,0,10s,TORRENT,,,499.0,8,0.33333333333333337
